t_s,continuo_estable_mPa,fluctuante_mPa,intermitente_mPa,impulsivo_mPa
0.041,-0.045434853531,-0.0350238649164,-0.045434853531,-0.00817827363558
0.042,2.44101358988,1.88291820607,2.44101358988,0.439382446179
0.043,-1.04804986585,-0.808964233441,-1.04804986585,-0.188648975853
0.044,-0.799248059349,-0.617326438134,-0.799248059349,-0.143864650683
0.045,-0.0714729379776,-0.0552408852024,-0.0714729379776,-0.012865128836
0.046,-0.00320393001683,-0.00247792136279,-0.00320393001683,-0.00057670740303
0.047,0.382230628249,0.295811655835,0.382230628249,0.0688015130848
0.048,0.206150759467,0.159646658327,0.206150759467,0.0371071367041
0.049,1.12561025363,0.872263750759,1.12561025363,0.202609845653
0.05,-0.13836930986,-0.10729617617,-0.13836930986,-0.0249064757748
0.051,-0.636379172352,-0.49379297688,-0.636379172352,-0.114548251023
0.052,1.32467841666,1.02854592551,1.32467841666,0.238442114998
0.053,0.448153042249,0.348195896316,0.448153042249,0.0806675476048
0.054,-0.77895330294,-0.605609374704,-0.77895330294,-0.140211594529
0.055,0.849354205739,0.660775100548,0.849354205739,0.152883757033
0.056,0.531468325286,0.413738247664,0.531468325286,0.0956642985515
0.057,0.391478324232,0.304957456225,0.391478324232,0.0704660983618
0.058,-0.866661173595,-0.675559992857,-0.866661173595,-0.155999011247
0.059,-0.6080132047,-0.474253378951,-0.6080132047,-0.109442376846
0.06,-0.291430756456,-0.227465450474,-0.291430756456,-0.052457536162
0.061,1.34595869887,1.05122146743,1.34595869887,0.242272565797
0.062,-2.18218761513,-1.70544138817,-2.18218761513,-0.392793770723
0.063,0.75229351019,0.58832058656,0.75229351019,0.135412831834
0.064,0.732118238508,0.572914440671,0.732118238508,0.131781282931
0.065,1.7367369398,1.35995391467,1.7367369398,0.312612649163
0.066,-0.284984288432,-0.223301925643,-0.284984288432,-0.0512971719178
0.067,-0.786298125246,-0.616509802076,-0.786298125246,-0.141533662544
0.068,-1.17499546076,-0.921870512369,-1.17499546076,-0.211499182936
0.069,-0.347419534232,-0.272752507052,-0.347419534232,-0.0625355161617
0.07,0.878243979902,0.689938333766,0.878243979902,0.158083916382
0.071,-1.27699764902,-1.00384246154,-1.27699764902,-0.229859576823
0.072,0.706517052791,0.555748471277,0.706517052791,0.127173069502
0.073,0.143493955473,0.112945567738,0.143493955473,0.0258289119851
0.074,1.16272856175,0.915785319347,1.16272856175,0.209291141115
0.075,0.29422760127,0.231888009078,0.29422760127,0.0529609682286
0.076,0.265069229332,0.209041991298,0.265069229332,0.0477124612798
0.077,-0.529766893587,-0.418059564598,-0.529766893587,-0.0953580408457
0.078,-0.57044528034,-0.45044966114,-0.57044528034,-0.102680150461
0.079,-0.0305525427587,-0.0241411720382,-0.0305525427587,-0.00549945769656
0.08,-0.838374151733,-0.662868498501,-0.838374151733,-0.150907347312
0.081,1.13632835477,0.89902474906,1.13632835477,0.204539103859
0.082,-0.345171854123,-0.27326327892,-0.345171854123,-0.0621309337421
0.083,-0.192347700513,-0.152373971555,-0.192347700513,-0.0346225860923
0.084,-0.0801298273681,-0.0635178336153,-0.0801298273681,-0.0144233689263
0.085,1.70804479798,1.35480940086,1.70804479798,0.307448063637
0.086,1.10896595385,0.880185935135,1.10896595385,0.199613871693
0.087,1.94719519004,1.54647448423,1.94719519004,0.350495134208
0.088,0.0231785656992,0.018420299224,0.0231785656992,0.00417214182585
0.089,0.0495611449745,0.0394119658544,0.0495611449745,0.00892100609541
0.09,0.878644474721,0.69915969748,0.878644474721,0.15815600545
0.091,0.0284446078083,0.0226484967777,0.0284446078083,0.00512002940549
0.092,1.53689865871,1.22450534406,1.53689865871,0.276641758568
0.093,0.32284065219,0.257382777024,0.32284065219,0.0581113173943
0.094,-0.766717238689,-0.611648759841,-0.766717238689,-0.138009102964
0.095,-0.706594297313,-0.564043237634,-0.706594297313,-0.127186973516
0.096,-1.71437982135,-1.36938165058,-1.71437982135,-0.308588367843
0.097,-0.94981728517,-0.759158584771,-0.94981728517,-0.170967111331
0.098,0.166508861863,0.133169437009,0.166508861863,0.0299715951353
0.099,-0.80127548242,-0.641244466036,-0.80127548242,-0.144229586836
0.1,-1.06147816631,-0.850016189547,-1.06147816631,-0.191066069936
0.101,-0.648011735651,-0.519245989277,-0.648011735651,-0.116642112417
0.102,0.123876303933,0.0993236012391,0.123876303933,0.022297734708
0.103,-0.486393698477,-0.390234704029,-0.486393698477,-0.0875508657258
0.104,-0.175233719529,-0.140678960564,-0.175233719529,-0.0315420695152
0.105,0.800608665305,0.643139333172,0.800608665305,0.144109559755
0.106,-0.35758217291,-0.287431094345,-0.35758217291,-0.0643647911239
0.107,-1.03456334542,-0.832123663365,-1.03456334542,-0.186221402175
0.108,1.17077399088,0.942272546312,1.17077399088,0.210739318358
0.109,0.73932269183,0.595401584502,0.73932269183,0.133078084529
0.11,1.70488725984,1.37386444523,1.70488725984,0.306879706771
0.111,-0.194043337379,-0.156465652096,-0.194043337379,-0.0349278007282
0.112,0.134678745778,0.1086653775,0.134678745778,0.0242421742401
0.113,0.245929345113,0.198551935404,0.245929345113,0.0442672821204
0.114,0.439342965597,0.354926871565,0.439342965597,0.0790817338075
0.115,0.521230825794,0.421343714044,0.521230825794,0.093821548643
0.116,0.000569547451179,0.000460688481083,0.000569547451179,0.000102518541212
0.117,2.44948324067,1.98254346486,2.44948324067,0.440906983321
0.118,1.019912202,0.826003005582,1.019912202,0.18358419636
0.119,-0.301435177903,-0.244277326954,-0.301435177903,-0.0542583320226
0.12,-1.16959497679,-0.94840731594,-1.16959497679,-0.210527095822
0.121,0.139428091591,0.113130485304,0.139428091591,0.0250970564864
0.122,0.0068685009896,0.00557649206582,0.0068685009896,0.00123633017813
0.123,-1.24699906973,-1.01305914085,-1.24699906973,-0.224459832552
0.124,1.67314806386,1.36010482726,1.67314806386,0.301166651494
0.125,1.48546553027,1.20828591315,1.48546553027,0.267383795448
0.126,0.526812540265,0.428777665065,0.526812540265,0.0948262572478
0.127,0.0340553303402,0.0277351075847,0.0340553303402,0.00612995946124
0.128,2.04287842543,1.66477588494,2.04287842543,0.367718116578
0.129,-1.53007474421,-1.24765407023,-1.53007474421,-0.275413453958
0.13,-1.55570293211,-1.26933509552,-1.55570293211,-0.28002652778
0.131,-1.15876591846,-0.94604805524,-1.15876591846,-0.208577865323
0.132,-1.22431876046,-1.00018340476,-1.22431876046,-0.220377376882
0.133,-0.971728975683,-0.794324098947,-0.971728975683,-0.174911215623
0.134,-1.20563971875,-0.98613725927,-1.20563971875,-0.217015149375
0.135,-0.716187106756,-0.586156174649,-0.716187106756,-0.128913679216
0.136,-0.698380232995,-0.571933583708,-0.698380232995,-0.125708441939
0.137,-1.75369624393,-1.43705912247,-1.75369624393,-0.315665323907
0.138,0.17819954729,0.146114478961,0.17819954729,0.0320759185123
0.139,0.610532749269,0.500912425178,0.610532749269,0.109895894868
0.14,-0.0820883667613,-0.0673907712515,-0.0820883667613,-0.014775906017
0.141,0.307215686731,0.252364324102,0.307215686731,0.0552988236116
0.142,0.474828645384,0.39028964964,0.474828645384,0.0854691561692
0.143,0.919462482981,0.756222292429,0.919462482981,0.165503246937
0.144,-0.332846763744,-0.273920748305,-0.332846763744,-0.0599124174739
0.145,-0.347153531071,-0.285869021566,-0.347153531071,-0.0624876355928
0.146,-1.29379595275,-1.06604614213,-1.29379595275,-0.232883271496
0.147,-0.782056875693,-0.644782213095,-0.782056875693,-0.140770237625
0.148,2.30460409651,1.90123291185,2.30460409651,0.414828737372
0.149,0.642896150136,0.530693651381,0.642896150136,0.115721307024
0.15,-0.304247528847,-0.251300867889,-0.304247528847,-0.0547645551925
0.151,0.99063375898,0.818735654077,0.99063375898,0.178314076616
0.152,-0.79324949155,-0.655999972343,-0.79324949155,-0.142784908479
0.153,-0.290764694613,-0.240601825838,-0.290764694613,-0.0523376450304
0.154,2.54225910917,2.10494171534,2.54225910917,0.457606639651
0.155,-0.898677733034,-0.744538309446,-0.898677733034,-0.161761991946
0.156,-0.0702807817157,-0.0582615781736,-0.0702807817157,-0.0126505407088
0.157,-0.0534733974287,-0.0443553306161,-0.0534733974287,-0.00962521153717
0.158,-0.106281151522,-0.0882117553421,-0.106281151522,-0.019130607274
0.159,-0.995725159199,-0.826935530146,-0.995725159199,-0.179230528656
0.16,1.2292524556,1.02149207797,1.2292524556,0.221265442008
0.161,-0.89817748104,-0.746822881638,-0.89817748104,-0.161671946587
0.162,0.232596866781,0.193517674649,0.232596866781,0.0418674360207
0.163,0.311703243779,0.259489153782,0.311703243779,0.0561065838802
0.164,-0.787498311307,-0.655976707322,-0.787498311307,-0.141749696035
0.165,-0.0459435904992,-0.038293442234,-0.0459435904992,-0.00826984628985
0.166,-2.23201179707,-1.86147169166,-2.23201179707,-0.401762123473
0.167,-0.067139157146,-0.0560268361871,-0.067139157146,-0.0120850482863
0.168,-1.81623678138,-1.51653602634,-1.81623678138,-0.326922620649
0.169,-0.480773350522,-0.4016802614,-0.480773350522,-0.0865392030939
0.17,-0.625130806486,-0.522601477249,-0.625130806486,-0.112523545167
0.171,1.39999129941,1.17107438855,1.39999129941,0.251998433894
0.172,-0.197900088138,-0.165639662372,-0.197900088138,-0.0356220158649
0.173,0.683021113008,0.572020334624,0.683021113008,0.122943800341
0.174,0.8501734129,0.712432358065,0.8501734129,0.153031214322
0.175,0.0513398656737,0.0430476463072,0.0513398656737,0.00924117582126
0.176,-0.43704769157,-0.366675477743,-0.43704769157,-0.0786685844825
0.177,-0.0327031238008,-0.0274536703671,-0.0327031238008,-0.00588656228414
0.178,-0.995064201488,-0.835834333836,-0.995064201488,-0.179111556268
0.179,1.337041781,1.12375541826,1.337041781,0.24066752058
0.18,-1.19138771977,-1.00193014242,-1.19138771977,-0.214449789558
0.181,1.01288602891,0.852319047405,1.01288602891,0.182319485203
0.182,-1.47897828909,-1.24526129483,-1.47897828909,-0.266216092035
0.183,-0.114028352172,-0.0960657115887,-0.114028352172,-0.020525103391
0.184,-0.446957448573,-0.376771797417,-0.446957448573,-0.0804523407431
0.185,-0.138525797091,-0.116842086798,-0.138525797091,-0.0249346434764
0.186,-0.0638424651117,-0.0538808602918,-0.0638424651117,-0.0114916437201
0.187,-1.97259058435,-1.66578076452,-1.97259058435,-0.355066305183
0.188,1.31655139673,1.11243464483,1.31655139673,0.236979251411
0.189,1.09165890981,0.92295226283,1.09165890981,0.196498603765
0.19,-1.6613203819,-1.40540353979,-1.6613203819,-0.299037668742
0.191,-0.13509548371,-0.114351967683,-0.13509548371,-0.0243171870678
0.192,0.103088712945,0.0873109829129,0.103088712945,0.01855596833
0.193,0.770610899447,0.653051817576,0.770610899447,0.138709961901
0.194,-0.596634864622,-0.505912774099,-0.596634864622,-0.107394275632
0.195,-1.40047290226,-1.18821775185,-1.40047290226,-0.252085122407
0.196,0.710374622656,0.603063245208,0.710374622656,0.127867432078
0.197,0.201596824765,0.171243064814,0.201596824765,0.0362874284577
0.198,1.08042844795,0.91828815918,1.08042844795,0.194477120632
0.199,0.305331066513,0.259661417793,0.305331066513,0.0549595919724
0.2,0.227692905601,0.193748866742,0.227692905601,0.0409847230082
0.201,0.411252074453,0.350147316549,0.411252074453,0.0740253734016
0.202,-1.1793543529,-1.004707931,-1.1793543529,-0.212283783522
0.203,1.29658735327,1.10522296256,1.29658735327,0.233385723588
0.204,0.578126538601,0.493086840822,0.578126538601,0.104062776948
0.205,0.58747618597,0.501352226711,0.58747618597,0.105745713475
0.206,0.87417527214,0.746454189996,0.87417527214,0.157351548985
0.207,-0.619609929598,-0.529388812684,-0.619609929598,-0.111529787328
0.208,-0.324874526681,-0.277730505157,-0.324874526681,-0.0584774148026
0.209,1.41486837061,1.21025053299,1.41486837061,0.25467630671
0.21,0.769804555797,0.65885648957,0.769804555797,0.138564820044
0.211,-0.524121261763,-0.448841517038,-0.524121261763,-0.0943418271173
0.212,0.683649740725,0.585794886062,0.683649740725,0.123056953331
0.213,-1.32426767941,-1.13537196749,-1.32426767941,-0.238368182293
0.214,-1.12578728165,-0.965759472938,-1.12578728165,-0.202641710696
0.215,2.78159180138,2.38756978158,2.78159180138,0.500686524248
0.216,-0.438066449783,-0.376229194159,-0.438066449783,-0.0788519609609
0.217,0.157934540901,0.135718556179,0.157934540901,0.0284282173621
0.218,-0.953095538197,-0.819498079718,-0.953095538197,-0.171557196876
0.219,-1.52964357295,-1.31598497642,-1.52964357295,-0.27533584313
0.22,-0.172764033691,-0.14871781209,-0.172764033691,-0.0310975260644
0.221,-0.563862327918,-0.485659049095,-0.563862327918,-0.101495219025
0.222,1.51457576343,1.30526275834,1.51457576343,0.272623637418
0.223,-0.58587153253,-0.505193396243,-0.58587153253,-0.105456875855
0.224,1.39106728901,1.20019418303,1.39106728901,0.250392112022
0.225,-1.72489899216,-1.48906941668,-1.72489899216,-0.310481818588
0.226,-0.955770507179,-0.825567490065,-0.955770507179,-0.172038691292
0.227,-1.51491687551,-1.30928812415,-1.51491687551,-0.272685037591
0.228,-1.8769198974,-1.62307809608,-1.8769198974,-0.337845581532
0.229,0.515497941822,0.446033679637,0.515497941822,0.092789629528
0.23,-1.68777614939,-1.46117551975,-1.68777614939,-0.30379970689
0.231,0.956591966719,0.82863043715,0.956591966719,0.172186554009
0.232,0.270427179983,0.23438557897,0.270427179983,0.0486768923969
0.233,-0.230253634148,-0.199679381473,-0.230253634148,-0.0414456541466
0.234,3.20401086787,2.78014006515,3.20401086787,0.576721956217
0.235,1.33171799414,1.15619401283,1.33171799414,0.239709238946
0.236,1.07733826332,0.935871173699,1.07733826332,0.193920887398
0.237,0.59635290168,0.518337518859,0.59635290168,0.107343522302
0.238,-1.1002728227,-0.956874107562,-1.1002728227,-0.198049108087
0.239,-1.06524654705,-0.926935352464,-1.06524654705,-0.191744378469
0.24,0.907744419465,0.790328380602,0.907744419465,0.163393995504
0.241,0.981260352845,0.854816125411,0.981260352845,0.176626863512
0.242,2.936962159,2.55994747709,2.936962159,0.52865318862
0.243,-1.07293488012,-0.935729029227,-1.07293488012,-0.193128278421
0.244,0.647116709376,0.564680997069,0.647116709376,0.116481007688
0.245,-0.971337810008,-0.848075385417,-0.971337810008,-0.174840805801
0.246,-1.26250303193,-1.102909771,-1.26250303193,-0.227250545747
0.247,0.733886059544,0.641474457639,0.733886059544,0.132099490718
0.248,-0.302259000017,-0.264346114858,-0.302259000017,-0.0544066200031
0.249,-0.180962473007,-0.158352512686,-0.180962473007,-0.0325732451413
0.25,-1.21203828429,-1.06119526889,-1.21203828429,-0.218166891173
0.251,-0.734133541418,-0.643126418011,-0.734133541418,-0.132144037455
0.252,2.45023312429,2.14768602112,2.45023312429,0.441041962372
0.253,2.93258993995,2.57191499109,2.93258993995,0.52786618919
0.254,1.06063498906,0.930706806424,1.06063498906,0.19091429803
0.255,-1.17905615592,-1.03519671663,-1.17905615592,-0.212230108066
0.256,-0.747219886612,-0.656414336915,-0.747219886612,-0.13449957959
0.257,-1.86414292059,-1.63851290995,-1.86414292059,-0.335545725707
0.258,0.432632178323,0.38047864841,0.432632178323,0.0778737920982
0.259,-0.475649613707,-0.418542163937,-0.475649613707,-0.0856169304672
0.26,-0.678770957195,-0.597607031231,-0.678770957195,-0.122178772295
0.261,0.674120477729,0.593840935066,0.674120477729,0.121341685991
0.262,-0.812366516364,-0.716019047468,-0.812366516364,-0.146225972946
0.263,-0.338696308047,-0.298691426981,-0.338696308047,-0.0609653354485
0.264,-1.27525069794,-1.12524575641,-1.27525069794,-0.229545125629
0.265,-0.903344657104,-0.797525536013,-0.903344657104,-0.162602038279
0.266,-1.35434447808,-1.19635301105,-1.35434447808,-0.243782006054
0.267,-0.454715970393,-0.401891930395,-0.454715970393,-0.0818488746708
0.268,-0.8211774256,-0.72618075945,-0.8211774256,-0.147811936608
0.269,0.0298128917447,0.0263785112392,0.0298128917447,0.00536632051405
0.27,0.0592644644179,0.0524660982876,0.0592644644179,0.0106676035952
0.271,-0.644450625925,-0.570836934896,-0.644450625925,-0.116001112667
0.272,1.3405124708,1.18804001878,1.3405124708,0.241292244744
0.273,-0.268948495699,-0.238488208432,-0.268948495699,-0.0484107292259
0.274,0.151249654871,0.134192903157,0.151249654871,0.0272249378767
0.275,-1.47878594916,-1.31273668166,-1.47878594916,-0.266181470849
0.276,1.53108093956,1.35990130023,1.53108093956,0.27559456912
0.277,-1.20508199715,-1.07093362719,-1.20508199715,-0.216914759487
0.278,0.0258418799475,0.022977700482,0.0258418799475,0.00465153839055
0.279,-0.217784069205,-0.193751402294,-0.217784069205,-0.0392011324569
0.28,-1.26179944474,-1.12316910652,-1.26179944474,-0.227123900054
0.281,0.538956961922,0.480003892489,0.538956961922,0.097012253146
0.282,0.14383670101,0.128172845644,0.14383670101,0.0258906061818
0.283,-0.0901222427309,-0.0803514517369,-0.0901222427309,-0.0162220036916
0.284,-0.460525913565,-0.410819470124,-0.460525913565,-0.0828946644416
0.285,0.46375778898,0.413926427156,0.46375778898,0.0834764020164
0.286,0.14377652393,0.128396946167,0.14377652393,0.0258797743074
0.287,0.0212874281819,0.0190206113589,0.0212874281819,0.00383173707275
0.288,-2.98563678227,-2.66914762242,-2.98563678227,-0.537414620808
0.289,-0.54349741402,-0.486146577956,-0.54349741402,-0.0978295345236
0.29,1.3789387986,1.23409517987,1.3789387986,0.248208983747
0.291,0.204333274547,0.182968554667,0.204333274547,0.0367799894184
0.292,-0.0234168574051,-0.0209797088043,-0.0234168574051,-0.00421503433292
0.293,-1.16214585788,-1.04175297494,-1.16214585788,-0.209186254418
0.294,-0.116703921417,-0.104670093021,-0.116703921417,-0.0210067058551
0.295,-0.100331345441,-0.0900340178545,-0.100331345441,-0.0180596421794
0.296,-0.0451032328941,-0.0404958282391,-0.0451032328941,-0.00811858192093
0.297,-0.0416473195369,-0.0374129601183,-0.0416473195369,-0.00749651751664
0.298,-0.419129246046,-0.376716956298,-0.419129246046,-0.0754432642883
0.299,-0.746406614112,-0.671235090124,-0.746406614112,-0.13435319054
0.3,-1.90115091584,-1.71059626872,-1.90115091584,-0.342207164851
0.301,-0.951407197348,-0.856503019206,-0.951407197348,-0.171253295523
0.302,0.606585252705,0.54636847832,0.606585252705,0.109185345487
0.303,-0.347448627103,-0.313123378583,-0.347448627103,-0.0625407528785
0.304,-0.858902605162,-0.774461271119,-0.858902605162,-0.154602468929
0.305,0.69405281052,0.626150852206,0.69405281052,0.124929505894
0.306,0.382347247343,0.345123780249,0.382347247343,0.0688225045217
0.307,0.0577444016198,0.052150327979,0.0577444016198,0.0103939922916
0.308,0.761417394374,0.688018282133,0.761417394374,0.137055130987
0.309,0.53491929454,0.483609983177,0.53491929454,0.0962854730172
0.31,0.605160257601,0.547402765084,0.605160257601,0.108928846368
0.311,0.183514373992,0.166087157198,0.183514373992,0.0330325873185
0.312,-0.945590345262,-0.856245210966,-0.945590345262,-0.170206262147
0.313,-1.21680880777,-1.1024183048,-1.21680880777,-0.219025585399
0.314,-1.70134022572,-1.54221161683,-1.70134022572,-0.306241240629
0.315,-0.366457289638,-0.33235688308,-0.366457289638,-0.0659623121349
0.316,-1.51382589274,-1.37367988111,-1.51382589274,-0.272488660693
0.317,-1.19111139124,-1.08140921598,-1.19111139124,-0.214400050423
0.318,-0.524435026221,-0.476384082442,-0.524435026221,-0.0943983047197
0.319,1.0018607507,0.910543214279,1.0018607507,0.180334935126
0.32,0.401397771616,0.365002288604,0.401397771616,0.0722515988909
0.321,0.586703797987,0.533785466184,0.586703797987,0.105606683638
0.322,0.458930398439,0.417755011756,0.458930398439,0.0826074717191
0.323,-0.775930487612,-0.706682671123,-0.775930487612,-0.13966748777
0.324,0.654748153743,0.596626409972,0.654748153743,0.117854667674
0.325,-1.1864378496,-1.08168182771,-1.1864378496,-0.213558812929
0.326,0.341196836033,0.311233021331,0.341196836033,0.061415430486
0.327,-0.154762482403,-0.141244737953,-0.154762482403,-0.0278572468325
0.328,-0.703249135483,-0.642157408128,-0.703249135483,-0.126584844387
0.329,-0.168502617621,-0.153944588002,-0.168502617621,-0.0303304711718
0.33,1.52146534951,1.39073731396,1.52146534951,0.273863762913
0.331,0.350268824703,0.320338824086,0.350268824703,0.0630483884466
0.332,-2.83304626532,-2.59230795817,-2.83304626532,-0.509948327757
0.333,-0.364855248919,-0.334024361619,-0.364855248919,-0.0656739448055
0.334,0.556088946507,0.509361608293,0.556088946507,0.100096010371
0.335,0.772949807805,0.708365536967,0.772949807805,0.139130965405
0.336,0.110686878189,0.101490697592,0.110686878189,0.0199236380741
0.337,0.34119188016,0.313005910057,0.34119188016,0.0614145384288
0.338,-0.860868361017,-0.790158348102,-0.860868361017,-0.154956304983
0.339,0.187453809401,0.172145222919,0.187453809401,0.0337416856922
0.34,1.34223015542,1.23324907649,1.34223015542,0.241601427975
0.341,-1.41629063203,-1.30196429835,-1.41629063203,-0.254932313765
0.342,0.12817130004,0.117885435283,0.12817130004,0.0230708340071
0.343,1.19237436772,1.0972471112,1.19237436772,0.214627386189
0.344,-1.4830782343,-1.36545726293,-1.4830782343,-0.266954082173
0.345,1.23190299913,1.13478237665,1.23190299913,0.221742539843
0.346,-0.357053960944,-0.329072604106,-0.357053960944,-0.0642697129699
0.347,-0.82065715135,-0.756730462931,-0.82065715135,-0.147718287243
0.348,-1.4644891906,-1.35109845988,-1.4644891906,-0.263608054308
0.349,-0.738767715644,-0.681914444221,-0.738767715644,-0.132978188816
0.35,-0.173791363757,-0.160498548355,-0.173791363757,-0.0312824454762
0.351,-0.96496929046,-0.891614514208,-0.96496929046,-0.173694472283
0.352,-0.740090057762,-0.684177377576,-0.740090057762,-0.133216210397
0.353,-0.0460336096113,-0.0425774312797,-0.0460336096113,-0.00828604973003
0.354,-0.711103934854,-0.658048006286,-0.711103934854,-0.127998708274
0.355,0.381563822948,0.353273889715,0.381563822948,0.0686814881306
0.356,0.277750312522,0.257287413589,0.277750312522,0.049995056254
0.357,0.109786821985,0.101749812609,0.109786821985,0.0197616279574
0.358,1.50206168811,1.39280518925,1.50206168811,0.270371103859
0.359,0.0116683507349,0.0108250788417,0.0116683507349,0.00210030313229
0.36,-0.640946361242,-0.594924766426,-0.640946361242,-0.115370345024
0.361,-0.902225756107,-0.837865167435,-0.902225756107,-0.162400636099
0.362,-0.534392643648,-0.496521114902,-0.534392643648,-0.0961906758566
0.363,0.87225019531,0.810842390263,0.87225019531,0.157005035156
0.364,-0.660667814591,-0.614463969571,-0.660667814591,-0.118920206626
0.365,0.218578826565,0.203394426389,0.218578826565,0.0393441887816
0.366,-0.711261080723,-0.662182153253,-0.711261080723,-0.12802699453
0.367,0.329739085942,0.307139807732,0.329739085942,0.0593530354695
0.368,0.0233887564147,0.0217966547102,0.0233887564147,0.00420997615464
0.369,-0.958285958647,-0.893500205143,-0.958285958647,-0.172491472556
0.37,2.37628703318,2.21674139676,2.37628703318,0.427731665973
0.371,-0.979874944202,-0.914540980465,-0.979874944202,-0.176377489956
0.372,-0.394456408254,-0.368338997747,-0.394456408254,-0.0710021534856
0.373,0.0686099502734,0.0640990719681,0.0686099502734,0.0123497910492
0.374,0.493085474375,0.460895619561,0.493085474375,0.0887553853876
0.375,-2.07948444366,-1.94469530092,-2.07948444366,-0.374307199858
0.376,-0.777654619709,-0.727608804887,-0.777654619709,-0.139977831548
0.377,0.725045275286,0.678721177321,0.725045275286,0.130508149551
0.378,0.0203178382326,0.0190291170912,0.0203178382326,0.00365721088186
0.379,-4.51538782727,-4.23107621237,-4.51538782727,-0.812769808908
0.38,-0.107199991581,-0.100499748447,-0.107199991581,-0.0192959984846
0.381,0.790665460355,0.741612783191,0.790665460355,0.142319782864
0.382,1.77718386689,1.66774943158,1.77718386689,0.319893096041
0.383,1.65173540888,1.55078896056,1.65173540888,0.297312373599
0.384,0.317879076174,0.298598574179,0.317879076174,0.0572182337114
0.385,1.03873792732,0.976214210912,1.03873792732,0.186972826918
0.386,-0.181368576402,-0.170535308915,-0.181368576402,-0.0326463437523
0.387,1.39379306835,1.31118352418,1.39379306835,0.250882752302
0.388,1.48225184645,1.39508246868,1.48225184645,0.266805332361
0.389,-0.289313939312,-0.272433005158,-0.289313939312,-0.0520765090761
0.39,1.03523400604,0.975306584283,1.03523400604,0.186342121087
0.391,0.165942548424,0.15641284998,0.165942548424,0.0298696587163
0.392,0.214182338251,0.201980833417,0.214182338251,0.0385528208851
0.393,0.451103637058,0.425612570615,0.451103637058,0.0811986546705
0.394,0.287062235744,0.270972724148,0.287062235744,0.0516712024339
0.395,0.450970549526,0.425901211487,0.450970549526,0.0811746989146
0.396,0.343851017358,0.32489420899,0.343851017358,0.0618931831244
0.397,-0.729307190004,-0.689434318323,-0.729307190004,-0.131275294201
0.398,0.365768608241,0.345938868978,0.365768608241,0.0658383494834
0.399,-0.794694647678,-0.751975223206,-0.794694647678,-0.143045036582
0.4,-1.24610679961,-1.17969191777,-1.24610679961,-0.22429922393
