"asset_id","unit","slide_id","type","title","description","pedagogical_purpose","source_url","creator","organization","license","access_date","local_path","status","credit_text","notes"
"U04-CH-013","04","U04-113","chart","Reflexión e impedancia","Rp y RI frente a razón de impedancias.","Distinguir amplitud, signo y energía.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/charts/U04-CH-013/u04_fig_013_reflexion_impedancias.svg","approved","Basado en libro del curso, TEX 4.5.4.","Script u04_plot_013_reflexion_impedancias.py. SVG/PNG, datos, README y validación disponibles en la carpeta del recurso."
"U04-CH-014","04","U04-121","chart","Incremento al sumar niveles","Curva de incremento frente a diferencia de niveles.","Resolver sumas desiguales sin atajos opacos.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/charts/U04-CH-014/u04_fig_014_incremento_suma_niveles.svg","approved","Basado en libro del curso, TEX 4.8.2.","Script u04_plot_014_incremento_suma_niveles.py. SVG/PNG, datos, README y validación disponibles en la carpeta del recurso."
"U04-CH-015","04","U04-122","chart","Suma en cuadratura","Señales en pi/2 y resultante.","Mostrar caso coherente intermedio.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/charts/U04-CH-015/u04_fig_015_suma_cuadratura.svg","approved","Basado en libro del curso, TEX 4.8.1.","Derivado del script CH-008. SVG/PNG, datos, README y validación disponibles en la carpeta del recurso."
"U04-DG-001","04","U04-002","diagram","Situación inicial","Fuente, medio, medición, receptor y preguntas.","Instalar el problema de magnitudes.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-001/u04_fig_016_situacion_inicial.svg","approved","Basado en storyboard U04-002.","Editable nativo en u04_fig_016_situacion_inicial_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-002","04","U04-006;U04-014;U04-107","diagram","Mapa de unidad","Mapa en tres encuentros y estados de progreso.","Orientar y recapitular.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-002/u04_fig_017_mapa_unidad.svg","approved","Basado en storyboard U04-006.","Editable nativo en u04_fig_017_mapa_unidad_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-003","04","U04-008;U04-009;U04-010","diagram","Físico, perceptual y cadena","Comparación y cadena funcional.","Separar fenómeno, medición y percepción.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-003/u04_fig_018_cadena_acustica.svg","approved","Basado en libro del curso, TEX 4.3.","Editable nativo en u04_fig_018_cadena_acustica_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-004","04","U04-012;U04-013","diagram","Generación vocal y electroacústica","Dos procesos funcionales de cuatro etapas.","Comparar fuentes sin sobrecargar anatomía.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-004/u04_fig_019_generacion.svg","approved","Basado en TEX 4.3 y NIDCD como referencia.","Editable nativo en u04_fig_019_generacion_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-005","04","U04-016;U04-017;U04-018;U04-019","diagram","Propagación longitudinal","Regiones, fuerzas y avance por estados.","Distinguir movimiento local y propagación.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-005/u04_fig_020_propagacion_longitudinal.svg","approved","Basado en TEX 4.4.","Editable nativo en u04_fig_020_propagacion_longitudinal_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-006","04","U04-020;U04-021;U04-022","equation_only","Rapidez y cambio de medio","Ecuaciones anotadas e interfaz.","Interpretar c, rigidez, densidad y lambda.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-006/u04_fig_021_rapidez_medio.svg","approved","Basado en TEX 4.4.","Editable nativo en u04_fig_021_rapidez_medio_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-007","04","U04-024;U04-025;U04-026;U04-027;U04-028","diagram","Campo, presión y movimiento","Mapa y comparaciones p/u/c.","Definir magnitudes locales.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-007/u04_fig_022_campo_magnitudes.svg","approved","Basado en TEX 4.5.1–4.5.2.","Editable nativo en u04_fig_022_campo_magnitudes_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-008","04","U04-029;U04-030;U04-031;U04-032;U04-033;U04-113","diagram","Impedancia y reflexión","Interfaz, ondas y ecuaciones.","Relacionar desajuste y reflexión.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-008/u04_fig_023_impedancia_reflexion.svg","approved","Basado en TEX 4.5.3–4.5.4, figura 4.1.","Editable nativo en u04_fig_023_impedancia_reflexion_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-009","04","U04-035;U04-037;U04-038","equation_only","Intensidad","Ecuaciones anotadas y ventana.","Interpretar producto, promedio y RMS.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-009/u04_fig_024_intensidad_ecuaciones.svg","approved","Basado en TEX 4.5.5.","Editable nativo en u04_fig_024_intensidad_ecuaciones_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-010","04","U04-040;U04-041;U04-042","diagram","Intensidad, potencia, energía y medición","Cadena de magnitudes y sensor.","Distinguir escala local, superficie y tiempo.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-010/u04_fig_025_flujo_energia_medicion.svg","approved","Basado en TEX 4.5.5 y 4.12.","Editable nativo en u04_fig_025_flujo_energia_medicion_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-011","04","U04-045;U04-046;U04-047;U04-048;U04-049;U04-050","diagram","Descriptores anotados","Callouts y matriz comparativa.","Elegir descriptor según pregunta.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-011/u04_fig_026_descriptores_callouts.svg","approved","Basado en TEX 4.6.","Editable nativo en u04_fig_026_descriptores_callouts_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-012","04","U04-052;U04-053;U04-054;U04-055;U04-111;U04-112","diagram","Proceso RMS","Tres etapas y fórmulas alineadas.","Comprender operación y unidades.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-012/u04_fig_027_proceso_rms.svg","approved","Basado en TEX 4.6.5.","Editable nativo en u04_fig_027_proceso_rms_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-013","04","U04-060;U04-061;U04-062;U04-063;U04-065;U04-066;U04-067;U04-068;U04-114","diagram","Niveles y referencias","Tríada, ecuaciones y comparación.","Evitar dB sin magnitud ni referencia.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-013/u04_fig_028_niveles_referencias.svg","approved","Basado en TEX 4.7.","Editable nativo en u04_fig_028_niveles_referencias_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-014","04","U04-070;U04-071;U04-072;U04-073;U04-074;U04-075;U04-076;U04-077;U04-078;U04-079;U04-080;U04-115","diagram","Lógica de suma","Flujo, bifurcación y ecuaciones.","Elegir suma según relación temporal.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-014/u04_fig_029_logica_suma.svg","approved","Basado en TEX 4.8.","Editable nativo en u04_fig_029_logica_suma_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-015","04","U04-082;U04-083;U04-084;U04-085;U04-086;U04-087;U04-088;U04-089;U04-116;U04-117","diagram","Geometrías y campos","Frentes y recintos comparados.","Elegir modelo geométrico y de campo.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-015/u04_fig_030_geometrias_campos.svg","approved","Basado en TEX 4.9.","Editable nativo en u04_fig_030_geometrias_campos_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-016","04","U04-091;U04-092;U04-093;U04-094;U04-095;U04-096;U04-097;U04-118","diagram","Ley de distancia","Esferas, posiciones y derivación.","Conectar área, intensidad y nivel.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-016/u04_fig_031_ley_distancia.svg","approved","Basado en TEX 4.10.","Editable nativo en u04_fig_031_ley_distancia_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-017","04","U04-098;U04-099;U04-100;U04-101;U04-102","diagram","Directividad","Patrones, comparación, Qdir y DI.","Interpretar redistribución angular.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-017/u04_fig_032_directividad.svg","approved","Basado en TEX 4.11.","Editable nativo en u04_fig_032_directividad_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-018","04","U04-104;U04-105;U04-106;U04-107;U04-124","diagram","Interpretación y caso","Cadena, plano de caso y síntesis.","Integrar decisiones de medición.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-018/u04_fig_033_caso_integrador.svg","approved","Basado en TEX 4.8–4.12.","Editable nativo en u04_fig_033_caso_integrador_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-019","04","U04-106","diagram","Errores integradores","Siete errores y correcciones.","Consolidar límites conceptuales.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-019/u04_fig_034_errores.svg","approved","Basado en brief y TEX 4.13.","Editable nativo en u04_fig_034_errores_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-020","04","U04-123","diagram","Distancia y directividad","Plano y cálculo por capas.","Combinar cambio radial y angular.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-020/u04_fig_035_distancia_directividad.svg","approved","Basado en TEX 4.10–4.11.","Editable nativo en u04_fig_035_distancia_directividad_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-021","04","U04-004;U04-011;U04-058","diagram","Microvisuales de apoyo","Prerrequisitos, mecanismos de generación y checklist RMS.","Resolver apoyos breves sin imágenes decorativas.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-021/u04_fig_036_microvisuales.svg","approved","Basado en storyboard aprobado.","Editable nativo en u04_fig_036_microvisuales_editable.pptx; PNG, SVG, README y validation.json disponibles."
"U04-DG-022","04","U04-039;U04-110;U04-120","equation_only","Ejemplos y recordatorio matemático","Pasos de cálculo y verificación de unidades.","Hacer explícito el procedimiento sin capturas.","","Equipo docente","UCASAL","Producción propia","","units/unit_04/assets/generated/diagrams/U04-DG-022/u04_fig_037_ejemplos_ecuaciones.svg","approved","Basado en libro del curso y storyboard.","Editable nativo en u04_fig_037_ejemplos_ecuaciones_editable.pptx; PNG, SVG, README y validation.json disponibles."
