t_ms,x_m,xi_over_A
0.0,1.12,-0.602634636379256
0.0,1.125,-0.5651364144225934
0.0,1.1300000000000001,-0.5264321628773563
0.0,1.135,-0.48660447856685735
0.0,1.1400000000000001,-0.44573835577653825
0.0,1.145,-0.4039210048718955
0.0,1.1500000000000001,-0.36124166618715237
0.0,1.155,-0.31779141958190327
0.0,1.16,-0.27366299007208506
0.0,1.165,-0.22895054995013514
0.0,1.17,-0.18374951781657198
0.0,1.175,-0.13815635495188267
0.0,1.18,-0.09226835946330304
0.0,1.185,-0.046183458645739445
0.0,1.19,-2.2049832191018243e-15
0.0,1.195,0.04618345864573859
0.0,1.2,0.09226835946330042
0.0,1.205,0.13815635495188183
0.0,1.21,0.1837495178165694
0.0,1.215,0.2289505499501326
0.0,1.22,0.27366299007208256
0.0,1.225,0.31779141958190243
0.0,1.23,0.3612416661871516
0.0,1.235,0.4039210048718947
0.0,1.24,0.4457383557765375
0.0,1.245,0.48660447856685657
0.0,1.25,0.5264321628773541
0.0,1.2550000000000001,0.5651364144225912
0.0,1.26,0.6026346363792553
0.0,1.2650000000000001,0.6388468056519612
0.0,1.27,0.6736956436465567
0.0,1.2750000000000001,0.7071067811865478
0.0,1.28,0.739008917220659
0.0,1.285,0.7693339709828774
0.0,1.29,0.7980172272802387
0.0,1.295,0.8249974745983013
0.0,1.3,0.8502171357296138
0.0,1.305,0.8736223906463689
0.0,1.31,0.8951632913550616
0.0,1.315,0.91479386848802
0.0,1.32,0.932472229404356
0.0,1.325,0.9481606475909653
0.0,1.33,0.9618256431728189
0.0,1.335,0.9734380543606925
0.0,1.34,0.9829730996839015
0.0,1.345,0.9904104308752051
0.0,1.35,0.9957341762950345
0.0,1.355,0.9989329748023724
0.0,1.36,1.0
0.016666666666666666,0.0,0.9986295347545738
0.016666666666666666,0.005,0.9999810273487268
0.016666666666666666,0.01,0.9991985100362187
0.016666666666666666,0.015,0.9962836527484294
0.016666666666666666,0.02,0.9912426759377062
0.016666666666666666,0.025,0.9840863373026044
0.016666666666666666,0.03,0.9748299088304168
0.016666666666666666,0.035,0.9634931442059831
0.016666666666666666,0.04,0.950100236656331
0.016666666666666666,0.045,0.9346797673211107
0.016666666666666666,0.05,0.9172646442590016
0.016666666666666666,0.055,0.8978920322202582
0.016666666666666666,0.06,0.8766032733352586
0.016666666666666666,0.065,0.853443798888316
0.016666666666666666,0.07,0.8284630323650277
0.016666666666666666,0.075,0.8017142839800667
0.016666666666666666,0.08,0.7732546369104963
0.016666666666666666,0.085,0.7431448254773941
0.016666666666666666,0.09,0.7114491055357504
0.016666666666666666,0.095,0.678235117349234
0.016666666666666666,0.1,0.6435737412424627
0.016666666666666666,0.105,0.6075389463388171
0.016666666666666666,0.11,0.5702076327066041
0.016666666666666666,0.115,0.5316594672504363
0.016666666666666666,0.12,0.4919767136980416
0.016666666666666666,0.125,0.45124405704532305
0.016666666666666666,0.13,0.4095484228343104
0.016666666666666666,0.135,0.3669787916496722
0.016666666666666666,0.14,0.32362600922966367
0.016666666666666666,0.145,0.2795825925967442
0.016666666666666666,0.15,0.23494253262158674
0.016666666666666666,0.155,0.18980109344182594
0.016666666666666666,0.16,0.1442546091635858
0.016666666666666666,0.165,0.0984002782796427
0.016666666666666666,0.17,0.052335956242943744
0.016666666666666666,0.17500000000000002,0.006159946638138913
0.016666666666666666,0.18,-0.04002920860322423
0.016666666666666666,0.185,-0.08613293949614592
0.016666666666666666,0.19,-0.13205285835549094
0.016666666666666666,0.195,-0.17769096976026827
0.016666666666666666,0.2,-0.22294987968079547
0.016666666666666666,0.20500000000000002,-0.26773300332246774
0.016666666666666666,0.21,-0.31194477124257647
0.016666666666666666,0.215,-0.35549083330031767
0.016666666666666666,0.22,-0.3982782600047445
0.016666666666666666,0.225,-0.4402157408309873
0.016666666666666666,0.23,-0.4812137790815116
0.016666666666666666,0.23500000000000001,-0.5211848828765852
0.016666666666666666,0.24,-0.5600437518663542
0.016666666666666666,0.245,-0.5977074592660936
0.016666666666666666,0.25,-0.6340956288261387
0.016666666666666666,0.255,-0.6691306063588582
0.016666666666666666,0.26,-0.7027376254566
0.016666666666666666,0.265,-0.7348449670469759
0.016666666666666666,0.27,-0.7653841124449735
0.016666666666666666,0.275,-0.7942898895752863
0.016666666666666666,0.28,-0.8215006120528036
0.016666666666666666,0.28500000000000003,-0.8469582108244672
0.016666666666666666,0.29,-0.8706083580915561
0.016666666666666666,0.295,-0.8924005832479478
0.016666666666666666,0.3,-0.9122883805869331
0.016666666666666666,0.305,-0.9302293085467404
0.016666666666666666,0.31,-0.9461850802829653
0.016666666666666666,0.315,-0.9601216453746281
0.016666666666666666,0.32,-0.9720092624894862
0.016666666666666666,0.325,-0.9818225628535369
0.016666666666666666,0.33,-0.9895406043892596
0.016666666666666666,0.335,-0.9951469164070644
0.016666666666666666,0.34,-0.9986295347545739
0.016666666666666666,0.34500000000000003,-0.9999810273487268
0.016666666666666666,0.35000000000000003,-0.9991985100362187
0.016666666666666666,0.355,-0.9962836527484296
0.016666666666666666,0.36,-0.9912426759377062
0.016666666666666666,0.365,-0.9840863373026044
0.016666666666666666,0.37,-0.9748299088304168
0.016666666666666666,0.375,-0.9634931442059832
0.016666666666666666,0.38,-0.9501002366563313
0.016666666666666666,0.385,-0.9346797673211107
0.016666666666666666,0.39,-0.9172646442590018
0.016666666666666666,0.395,-0.8978920322202582
0.016666666666666666,0.4,-0.8766032733352587
0.016666666666666666,0.405,-0.8534437988883159
0.016666666666666666,0.41000000000000003,-0.8284630323650278
0.016666666666666666,0.41500000000000004,-0.8017142839800665
0.016666666666666666,0.42,-0.7732546369104968
0.016666666666666666,0.425,-0.7431448254773945
0.016666666666666666,0.43,-0.7114491055357508
0.016666666666666666,0.435,-0.6782351173492341
0.016666666666666666,0.44,-0.6435737412424636
0.016666666666666666,0.445,-0.607538946338817
0.016666666666666666,0.45,-0.5702076327066046
0.016666666666666666,0.455,-0.5316594672504363
0.016666666666666666,0.46,-0.4919767136980421
0.016666666666666666,0.465,-0.4512440570453234
0.016666666666666666,0.47000000000000003,-0.40954842283431053
0.016666666666666666,0.47500000000000003,-0.3669787916496729
0.016666666666666666,0.48,-0.323626009229665
0.016666666666666666,0.485,-0.27958259259674406
0.016666666666666666,0.49,-0.23494253262158726
0.016666666666666666,0.495,-0.18980109344182627
0.016666666666666666,0.5,-0.1442546091635868
0.016666666666666666,0.505,-0.0984002782796435
0.016666666666666666,0.51,-0.052335956242944306
0.016666666666666666,0.515,-0.006159946638139702
0.016666666666666666,0.52,0.04002920860322367
0.016666666666666666,0.525,0.08613293949614557
0.016666666666666666,0.53,0.13205285835549124
0.016666666666666666,0.535,0.17769096976026794
0.016666666666666666,0.54,0.22294987968079533
0.016666666666666666,0.545,0.267733003322467
0.016666666666666666,0.55,0.3119447712425772
0.016666666666666666,0.555,0.3554908333003177
0.016666666666666666,0.56,0.398278260004745
0.016666666666666666,0.5650000000000001,0.4402157408309868
0.016666666666666666,0.5700000000000001,0.48121377908151153
0.016666666666666666,0.5750000000000001,0.521184882876585
0.016666666666666666,0.58,0.5600437518663535
0.016666666666666666,0.585,0.5977074592660927
0.016666666666666666,0.59,0.6340956288261382
0.016666666666666666,0.595,0.6691306063588571
0.016666666666666666,0.6,0.7027376254565993
0.016666666666666666,0.605,0.7348449670469752
0.016666666666666666,0.61,0.7653841124449732
0.016666666666666666,0.615,0.7942898895752855
0.016666666666666666,0.62,0.821500612052803
0.016666666666666666,0.625,0.8469582108244664
0.016666666666666666,0.63,0.8706083580915558
0.016666666666666666,0.635,0.8924005832479475
0.016666666666666666,0.64,0.912288380586933
0.016666666666666666,0.645,0.9302293085467399
0.016666666666666666,0.65,0.9461850802829652
0.016666666666666666,0.655,0.9601216453746277
0.016666666666666666,0.66,0.9720092624894862
0.016666666666666666,0.665,0.9818225628535368
0.016666666666666666,0.67,0.9895406043892594
0.016666666666666666,0.675,0.9951469164070643
0.016666666666666666,0.68,0.9986295347545739
0.016666666666666666,0.685,0.9999810273487268
0.016666666666666666,0.6900000000000001,0.9991985100362187
0.016666666666666666,0.6950000000000001,0.9962836527484296
0.016666666666666666,0.7000000000000001,0.9912426759377064
0.016666666666666666,0.705,0.9840863373026048
0.016666666666666666,0.71,0.9748299088304171
0.016666666666666666,0.715,0.9634931442059836
0.016666666666666666,0.72,0.9501002366563313
0.016666666666666666,0.725,0.934679767321111
0.016666666666666666,0.73,0.917264644259002
0.016666666666666666,0.735,0.8978920322202588
0.016666666666666666,0.74,0.8766032733352587
0.016666666666666666,0.745,0.8534437988883165
0.016666666666666666,0.75,0.8284630323650286
0.016666666666666666,0.755,0.8017142839800674
0.016666666666666666,0.76,0.7732546369104975
0.016666666666666666,0.765,0.7431448254773946
0.016666666666666666,0.77,0.7114491055357511
0.016666666666666666,0.775,0.6782351173492346
0.016666666666666666,0.78,0.6435737412424637
0.016666666666666666,0.785,0.6075389463388171
0.016666666666666666,0.79,0.5702076327066047
0.016666666666666666,0.795,0.5316594672504364
0.016666666666666666,0.8,0.4919767136980422
0.016666666666666666,0.805,0.45124405704532267
0.016666666666666666,0.81,0.4095484228343107
0.016666666666666666,0.8150000000000001,0.366978791649673
0.016666666666666666,0.8200000000000001,0.3236260092296643
0.016666666666666666,0.8250000000000001,0.27958259259674506
0.016666666666666666,0.8300000000000001,0.23494253262158654
0.016666666666666666,0.835,0.18980109344182727
0.016666666666666666,0.84,0.1442546091635878
0.016666666666666666,0.845,0.09840027827964362
0.016666666666666666,0.85,0.05233595624294532
0.016666666666666666,0.855,0.006159946638139824
0.016666666666666666,0.86,-0.040029208603222656
0.016666666666666666,0.865,-0.08613293949614545
0.016666666666666666,0.87,-0.13205285835549024
0.016666666666666666,0.875,-0.17769096976026694
0.016666666666666666,0.88,-0.2229498796807935
0.016666666666666666,0.885,-0.26773300332246686
0.016666666666666666,0.89,-0.3119447712425771
0.016666666666666666,0.895,-0.3554908333003176
0.016666666666666666,0.9,-0.3982782600047441
0.016666666666666666,0.905,-0.44021574083098586
0.016666666666666666,0.91,-0.4812137790815114
0.016666666666666666,0.915,-0.5211848828765843
0.016666666666666666,0.92,-0.5600437518663534
0.016666666666666666,0.925,-0.5977074592660934
0.016666666666666666,0.93,-0.6340956288261381
0.016666666666666666,0.935,-0.6691306063588585
0.016666666666666666,0.9400000000000001,-0.7027376254565999
0.016666666666666666,0.9450000000000001,-0.7348449670469751
0.016666666666666666,0.9500000000000001,-0.7653841124449725
0.016666666666666666,0.9550000000000001,-0.7942898895752859
0.016666666666666666,0.96,-0.8215006120528019
0.016666666666666666,0.965,-0.8469582108244663
0.016666666666666666,0.97,-0.8706083580915562
0.016666666666666666,0.975,-0.8924005832479475
0.016666666666666666,0.98,-0.9122883805869326
0.016666666666666666,0.985,-0.9302293085467396
0.016666666666666666,0.99,-0.9461850802829651
0.016666666666666666,0.995,-0.9601216453746277
0.016666666666666666,1.0,-0.9720092624894857
0.016666666666666666,1.0050000000000001,-0.9818225628535368
0.016666666666666666,1.01,-0.9895406043892594
0.016666666666666666,1.0150000000000001,-0.9951469164070644
0.016666666666666666,1.02,-0.9986295347545738
0.016666666666666666,1.025,-0.9999810273487268
0.016666666666666666,1.03,-0.9991985100362188
0.016666666666666666,1.035,-0.9962836527484297
0.016666666666666666,1.04,-0.9912426759377064
0.016666666666666666,1.045,-0.9840863373026048
0.016666666666666666,1.05,-0.9748299088304169
0.016666666666666666,1.055,-0.9634931442059834
0.016666666666666666,1.06,-0.950100236656331
0.016666666666666666,1.065,-0.9346797673211115
0.016666666666666666,1.07,-0.917264644259002
0.016666666666666666,1.075,-0.8978920322202588
0.016666666666666666,1.08,-0.8766032733352588
0.016666666666666666,1.085,-0.8534437988883166
0.016666666666666666,1.09,-0.8284630323650286
0.016666666666666666,1.095,-0.8017142839800669
0.016666666666666666,1.1,-0.7732546369104958
0.016666666666666666,1.105,-0.7431448254773952
0.016666666666666666,1.11,-0.7114491055357506
0.016666666666666666,1.115,-0.6782351173492347
0.016666666666666666,1.12,-0.6435737412424624
0.016666666666666666,1.125,-0.6075389463388186
0.016666666666666666,1.1300000000000001,-0.5702076327066048
0.016666666666666666,1.135,-0.5316594672504373
0.016666666666666666,1.1400000000000001,-0.4919767136980415
0.016666666666666666,1.145,-0.45124405704532355
0.016666666666666666,1.1500000000000001,-0.40954842283431
0.016666666666666666,1.155,-0.36697879164967395
0.016666666666666666,1.16,-0.3236260092296661
0.016666666666666666,1.165,-0.27958259259674517
0.016666666666666666,1.17,-0.23494253262158837
0.016666666666666666,1.175,-0.18980109344182652
0.016666666666666666,1.18,-0.14425460916358704
0.016666666666666666,1.185,-0.09840027827964286
0.016666666666666666,1.19,-0.052335956242946326
0.016666666666666666,1.195,-0.006159946638139947
0.016666666666666666,1.2,0.04002920860322253
0.016666666666666666,1.205,0.08613293949614532
0.016666666666666666,1.21,0.13205285835549013
0.016666666666666666,1.215,0.17769096976026683
0.016666666666666666,1.22,0.2229498796807951
0.016666666666666666,1.225,0.26773300332246847
0.016666666666666666,1.23,0.3119447712425753
0.016666666666666666,1.235,0.3554908333003175
0.016666666666666666,1.24,0.398278260004744
0.016666666666666666,1.245,0.44021574083098736
0.016666666666666666,1.25,0.48121377908150975
0.016666666666666666,1.2550000000000001,0.5211848828765842
0.016666666666666666,1.26,0.5600437518663532
0.016666666666666666,1.2650000000000001,0.5977074592660933
0.016666666666666666,1.27,0.6340956288261381
0.016666666666666666,1.2750000000000001,0.6691306063588583
0.016666666666666666,1.28,0.7027376254565998
0.016666666666666666,1.285,0.7348449670469738
0.016666666666666666,1.29,0.7653841124449724
0.016666666666666666,1.295,0.7942898895752848
0.016666666666666666,1.3,0.8215006120528029
0.016666666666666666,1.305,0.8469582108244663
0.016666666666666666,1.31,0.8706083580915552
0.016666666666666666,1.315,0.8924005832479466
0.016666666666666666,1.32,0.9122883805869333
0.016666666666666666,1.325,0.9302293085467396
0.016666666666666666,1.33,0.9461850802829651
0.016666666666666666,1.335,0.9601216453746277
0.016666666666666666,1.34,0.9720092624894857
0.016666666666666666,1.345,0.9818225628535366
0.016666666666666666,1.35,0.9895406043892594
0.016666666666666666,1.355,0.9951469164070642
0.016666666666666666,1.36,0.9986295347545739
0.03333333333333333,0.0,0.9945218953682733
0.03333333333333333,0.005,0.9982882014069474
0.03333333333333333,0.01,0.9999241101148306
0.03333333333333333,0.015,0.999426130380298
0.03333333333333333,0.02,0.9967953249171991
0.03333333333333333,0.025,0.9920373079969722
0.03333333333333333,0.03,0.9851622334675065
0.03333333333333333,0.035,0.9761847730843191
0.03333333333333333,0.04,0.965124085200289
0.03333333333333333,0.045,0.9520037738807672
0.03333333333333333,0.05,0.9368518385313106
0.03333333333333333,0.055,0.9197006141455409
0.03333333333333333,0.06,0.9005867023006375
0.03333333333333333,0.065,0.8795508930477278
0.03333333333333333,0.07,0.8566380778638628
0.03333333333333333,0.075,0.8318971538513418
0.03333333333333333,0.08,0.8053809193888327
0.03333333333333333,0.085,0.7771459614569708
0.03333333333333333,0.09,0.747252534878891
0.03333333333333333,0.095,0.7157644337333975
0.03333333333333333,0.1,0.6827488552151856
0.03333333333333333,0.105,0.6482762562326418
0.03333333333333333,0.11,0.6124202030492503
0.03333333333333333,0.115,0.5752572142894791
0.03333333333333333,0.12,0.5368665976441802
0.03333333333333333,0.125,0.4973302806239794
0.03333333333333333,0.13,0.45673263572184064
0.03333333333333333,0.135,0.4151603003579138
0.03333333333333333,0.14,0.37270199199091386
0.03333333333333333,0.145,0.32944831879059383
0.03333333333333333,0.15,0.28549158627534216
0.03333333333333333,0.155,0.24092560032755758
0.03333333333333333,0.16,0.1958454670071669
0.03333333333333333,0.165,0.15034738959050065
0.03333333333333333,0.17,0.10452846326765323
0.03333333333333333,0.17500000000000002,0.058486467936454505
0.03333333333333333,0.18,0.012319659535238468
0.03333333333333333,0.185,-0.033873439640278155
0.03333333333333333,0.19,-0.07999425118854135
0.03333333333333333,0.195,-0.12594435097343795
0.03333333333333333,0.2,-0.1716256791663595
0.03333333333333333,0.20500000000000002,-0.2169407495108202
0.03333333333333333,0.21,-0.2617928573630399
0.03333333333333333,0.215,-0.30608628606452953
0.03333333333333333,0.22,-0.3497265112062608
0.03333333333333333,0.225,-0.3926204023485215
0.03333333333333333,0.23,-0.43467642176596455
0.03333333333333333,0.23500000000000001,-0.47580481979373046
0.03333333333333333,0.24,-0.5159178263577504
0.03333333333333333,0.245,-0.5549298382805133
0.03333333333333333,0.25,-0.5927576019625544
0.03333333333333333,0.255,-0.6293203910498373
0.03333333333333333,0.26,-0.6645401787078578
0.03333333333333333,0.265,-0.6983418041348441
0.03333333333333333,0.27,-0.730653132958693
0.03333333333333333,0.275,-0.7614052111753573
0.03333333333333333,0.28,-0.7905324123001634
0.03333333333333333,0.28500000000000003,-0.8179725774180382
0.03333333333333333,0.29,-0.843667147833766
0.03333333333333333,0.295,-0.8675612900391958
0.03333333333333333,0.3,-0.8896040127307093
0.03333333333333333,0.305,-0.9097482756272345
0.03333333333333333,0.31,-0.9279510898565745
0.03333333333333333,0.315,-0.9441736096958288
0.03333333333333333,0.32,-0.9583812154701222
0.03333333333333333,0.325,-0.9705435874327365
0.03333333333333333,0.33,-0.9806347704689777
0.03333333333333333,0.335,-0.9886332294856987
0.03333333333333333,0.34,-0.9945218953682734
0.03333333333333333,0.34500000000000003,-0.9982882014069474
0.03333333333333333,0.35000000000000003,-0.9999241101148305
0.03333333333333333,0.355,-0.999426130380298
0.03333333333333333,0.36,-0.9967953249171991
0.03333333333333333,0.365,-0.9920373079969722
0.03333333333333333,0.37,-0.9851622334675065
0.03333333333333333,0.375,-0.9761847730843193
0.03333333333333333,0.38,-0.9651240852002893
0.03333333333333333,0.385,-0.9520037738807673
0.03333333333333333,0.39,-0.9368518385313108
0.03333333333333333,0.395,-0.919700614145541
0.03333333333333333,0.4,-0.9005867023006376
0.03333333333333333,0.405,-0.8795508930477279
0.03333333333333333,0.41000000000000003,-0.8566380778638629
0.03333333333333333,0.41500000000000004,-0.8318971538513418
0.03333333333333333,0.42,-0.8053809193888333
0.03333333333333333,0.425,-0.7771459614569713
0.03333333333333333,0.43,-0.7472525348788915
0.03333333333333333,0.435,-0.7157644337333977
0.03333333333333333,0.44,-0.6827488552151862
0.03333333333333333,0.445,-0.6482762562326412
0.03333333333333333,0.45,-0.61242020304925
0.03333333333333333,0.455,-0.5752572142894787
0.03333333333333333,0.46,-0.5368665976441803
0.03333333333333333,0.465,-0.49733028062397927
0.03333333333333333,0.47000000000000003,-0.45673263572184036
0.03333333333333333,0.47500000000000003,-0.41516030035791407
0.03333333333333333,0.48,-0.3727019919909148
0.03333333333333333,0.485,-0.32944831879059333
0.03333333333333333,0.49,-0.28549158627534227
0.03333333333333333,0.495,-0.24092560032755747
0.03333333333333333,0.5,-0.19584546700716746
0.03333333333333333,0.505,-0.150347389590501
0.03333333333333333,0.51,-0.10452846326765336
0.03333333333333333,0.515,-0.05848646793645485
0.03333333333333333,0.52,-0.01231965953523859
0.03333333333333333,0.525,0.03387343964027825
0.03333333333333333,0.53,0.07999425118854211
0.03333333333333333,0.535,0.12594435097343804
0.03333333333333333,0.54,0.17162567916635985
0.03333333333333333,0.545,0.21694074951081985
0.03333333333333333,0.55,0.2617928573630411
0.03333333333333333,0.555,0.3060862860645301
0.03333333333333333,0.56,0.3497265112062617
0.03333333333333333,0.5650000000000001,0.3926204023485216
0.03333333333333333,0.5700000000000001,0.4346764217659652
0.03333333333333333,0.5750000000000001,0.4758048197937311
0.03333333333333333,0.58,0.5159178263577504
0.03333333333333333,0.585,0.5549298382805132
0.03333333333333333,0.59,0.5927576019625547
0.03333333333333333,0.595,0.6293203910498368
