asset_id,unit,slide_id,type,title,description,pedagogical_purpose,source_url,creator,organization,license,access_date,local_path,status,credit_text,notes
U03-DG011,03,U03-036,mixed,Trayectoria frente a gráfico,Comparación de trayectoria rectilínea con representación sinusoidal.,Corregir la lectura de la curva como recorrido geométrico.,,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg011_index.json,approved,Elaboración propia a partir de TEX 3.5.2.,Ejes y referentes explícitos. 1 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-DG012,03,U03-037;U03-038,diagram,Niveles de evidencia y checklist,Escalera esquema-normalizado-calibrado y protocolo de lectura.,"Distinguir forma, escala, unidad y calibración.",,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg012_index.json,approved,Elaboración propia a partir de TEX 3.5.,No comprimir texto dentro de cajas. 2 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-DG013,03,U03-040,annotated_equation,Tono puro ideal,Ecuación sinusoidal con hipótesis del modelo ideal.,"Definir tono puro sin confundir modelo, señal y percepción.",,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg013_index.json,approved,Elaboración propia a partir de TEX 3.6.1.,Variable genérica s declarada. 1 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-DG014,03,U03-042;U03-045;U03-047,diagram,Cadena de transducción,"V(t), x_cono(t), xi_aire(t) y p(t) conectadas por transformaciones.","Separar dominios, variables y unidades.",,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg014_index.json,approved,Elaboración propia a partir de TEX 3.6.2.,Conectores rotulados como transformación; no igualar amplitudes. 3 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-DG015,03,U03-043;U03-044,diagram,"Cono, partículas y presión",Corte simplificado de parlante y dos estados de compresión-rarefacción.,Explicar cómo el movimiento local del cono perturba el aire.,,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg015_index.json,approved,Elaboración propia a partir de TEX 3.3.3 y 3.6.2.,Diagrama propio preferido a fotografía. 2 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-DG016,03,U03-046,diagram,Cadena de calibración audiométrica,"Generador, transductor, acoplador u oído y control de calibración.",Delimitar qué datos necesita un tono audiométrico.,,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg016_index.json,approved,Elaboración propia a partir de TEX 3.9.3–3.9.4.,No sugerir interpretación clínica. 1 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-DG017,03,U03-049,diagram,"Doble dependencia xi(x,t)",Cuadrícula conceptual de posiciones e instantes con dos cortes.,Introducir dónde y cuándo sin formalismo denso.,,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg017_index.json,approved,Elaboración propia a partir de TEX 3.7.1.,Sin valores numéricos densos. 1 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-DG018,03,U03-053,mixed,Comparación período-longitud de onda,"Dos gráficos coordinados, tabla de ejes y conectores de fase.",Separar repetición temporal y espacial.,,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg018_index.json,approved,Elaboración propia con U03-CH007.,No redibujar gráficos. 1 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-DG019,03,U03-055;U03-056;U03-057;U03-059,mixed,Onda viajera y rapidez,"Ecuación viajera, snapshots y construcción de c=lambda f.","Relacionar fase temporal, espacial y rapidez.",,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg019_index.json,approved,Elaboración propia a partir de TEX 3.7.3–3.7.4.,Dividir si supera cuatro callouts. 4 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-DG020,03,U03-062;U03-069,diagram,Velocidad de partícula y propagación,Comparación de referentes u y c y matriz de control.,Evitar mezclar dos velocidades con la misma unidad.,,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg020_index.json,approved,Elaboración propia a partir de TEX 3.7.5.,"Códigos redundantes de color, rótulo y dirección. 2 variante(s); SVG y source.json editables; PPT nativo diferido al montaje."
U03-DG021,03,U03-071,annotated_equation,Superposición instantánea,y_R=y_1+y_2 y tres instantes con valores de signo.,Separar suma instantánea de suma de amplitudes.,,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg021_index.json,approved,Elaboración propia a partir de TEX 3.8.2.,Máximo seis flechas breves. 1 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-DG022,03,U03-076,diagram,Cancelación activa y zona de reducción,"Sensor, control, fuente secundaria y región espacial.","Aplicar superposición con límites de fase, amplitud y posición.",,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg022_index.json,approved,Elaboración propia a partir de TEX 3.8.5.,Zona espacial sin texto superpuesto. 1 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-DG023,03,U03-077,diagram,Aplicaciones de superposición,Dos cadenas funcionales para oído y voz.,Transferir el principio sin adelantar Fourier o resonancia.,,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg023_index.json,approved,Elaboración propia a partir de TEX 3.9.,Máximo tres nodos por cadena. 1 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-DG024,03,U03-080;U03-081;U03-095,mixed,Caso integrador y mapa final,"Cadena física, gráficos coordinados y flujo de resolución.","Integrar mecanismo, representación, cálculo y límites.",,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg024_index.json,approved,Elaboración propia a partir del ejercicio integrador.,Muy alta complejidad; dividir si no cumple 22 pt. 3 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-DG025,03,U03-024;U03-067;U03-085–U03-092,annotated_equation,Familia de ecuaciones anotadas,"Relaciones de f y T, fase, frecuencia angular, número de onda y superposición.","Mantener notación, unidades y control dimensional en respaldo.",,Equipo docente,UCASAL,Elaboración propia,2026-07-30,units/unit_03/assets/generated/diagrams/u03_dg025_index.json,approved,Elaboración propia a partir del capítulo 3 y notation_guide.md.,Ecuación central 28 pt o más; cuatro callouts máximo. 10 variante(s); SVG y source.json editables; PPT nativo diferido al montaje.
U03-CH001,03,U03-004;U03-022;U03-023,chart,Período y frecuencia,Sinusoides temporales coordinadas para leer T y contar ciclos.,Distinguir tiempo por ciclo y ciclos por segundo.,,Equipo docente,UCASAL,Elaboración propia; modelo exacto,2026-07-30,units/unit_03/assets/generated/charts/u03_ch001_periodo_frecuencia/README.md,approved,Elaboración propia a partir de f=1/T.,Script u03_plot_001_periodo_frecuencia.py. 3 variante(s); validación numérica y visual aprobada.
U03-CH002,03,U03-030,chart,Desplazamiento del cono,x(t) para 10 micrometros y 500 Hz.,Dar escala física al modelo del parlante.,,Equipo docente,UCASAL,Elaboración propia; parámetros del libro,2026-07-30,units/unit_03/assets/generated/charts/u03_ch002_desplazamiento_cono/README.md,approved,Elaboración propia a partir del ejemplo 3.4.5.,Script u03_plot_002_desplazamiento_cono.py. 1 variante(s); validación numérica y visual aprobada.
U03-CH003,03,U03-033;U03-034;U03-088,chart,"Posición, velocidad y aceleración",Tres señales normalizadas y sincronizadas.,"Leer máximos, signos y desfases cualitativos.",,Equipo docente,UCASAL,Elaboración propia; modelo exacto normalizado,2026-07-30,units/unit_03/assets/generated/charts/u03_ch003_mas_cinematica/README.md,approved,Elaboración propia a partir de TEX 3.4.4.,Script u03_plot_003_mas_cinematica.py. 2 variante(s); validación numérica y visual aprobada.
U03-CH004,03,U03-035;U03-036,chart,"Una forma, varias magnitudes","Pequeños múltiples de x, xi, p y V.",Separar forma matemática de significado y unidad.,,Equipo docente,UCASAL,Elaboración propia; esquemas declarados,2026-07-30,units/unit_03/assets/generated/charts/u03_ch004_variables_sinusoidales/README.md,approved,Elaboración propia a partir de TEX 3.5.1.,Script u03_plot_004_variables_sinusoidales.py. 1 variante(s); validación numérica y visual aprobada.
U03-CH005,03,U03-041,chart,Tono real con transitorios,"Sinusoide con ataque, tramo estable y caída.",Mostrar el límite temporal del tono puro ideal.,,Equipo docente,UCASAL,Elaboración propia; modelo sintético,2026-07-30,units/unit_03/assets/generated/charts/u03_ch005_tono_transitorio/README.md,approved,Elaboración propia a partir de TEX 3.6.1.,Script u03_plot_005_tono_transitorio.py. 1 variante(s); validación numérica y visual aprobada.
U03-CH006,03,U03-045,chart,Presión en un punto fijo,p(t) sinusoidal respecto de la presión ambiente.,Conectar compresión-rarefacción con registro temporal.,,Equipo docente,UCASAL,Elaboración propia; modelo exacto,2026-07-30,units/unit_03/assets/generated/charts/u03_ch006_presion_temporal/README.md,approved,Elaboración propia a partir de TEX 3.5.1 y 3.6.2.,Script u03_plot_006_presion_temporal.py; escala pendiente. 1 variante(s); validación numérica y visual aprobada.
U03-CH007,03,U03-050–U03-054;U03-059,chart,Mapa espacio-tiempo y cortes,"Dataset único de xi(x,t), mapa, corte temporal y corte espacial.","Distinguir T, lambda y fase en dos ejes.",,Equipo docente,UCASAL,Elaboración propia; modelo exacto,2026-07-30,units/unit_03/assets/generated/charts/u03_ch007_onda_espacio_tiempo/README.md,approved,Elaboración propia a partir de TEX 3.7.1–3.7.2.,Script u03_plot_007_onda_espacio_tiempo.py. 5 variante(s); validación numérica y visual aprobada.
U03-CH008,03,U03-058;U03-080;U03-094;U03-095,chart,Ejercicio coordinado tiempo-espacio,Par de gráficos para leer T y lambda y calcular c.,Producir evidencia de lectura y cálculo.,,Equipo docente,UCASAL,Elaboración propia; modelo exacto,2026-07-30,units/unit_03/assets/generated/charts/u03_ch008_ejercicio_tiempo_espacio/README.md,approved,Elaboración propia basada en ejercicios G3 y N3.,Script u03_plot_008_ejercicio_tiempo_espacio.py. 2 variante(s); validación numérica y visual aprobada.
U03-CH009,03,U03-063,chart,Frecuencia y longitud de onda a c fija,Dos perfiles espaciales con distinta f y lambda.,Corregir que mayor frecuencia implique mayor c.,,Equipo docente,UCASAL,Elaboración propia; modelo exacto,2026-07-30,units/unit_03/assets/generated/charts/u03_ch009_frecuencia_longitud/README.md,approved,Elaboración propia a partir de c=lambda f.,Script u03_plot_009_frecuencia_longitud.py. 1 variante(s); validación numérica y visual aprobada.
U03-CH010,03,U03-064;U03-068,chart,Pares de fase,"Sinusoides con diferencias 0, pi/2 y pi.",Reconocer estados de fase y clasificarlos.,,Equipo docente,UCASAL,Elaboración propia; modelo exacto,2026-07-30,units/unit_03/assets/generated/charts/u03_ch010_pares_fase/README.md,approved,Elaboración propia a partir de TEX 3.8.1.,Script u03_plot_010_pares_fase.py. 2 variante(s); validación numérica y visual aprobada.
U03-CH011,03,U03-066,chart,Fase y separación espacial,"Perfil espacial con puntos a lambda/4, lambda/2 y lambda.",Relacionar distancia y diferencia de fase.,,Equipo docente,UCASAL,Elaboración propia; modelo exacto,2026-07-30,units/unit_03/assets/generated/charts/u03_ch011_fase_espacial/README.md,approved,Elaboración propia a partir de TEX 3.8.1.,Script u03_plot_011_fase_espacial.py. 1 variante(s); validación numérica y visual aprobada.
U03-CH012,03,U03-072–U03-075,chart,Superposición e interferencia,"Familia de sumas para fase 0, pi/2, pi y casos de pregunta.","Visualizar refuerzo, cancelación y caso parcial a igual escala.",,Equipo docente,UCASAL,Elaboración propia; modelo exacto,2026-07-30,units/unit_03/assets/generated/charts/u03_ch012_superposicion/README.md,approved,Elaboración propia a partir de TEX 3.8.2–3.8.4.,Script u03_plot_012_superposicion.py. 2 variante(s); validación numérica y visual aprobada.
U03-CH013,03,U03-093,chart,Amplitud resultante frente a fase,A_R/A frente a delta phi para amplitudes iguales.,Mostrar que la transición entre refuerzo y cancelación es continua.,,Equipo docente,UCASAL,Elaboración propia; modelo exacto,2026-07-30,units/unit_03/assets/generated/charts/u03_ch013_amplitud_fase/README.md,approved,Elaboración propia a partir de la fórmula de TEX 3.8.3.,Script u03_plot_013_amplitud_fase.py. 1 variante(s); validación numérica y visual aprobada.
U03-IMG001,03,U03-043,external_image,Simplified loudspeaker diagram,SVG simplificado de un parlante convencional.,Verificar estructura general o aportar contexto técnico si se aprueba.,https://commons.wikimedia.org/wiki/File:Simplified_loudspeaker_diagram.svg,Pradana Aumars,Wikimedia Commons,CC0 1.0,2026-07-30,,shortlisted,"Pradana Aumars, Simplified loudspeaker diagram, CC0, vía Wikimedia Commons.",No descargar todavía; U03-DG015 es la opción preferida.
U03-IMG002,03,U03-079,external_image,Partes del oído,"Ilustración anatómica en español del oído externo, medio e interno.",Orientar la recepción solo si el grupo necesita una referencia anatómica.,https://www.nidcd.nih.gov/es/multimedia/partes-del-oido,NIH/NIDCD,National Institute on Deafness and Other Communication Disorders,Dominio público; crédito solicitado,2026-07-30,units/unit_02/assets/external/u02_img_002_parts_of_ear_nidcd_es.jpg,approved,"Fuente: NIH/NIDCD, Partes del oído.",Reutilizar el original ya descargado para U2; no duplicar archivo.
U03-IMG003,03,U03-046,external_image,Cadena de calibración propia,Fotografía institucional de transductor y acoplador sin paciente identificable.,Contextualizar el diagrama de calibración con equipo real.,,Equipo docente,UCASAL,Producción propia; autorización institucional,2026-07-30,,proposed,Fotografía propia UCASAL.,No producir hasta confirmar disponibilidad y permiso.
U03-IMG004,03,U03-046,external_image,OSHA microphone calibration,Foto NIST de calibración de micrófonos y acoplador.,Fue evaluada para mostrar un acoplador real.,https://www.nist.gov/image/osha-microphone-calibration,Jennifer Lauren Lee,NIST,Información pública NIST salvo marca específica; crédito solicitado,2026-07-30,,rejected,"Jennifer Lauren Lee/NIST, OSHA microphone calibration.",Rechazada: no representa calibración audiométrica.
U03-MEDIA001,03,U03-013;U03-014,video_or_gif,Demostración propia con resorte,Clip de pulso y espira marcada con cámara fija.,Observar movimiento local y frente de perturbación.,,Equipo docente,UCASAL,Producción propia,2026-07-30,,proposed,Producción propia UCASAL; demostración cualitativa.,8–12 s; cuatro fotogramas de respaldo.
U03-MEDIA002,03,U03-013,interactive,Wave on a String,Simulación interactiva de pulso y oscilación con reglas y cronómetro.,"Manipular amplitud, frecuencia y medición de una onda en cuerda.",https://phet.colorado.edu/en/simulations/wave-on-a-string,PhET Interactive Simulations,University of Colorado Boulder,CC BY-NC 4.0 para uso educativo no comercial,2026-07-30,,shortlisted,"Simulación realizada por PhET Interactive Simulations, Universidad de Colorado Boulder, bajo licencia CC BY-NC 4.0 (https://phet.colorado.edu).",Uso en línea; no descargar; mantener logo visible.
U03-MEDIA003,03,U03-061;U03-062,video_or_gif,Animación propia de partícula y frente,Onda con una partícula y una fase marcadas por códigos distintos.,Distinguir u de c cuadro a cuadro.,,Equipo docente,UCASAL,Elaboración propia,2026-07-30,,proposed,Elaboración propia; modelo conceptual no a escala.,6–8 s; seis fotogramas de respaldo.
U03-MEDIA004,03,U03-061,video_or_gif,Sound wave animation no labels,"GIF de 10 s sobre señal, parlante y ondas salientes.",Candidato externo para observar fuente y propagación.,https://commons.wikimedia.org/wiki/File:Sound_wave_animation_no_labels.gif,KyleThayer,Wikimedia Commons,CC0 1.0,2026-07-30,,shortlisted,"KyleThayer, Sound wave animation no labels, CC0, vía Wikimedia Commons.",Requiere revisión cuadro a cuadro; U03-MEDIA003 es preferida.
U03-MEDIA005,03,U03-040;U03-041,audio,Tono de 500 Hz con transitorios,Audio sintético breve con entrada y salida suaves y su gráfico temporal.,Contrastar modelo ideal y realización reproducible.,,Equipo docente,UCASAL,Elaboración propia,2026-07-30,,proposed,Elaboración propia; señal sintética.,Nivel seguro; alternativa U03-CH005.
U03-MEDIA006,03,U03-064–U03-068;U03-072–U03-075,audio,Fase y superposición,Pares de tonos mono y sus sumas bajo condiciones controladas.,Acompañar gráficos sin convertir la fase absoluta en atributo perceptual.,,Equipo docente,UCASAL,Elaboración propia,2026-07-30,,proposed,Elaboración propia; señal sintética.,Uso opcional y de baja prioridad; alternativa gráficos U03-CH010/U03-CH012.
U03-MEDIA007,03,U03-076,video_or_gif,Cancelación activa conceptual,"Animación de señal primaria, secundaria y zona espacial de reducción.",Mostrar que la reducción depende del lugar y de las condiciones.,,Equipo docente,UCASAL,Elaboración propia,2026-07-30,,proposed,Elaboración propia; esquema conceptual.,6–8 s; diagrama U03-DG022 como respaldo.
