t_s,p_A_mPa,p_B_mPa
0.0705,-0.947882238853,1.87902501122
0.071,1.03042775568,-1.99014373907
0.0715,-0.942012884935,-0.345996738337
0.072,0.343788950096,1.60167209264
0.0725,-0.0382415767666,1.44033164816
0.073,-0.73706350255,2.00237622063
0.0735,1.49646345491,1.29595440894
0.074,0.00173778456058,0.5046747019
0.0745,-0.495624485278,0.348135183199
0.075,-0.144813618728,1.432623659
0.0755,0.266991300673,0.491322261286
0.076,-1.57454003078,-1.59554435495
0.0765,-0.856115141072,0.194136670387
0.077,-1.27708846274,-1.72901780209
0.0775,-2.10912727939,0.864464125533
0.078,1.00368535088,0.377132591208
0.0785,1.46529817735,-0.0934687456933
0.079,1.21782028302,0.314961192052
0.0795,-1.77259158718,-1.67674782534
0.08,0.41927077694,-0.468695076111
0.0805,0.702657219311,-0.554812169515
0.081,-0.559831412288,0.135151636538
0.0815,0.84138513322,-0.172427801319
0.082,-1.11136954383,0.214423385209
0.0825,-1.06923882873,0.261223954119
0.083,-0.825754988525,-1.34894224704
0.0835,-0.712698647391,-1.1916137264
0.084,-1.00240929911,1.15806571919
0.0845,0.985501609585,-0.81120387426
0.085,-1.06486922651,-0.134742552011
0.0855,-0.45375043623,0.831285921721
0.086,-0.627583358094,-0.299479653041
0.0865,2.23379798833,2.19648751099
0.087,-0.890477391054,-0.884228345496
0.0875,0.490762757986,-0.578560000532
0.088,1.84716155437,-1.98556456186
0.0885,-1.17733811697,0.869131230659
0.089,-0.822080547023,-0.357917295488
0.0895,-0.317177853832,0.643379103867
0.09,-1.31753673188,0.5420453723
0.0905,1.24783303394,2.46511437376
0.091,-0.462055530635,0.582219979134
0.0915,1.07289084842,-0.380697567337
0.092,0.550667579057,-0.424210519697
0.0925,0.037569835328,0.825153953932
0.093,0.977798823098,-1.86972967953
0.0935,-0.287653849472,-0.470726179294
0.094,1.07361768866,-1.50372440442
0.0945,-1.29849562397,-0.934794555485
0.095,-0.729091007378,1.22556488932
0.0955,1.22539612985,-0.880078047368
0.096,-2.08060387683,-0.421904947043
0.0965,0.493012388061,0.865154344494
0.097,-0.393676382393,-1.50878663324
0.0975,-0.528427944855,0.144379091849
0.098,-0.679923861091,-1.1693080501
0.0985,1.30168056015,0.226787574774
0.099,-1.50692672892,-0.422006966769
0.0995,0.849332586756,1.03645776228
0.1,0.49384146908,-0.0548420451503
0.1005,-0.406642955572,0.497548701768
0.101,-0.0680368374381,1.46908436442
0.1015,0.722043386464,-0.0462911368737
0.102,-0.573523149419,1.36735397289
0.1025,-1.49077903331,0.74686168714
0.103,0.300089596748,0.958862701642
0.1035,-0.820600207286,-0.683328501277
0.104,-0.390080245086,0.250620934374
0.1045,0.0721995486848,0.187909513627
0.105,0.752101470779,0.782082762923
0.1055,1.82385734315,1.16595718178
0.106,0.360197054319,1.05190501212
0.1065,0.134379498613,0.672048321802
0.107,0.83376726062,-0.484829474867
0.1075,0.303806528985,-0.422401072955
0.108,-1.65912606541,0.54698808284
0.1085,-0.578495013247,-1.0972103482
0.109,-1.21081825773,-0.288047796474
0.1095,0.711746405208,-0.0558737311009
0.11,1.28441938008,0.507289485757
0.1105,0.373753975478,0.618965670616
0.111,-1.0041546893,-1.10985256048
0.1115,0.815553429688,0.70349784582
0.112,-0.936654197324,-1.85001784905
0.1125,0.271603102508,-0.59560817585
0.113,-1.17128603895,0.96120966175
0.1135,-1.35721263804,-0.254117603647
0.114,-1.37441528553,0.466466708843
0.1145,0.0372295195387,2.53569348311
0.115,-0.637086254081,-0.17007339565
0.1155,0.453405441549,-0.144441490505
0.116,-1.27005784927,-2.04589713224
0.1165,0.506850227484,0.373729814848
0.117,-0.594769960019,1.46037449642
0.1175,1.2637758463,0.241144182635
0.118,1.03257866027,0.123387644162
0.1185,-0.194654154176,2.99809689074
0.119,0.127583911638,0.205870906356
0.1195,0.261943320614,0.203618447037
0.12,0.480539768386,0.152380600459
0.1205,-0.252211826684,-0.968788933677
0.121,1.10795079816,0.799284636311
0.1215,-0.48477377747,1.33255484654
0.122,-1.8914151894,1.13450815469
0.1225,0.264684414539,0.88698048185
0.123,-0.0875523095445,-0.693293760314
0.1235,0.84658817827,-0.42453772963
0.124,0.611841800322,2.85931023414
0.1245,0.148638714621,-1.1887470146
0.125,0.126596605886,-1.3412797025
0.1255,0.145888643035,0.00309020185169
0.126,-0.634526834456,-1.45961977186
0.1265,-1.18873983396,-1.19332240586
0.127,-0.795029464265,-1.42983576912
0.1275,-0.0706054989987,-1.13758903717
0.128,-2.22923071585,-0.18403854557
0.1285,-0.412561112106,0.757208761919
0.129,-0.954911235006,0.16130193399
0.1295,-0.0674778915477,0.793452035564
0.13,-0.787605918064,-0.374567813045
0.1305,0.0819191676004,-2.64591996176
0.131,-0.206466636542,-0.759160246108
0.1315,1.30695861173,-1.70990903983
0.132,-0.320740897282,0.245894830817
0.1325,-0.221732977421,0.531141169429
0.133,0.0456344827571,-0.595696301479
0.1335,-1.78492627644,-0.140030005156
0.134,-1.0445080964,0.616769221078
0.1345,1.44612648611,1.18524073357
0.135,0.532905656819,-0.73901850024
0.1355,0.103753071297,0.927338570857
0.136,1.09394215204,-0.491223743644
0.1365,-0.158895293039,0.874948903504
0.137,-0.227314700596,-2.65467073558
0.1375,-0.28044889825,-0.423148746834
0.138,-1.74326445454,0.364090632582
0.1385,0.952496949883,-1.25995097129
0.139,-0.167765872617,-2.53071680697
0.1395,-0.0733703974649,-1.21740455279
0.14,-0.311785481046,-0.282873165716
0.1405,-0.610392295429,0.423931043528
0.141,-2.22301425507,0.600003901046
0.1415,0.170133894365,-0.031952646637
0.142,2.1856247226,-1.53149840338
0.1425,1.00122976492,-1.11415951181
0.143,-0.266054476716,0.495966058594
0.1435,-0.89806668393,0.912041971135
0.144,0.0455756035882,0.10408855745
0.1445,0.388341155009,1.93083541377
0.145,-0.0993980440296,-0.6171926321
0.1455,0.848210907913,-0.0174862018652
0.146,-0.92632354997,0.201979572473
0.1465,1.08017778834,-0.217759737661
0.147,0.174097885559,-1.33213134711
0.1475,-0.525214083875,-1.35783322331
0.148,-0.261582741674,0.0475885927773
0.1485,0.36494777119,0.437002309414
0.149,0.77696540176,1.81937017308
0.1495,0.0920005863972,0.0754179936786
0.15,0.597826673949,-2.74792664549
0.1505,2.40655560616,-1.40155995613
0.151,-1.60721113699,-1.6461098826
0.1515,-1.97106874054,-0.93308811891
0.152,0.108179015522,0.497987575352
0.1525,-0.940825480769,0.319624688162
0.153,0.132295815703,0.316729266139
0.1535,-1.57892748462,-1.41469321383
0.154,0.152048079044,-0.354986193097
0.1545,1.32164497764,-0.0191617101117
0.155,1.12068866386,2.10697923741
0.1555,-1.07014480176,1.35460363306
0.156,-0.287281948373,-0.163161937236
0.1565,0.898962818401,0.902239841825
0.157,1.8316765798,0.153035933506
0.1575,-0.926280280091,-0.270872207477
0.158,-0.827926862084,-0.322643198687
0.1585,1.12978602349,-1.74415528517
0.159,-0.336607719129,1.59031144753
0.1595,-0.999378513169,0.156043410422
0.16,1.06378687865,-1.16124405062
0.1605,-1.6480575807,-0.431540440456
0.161,-0.659039299294,-0.560294368088
0.1615,0.979557215943,-0.152383936593
0.162,-0.603802252567,-0.469947777151
0.1625,0.778391395958,1.65221012788
0.163,-1.19789402952,-1.67864166299
0.1635,0.789938970524,1.07097530561
0.164,0.488827463082,-0.110706796786
0.1645,1.62925159425,0.989960282977
0.165,-0.2240675108,-0.503911779083
0.1655,-0.330077242015,-0.960018721551
0.166,-0.0750754086665,0.220626943677
0.1665,1.06020821774,2.15280636259
0.167,-0.71734013128,-1.19661643135
0.1675,-0.12105114068,0.764655878045
0.168,1.95588961319,1.46614777554
0.1685,0.794813458959,0.533218004983
0.169,0.739218616035,-0.0740033162575
0.1695,-0.497326664996,2.08693102382
0.17,0.875011578169,0.100582400311
0.1705,-1.13633018631,0.862872313555
0.171,-1.46130743488,0.288338643817
0.1715,-0.915639513465,0.601985318407
0.172,1.42775096504,-0.448568529066
0.1725,0.18616510157,-0.695027063196
0.173,-0.907373119313,1.29916717624
0.1735,-0.335572841325,0.108528907349
0.174,0.46765184098,0.632440133012
0.1745,1.19324677969,-1.08190235856
0.175,-1.60178543815,1.003505508
0.1755,1.3475727331,1.39412077656
0.176,0.94482919259,0.225038484209
0.1765,-0.672597784259,-1.5467487593
0.177,-0.376434602814,0.82882796663
0.1775,0.507125820355,-1.59763231513
0.178,-0.264446302377,0.625266719117
0.1785,0.156543538604,0.889074132055
0.179,-1.03252004971,-1.24108191184
0.1795,-1.78979051603,-0.662804313654
0.18,2.4315959086,-1.36490658377
0.1805,0.189480833299,-0.851773893982
0.181,0.242932023331,-1.41332728265
0.1815,0.525266005348,-1.67897186203
0.182,1.34608171524,-1.73563385911
0.1825,0.942414764657,0.68371922631
0.183,-1.00104539364,0.207302418436
0.1835,-0.0921396957844,1.12036732853
0.184,0.0888005857849,-0.321144398682
0.1845,0.776447884609,1.39548851182
0.185,-0.57605970007,-1.26365324444
0.1855,0.398722808127,-0.0786237431755
0.186,0.243620252582,-0.263868389152
0.1865,1.38975993686,-1.16095086171
0.187,-2.57035552646,-0.906146175938
0.1875,0.0990937952627,-1.31262728026
0.188,0.356855653096,0.0237216135448
0.1885,0.689856104427,-0.761767208961
0.189,0.0115417531616,0.381093741363
0.1895,-0.80266216708,0.303026899759
0.19,0.684671771498,-0.21620156446
0.1905,0.386184446213,-0.744743736483
0.191,-0.815038633353,-0.355696147027
0.1915,-1.33140987833,0.775857530578
0.192,0.573899202823,0.188138939161
0.1925,-0.841128920902,-0.382809078169
0.193,0.665339569807,-0.28836843968
0.1935,1.52514592453,1.79191247992
0.194,0.224687315216,-0.381245209181
0.1945,0.247206313359,-0.239397499685
0.195,0.144551031733,0.671446346571
0.1955,1.39620632613,-0.432585102474
0.196,1.41303170687,-1.39031801533
0.1965,0.103765759434,-0.78341340122
0.197,0.757229707813,-0.388296285773
0.1975,0.0647061124914,-0.0505122255451
0.198,-0.473369890215,-0.227695968631
0.1985,0.782800393909,-0.957810174118
0.199,-0.0680607474089,0.0917348425413
0.1995,-0.823864294733,0.693624422734
0.2,-1.46733456982,-1.26077438669
0.2005,1.00514683357,2.14583345014
0.201,-0.936988786509,-1.05073596849
0.2015,-1.0826124739,1.60178795725
0.202,-0.241633902224,1.42202756003
0.2025,0.754278999585,1.27161564654
0.203,-1.69503152437,1.00078122308
0.2035,0.652323612587,-1.09722412659
0.204,0.408933187506,-0.615523644702
0.2045,-1.18720511144,0.668786685471
0.205,-1.11105488098,-0.881891209368
0.2055,-0.153151273727,0.802896489004
0.206,1.94024841554,-1.03183229731
0.2065,-0.228927096708,-1.18665641613
0.207,1.09842896109,0.135928871834
0.2075,0.95714377931,-0.460989931628
0.208,-1.55598847464,0.404765095766
0.2085,0.0187690520107,-0.542990301533
0.209,1.00013476107,-1.54229313923
0.2095,-0.473407066819,0.495527022023
0.21,1.23341394702,-1.20729391965
0.2105,-1.04975016941,-0.343106595282
0.211,-1.43867472075,1.25017649277
0.2115,-0.415081793763,1.52832135282
0.212,0.67418712558,-0.484926933894
0.2125,-0.36065072341,-0.291776724634
0.213,0.938353829993,0.0703664715825
0.2135,-1.51013454596,0.935915985245
0.214,-0.553709074127,1.3946174377
0.2145,1.38278816476,-0.24024474101
0.215,-2.4139014835,-0.510695871738
0.2155,0.331789772357,-0.742823759011
0.216,-0.858676300242,-0.441568293914
0.2165,-0.714263942652,0.960373857084
0.217,-0.300169283684,-1.71062958059
0.2175,-1.43462522566,-1.46953306813
0.218,0.945688898601,-2.1759383594
0.2185,0.603711317978,-0.106435324986
0.219,1.23606400324,0.791591507362
0.2195,0.187762780553,-0.325203054653
0.22,-0.913192305419,-1.1438718766
0.2205,0.668543627518,-0.113726489733
0.221,-1.30493211664,0.0378699139539
0.2215,-0.885977930262,0.679572354738
0.222,2.10985007475,0.0489099492445
0.2225,1.09434316059,-1.00452044183
0.223,0.465965759903,0.193561598807
0.2235,1.49963036863,1.49532383094
0.224,-0.261363668745,-0.836874419532
0.2245,0.610766236499,0.205952418534
0.225,-0.78022588692,0.0784932268775
0.2255,-0.303102524624,-0.0313959729121
0.226,0.116361449527,-2.53500741948
0.2265,1.51515341627,0.946505515423
0.227,-0.663421016723,-0.900320018586
0.2275,1.0810542265,-0.24092333625
0.228,0.0211023043204,-2.06628328894
0.2285,-1.71932282476,-1.14205079656
0.229,-1.88982876738,-1.68766979178
0.2295,-0.662822627856,-0.267286831132
0.23,1.09884549976,0.536709686986
0.2305,0.287761553075,0.0559738928498
0.231,1.84126635774,0.151627087198
0.2315,0.211913071228,0.264720825724
0.232,1.44305919043,0.802914552879
0.2325,0.281351881496,0.198991015897
0.233,-0.876171021097,0.563751385069
0.2335,0.743833996292,-0.925445031298
0.234,-0.709015510389,0.549031187534
0.2345,-1.37397563034,-0.716943720737
0.235,-0.716479901622,-0.0296427638295
0.2355,-0.355859522068,-2.41803980044
0.236,0.281579233222,-0.49911108252
0.2365,0.881732220004,0.575593134272
0.237,0.640468227864,-0.209152653326
0.2375,2.11757320299,-1.15633175487
0.238,-1.91759869798,0.789523307403
0.2385,-0.144869792611,-1.38331419452
0.239,2.61347233118,-0.259077467362
0.2395,-0.275236557498,-0.163995744652
0.24,-1.21767584891,-0.420766698055
0.2405,-0.715258822785,1.02346068544
0.241,-0.929412403694,-1.01681482739
0.2415,-0.453645410574,1.32300048042
0.242,1.7639089607,1.23512837957
0.2425,-1.354038385,0.327510152887
0.243,-0.653607853192,0.464756629857
0.2435,1.454094972,-0.705881820263
0.244,0.336680235434,-0.763464000546
0.2445,0.369789229172,0.551483315884
0.245,-0.334476328917,0.338699624306
0.2455,0.981214439408,1.19615082768
0.246,-0.973248603647,-0.26272749733
0.2465,0.996773073499,0.678971776596
0.247,0.164973957842,-1.21264119139
0.2475,-0.144630117999,0.717520280829
0.248,-0.490863916336,0.707014802476
0.2485,0.991409049093,0.869117064247
0.249,0.38066636083,-0.788138695214
0.2495,-0.34687081092,-1.12596569298
0.25,0.162631884438,-0.299995832691
0.2505,-1.00173969293,0.0889571091347
0.251,1.32114641621,1.10474554228
0.2515,1.42456552412,0.936345711818
0.252,1.17820701915,0.172300397424
0.2525,0.337209732741,-2.55901609303
0.253,0.558921501873,2.07126161853
0.2535,-1.30457725292,1.58777490903
0.254,-0.314941860856,0.603464898564
0.2545,-0.191666459031,0.842400897527
0.255,-0.0798813026403,0.225538716218
0.2555,0.681799072723,0.228963522574
0.256,-0.38531446768,0.0828696402268
0.2565,-0.682521326793,-0.474844336801
0.257,1.25111166344,1.96219196737
0.2575,-0.257699089706,-1.20261144186
0.258,-0.58773668577,0.376404769924
0.2585,-1.95592612888,-1.92133836424
0.259,-1.3082688173,0.585848443047
0.2595,-0.180267131428,0.572030330823
0.26,0.31865713973,-1.19958246985
0.2605,-1.72667687203,1.76620347724
0.261,0.0282188256539,0.278025619915
0.2615,0.370668792723,1.61204904263
0.262,-0.45902065262,0.836616236194
0.2625,0.0980494137897,-0.994747820419
0.263,1.44270756122,-0.672620588174
0.2635,-0.703836993367,1.37459586211
0.264,-1.64507176225,-1.70781158586
0.2645,-0.337511270978,2.09805277001
0.265,-0.838944947665,1.04231423463
0.2655,-0.0108522483907,0.00686652755012
0.266,0.7300775068,-0.372900541503
0.2665,0.921436386287,1.30942630109
0.267,0.356678043432,-1.82750294548
0.2675,1.43037494102,0.828741752671
0.268,0.396558194691,-2.00710409834
0.2685,1.05733368614,0.840389966806
0.269,0.385163075703,0.671612688017
0.2695,0.309493269943,-0.19594806878
0.27,-0.467935160022,-0.658403473615
0.2705,0.03761131549,-0.504829840986
0.271,-0.536123023681,0.461297418274
0.2715,-0.260085212523,0.312793326371
0.272,0.106571337263,-0.470067459599
0.2725,1.18110655783,0.234157379189
0.273,-0.22045936635,0.311578759126
0.2735,0.650812860295,1.39246241697
0.274,-1.19626009905,-0.719693331702
0.2745,-0.252423646987,0.181264988105
0.275,1.29993690282,-1.5113675997
0.2755,0.377008115002,0.871352081923
0.276,-1.77087396493,-1.25590412716
0.2765,0.0025086173959,-0.183238470122
0.277,-0.211801037143,0.555370012939
0.2775,-1.14615363655,-0.0472477962085
0.278,-1.71423932627,-0.886396564187
0.2785,-0.913423225666,-0.943518104972
0.279,-1.02935413483,0.857363018896
0.2795,0.741210072172,0.870284975197
0.28,0.606208751337,-0.853425555905
0.2805,0.668200557503,2.02249430619
0.281,1.10567777044,-0.61732982023
0.2815,-2.13210601349,-0.103246953333
0.282,-0.241164055264,0.511299464281
0.2825,0.370194012909,0.39831648384
0.283,-0.632494363376,0.208625501843
0.2835,-0.590975838235,-0.93765605654
0.284,-0.761209697728,0.549872565553
0.2845,0.198365663031,-1.03015625428
0.285,-0.0250599215768,-0.845221836806
0.2855,1.25384773984,-1.29083699442
0.286,0.421982638219,-0.611502883234
0.2865,0.243239462536,-0.1155027618
0.287,0.0104967972287,0.00062364549503
0.2875,-0.747186547946,-0.511383138275
0.288,0.155673871186,0.650196383385
0.2885,0.851231569115,0.495553270392
0.289,0.501376951078,0.272405608765
0.2895,-1.02332711797,-0.0885423452126
0.29,-1.4654600004,-2.37516816143
0.2905,0.72869735976,0.721748922317
0.291,0.224247460128,-0.923274892698
0.2915,0.324982210434,-0.440744397722
0.292,-0.81320936229,0.0018380252103
0.2925,0.776915361313,0.27432092242
0.293,0.758082042844,-0.274585116243
0.2935,-0.21254125118,0.255200680483
0.294,0.6115087655,-0.303660268954
0.2945,-0.866979961826,-1.36562665399
0.295,-0.042243997321,-0.680089093699
0.2955,-1.94628847405,-1.09852897538
0.296,-0.240859649195,-1.85748735418
0.2965,2.48465387562,-0.113707804538
0.297,0.745897620895,0.466440076639
0.2975,1.75699237697,-0.148736081526
0.298,0.628860811358,-1.27319697332
0.2985,0.296102600318,-0.492335468141
0.299,0.281688478413,0.401946782939
0.2995,-0.331848572353,-1.58879065941
0.3,0.791683181997,-0.970840980719
0.3005,-0.658323632843,-0.51173278465
0.301,0.119444637472,-1.46939610873
0.3015,3.31651888524,-0.550126239882
0.302,0.574688037136,-1.93411293588
0.3025,-0.394472100214,-1.10857366259
0.303,1.13659548003,0.730212345943
0.3035,0.509607362693,3.03740837467
0.304,-0.182297522889,-0.406385047383
0.3045,-1.02780142719,0.921408501066
0.305,-0.0835480160473,-1.13168618611
0.3055,-0.360207381217,-0.277274559554
0.306,0.128527689553,-0.0900417504791
0.3065,0.458537740107,-0.468490166263
0.307,0.36477161892,0.590917136726
0.3075,-0.854955978456,0.692364813657
0.308,0.593458835099,-0.0422254965838
0.3085,0.481310989616,-0.924141866584
0.309,-1.38641925871,-0.47298933918
0.3095,0.397233676048,-0.124665785892
0.31,-0.0137699563405,-0.604238829402
0.3105,0.444626253958,0.0584245821407
0.311,-1.02424414068,-0.0359523740181
0.3115,-0.263311162977,0.21980086769
0.312,-0.184129031447,-0.30198390222
0.3125,-1.17902797425,0.564165620432
0.313,0.558907853248,1.52535216305
0.3135,-0.250475526654,-0.638232141449
0.314,0.432615977452,0.792996221845
0.3145,-0.953157650431,-0.787299565755
0.315,-1.34882736137,-0.0195478130435
0.3155,-1.11009283349,-1.91979977523
0.316,-2.13008737228,0.118252562308
0.3165,-0.729450245235,-1.39008274159
0.317,0.43583487,-1.651254566
0.3175,1.49486917403,-0.227210292665
0.318,1.22284863423,1.90913772694
0.3185,1.37097874535,-0.727763338397
0.319,1.3661818271,-1.02249816962
0.3195,2.21547375534,0.494957534021
0.32,0.264079503717,0.672464360388
0.3205,1.02068322815,-1.92830369604
0.321,0.727397237715,1.2368446574
0.3215,-2.51949468055,-0.955710067148
0.322,0.236647637305,-2.13988196868
0.3225,0.136211376089,-0.0409345700383
0.323,0.46352144414,0.415091450441
0.3235,-0.442071776588,-0.456171110712
0.324,-0.669020046007,-0.0586477361489
0.3245,-0.44366195583,1.73287699427
0.325,0.811970354839,-0.567303581738
0.3255,0.538615747152,0.257733018022
0.326,1.56830818726,0.864479415111
0.3265,-1.20913354274,-0.495303823643
0.327,1.20855804899,-0.674700678469
0.3275,1.99405154071,-0.723144838661
0.328,-0.853683125864,-0.624487592408
0.3285,0.144091804209,-0.80254742947
0.329,-1.55413716342,-0.0509513583357
0.3295,-2.77271596813,-1.58057979333
0.33,-1.34235330514,1.0370623884
0.3305,0.0697086105657,0.624499431585
0.331,0.245048966106,-1.12648114432
0.3315,-0.373875620214,0.0342957945745
0.332,0.675898998772,-0.357073106625
0.3325,0.380368717579,0.780246253937
0.333,1.94912674173,-0.0907005282765
0.3335,-1.42753759193,-0.348397242997
0.334,-0.885308558262,0.949903020066
0.3345,-0.592437668047,-0.697956792525
0.335,-0.651357308367,-0.0944204441614
0.3355,-0.474950370332,1.21554681009
0.336,2.44773014711,-1.2579593215
0.3365,-0.358399121253,-0.675213568493
0.337,0.680328474352,-0.322135119158
0.3375,-1.44736803034,2.5058622845
0.338,-0.708016762043,0.723218909305
0.3385,0.887038179901,1.35648955212
0.339,1.03579379338,0.135556638554
0.3395,-1.64470964085,-0.498775417169
0.34,2.17389953354,0.772214082397
0.3405,0.453024574114,1.18140267579
0.341,-0.774698385507,-0.421669527707
0.3415,0.501054595482,0.465710728432
0.342,-0.642628234209,1.2836344099
0.3425,-1.48312535256,0.331036116249
0.343,0.213045208305,-0.170385589431
0.3435,0.876721930815,-1.64687985712
0.344,1.12819789525,0.659118857055
0.3445,-1.70597238141,0.516629511868
0.345,-0.969149464574,-0.422352147998
0.3455,-0.184578532853,-0.179871232825
0.346,1.109495731,-1.54099261149
0.3465,1.37280435656,0.736186919196
0.347,-0.399872576356,0.269945143332
0.3475,-1.24242554169,-0.860230273408
0.348,0.604537013165,1.30477567174
0.3485,-0.480930701829,0.439652841543
0.349,0.459405874939,-0.184767847211
0.3495,1.11274465314,2.30180023502
0.35,0.656807987664,1.61287665856
0.3505,-1.02919218904,0.930204367202
0.351,-1.26268588519,-1.43014529075
0.3515,-1.54385373775,-0.515302553289
0.352,0.79507673866,-0.333295037544
0.3525,1.19818410973,-0.822974553471
0.353,-1.06418499762,0.0682718109223
0.3535,-0.547796268927,0.319478668476
0.354,-0.975872051688,0.457895503423
0.3545,-0.147792353671,0.60026172914
0.355,-0.892767958483,-1.32866678406
