t_ms,p_ac_Pa
1.568,0.0424014219844109
1.572,0.044854152189876234
1.576,0.047299799404744776
1.58,0.04973797743297099
1.584,0.05216830125797927
1.588,0.05459038710346495
1.592,0.057003852493995325
1.596,0.05940831631540693
1.6,0.06180339887498945
1.604,0.06418872196144189
1.608,0.06656390890459733
1.612,0.06892858463490327
1.616,0.07128237574265019
1.62,0.07362491053693548
1.624,0.07595581910436014
1.6280000000000001,0.07827473336744059
1.6320000000000001,0.0805812871427325
1.6360000000000001,0.08287511619865681
1.6400000000000001,0.08515585831301453
1.6440000000000001,0.0874231533301866
1.6480000000000001,0.08967664321800634
1.6520000000000001,0.09191597212429764
1.6560000000000001,0.09414078643306659
1.6600000000000001,0.096350734820343
1.6640000000000001,0.09854546830965843
1.668,0.10072464032715199
1.672,0.10288790675630113
1.676,0.10503492599225915
1.68,0.10716535899579921
1.684,0.10927886934685371
1.688,0.11137512329763753
1.692,0.11345378982535125
1.696,0.11551454068445333
1.7,0.11755705045849459
1.704,0.11958099661150362
1.708,0.12158605953892095
1.712,0.12357192261806689
1.716,0.12553827225814
1.72,0.12748479794973785
1.724,0.1294111923138888
1.728,0.13131715115059125
1.732,0.13320237348685016
1.736,0.13506656162420488
1.74,0.1369094211857376
1.744,0.1387306611625609
1.748,0.14052999395976987
1.752,0.142307135441857
1.756,0.14406180497758134
1.76,0.14579372548428224
1.764,0.14750262347163476
1.768,0.14918822908483628
1.772,0.15085027614722077
1.776,0.1524885022022896
1.78,0.15410264855515776
1.784,0.15569246031340472
1.788,0.15725768642732374
1.792,0.15879807972956703
1.796,0.1603133969741753
1.8,0.16180339887498948
1.804,0.1632678501434367
1.808,0.1647065195256855
1.812,0.16611917983916255
1.816,0.1675056080084283
1.82,0.16886558510040306
1.824,0.17019889635893834
1.828,0.17150533123873044
1.832,0.17278468343856704
1.836,0.17403675093390514
1.84,0.17526133600877264
1.844,0.17645824528699067
1.848,0.17762728976270892
1.852,0.17876828483025273
1.856,0.17988105031327425
1.86,0.1809654104932039
1.864,0.18202119413699913
1.868,0.1830482345241835
1.872,0.18404636947317407
1.8760000000000001,0.18501544136689155
1.8800000000000001,0.1859552971776503
1.8840000000000001,0.18686578849132243
1.8880000000000001,0.1877467715307748
1.8920000000000001,0.18859810717857295
1.8960000000000001,0.18941966099894883
1.9000000000000001,0.1902113032590307
1.9040000000000001,0.1909729089493286
1.9080000000000001,0.19170435780347517
1.9120000000000001,0.19240553431721716
1.9160000000000001,0.1930763277666548
1.92,0.19371663222572622
1.924,0.19432634658293474
1.928,0.1949053745573154
1.932,0.1954536247136387
1.936,0.19597101047684934
1.94,0.19645745014573776
1.944,0.19691286690584106
1.948,0.19733718884157359
1.952,0.1977303489475828
1.956,0.19809228513933025
1.96,0.19842294026289553
1.964,0.19872226210400168
1.968,0.19899020339626006
1.972,0.1992267218286345
1.976,0.1994317800521228
1.98,0.19960534568565433
1.984,0.1997473913212035
1.988,0.19985789452811786
1.992,0.19993683785666
1.996,0.19998420884076323
2.0,0.2
2.004,0.19998420884076323
2.008,0.19993683785666003
2.012,0.19985789452811786
2.016,0.19974739132120353
2.02,0.19960534568565433
2.024,0.1994317800521228
2.028,0.19922672182863452
2.032,0.19899020339626006
2.036,0.19872226210400168
2.04,0.1984229402628956
2.044,0.19809228513933028
2.048,0.1977303489475828
2.052,0.19733718884157364
2.056,0.1969128669058411
2.06,0.19645745014573776
2.064,0.1959710104768494
2.068,0.19545362471363875
2.072,0.19490537455731544
2.076,0.1943263465829348
2.08,0.19371663222572627
2.084,0.1930763277666548
2.088,0.19240553431721721
2.092,0.19170435780347522
2.096,0.1909729089493286
2.1,0.19021130325903074
2.104,0.18941966099894889
2.108,0.18859810717857292
2.112,0.18774677153077482
2.116,0.1868657884913225
2.12,0.18595529717765027
2.124,0.18501544136689166
2.128,0.1840463694731741
2.132,0.18304823452418353
2.136,0.18202119413699916
2.14,0.18096541049320392
2.144,0.17988105031327423
2.148,0.17876828483025275
2.152,0.17762728976270897
2.156,0.17645824528699064
2.16,0.17526133600877278
2.164,0.17403675093390517
2.168,0.17278468343856712
2.172,0.17150533123873046
2.176,0.17019889635893837
2.18,0.16886558510040303
2.184,0.16750560800842834
2.188,0.1661191798391626
2.192,0.16470651952568546
2.196,0.16326785014343684
2.2,0.1618033988749895
2.204,0.16031339697417535
2.208,0.15879807972956708
2.212,0.1572576864273238
2.216,0.15569246031340467
2.22,0.15410264855515782
2.224,0.15248850220228966
2.228,0.1508502761472207
2.232,0.14918822908483648
2.236,0.14750262347163481
2.24,0.14579372548428232
2.244,0.1440618049775814
2.248,0.14230713544185705
2.2520000000000002,0.1405299939597698
2.2560000000000002,0.13873066116256094
2.2600000000000002,0.1369094211857378
2.2640000000000002,0.1350665616242048
2.2680000000000002,0.13320237348685035
2.2720000000000002,0.1313171511505913
2.2760000000000002,0.12941119231388873
2.2800000000000002,0.12748479794973794
2.2840000000000003,0.12553827225814007
2.2880000000000003,0.12357192261806682
2.2920000000000003,0.12158605953892102
2.2960000000000003,0.11958099661150384
2.3000000000000003,0.11755705045849454
2.3040000000000003,0.11551454068445355
2.308,0.11345378982535159
2.312,0.11137512329763775
2.316,0.10927886934685394
2.32,0.10716535899579958
2.324,0.10503492599225923
2.328,0.10288790675630151
2.332,0.10072464032715239
2.336,0.0985454683096585
2.34,0.09635073482034323
2.344,0.09414078643306684
2.348,0.09191597212429771
2.352,0.08967664321800657
2.356,0.08742315333018685
2.36,0.08515585831301462
2.364,0.08287511619865706
2.368,0.08058128714273274
2.372,0.07827473336744067
2.376,0.07595581910436039
2.38,0.07362491053693575
2.384,0.07128237574265027
2.388,0.06892858463490352
2.392,0.0665639089045976
2.396,0.06418872196144197
2.4,0.061803398874989715
2.404,0.05940831631540719
2.408,0.057003852493995415
2.412,0.05459038710346521
2.416,0.052168301257979534
2.42,0.049737977432971085
2.424,0.047299799404745047
2.428,0.0448541521898765
2.432,0.04240142198441099
2.436,0.03994199610288163
2.44,0.03747626291714513
2.444,0.03500461179505539
2.448,0.03252743303897688
2.452,0.03004511782415155
2.456,0.02755805813692773
2.46,0.02506664671286095
2.464,0.02257127697469659
2.468,0.02007234297024303
2.472,0.017570239310148845
2.476,0.015065361105586733
2.48,0.012558103905862842
2.484,0.010048863635954058
2.488,0.007538036533987033
2.492,0.0050260190886676
2.496,0.002513207976670604
2.5,2.3886802389739273e-16
2.504,-0.002513207976670482
2.508,-0.0050260190886673
2.512,-0.007538036533986732
2.516,-0.010048863635953758
2.52,-0.012558103905862542
2.524,-0.015065361105586435
2.528,-0.017570239310148544
2.532,-0.02007234297024291
2.536,-0.022571276974696117
2.54,-0.025066646712860824
2.544,-0.027558058136927435
2.548,-0.030045117824151254
2.552,-0.032527433038976754
2.556,-0.03500461179505509
2.56,-0.037476262917145
2.564,-0.03994199610288133
2.568,-0.0424014219844107
2.572,-0.044854152189876206
2.576,-0.047299799404744755
2.58,-0.04973797743297062
2.584,-0.05216830125797925
2.588,-0.0545903871034651
2.592,-0.05700385249399512
2.596,-0.05940831631540708
2.6,-0.061803398874989424
2.604,-0.0641887219614417
2.608,-0.06656390890459732
2.612,-0.06892858463490324
2.616,-0.07128237574265016
2.62,-0.07362491053693547
2.624,-0.07595581910435996
2.628,-0.0782747333674404
2.632,-0.08058128714273263
2.636,-0.08287511619865678
2.64,-0.08515585831301435
2.644,-0.08742315333018658
2.648,-0.08967664321800631
2.652,-0.0919159721242973
2.656,-0.09414078643306673
2.66,-0.09635073482034312
2.664,-0.09854546830965825
2.668,-0.10072464032715196
2.672,-0.10288790675630127
2.676,-0.10503492599225897
2.68,-0.10716535899579933
2.684,-0.1092788693468537
2.688,-0.11137512329763764
2.692,-0.11345378982535122
2.696,-0.11551454068445331
2.7,-0.11755705045849459
2.704,-0.11958099661150388
2.708,-0.12158605953892106
2.712,-0.12357192261806674
2.716,-0.12553827225814013
2.72,-0.12748479794973785
2.724,-0.12941119231388865
2.728,-0.13131715115059148
2.732,-0.1332023734868504
2.736,-0.13506656162420486
2.74,-0.1369094211857376
2.744,-0.138730661162561
2.748,-0.14052999395976973
2.7520000000000002,-0.1423071354418571
2.7560000000000002,-0.1440618049775813
2.7600000000000002,-0.14579372548428235
2.7640000000000002,-0.14750262347163473
2.7680000000000002,-0.14918822908483628
2.7720000000000002,-0.15085027614722074
2.7760000000000002,-0.15248850220228968
2.7800000000000002,-0.15410264855515787
2.7840000000000003,-0.15569246031340458
2.7880000000000003,-0.15725768642732382
2.7920000000000003,-0.158798079729567
2.7960000000000003,-0.16031339697417515
2.8000000000000003,-0.16180339887498965
2.8040000000000003,-0.16326785014343687
2.8080000000000003,-0.1647065195256855
2.8120000000000003,-0.16611917983916244
2.816,-0.16750560800842818
2.82,-0.16886558510040275
2.824,-0.17019889635893823
2.828,-0.1715053312387304
2.832,-0.17278468343856695
2.836,-0.17403675093390494
2.84,-0.17526133600877264
2.844,-0.1764582452869905
2.848,-0.17762728976270883
2.852,-0.17876828483025262
2.856,-0.17988105031327417
2.86,-0.1809654104932038
2.864,-0.18202119413699896
2.868,-0.18304823452418342
2.872,-0.18404636947317407
2.876,-0.18501544136689155
2.88,-0.18595529717765016
2.884,-0.18686578849132238
2.888,-0.1877467715307747
2.892,-0.18859810717857273
2.896,-0.1894196609989488
2.9,-0.19021130325903068
2.904,-0.19097290894932853
2.908,-0.19170435780347508
2.912,-0.19240553431721713
2.916,-0.1930763277666547
2.92,-0.19371663222572622
2.924,-0.1943263465829347
2.928,-0.1949053745573154
2.932,-0.19545362471363864
2.936,-0.19597101047684928
2.94,-0.1964574501457377
2.944,-0.1969128669058411
2.948,-0.19733718884157359
2.952,-0.19773034894758276
2.956,-0.19809228513933022
2.96,-0.19842294026289553
2.964,-0.19872226210400165
2.968,-0.19899020339626006
2.972,-0.1992267218286345
2.976,-0.19943178005212278
2.98,-0.1996053456856543
2.984,-0.1997473913212035
2.988,-0.19985789452811786
2.992,-0.19993683785666
2.996,-0.19998420884076323
3.0,-0.2
3.004,-0.19998420884076323
3.008,-0.19993683785666003
3.012,-0.19985789452811786
3.016,-0.1997473913212035
3.02,-0.19960534568565433
3.024,-0.1994317800521228
3.028,-0.19922672182863452
3.032,-0.19899020339626006
3.036,-0.19872226210400173
3.04,-0.19842294026289556
3.044,-0.19809228513933025
3.048,-0.19773034894758285
3.052,-0.1973371888415737
3.056,-0.1969128669058411
3.06,-0.1964574501457378
3.064,-0.1959710104768494
3.068,-0.19545362471363875
3.072,-0.19490537455731546
3.076,-0.19432634658293485
3.08,-0.19371663222572633
3.084,-0.19307632776665484
3.088,-0.1924055343172172
3.092,-0.19170435780347522
3.096,-0.1909729089493287
3.1,-0.19021130325903074
3.104,-0.18941966099894894
3.108,-0.18859810717857303
3.112,-0.1877467715307748
3.116,-0.1868657884913224
3.12,-0.18595529717765036
3.124,-0.18501544136689174
3.128,-0.1840463694731741
3.132,-0.18304823452418362
3.136,-0.18202119413699916
3.14,-0.18096541049320386
3.144,-0.17988105031327423
3.148,-0.17876828483025287
3.152,-0.17762728976270906
3.156,-0.17645824528699072
3.16,-0.1752613360087727
3.164,-0.1740367509339052
3.168,-0.1727846834385672
3.172,-0.1715053312387305
3.176,-0.17019889635893848
3.18,-0.16886558510040323
3.184,-0.16750560800842826
3.188,-0.16611917983916252
3.192,-0.16470651952568557
3.196,-0.16326785014343695
3.2,-0.16180339887498954
3.204,-0.16031339697417546
3.208,-0.15879807972956708
3.212,-0.15725768642732368
3.216,-0.1556924603134047
3.22,-0.15410264855515796
3.224,-0.1524885022022898
3.228,-0.15085027614722085
3.232,-0.14918822908483637
3.236,-0.14750262347163484
3.24,-0.14579372548428246
3.244,-0.1440618049775814
3.248,-0.14230713544185722
3.2520000000000002,-0.1405299939597701
3.2560000000000002,-0.13873066116256083
3.2600000000000002,-0.13690942118573768
3.2640000000000002,-0.13506656162420497
3.2680000000000002,-0.13320237348685052
3.2720000000000002,-0.13131715115059134
3.2760000000000002,-0.12941119231388903
3.2800000000000002,-0.12748479794973797
3.2840000000000003,-0.12553827225813996
3.2880000000000003,-0.12357192261806685
3.2920000000000003,-0.1215860595389212
3.2960000000000003,-0.11958099661150401
3.3000000000000003,-0.1175570504584947
3.3040000000000003,-0.11551454068445342
3.3080000000000003,-0.11345378982535133
3.3120000000000003,-0.11137512329763746
3.3160000000000003,-0.10927886934685381
3.3200000000000003,-0.10716535899579945
3.3240000000000003,-0.10503492599225941
3.3280000000000003,-0.10288790675630109
3.332,-0.1007246403271524
3.336,-0.09854546830965868
3.34,-0.09635073482034326
3.344,-0.09414078643306685
3.348,-0.09191597212429806
3.352,-0.08967664321800645
3.356,-0.08742315333018671
3.36,-0.08515585831301481
3.364,-0.08287511619865724
3.368,-0.08058128714273277
3.372,-0.07827473336744087
3.376,-0.07595581910436042
3.38,-0.07362491053693561
3.384,-0.0712823757426503
3.388,-0.06892858463490371
3.392,-0.06656390890459778
3.396,-0.06418872196144217
3.4,-0.06180339887498957
3.404,-0.05940831631540721
3.408,-0.057003852493995616
3.412,-0.054590387103465234
3.416,-0.052168301257979735
3.42,-0.04973797743297145
3.424,-0.047299799404744894
3.428,-0.044854152189876345
3.432,-0.04240142198441119
3.436,-0.03994199610288182
3.44,-0.03747626291714515
3.444,-0.03500461179505559
3.448,-0.0325274330389769
3.452,-0.030045117824151396
3.456,-0.027558058136927757
3.46,-0.025066646712861147
3.464,-0.02257127697469679
3.468,-0.020072342970243233
3.472,-0.017570239310148693
3.476,-0.01506536110558676
3.48,-0.012558103905863045
3.484,-0.010048863635954083
3.488,-0.007538036533987234
3.492,-0.005026019088667979
3.496,-0.002513207976670451
3.5,-8.572527594031473e-17
3.504,0.0025132079766702793
3.508,0.005026019088667098
3.512,0.007538036533986709
3.516,0.010048863635953557
3.52,0.01255810390586252
3.524,0.015065361105586587
3.528,0.017570239310148523
3.532,0.02007234297024271
3.536,0.022571276974695912
3.54,0.025066646712860626
3.544,0.027558058136927584
3.548,0.030045117824151226
3.552,0.03252743303897673
3.556,0.03500461179505507
3.56,0.037476262917144634
3.564,0.03994199610288096
3.568,0.04240142198441103
3.572,0.04485415218987618
3.576,0.04729979940474473
3.58,0.0497379774329706
3.584,0.05216830125797922
3.588,0.054590387103464734
3.592,0.0570038524939951
3.596,0.05940831631540705
3.6,0.0618033988749894
3.604,0.06418872196144167
3.608,0.06656390890459694
3.612,0.06892858463490323
3.616,0.07128237574265014
3.62,0.07362491053693544
3.624,0.07595581910436026
3.628,0.07827473336744038
3.632,0.08058128714273229
3.636,0.08287511619865645
3.64,0.08515585831301464
3.644,0.08742315333018656
3.648,0.08967664321800628
3.652,0.09191597212429727
3.656,0.09414078643306639
3.66,0.09635073482034279
3.664,0.09854546830965823
3.668,0.10072464032715225
3.672,0.10288790675630125
3.676,0.10503492599225897
3.68,0.107165358995799
3.684,0.10927886934685367
3.688,0.11137512329763762
3.692,0.1134537898253512
3.696,0.11551454068445358
3.7,0.11755705045849457
3.704,0.11958099661150359
3.708,0.12158605953892077
3.712,0.123571922618067
3.716,0.1255382722581401
3.72,0.12748479794973783
3.724,0.1294111923138889
3.728,0.1313171511505912
3.732,0.13320237348685013
3.736,0.13506656162420483
3.74,0.13690942118573782
3.744,0.13873066116256097
3.748,0.1405299939597697
3.7520000000000002,0.14230713544185683
3.7560000000000002,0.14406180497758128
3.7600000000000002,0.14579372548428235
3.7640000000000002,0.14750262347163473
3.7680000000000002,0.1491882290848365
3.7720000000000002,0.1508502761472207
3.7760000000000002,0.15248850220228943
3.7800000000000002,0.15410264855515762
3.7840000000000003,0.1556924603134048
3.7880000000000003,0.1572576864273238
3.7920000000000003,0.158798079729567
3.7960000000000003,0.16031339697417535
3.8000000000000003,0.16180339887498943
3.8040000000000003,0.16326785014343664
3.8080000000000003,0.16470651952568546
3.8120000000000003,0.1661191798391626
3.8160000000000003,0.16750560800842834
3.8200000000000003,0.16886558510040295
3.8240000000000003,0.17019889635893823
3.8280000000000003,0.1715053312387304
3.8320000000000003,0.17278468343856712
3.8360000000000003,0.1740367509339051
3.84,0.1752613360087726
3.844,0.1764582452869905
3.848,0.17762728976270867
3.852,0.17876828483025262
3.856,0.17988105031327417
3.86,0.1809654104932038
3.864,0.1820211941369991
3.868,0.18304823452418342
3.872,0.1840463694731739
3.876,0.1850154413668914
3.88,0.18595529717765027
3.884,0.18686578849132235
3.888,0.1877467715307747
3.892,0.18859810717857273
3.896,0.18941966099894877
3.9,0.19021130325903057
3.904,0.19097290894932853
3.908,0.19170435780347517
3.912,0.19240553431721713
3.916,0.1930763277666547
3.92,0.1937166322257261
3.924,0.1943263465829347
