t_ms,x_µm,ξ_µm,p_ac_Pa,V_V
0.116,9.34328942456612,1.868657884913224,0.1868657884913224,0.467164471228306
0.12,9.297764858882514,1.859552971776503,0.1859552971776503,0.46488824294412573
0.124,9.250772068344581,1.850154413668916,0.18501544136689163,0.462538603417229
0.128,9.202318473658703,1.8404636947317408,0.1840463694731741,0.4601159236829352
0.132,9.152411726209175,1.830482345241835,0.1830482345241835,0.45762058631045877
0.136,9.101059706849956,1.8202119413699913,0.18202119413699913,0.45505298534249783
0.14,9.048270524660197,1.8096541049320392,0.18096541049320392,0.4524135262330098
0.14400000000000002,8.99405251566371,1.7988105031327422,0.17988105031327423,0.44970262578318554
0.148,8.938414241512637,1.7876828483025275,0.17876828483025275,0.4469207120756319
0.152,8.881364488135446,1.7762728976270892,0.17762728976270892,0.4440682244067723
0.156,8.822912264349533,1.7645824528699066,0.17645824528699067,0.44114561321747664
0.16,8.763066800438637,1.7526133600877272,0.17526133600877272,0.4381533400219318
0.164,8.701837546695257,1.7403675093390514,0.17403675093390514,0.43509187733476284
0.168,8.639234171928353,1.7278468343856705,0.17278468343856707,0.43196170859641764
0.17200000000000001,8.575266561936521,1.7150533123873044,0.17150533123873046,0.4287633280968261
0.176,8.50994481794692,1.701988963589384,0.1701988963589384,0.425497240897346
0.18,8.443279255020151,1.6886558510040304,0.16886558510040306,0.4221639627510076
0.184,8.375280400421417,1.6750560800842835,0.16750560800842837,0.4187640200210709
0.188,8.305958991958127,1.6611917983916253,0.16611917983916255,0.41529794959790634
0.192,8.235325976284274,1.647065195256855,0.1647065195256855,0.4117662988142137
0.196,8.163392507171839,1.6326785014343679,0.1632678501434368,0.40816962535859197
0.2,8.090169943749475,1.618033988749895,0.1618033988749895,0.4045084971874737
0.20400000000000001,8.015669848708766,1.6031339697417533,0.16031339697417535,0.4007834924354383
0.20800000000000002,7.9399039864783525,1.5879807972956705,0.15879807972956705,0.39699519932391764
0.212,7.86288432136619,1.572576864273238,0.15725768642732382,0.3931442160683095
0.216,7.784623015670235,1.556924603134047,0.1556924603134047,0.3892311507835117
0.22,7.705132427757892,1.5410264855515785,0.15410264855515787,0.3852566213878946
0.224,7.624425110114479,1.5248850220228958,0.1524885022022896,0.38122125550572394
0.228,7.542513807361039,1.5085027614722077,0.1508502761472208,0.37712569036805194
0.232,7.459411454241821,1.4918822908483642,0.14918822908483642,0.37297057271209105
0.23600000000000002,7.375131173581739,1.4750262347163479,0.1475026234716348,0.36875655867908697
0.24,7.289686274214116,1.457937254842823,0.14579372548428232,0.3644843137107058
0.244,7.20309024887907,1.4406180497758139,0.1440618049775814,0.36015451244395347
0.248,7.115356772092854,1.4230713544185707,0.14230713544185708,0.35576783860464267
0.252,7.026499697988493,1.4052999395976986,0.14052999395976987,0.35132498489942465
0.256,6.936533058128049,1.3873066116256099,0.138730661162561,0.34682665290640247
0.26,6.845471059286887,1.3690942118573775,0.13690942118573776,0.34227355296434436
0.264,6.753328081210244,1.3506656162420487,0.13506656162420488,0.3376664040605122
0.268,6.660118674342516,1.3320237348685031,0.13320237348685032,0.3330059337171258
0.272,6.565857557529564,1.3131715115059128,0.13131715115059128,0.3282928778764782
0.276,6.470559615694444,1.2941119231388887,0.12941119231388887,0.32352798078472217
0.28,6.3742398974868975,1.2748479794973795,0.12748479794973797,0.3187119948743449
0.28400000000000003,6.276913612907005,1.255382722581401,0.1255382722581401,0.31384568064535023
0.28800000000000003,6.178596130903343,1.2357192261806687,0.12357192261806688,0.30892980654516716
0.292,6.079302976946055,1.215860595389211,0.1215860595389211,0.30396514884730275
0.296,5.979049830575191,1.195809966115038,0.11958099661150381,0.2989524915287595
0.3,5.877852522924733,1.1755705045849465,0.11755705045849466,0.2938926261462366
0.304,5.775727034222676,1.1551454068445353,0.11551454068445353,0.2887863517111338
0.308,5.672689491267566,1.1345378982535133,0.11345378982535133,0.2836344745633783
0.312,5.568756164881881,1.1137512329763761,0.11137512329763762,0.27843780824409403
0.316,5.463943467342691,1.0927886934685382,0.10927886934685382,0.27319717336713456
0.32,5.3582679497899655,1.071653589957993,0.10716535899579932,0.2679133974894983
0.324,5.251746299612957,1.0503492599225914,0.10503492599225915,0.26258731498064786
0.328,5.144395337815066,1.0288790675630133,0.10288790675630133,0.2572197668907533
0.332,5.036232016357607,1.0072464032715214,0.10072464032715214,0.25181160081788034
0.336,4.927273415482915,0.9854546830965831,0.09854546830965832,0.24636367077414578
0.34,4.817536741017153,0.9635073482034306,0.09635073482034306,0.24087683705085766
0.34400000000000003,4.707039321653325,0.941407864330665,0.0941407864330665,0.23535196608266626
0.34800000000000003,4.5957986062148795,0.9191597212429758,0.09191597212429758,0.22978993031074396
0.352,4.483832160900325,0.8967664321800649,0.0896766432180065,0.22419160804501623
0.356,4.37115766650933,0.874231533301866,0.0874231533301866,0.2185578833254665
0.36,4.257792915650728,0.8515585831301457,0.08515585831301457,0.2128896457825364
0.364,4.143755809932842,0.8287511619865685,0.08287511619865685,0.20718779049664213
0.368,4.029064357136627,0.8058128714273254,0.08058128714273255,0.20145321785683135
0.372,3.9137366683720254,0.7827473336744051,0.07827473336744051,0.19568683341860127
0.376,3.797790955218013,0.7595581910436027,0.07595581910436028,0.18988954776090067
0.38,3.6812455268467787,0.7362491053693557,0.07362491053693558,0.18406227634233893
0.384,3.5641187871325073,0.7128237574265015,0.07128237574265016,0.17820593935662538
0.388,3.4464292317451717,0.6892858463490343,0.06892858463490344,0.17232146158725858
0.392,3.3281954452298668,0.6656390890459734,0.06656390890459733,0.16640977226149334
0.396,3.2094360980720964,0.6418872196144193,0.06418872196144193,0.16047180490360483
0.4,3.0901699437494745,0.6180339887498949,0.06180339887498949,0.15450849718747373
0.404,2.9704158157703486,0.5940831631540697,0.059408316315406974,0.14852079078851743
0.40800000000000003,2.8501926246997615,0.5700385249399523,0.057003852493995234,0.14250963123498808
0.41200000000000003,2.7295193551732537,0.5459038710346508,0.05459038710346508,0.1364759677586627
0.41600000000000004,2.6084150628989677,0.5216830125797935,0.05216830125797936,0.1304207531449484
0.42,2.48689887164855,0.4973797743297099,0.049737977432970995,0.12434494358242748
0.424,2.3649899702372497,0.47299799404744997,0.047299799404745,0.11824949851186249
0.428,2.2427076094938116,0.44854152189876234,0.044854152189876234,0.11213538047469059
0.432,2.1200710992205476,0.4240142198441095,0.04240142198441095,0.10600355496102737
0.436,1.9970998051440723,0.39941996102881444,0.03994199610288145,0.09985499025720361
0.44,1.8738131458572473,0.3747626291714495,0.03747626291714495,0.09369065729286237
0.444,1.7502305897527604,0.35004611795055207,0.03500461179505521,0.08751152948763802
0.448,1.6263716519488371,0.32527433038976744,0.03252743303897675,0.08131858259744186
0.452,1.5022558912075707,0.3004511782415141,0.030045117824151413,0.07511279456037853
0.456,1.377902906846382,0.2755805813692764,0.02755805813692764,0.0688951453423191
0.46,1.2533323356430448,0.25066646712860896,0.025066646712860897,0.06266661678215224
0.464,1.128563848734816,0.2257127697469632,0.02257127697469632,0.0564281924367408
0.468,1.003617148512149,0.20072342970242982,0.020072342970242983,0.050180857425607454
0.47200000000000003,0.8785119655074332,0.17570239310148664,0.017570239310148665,0.04392559827537166
0.47600000000000003,0.7532680552793275,0.1506536110558655,0.015065361105586551,0.037663402763966375
0.48,0.6279051952931353,0.12558103905862705,0.012558103905862705,0.03139525976465676
0.484,0.5024431817976982,0.10048863635953964,0.010048863635953965,0.02512215908988491
0.488,0.3769018266993469,0.07538036533986939,0.007538036533986939,0.018845091334967347
0.492,0.2513009544333753,0.05026019088667506,0.005026019088667507,0.012565047721668766
0.496,0.12566039883352775,0.02513207976670555,0.002513207976670555,0.006283019941676388
0.5,6.123233995736766e-16,1.2246467991473532e-16,1.2246467991473533e-17,3.061616997868383e-17
0.504,-0.1256603988335243,-0.02513207976670486,-0.002513207976670486,-0.006283019941676215
0.508,-0.25130095443337186,-0.05026019088667437,-0.005026019088667438,-0.012565047721668592
0.512,-0.37690182669934574,-0.07538036533986915,-0.007538036533986915,-0.018845091334967288
0.516,-0.5024431817976948,-0.10048863635953895,-0.010048863635953895,-0.025122159089884737
0.52,-0.6279051952931318,-0.12558103905862636,-0.012558103905862636,-0.03139525976465659
0.524,-0.7532680552793263,-0.15065361105586525,-0.015065361105586525,-0.03766340276396631
0.528,-0.8785119655074319,-0.1757023931014864,-0.01757023931014864,-0.0439255982753716
0.532,-1.003617148512148,-0.20072342970242957,-0.02007234297024296,-0.05018085742560739
0.536,-1.1285638487348169,-0.2257127697469634,-0.02257127697469634,-0.05642819243674085
0.54,-1.2533323356430415,-0.2506664671286083,-0.02506664671286083,-0.06266661678215207
0.544,-1.3779029068463804,-0.2755805813692761,-0.02755805813692761,-0.06889514534231903
0.548,-1.5022558912075714,-0.3004511782415143,-0.03004511782415143,-0.07511279456037857
0.552,-1.6263716519488358,-0.32527433038976716,-0.03252743303897672,-0.08131858259744179
0.556,-1.7502305897527592,-0.35004611795055185,-0.035004611795055186,-0.08751152948763796
0.56,-1.873813145857246,-0.3747626291714492,-0.03747626291714492,-0.0936906572928623
0.5640000000000001,-1.9970998051440711,-0.3994199610288142,-0.039941996102881426,-0.09985499025720355
0.5680000000000001,-2.120071099220546,-0.4240142198441092,-0.04240142198441092,-0.1060035549610273
0.5720000000000001,-2.2427076094938125,-0.4485415218987625,-0.044854152189876255,-0.11213538047469063
0.5760000000000001,-2.3649899702372466,-0.4729979940474493,-0.047299799404744935,-0.11824949851186232
0.58,-2.486898871648544,-0.4973797743297088,-0.049737977432970884,-0.1243449435824272
0.584,-2.608415062898967,-0.5216830125797933,-0.05216830125797933,-0.13042075314494833
0.588,-2.7295193551732506,-0.5459038710346501,-0.05459038710346501,-0.13647596775866253
0.592,-2.8501926246997584,-0.5700385249399517,-0.05700385249399517,-0.14250963123498792
0.596,-2.9704158157703473,-0.5940831631540695,-0.05940831631540695,-0.14852079078851738
0.6,-3.090169943749471,-0.6180339887498942,-0.061803398874989424,-0.15450849718747356
0.604,-3.2094360980720933,-0.6418872196144186,-0.06418872196144186,-0.16047180490360466
0.608,-3.3281954452298654,-0.6656390890459731,-0.06656390890459732,-0.16640977226149328
0.612,-3.446429231745169,-0.6892858463490338,-0.06892858463490338,-0.17232146158725845
0.616,-3.564118787132504,-0.7128237574265008,-0.07128237574265009,-0.1782059393566252
0.62,-3.6812455268467774,-0.7362491053693555,-0.07362491053693555,-0.18406227634233888
0.624,-3.79779095521801,-0.759558191043602,-0.07595581910436021,-0.1898895477609005
0.628,-3.913736668372022,-0.7827473336744044,-0.07827473336744045,-0.1956868334186011
0.632,-4.029064357136626,-0.8058128714273252,-0.08058128714273252,-0.2014532178568313
0.636,-4.1437558099328395,-0.8287511619865678,-0.08287511619865678,-0.20718779049664196
0.64,-4.257792915650727,-0.8515585831301454,-0.08515585831301455,-0.21288964578253636
0.644,-4.371157666509327,-0.8742315333018654,-0.08742315333018655,-0.21855788332546636
0.648,-4.483832160900321,-0.8967664321800642,-0.08967664321800643,-0.22419160804501606
0.652,-4.595798606214878,-0.9191597212429756,-0.09191597212429757,-0.2297899303107439
0.656,-4.707039321653323,-0.9414078643306645,-0.09414078643306645,-0.23535196608266612
0.66,-4.81753674101715,-0.9635073482034301,-0.09635073482034301,-0.24087683705085752
0.664,-4.927273415482919,-0.9854546830965837,-0.09854546830965838,-0.24636367077414592
0.668,-5.036232016357608,-1.0072464032715216,-0.10072464032715217,-0.2518116008178804
0.672,-5.144395337815065,-1.028879067563013,-0.10288790675630131,-0.25721976689075327
0.676,-5.251746299612958,-1.0503492599225916,-0.10503492599225916,-0.2625873149806479
0.68,-5.358267949789965,-1.0716535899579929,-0.10716535899579929,-0.2679133974894982
0.684,-5.46394346734269,-1.092788693468538,-0.10927886934685381,-0.2731971733671345
0.6880000000000001,-5.568756164881881,-1.1137512329763761,-0.11137512329763762,-0.27843780824409403
0.6920000000000001,-5.672689491267563,-1.1345378982535126,-0.11345378982535126,-0.28363447456337815
0.6960000000000001,-5.775727034222674,-1.1551454068445348,-0.11551454068445349,-0.2887863517111337
0.7000000000000001,-5.877852522924734,-1.1755705045849467,-0.11755705045849468,-0.2938926261462367
0.704,-5.979049830575185,-1.195809966115037,-0.1195809966115037,-0.29895249152875925
0.708,-6.079302976946051,-1.2158605953892103,-0.12158605953892104,-0.3039651488473026
0.712,-6.178596130903342,-1.2357192261806684,-0.12357192261806685,-0.3089298065451671
0.716,-6.276913612907,-1.2553827225814,-0.12553827225814002,-0.31384568064535
0.72,-6.374239897486894,-1.2748479794973788,-0.12748479794973788,-0.3187119948743447
0.724,-6.47055961569444,-1.294111923138888,-0.1294111923138888,-0.323527980784722
0.728,-6.565857557529563,-1.3131715115059126,-0.13131715115059125,-0.32829287787647815
0.732,-6.660118674342516,-1.3320237348685031,-0.13320237348685032,-0.3330059337171258
0.736,-6.753328081210244,-1.3506656162420487,-0.13506656162420488,-0.3376664040605122
0.74,-6.845471059286884,-1.3690942118573768,-0.13690942118573768,-0.3422735529643442
0.744,-6.936533058128047,-1.3873066116256094,-0.13873066116256094,-0.34682665290640236
0.748,-7.026499697988491,-1.4052999395976982,-0.1405299939597698,-0.35132498489942454
0.752,-7.11535677209285,-1.42307135441857,-0.142307135441857,-0.3557678386046425
0.756,-7.203090248879066,-1.4406180497758132,-0.14406180497758134,-0.3601545124439533
0.76,-7.289686274214117,-1.4579372548428233,-0.14579372548428235,-0.36448431371070583
0.764,-7.375131173581738,-1.4750262347163476,-0.14750262347163476,-0.3687565586790869
0.768,-7.459411454241821,-1.4918822908483642,-0.14918822908483642,-0.37297057271209105
0.772,-7.542513807361039,-1.5085027614722077,-0.1508502761472208,-0.37712569036805194
0.776,-7.624425110114476,-1.5248850220228953,-0.15248850220228954,-0.38122125550572383
0.78,-7.705132427757891,-1.5410264855515783,-0.15410264855515785,-0.38525662138789457
0.784,-7.784623015670233,-1.5569246031340467,-0.15569246031340467,-0.38923115078351167
0.788,-7.862884321366187,-1.5725768642732374,-0.15725768642732374,-0.39314421606830935
0.792,-7.939903986478352,-1.5879807972956703,-0.15879807972956705,-0.3969951993239176
0.796,-8.015669848708768,-1.6031339697417535,-0.16031339697417535,-0.40078349243543837
0.8,-8.090169943749473,-1.6180339887498947,-0.16180339887498948,-0.40450849718747367
0.804,-8.163392507171839,-1.6326785014343679,-0.1632678501434368,-0.40816962535859197
0.808,-8.235325976284274,-1.647065195256855,-0.1647065195256855,-0.4117662988142137
0.812,-8.305958991958125,-1.6611917983916251,-0.16611917983916252,-0.4152979495979063
0.8160000000000001,-8.375280400421417,-1.6750560800842833,-0.16750560800842834,-0.4187640200210708
0.8200000000000001,-8.443279255020151,-1.6886558510040302,-0.16886558510040303,-0.42216396275100754
0.8240000000000001,-8.509944817946916,-1.7019889635893835,-0.17019889635893837,-0.42549724089734586
0.8280000000000001,-8.575266561936523,-1.7150533123873046,-0.17150533123873046,-0.42876332809682616
0.8320000000000001,-8.639234171928354,-1.727846834385671,-0.17278468343856712,-0.43196170859641775
0.836,-8.701837546695256,-1.740367509339051,-0.1740367509339051,-0.43509187733476273
0.84,-8.763066800438635,-1.752613360087727,-0.1752613360087727,-0.43815334002193174
0.844,-8.822912264349531,-1.7645824528699063,-0.17645824528699064,-0.4411456132174766
0.848,-8.881364488135443,-1.7762728976270885,-0.17762728976270886,-0.4440682244067721
0.852,-8.938414241512636,-1.787682848302527,-0.17876828483025273,-0.4469207120756318
0.856,-8.99405251566371,-1.7988105031327422,-0.17988105031327423,-0.44970262578318554
0.86,-9.048270524660193,-1.8096541049320387,-0.1809654104932039,-0.4524135262330097
0.864,-9.101059706849956,-1.8202119413699913,-0.18202119413699913,-0.45505298534249783
0.868,-9.152411726209175,-1.830482345241835,-0.1830482345241835,-0.45762058631045877
0.872,-9.202318473658702,-1.8404636947317403,-0.18404636947317404,-0.4601159236829351
0.876,-9.25077206834458,-1.8501544136689159,-0.1850154413668916,-0.46253860341722897
0.88,-9.297764858882513,-1.8595529717765027,-0.18595529717765027,-0.4648882429441257
0.884,-9.34328942456612,-1.8686578849132238,-0.1868657884913224,-0.46716447122830596
0.888,-9.38733857653874,-1.8774677153077481,-0.18774677153077482,-0.46936692882693704
0.892,-9.429905358928645,-1.885981071785729,-0.18859810717857292,-0.47149526794643226
0.896,-9.470983049947442,-1.8941966099894885,-0.18941966099894886,-0.4735491524973721
0.9,-9.510565162951535,-1.902113032590307,-0.1902113032590307,-0.47552825814757677
0.904,-9.548645447466429,-1.909729089493286,-0.1909729089493286,-0.4774322723733215
0.908,-9.585217890173759,-1.9170435780347517,-0.19170435780347517,-0.4792608945086879
0.912,-9.620276715860857,-1.9240553431721716,-0.1924055343172172,-0.4810138357930429
0.916,-9.65381638833274,-1.9307632776665478,-0.1930763277666548,-0.48269081941663694
0.92,-9.685831611286309,-1.937166322257262,-0.19371663222572622,-0.4842915805643155
0.924,-9.71631732914674,-1.943263465829348,-0.1943263465829348,-0.485815866457337
0.928,-9.745268727865772,-1.9490537455731545,-0.19490537455731546,-0.4872634363932886
0.932,-9.772681235681935,-1.954536247136387,-0.1954536247136387,-0.48863406178409674
0.936,-9.798550523842469,-1.9597101047684937,-0.1959710104768494,-0.48992752619212343
0.9400000000000001,-9.822872507286887,-1.9645745014573774,-0.19645745014573776,-0.49114362536434436
0.9440000000000001,-9.845643345292054,-1.9691286690584107,-0.1969128669058411,-0.49228216726460267
0.9480000000000001,-9.866859442078681,-1.973371888415736,-0.1973371888415736,-0.493342972103934
0.9520000000000001,-9.88651744737914,-1.977303489475828,-0.1977303489475828,-0.494325872368957
0.9560000000000001,-9.904614256966513,-1.9809228513933024,-0.19809228513933025,-0.4952307128483256
0.96,-9.921147013144777,-1.9842294026289555,-0.19842294026289556,-0.4960573506572389
0.964,-9.936113105200084,-1.9872226210400168,-0.19872226210400168,-0.4968056552600042
0.968,-9.949510169813001,-1.9899020339626001,-0.19899020339626003,-0.49747550849065003
0.972,-9.961336091431724,-1.9922672182863448,-0.1992267218286345,-0.4980668045715862
0.976,-9.97158900260614,-1.9943178005212279,-0.1994317800521228,-0.49857945013030697
0.98,-9.980267284282716,-1.9960534568565431,-0.19960534568565433,-0.4990133642141358
0.984,-9.987369566060174,-1.997473913212035,-0.1997473913212035,-0.49936847830300873
0.988,-9.992894726405892,-1.9985789452811784,-0.19985789452811786,-0.4996447363202946
0.992,-9.996841892833,-1.9993683785665999,-0.19993683785666,-0.49984209464164997
0.996,-9.99921044203816,-1.9998420884076322,-0.19998420884076323,-0.49996052210190806
1.0,-10.0,-2.0,-0.2,-0.5
1.004,-9.99921044203816,-1.9998420884076322,-0.19998420884076323,-0.49996052210190806
1.008,-9.996841892833,-1.9993683785665999,-0.19993683785666,-0.49984209464164997
1.012,-9.992894726405892,-1.9985789452811784,-0.19985789452811786,-0.4996447363202946
1.016,-9.987369566060176,-1.9974739132120352,-0.19974739132120353,-0.4993684783030088
1.02,-9.980267284282716,-1.9960534568565431,-0.19960534568565433,-0.4990133642141358
1.024,-9.97158900260614,-1.9943178005212279,-0.1994317800521228,-0.49857945013030697
1.028,-9.961336091431725,-1.992267218286345,-0.19922672182863452,-0.49806680457158625
1.032,-9.949510169813001,-1.9899020339626003,-0.19899020339626006,-0.4974755084906501
1.036,-9.936113105200084,-1.9872226210400168,-0.19872226210400168,-0.4968056552600042
1.04,-9.921147013144779,-1.9842294026289558,-0.1984229402628956,-0.49605735065723894
1.044,-9.904614256966513,-1.9809228513933026,-0.19809228513933028,-0.49523071284832565
1.048,-9.886517447379141,-1.9773034894758281,-0.19773034894758282,-0.49432587236895703
1.052,-9.866859442078681,-1.973371888415736,-0.1973371888415736,-0.493342972103934
1.056,-9.845643345292054,-1.9691286690584107,-0.1969128669058411,-0.49228216726460267
1.06,-9.822872507286887,-1.9645745014573772,-0.19645745014573773,-0.4911436253643443
1.064,-9.798550523842469,-1.9597101047684937,-0.1959710104768494,-0.48992752619212343
1.068,-9.772681235681935,-1.954536247136387,-0.1954536247136387,-0.48863406178409674
1.072,-9.74526872786577,-1.9490537455731543,-0.19490537455731544,-0.48726343639328856
1.076,-9.71631732914674,-1.943263465829348,-0.1943263465829348,-0.485815866457337
1.08,-9.685831611286313,-1.9371663222572624,-0.19371663222572624,-0.4842915805643156
1.084,-9.65381638833274,-1.9307632776665478,-0.1930763277666548,-0.48269081941663694
1.088,-9.620276715860859,-1.9240553431721719,-0.1924055343172172,-0.48101383579304297
1.092,-9.585217890173759,-1.9170435780347517,-0.19170435780347517,-0.4792608945086879
1.096,-9.548645447466429,-1.909729089493286,-0.1909729089493286,-0.4774322723733215
1.1,-9.510565162951536,-1.9021130325903073,-0.19021130325903074,-0.4755282581475768
1.104,-9.470983049947444,-1.8941966099894887,-0.18941966099894889,-0.47354915249737217
1.108,-9.429905358928645,-1.8859810717857288,-0.1885981071785729,-0.4714952679464322
1.112,-9.387338576538742,-1.8774677153077484,-0.18774677153077485,-0.4693669288269371
1.116,-9.343289424566121,-1.8686578849132243,-0.18686578849132243,-0.46716447122830607
1.12,-9.297764858882514,-1.859552971776503,-0.1859552971776503,-0.46488824294412573
1.124,-9.250772068344581,-1.850154413668916,-0.18501544136689163,-0.462538603417229
1.1280000000000001,-9.202318473658703,-1.8404636947317405,-0.18404636947317407,-0.46011592368293514
1.1320000000000001,-9.152411726209174,-1.8304823452418348,-0.1830482345241835,-0.4576205863104587
1.1360000000000001,-9.101059706849956,-1.8202119413699913,-0.18202119413699913,-0.45505298534249783
1.1400000000000001,-9.048270524660195,-1.809654104932039,-0.18096541049320392,-0.45241352623300973
1.1440000000000001,-8.994052515663709,-1.798810503132742,-0.1798810503132742,-0.4497026257831855
1.1480000000000001,-8.938414241512639,-1.7876828483025278,-0.17876828483025278,-0.44692071207563194
1.1520000000000001,-8.881364488135446,-1.7762728976270892,-0.17762728976270892,-0.4440682244067723
1.156,-8.822912264349535,-1.764582452869907,-0.17645824528699072,-0.44114561321747675
1.16,-8.76306680043864,-1.7526133600877278,-0.1752613360087728,-0.43815334002193196
1.164,-8.70183754669526,-1.740367509339052,-0.17403675093390522,-0.435091877334763
1.168,-8.639234171928356,-1.7278468343856712,-0.17278468343856712,-0.4319617085964178
1.172,-8.575266561936527,-1.7150533123873055,-0.17150533123873057,-0.4287633280968264
1.176,-8.50994481794692,-1.7019889635893841,-0.17019889635893842,-0.42549724089734603
1.18,-8.443279255020151,-1.6886558510040304,-0.16886558510040306,-0.4221639627510076
1.184,-8.37528040042142,-1.675056080084284,-0.1675056080084284,-0.418764020021071
1.188,-8.305958991958128,-1.6611917983916258,-0.16611917983916258,-0.41529794959790645
1.192,-8.235325976284276,-1.6470651952568554,-0.16470651952568555,-0.41176629881421384
1.196,-8.163392507171844,-1.6326785014343688,-0.1632678501434369,-0.4081696253585922
1.2,-8.090169943749478,-1.6180339887498956,-0.16180339887498957,-0.4045084971874739
1.204,-8.015669848708768,-1.6031339697417537,-0.16031339697417538,-0.4007834924354384
1.208,-7.939903986478356,-1.5879807972956712,-0.15879807972956714,-0.3969951993239178
1.212,-7.86288432136619,-1.572576864273238,-0.15725768642732382,-0.3931442160683095
1.216,-7.784623015670236,-1.5569246031340471,-0.15569246031340472,-0.3892311507835118
1.22,-7.705132427757896,-1.5410264855515792,-0.15410264855515793,-0.3852566213878948
1.224,-7.6244251101144815,-1.5248850220228962,-0.15248850220228963,-0.38122125550572405
1.228,-7.54251380736104,-1.508502761472208,-0.1508502761472208,-0.377125690368052
1.232,-7.459411454241826,-1.491882290848365,-0.1491882290848365,-0.3729705727120913
1.236,-7.375131173581742,-1.4750262347163485,-0.14750262347163487,-0.36875655867908713
1.24,-7.289686274214119,-1.4579372548428238,-0.14579372548428238,-0.36448431371070594
1.244,-7.203090248879071,-1.440618049775814,-0.14406180497758142,-0.3601545124439535
1.248,-7.115356772092855,-1.423071354418571,-0.1423071354418571,-0.3557678386046427
1.252,-7.026499697988493,-1.4052999395976986,-0.14052999395976987,-0.35132498489942465
1.256,-6.936533058128052,-1.3873066116256105,-0.13873066116256105,-0.34682665290640263
1.26,-6.84547105928689,-1.369094211857378,-0.1369094211857378,-0.3422735529643445
1.264,-6.753328081210245,-1.3506656162420492,-0.1350665616242049,-0.3376664040605123
1.268,-6.66011867434252,-1.332023734868504,-0.1332023734868504,-0.333005933717126
1.272,-6.565857557529568,-1.3131715115059135,-0.13131715115059137,-0.3282928778764784
1.276,-6.470559615694443,-1.2941119231388885,-0.12941119231388884,-0.3235279807847221
1.28,-6.374239897486895,-1.274847979497379,-0.1274847979497379,-0.31871199487434476
1.284,-6.276913612907009,-1.2553827225814018,-0.12553827225814018,-0.31384568064535046
1.288,-6.1785961309033475,-1.2357192261806695,-0.12357192261806696,-0.3089298065451674
1.292,-6.079302976946057,-1.2158605953892114,-0.12158605953892115,-0.30396514884730286
1.296,-5.979049830575191,-1.195809966115038,-0.11958099661150381,-0.2989524915287595
1.3,-5.877852522924733,-1.1755705045849465,-0.11755705045849466,-0.2938926261462366
1.304,-5.775727034222676,-1.1551454068445353,-0.11551454068445353,-0.2887863517111338
1.308,-5.672689491267564,-1.1345378982535128,-0.11345378982535129,-0.2836344745633782
1.312,-5.568756164881886,-1.1137512329763772,-0.11137512329763773,-0.2784378082440943
1.316,-5.463943467342689,-1.0927886934685378,-0.10927886934685378,-0.27319717336713445
1.32,-5.358267949789971,-1.0716535899579942,-0.10716535899579943,-0.26791339748949855
1.324,-5.251746299612961,-1.050349259922592,-0.10503492599225922,-0.262587314980648
