exceedance_percent,level_descending_dB
1.98333333333,64.3232856911
2,64.3023457358
2.01666666667,64.2906012163
2.03333333333,64.2652552134
2.05,64.2352689501
2.06666666667,64.232404788
2.08333333333,64.1771579051
2.1,64.1551531255
2.11666666667,64.1503691572
2.13333333333,64.1244705733
2.15,64.1176374734
2.16666666667,64.1038904812
2.18333333333,64.1020488571
2.2,64.0915920439
2.21666666667,64.0258397457
2.23333333333,64.0177667667
2.25,64.0017192708
2.26666666667,63.9788508695
2.28333333333,63.9637038587
2.3,63.9396144456
2.31666666667,63.9260285566
2.33333333333,63.9245043684
2.35,63.9146831178
2.36666666667,63.8867416024
2.38333333333,63.884786284
2.4,63.8769596107
2.41666666667,63.8698608232
2.43333333333,63.8691470197
2.45,63.8569911758
2.46666666667,63.8391250154
2.48333333333,63.8291458253
2.5,63.8110736356
2.51666666667,63.810559464
2.53333333333,63.8096058095
2.55,63.7786228724
2.56666666667,63.7678954385
2.58333333333,63.7630083922
2.6,63.7474041908
2.61666666667,63.7421245592
2.63333333333,63.7376834348
2.65,63.7373111262
2.66666666667,63.7277165647
2.68333333333,63.6908347963
2.7,63.6725218936
2.71666666667,63.6723572636
2.73333333333,63.6680093174
2.75,63.650974168
2.76666666667,63.6437845894
2.78333333333,63.6403692441
2.8,63.6376726448
2.81666666667,63.6288224085
2.83333333333,63.5966211906
2.85,63.5959655155
2.86666666667,63.5740316167
2.88333333333,63.5476962173
2.9,63.5373368611
2.91666666667,63.5336353155
2.93333333333,63.5326511644
2.95,63.5270645198
2.96666666667,63.5039695925
2.98333333333,63.4930876522
3,63.4801531458
3.01666666667,63.477649047
3.03333333333,63.4716969614
3.05,63.4523326476
3.06666666667,63.4505737075
3.08333333333,63.4490647288
3.1,63.4468337335
3.11666666667,63.4398373546
3.13333333333,63.4281212556
3.15,63.4261054745
3.16666666667,63.3995928233
3.18333333333,63.3936929056
3.2,63.3896108264
3.21666666667,63.3793012588
3.23333333333,63.3787236632
3.25,63.3553722591
3.26666666667,63.3485326328
3.28333333333,63.3089791867
3.3,63.2787720926
3.31666666667,63.2455155152
3.33333333333,63.2230899756
3.35,63.2154699459
3.36666666667,63.2141356276
3.38333333333,63.20544652
3.4,63.184394602
3.41666666667,63.1510392878
3.43333333333,63.1171165877
3.45,63.1087125673
3.46666666667,63.0907044352
3.48333333333,63.0806891322
3.5,63.0780501986
3.51666666667,63.0769127833
3.53333333333,63.0688815398
3.55,63.0612455492
3.56666666667,63.0413668051
3.58333333333,63.0387803536
3.6,63.0300339786
3.61666666667,63.0296496257
3.63333333333,62.9991866949
3.65,62.9961941782
3.66666666667,62.9806010314
3.68333333333,62.9780162361
3.7,62.9627491774
3.71666666667,62.9541435863
3.73333333333,62.9460456529
3.75,62.9082935342
3.76666666667,62.8833856539
3.78333333333,62.8649920014
3.8,62.828822062
3.81666666667,62.809303698
3.83333333333,62.8068990326
3.85,62.7965146707
3.86666666667,62.796040993
3.88333333333,62.7827496098
3.9,62.7628128508
3.91666666667,62.757732438
3.93333333333,62.7500879923
3.95,62.7448383554
3.96666666667,62.7387321539
3.98333333333,62.7224126195
4,62.7160648244
4.01666666667,62.701424841
4.03333333333,62.7002787111
4.05,62.6850599193
4.06666666667,62.6709692789
4.08333333333,62.6481958108
4.1,62.6443771515
4.11666666667,62.6433777652
4.13333333333,62.6362051733
4.15,62.619123656
4.16666666667,62.5981190221
4.18333333333,62.5971547316
4.2,62.5768606563
4.21666666667,62.5704000582
4.23333333333,62.5594310709
4.25,62.5363239127
4.26666666667,62.5346095686
4.28333333333,62.5338741075
4.3,62.5296429212
4.31666666667,62.5212352285
4.33333333333,62.5007782582
4.35,62.4991587232
4.36666666667,62.4975988369
4.38333333333,62.497022123
4.4,62.4875645794
4.41666666667,62.4870341608
4.43333333333,62.4810471593
4.45,62.4783985925
4.46666666667,62.4679005868
4.48333333333,62.4592438865
4.5,62.4539372042
4.51666666667,62.4469802133
4.53333333333,62.4424321311
4.55,62.4213623055
4.56666666667,62.420923011
4.58333333333,62.420202965
4.6,62.4053404096
4.61666666667,62.3874156263
4.63333333333,62.3843019615
4.65,62.3810962977
4.66666666667,62.3778752642
4.68333333333,62.3771175645
4.7,62.3737552884
4.71666666667,62.3663626465
4.73333333333,62.3490834093
4.75,62.3454954884
4.76666666667,62.3341206566
4.78333333333,62.3334316988
4.8,62.3324242031
4.81666666667,62.3248069289
4.83333333333,62.3157290522
4.85,62.2940093649
4.86666666667,62.2752190411
4.88333333333,62.2718106821
4.9,62.2683414383
4.91666666667,62.2672419517
4.93333333333,62.2630296875
4.95,62.251521036
4.96666666667,62.2423107411
4.98333333333,62.2417512524
5,62.2378348599
5.01666666667,62.2338103764
5.03333333333,62.2174409391
5.05,62.2141827163
5.06666666667,62.2007843106
5.08333333333,62.199867579
5.1,62.1954257769
5.11666666667,62.1948622384
5.13333333333,62.1791909794
5.15,62.178106998
5.16666666667,62.17809641
5.18333333333,62.1715564648
5.2,62.1538370228
5.21666666667,62.1509674487
5.23333333333,62.150595187
5.25,62.1483135244
5.26666666667,62.1402012987
5.28333333333,62.138888181
5.3,62.1164179894
5.31666666667,62.1148618745
5.33333333333,62.1135718035
5.35,62.1055888028
5.36666666667,62.093197363
5.38333333333,62.0918592056
5.4,62.0754835661
5.41666666667,62.0462533099
5.43333333333,62.0301074255
5.45,62.0276148966
5.46666666667,62.0199795955
5.48333333333,62.0015441011
5.5,61.9989418491
5.51666666667,61.99613619
5.53333333333,61.9946075585
5.55,61.9930848353
5.56666666667,61.9823772221
5.58333333333,61.9820853676
5.6,61.9786288775
5.61666666667,61.975076955
5.63333333333,61.9723328303
5.65,61.9696607159
5.66666666667,61.9546662966
5.68333333333,61.9506963706
5.7,61.950657966
5.71666666667,61.9488496967
5.73333333333,61.9444757874
5.75,61.9434809335
5.76666666667,61.9212881353
5.78333333333,61.9056744841
5.8,61.9014054075
5.81666666667,61.8987942623
5.83333333333,61.8984702726
5.85,61.8938342029
5.86666666667,61.8929339045
5.88333333333,61.8780035961
5.9,61.8699670759
5.91666666667,61.8631275358
5.93333333333,61.8421467303
5.95,61.8389664899
5.96666666667,61.8380706825
5.98333333333,61.834574146
6,61.8290068405
6.01666666667,61.8277610652
6.03333333333,61.8270154994
6.05,61.8210091554
6.06666666667,61.8197426694
6.08333333333,61.8181342338
6.1,61.8051216374
6.11666666667,61.8036211659
6.13333333333,61.8013675215
6.15,61.7988232735
6.16666666667,61.7768461356
6.18333333333,61.7714799785
6.2,61.7701279334
6.21666666667,61.7678096956
6.23333333333,61.7673878093
6.25,61.7633391544
6.26666666667,61.756324156
6.28333333333,61.7555825315
6.3,61.7471949397
6.31666666667,61.7219731441
6.33333333333,61.7164956819
6.35,61.6914339001
6.36666666667,61.6843187889
6.38333333333,61.6834804342
6.4,61.6725117658
6.41666666667,61.6702336653
6.43333333333,61.6674507728
6.45,61.6630693608
6.46666666667,61.6594713143
6.48333333333,61.658862934
6.5,61.6557454933
6.51666666667,61.6528609748
6.53333333333,61.6480136023
6.55,61.6381964718
6.56666666667,61.6301635115
6.58333333333,61.6281188517
6.6,61.6223005326
6.61666666667,61.6169813501
6.63333333333,61.6123738721
6.65,61.6088357711
6.66666666667,61.602327747
6.68333333333,61.5835712428
6.7,61.5825064563
6.71666666667,61.5718685507
6.73333333333,61.5656053982
6.75,61.5609914325
6.76666666667,61.5606672786
6.78333333333,61.5365776453
6.8,61.5302912891
6.81666666667,61.5222769442
6.83333333333,61.5130836739
6.85,61.504848049
6.86666666667,61.4939269138
6.88333333333,61.493781073
6.9,61.4911455306
6.91666666667,61.4901434892
6.93333333333,61.4773238059
6.95,61.4674896548
6.96666666667,61.4577231618
6.98333333333,61.4544252904
7,61.434524259
7.01666666667,61.4344455411
7.03333333333,61.4341554429
7.05,61.4340336275
7.06666666667,61.4200012213
7.08333333333,61.4187019453
7.1,61.4128424358
7.11666666667,61.4088402111
7.13333333333,61.3982680082
7.15,61.3942349163
7.16666666667,61.3931709471
7.18333333333,61.3921686085
7.2,61.3851823282
7.21666666667,61.362919507
7.23333333333,61.358463687
7.25,61.3575776067
7.26666666667,61.3527800511
7.28333333333,61.3512082399
7.3,61.3478009327
7.31666666667,61.3432420825
7.33333333333,61.3408085587
7.35,61.340484016
7.36666666667,61.3395529351
7.38333333333,61.3317087915
7.4,61.3201310954
7.41666666667,61.3192517946
7.43333333333,61.3119246141
7.45,61.3023126184
7.46666666667,61.286167311
7.48333333333,61.2861497004
7.5,61.2837577218
7.51666666667,61.2801753493
7.53333333333,61.275505675
7.55,61.2746961856
7.56666666667,61.2642483356
7.58333333333,61.2631227821
7.6,61.2567178581
7.61666666667,61.2489298062
7.63333333333,61.2407845619
7.65,61.2289076983
7.66666666667,61.2238109457
7.68333333333,61.2158182386
7.7,61.2130782318
7.71666666667,61.2126014769
7.73333333333,61.2093849124
7.75,61.204243385
7.76666666667,61.1993196611
7.78333333333,61.1893369072
7.8,61.1817782491
7.81666666667,61.177125932
7.83333333333,61.1654309682
7.85,61.1647176161
7.86666666667,61.1615061375
7.88333333333,61.15373213
7.9,61.1497846204
7.91666666667,61.1463344388
7.93333333333,61.1395562929
7.95,61.1322236965
7.96666666667,61.1166293991
7.98333333333,61.1158406112
8,61.1142665671
8.01666666667,61.0982465191
8.03333333333,61.086737346
8.05,61.0791580913
8.06666666667,61.0771793566
8.08333333333,61.0688442108
8.1,61.0673670054
8.11666666667,61.0619628892
8.13333333333,61.0547878736
8.15,61.0486342681
8.16666666667,61.0370249145
8.18333333333,61.0311698235
8.2,61.0302061472
8.21666666667,61.0269639518
8.23333333333,61.0179493393
8.25,61.0152086169
8.26666666667,61.0014927575
8.28333333333,60.988765804
8.3,60.9878969532
8.31666666667,60.9859471248
8.33333333333,60.9797137663
8.35,60.9698875797
8.36666666667,60.963290519
8.38333333333,60.9541064108
8.4,60.9472466546
8.41666666667,60.9468820536
8.43333333333,60.9452262381
8.45,60.9431153137
8.46666666667,60.9379410363
8.48333333333,60.9285459598
8.5,60.9263509059
8.51666666667,60.9224181418
8.53333333333,60.9164598945
8.55,60.9129246782
8.56666666667,60.908642488
8.58333333333,60.8975763055
8.6,60.88978146
8.61666666667,60.8814670617
8.63333333333,60.8810106878
8.65,60.8804987661
8.66666666667,60.876160206
8.68333333333,60.8665017602
8.7,60.8654169364
8.71666666667,60.8641672027
8.73333333333,60.8635057359
8.75,60.8598417524
8.76666666667,60.8589642341
8.78333333333,60.857874282
8.8,60.8536435838
8.81666666667,60.8508657326
8.83333333333,60.8501545898
8.85,60.8466938776
8.86666666667,60.8386737631
8.88333333333,60.8382350519
8.9,60.8313678481
8.91666666667,60.827771651
8.93333333333,60.8226639759
8.95,60.817747003
8.96666666667,60.8146546201
8.98333333333,60.8107003866
9,60.8075640631
9.01666666667,60.80375917
9.03333333333,60.7986667335
9.05,60.7903647183
9.06666666667,60.79006287
9.08333333333,60.7897028561
9.1,60.7857408913
9.11666666667,60.7849355709
9.13333333333,60.7748547635
9.15,60.7743822386
9.16666666667,60.7672346101
9.18333333333,60.7656646591
9.2,60.7591948392
9.21666666667,60.7579509075
9.23333333333,60.7535139453
9.25,60.7521392102
9.26666666667,60.7477081777
9.28333333333,60.7476584539
9.3,60.7474322485
9.31666666667,60.740824066
9.33333333333,60.7407801547
9.35,60.7312097458
9.36666666667,60.7274053715
9.38333333333,60.725505948
9.4,60.7251741417
9.41666666667,60.7209425403
9.43333333333,60.7202464312
9.45,60.7156527134
9.46666666667,60.6999962196
9.48333333333,60.6998780312
9.5,60.6896907402
9.51666666667,60.6892032862
9.53333333333,60.6876731157
9.55,60.6769979755
9.56666666667,60.6752142996
9.58333333333,60.6721003252
9.6,60.6710494186
9.61666666667,60.6686129615
9.63333333333,60.6665670844
9.65,60.6636635031
9.66666666667,60.6629610621
9.68333333333,60.6568822337
9.7,60.6558954633
9.71666666667,60.644641338
9.73333333333,60.6394471458
9.75,60.6381355125
9.76666666667,60.6371240343
9.78333333333,60.622013391
9.8,60.6139432742
9.81666666667,60.6118184074
9.83333333333,60.6085594832
9.85,60.608482092
9.86666666667,60.5982756046
9.88333333333,60.5907453622
9.9,60.5885411593
9.91666666667,60.5869385438
9.93333333333,60.585794737
9.95,60.584715602
9.96666666667,60.5671123062
9.98333333333,60.5668553049
10,60.5554387603
10.0166666667,60.5382456545
10.0333333333,60.5368282468
10.05,60.5318757142
10.0666666667,60.5301278633
10.0833333333,60.5233686647
10.1,60.5130503022
10.1166666667,60.5064770265
10.1333333333,60.5001839173
10.15,60.4913514053
10.1666666667,60.4864169333
10.1833333333,60.4834951991
10.2,60.4774267987
10.2166666667,60.4742911681
10.2333333333,60.4675840885
10.25,60.4637185178
10.2666666667,60.4626359218
10.2833333333,60.459114127
10.3,60.4567115018
10.3166666667,60.4534470857
10.3333333333,60.4519268841
10.35,60.4511485958
10.3666666667,60.4473305197
10.3833333333,60.4435315806
10.4,60.4380260383
10.4166666667,60.4200987831
10.4333333333,60.4200237421
10.45,60.4199804691
10.4666666667,60.4078724296
10.4833333333,60.407248392
10.5,60.4010705891
10.5166666667,60.3851720584
10.5333333333,60.3802559498
10.55,60.3737467887
10.5666666667,60.3734969902
10.5833333333,60.3718565852
10.6,60.3672118873
10.6166666667,60.3609129707
10.6333333333,60.3577365191
10.65,60.3543222804
10.6666666667,60.3493346823
10.6833333333,60.341129262
10.7,60.3401576655
10.7166666667,60.340032543
10.7333333333,60.3223333101
10.75,60.3196183692
10.7666666667,60.3139069188
10.7833333333,60.3103815636
10.8,60.3067789136
10.8166666667,60.305301338
10.8333333333,60.3043399136
10.85,60.2992916461
10.8666666667,60.2928324938
10.8833333333,60.2863458297
10.9,60.2815685589
10.9166666667,60.2709624564
10.9333333333,60.2648749595
10.95,60.2612638896
10.9666666667,60.259571764
10.9833333333,60.2590364507
11,60.2579411858
11.0166666667,60.2512148523
11.0333333333,60.2492713177
11.05,60.2419524848
11.0666666667,60.2278092699
11.0833333333,60.2249723739
11.1,60.2225722931
11.1166666667,60.2164664266
11.1333333333,60.2160541144
11.15,60.2130067223
11.1666666667,60.2128747115
11.1833333333,60.2108384561
11.2,60.2092505273
11.2166666667,60.2082504968
11.2333333333,60.1992303016
11.25,60.1969223052
11.2666666667,60.1939627662
11.2833333333,60.182979082
11.3,60.1829274607
11.3166666667,60.1691917476
11.3333333333,60.1682909255
11.35,60.1680989193
11.3666666667,60.1650623128
11.3833333333,60.1643557805
11.4,60.1577676188
11.4166666667,60.1573521329
11.4333333333,60.1572096855
11.45,60.1532852073
11.4666666667,60.1431517978
11.4833333333,60.1423036845
11.5,60.1389210514
11.5166666667,60.1364712534
11.5333333333,60.1316242189
11.55,60.1208890639
11.5666666667,60.115505675
11.5833333333,60.11448954
11.6,60.114364707
11.6166666667,60.1106495834
11.6333333333,60.1045256776
11.65,60.1038763397
11.6666666667,60.100586718
11.6833333333,60.0989948305
11.7,60.0977657441
11.7166666667,60.087026455
11.7333333333,60.0864328138
11.75,60.0850718983
11.7666666667,60.0845476439
11.7833333333,60.0844263518
11.8,60.0812900683
11.8166666667,60.0797430841
11.8333333333,60.0768549157
11.85,60.0747425589
11.8666666667,60.0694087938
11.8833333333,60.0612227807
11.9,60.0590359512
11.9166666667,60.0584092411
11.9333333333,60.0418556544
11.95,60.0405021667
11.9666666667,60.0382472253
11.9833333333,60.0373807133
12,60.0334008192
12.0166666667,60.0306829227
12.0333333333,60.0298296706
12.05,60.0151447444
12.0666666667,60.0094783918
12.0833333333,60.008340359
12.1,60.0065295301
12.1166666667,60.0056766989
12.1333333333,60.000908297
12.15,59.9998027841
12.1666666667,59.999719448
12.1833333333,59.996966088
12.2,59.9901997555
12.2166666667,59.9885365358
12.2333333333,59.9872556675
12.25,59.982679074
12.2666666667,59.9763311596
12.2833333333,59.9761251072
12.3,59.9694942988
12.3166666667,59.9665381594
12.3333333333,59.9638962622
12.35,59.9633497922
12.3666666667,59.9540531334
12.3833333333,59.9460862303
12.4,59.9451234301
12.4166666667,59.944588952
12.4333333333,59.9370052194
12.45,59.9355971534
12.4666666667,59.9252012322
12.4833333333,59.9237915005
12.5,59.9206298065
12.5166666667,59.9171980538
12.5333333333,59.9157942076
12.55,59.9132802373
12.5666666667,59.9112882025
12.5833333333,59.9108199763
12.6,59.9090989991
12.6166666667,59.9071004392
12.6333333333,59.9062534851
12.65,59.9031378093
12.6666666667,59.89612415
12.6833333333,59.8922863511
12.7,59.8917318253
12.7166666667,59.8825222408
12.7333333333,59.8807781449
12.75,59.871683653
12.7666666667,59.8715065751
12.7833333333,59.8692460551
12.8,59.8639024792
12.8166666667,59.8542016771
12.8333333333,59.8519194251
12.85,59.8455300293
12.8666666667,59.8439673577
12.8833333333,59.8439584405
12.9,59.8414194695
12.9166666667,59.840989527
12.9333333333,59.8333258604
12.95,59.8329427262
12.9666666667,59.8329259831
12.9833333333,59.8325597487
13,59.8233887958
13.0166666667,59.8177327081
13.0333333333,59.8169301954
13.05,59.8147208448
13.0666666667,59.8133554705
13.0833333333,59.804902359
13.1,59.799371404
13.1166666667,59.7981968928
13.1333333333,59.7957446619
13.15,59.7951264199
13.1666666667,59.7930270515
13.1833333333,59.7918274585
13.2,59.7888566982
13.2166666667,59.7887865753
13.2333333333,59.7871480858
13.25,59.7818935013
13.2666666667,59.7805998624
13.2833333333,59.7802812484
13.3,59.7797684509
13.3166666667,59.7786385476
13.3333333333,59.7637742713
13.35,59.7635484512
13.3666666667,59.7612503619
13.3833333333,59.7592062677
13.4,59.7568898247
13.4166666667,59.7552395777
13.4333333333,59.7490658109
13.45,59.7473920181
13.4666666667,59.7444454022
13.4833333333,59.7419443349
13.5,59.7359830413
13.5166666667,59.7359210518
13.5333333333,59.734834556
13.55,59.7308724599
13.5666666667,59.7254366289
13.5833333333,59.7203928553
13.6,59.719610475
13.6166666667,59.7170085557
13.6333333333,59.7144950777
13.65,59.7136926186
13.6666666667,59.7116334124
13.6833333333,59.7111650962
13.7,59.7102856649
13.7166666667,59.7090178835
13.7333333333,59.6942198778
13.75,59.6941289027
13.7666666667,59.6926677817
13.7833333333,59.6901742404
13.8,59.6895428928
13.8166666667,59.6892120744
13.8333333333,59.6880827687
13.85,59.6876940513
13.8666666667,59.6873493497
13.8833333333,59.6805157635
13.9,59.6773824625
13.9166666667,59.6740670911
13.9333333333,59.6695637735
13.95,59.6611204243
13.9666666667,59.656453734
13.9833333333,59.6559595718
14,59.6490914103
14.0166666667,59.6473933867
14.0333333333,59.6454284984
14.05,59.6409017329
14.0666666667,59.6392539272
14.0833333333,59.633497124
14.1,59.6232283039
14.1166666667,59.6229031093
14.1333333333,59.6152039097
14.15,59.6121857673
14.1666666667,59.6096034389
14.1833333333,59.6089913592
14.2,59.6046172488
14.2166666667,59.5984765625
14.2333333333,59.5912185583
14.25,59.5903610802
14.2666666667,59.590261753
14.2833333333,59.5901376446
14.3,59.5890211517
14.3166666667,59.5890086767
14.3333333333,59.5861483904
14.35,59.5813341674
14.3666666667,59.5770779792
14.3833333333,59.576957378
14.4,59.5727614522
14.4166666667,59.5718744123
14.4333333333,59.5706900362
14.45,59.5687055509
14.4666666667,59.567661665
14.4833333333,59.5625690975
14.5,59.557471992
14.5166666667,59.5571302649
14.5333333333,59.5559621348
14.55,59.5544222144
14.5666666667,59.5525620377
14.5833333333,59.5518979115
14.6,59.5513585674
14.6166666667,59.5505589049
14.6333333333,59.5465479302
14.65,59.5434831166
14.6666666667,59.5400612343
14.6833333333,59.5382507242
14.7,59.5359212576
14.7166666667,59.5359172038
14.7333333333,59.5338793424
14.75,59.5335048312
14.7666666667,59.5325176097
14.7833333333,59.5298456499
14.8,59.529692688
14.8166666667,59.5295304656
14.8333333333,59.5290733394
14.85,59.5276686743
14.8666666667,59.5273021893
14.8833333333,59.5269628394
14.9,59.5241464101
14.9166666667,59.5229593784
14.9333333333,59.5215620964
14.95,59.5183812663
14.9666666667,59.518201028
14.9833333333,59.5142968425
15,59.5098773184
15.0166666667,59.5094668522
15.0333333333,59.5086232991
15.05,59.5066117647
15.0666666667,59.5054068199
15.0833333333,59.5010680648
15.1,59.5002290685
15.1166666667,59.4971842853
15.1333333333,59.4963948158
15.15,59.4926000726
15.1666666667,59.4897695549
15.1833333333,59.4822569425
15.2,59.4746987742
15.2166666667,59.4677314216
15.2333333333,59.4514174932
15.25,59.4510613406
15.2666666667,59.4501309212
15.2833333333,59.4496033728
15.3,59.4490297824
15.3166666667,59.4485316529
15.3333333333,59.4479825372
15.35,59.4453700069
15.3666666667,59.4441982954
15.3833333333,59.440747087
15.4,59.4363931265
15.4166666667,59.431126906
15.4333333333,59.4267898973
15.45,59.4265993827
15.4666666667,59.4238588538
15.4833333333,59.4226181054
15.5,59.4215307166
15.5166666667,59.4192933665
15.5333333333,59.4164042464
15.55,59.4148815983
15.5666666667,59.412740459
15.5833333333,59.4100270386
15.6,59.4051172446
15.6166666667,59.3956680107
15.6333333333,59.3930701985
15.65,59.3906606296
15.6666666667,59.3903344927
15.6833333333,59.3856814475
15.7,59.3849643407
15.7166666667,59.3760055604
15.7333333333,59.3737726534
15.75,59.3705787292
15.7666666667,59.3678478966
15.7833333333,59.3664600211
15.8,59.3645208674
15.8166666667,59.3531716496
15.8333333333,59.3500464902
15.85,59.3499117361
15.8666666667,59.3488654687
15.8833333333,59.348356831
15.9,59.3456453532
15.9166666667,59.3367876429
15.9333333333,59.3333177362
15.95,59.3320748155
15.9666666667,59.3299087673
15.9833333333,59.3134666877
16,59.3134000516
16.0166666667,59.3131541191
16.0333333333,59.3096737729
16.05,59.3017309217
16.0666666667,59.3008203345
16.0833333333,59.2988835496
16.1,59.2978215758
16.1166666667,59.2959662556
16.1333333333,59.2926529442
16.15,59.2898542142
16.1666666667,59.2896507023
16.1833333333,59.2890149683
16.2,59.2866472849
16.2166666667,59.2855111843
16.2333333333,59.2801306496
16.25,59.2718769316
16.2666666667,59.2694463198
16.2833333333,59.2681130866
16.3,59.267580492
16.3166666667,59.2645168927
16.3333333333,59.262403144
16.35,59.2623764503
16.3666666667,59.2621967079
16.3833333333,59.2614025742
16.4,59.2587918951
16.4166666667,59.2583879739
16.4333333333,59.2511466476
16.45,59.2474316345
16.4666666667,59.244754449
16.4833333333,59.2426695108
16.5,59.2378928911
16.5166666667,59.2364670277
16.5333333333,59.2361796923
16.55,59.2322324497
16.5666666667,59.2273776369
16.5833333333,59.2243055601
16.6,59.2209744258
16.6166666667,59.2192378843
16.6333333333,59.2185364938
16.65,59.2180529967
16.6666666667,59.2146309352
16.6833333333,59.2139892368
16.7,59.2112521307
16.7166666667,59.2100024371
16.7333333333,59.2073839825
16.75,59.2064019791
16.7666666667,59.2058532694
16.7833333333,59.2033911801
16.8,59.201171383
16.8166666667,59.1981735393
16.8333333333,59.1801667206
16.85,59.1784643649
16.8666666667,59.1756535325
16.8833333333,59.1734979695
16.9,59.1705969459
16.9166666667,59.1685341393
16.9333333333,59.1684194661
16.95,59.1681023708
16.9666666667,59.1674514319
16.9833333333,59.16475867
17,59.1565001207
17.0166666667,59.1533014556
17.0333333333,59.1531229059
17.05,59.1499028951
17.0666666667,59.1498085183
17.0833333333,59.1489201354
17.1,59.1388632534
17.1166666667,59.1381813022
17.1333333333,59.1367840179
17.15,59.1336144107
17.1666666667,59.1330732675
17.1833333333,59.1328362859
17.2,59.1310642971
17.2166666667,59.130490298
17.2333333333,59.1289402741
17.25,59.1283258919
17.2666666667,59.1257041864
17.2833333333,59.121880564
17.3,59.1198514459
17.3166666667,59.1197623097
17.3333333333,59.1193709549
17.35,59.1146418115
17.3666666667,59.1133155785
17.3833333333,59.1109726379
17.4,59.1103437487
17.4166666667,59.1097341673
17.4333333333,59.1097053317
17.45,59.107292786
17.4666666667,59.1071513558
17.4833333333,59.1068684978
17.5,59.105886636
17.5166666667,59.102701892
17.5333333333,59.1017018951
17.55,59.0994560435
17.5666666667,59.096844242
17.5833333333,59.0965272217
17.6,59.0916278038
17.6166666667,59.089009464
17.6333333333,59.0884639449
17.65,59.0871314317
17.6666666667,59.0864898289
17.6833333333,59.0798401604
17.7,59.0762543348
17.7166666667,59.0752680114
17.7333333333,59.07183966
17.75,59.0711827051
17.7666666667,59.0709004893
17.7833333333,59.0685125637
17.8,59.0684271732
17.8166666667,59.0657493415
17.8333333333,59.062938537
17.85,59.0619327011
17.8666666667,59.0614051838
17.8833333333,59.0584385271
17.9,59.0571194681
17.9166666667,59.0524836291
17.9333333333,59.0488080389
17.95,59.0475411505
17.9666666667,59.0473754486
17.9833333333,59.0460254857
18,59.042839072
18.0166666667,59.0391824784
18.0333333333,59.0333042428
18.05,59.0308088978
18.0666666667,59.0203907528
18.0833333333,59.0200902392
