t_ms,x_um
1.492,-0.25130095443337874
1.496,-0.12566039883352897
1.5,-1.8369701987210296e-15
1.504,0.12566039883351643
1.508,0.2513009544333751
1.512,0.37690182669933786
1.516,0.5024431817976891
1.52,0.6279051952931372
1.524,0.753268055279323
1.528,0.8785119655074285
1.532,1.0036171485121468
1.536,1.1285638487348157
1.54,1.2533323356430335
1.544,1.3779029068463817
1.548,1.5022558912075636
1.552,1.6263716519488303
1.556,1.7502305897527646
1.56,1.8738131458572427
1.564,1.9970998051440674
1.568,2.120071099220545
1.572,2.242707609493811
1.576,2.3649899702372386
1.58,2.4868988716485494
1.584,2.6084150628989633
1.588,2.729519355173247
1.592,2.850192624699766
1.596,2.9704158157703464
1.6,3.0901699437494723
1.604,3.209436098072094
1.608,3.3281954452298668
1.612,3.4464292317451632
1.616,3.564118787132509
1.62,3.6812455268467743
1.624,3.797790955218007
1.6280000000000001,3.9137366683720294
1.6320000000000001,4.029064357136624
1.6360000000000001,4.14375580993284
1.6400000000000001,4.257792915650726
1.6440000000000001,4.37115766650933
1.6480000000000001,4.483832160900317
1.6520000000000001,4.595798606214881
1.6560000000000001,4.707039321653329
1.6600000000000001,4.8175367410171495
1.6640000000000001,4.927273415482921
1.668,5.036232016357599
1.672,5.144395337815056
1.676,5.251746299612957
1.68,5.35826794978996
1.684,5.463943467342686
1.688,5.568756164881876
1.692,5.672689491267562
1.696,5.775727034222666
1.7,5.877852522924729
1.704,5.97904983057518
1.708,6.079302976946047
1.712,6.178596130903344
1.716,6.276913612906999
1.72,6.374239897486893
1.724,6.47055961569444
1.728,6.5658575575295615
1.732,6.660118674342508
1.736,6.753328081210244
1.74,6.845471059286879
1.744,6.9365330581280435
1.748,7.026499697988493
1.752,7.115356772092849
1.756,7.203090248879066
1.76,7.289686274214112
1.764,7.375131173581737
1.768,7.459411454241814
1.772,7.542513807361038
1.776,7.624425110114479
1.78,7.7051324277578885
1.784,7.784623015670236
1.788,7.862884321366186
1.792,7.939903986478351
1.796,8.015669848708765
1.8,8.090169943749473
1.804,8.163392507171833
1.808,8.235325976284274
1.812,8.305958991958127
1.816,8.375280400421413
1.82,8.443279255020151
1.824,8.509944817946916
1.828,8.575266561936521
1.832,8.63923417192835
1.836,8.701837546695256
1.84,8.763066800438631
1.844,8.822912264349533
1.848,8.881364488135446
1.852,8.938414241512636
1.856,8.994052515663713
1.86,9.048270524660193
1.864,9.101059706849956
1.868,9.152411726209175
1.872,9.202318473658703
1.8760000000000001,9.250772068344578
1.8800000000000001,9.297764858882514
1.8840000000000001,9.343289424566121
1.8880000000000001,9.387338576538738
1.8920000000000001,9.429905358928647
1.8960000000000001,9.470983049947442
1.9000000000000001,9.510565162951535
1.9040000000000001,9.548645447466429
1.9080000000000001,9.585217890173759
1.9120000000000001,9.620276715860857
1.9160000000000001,9.65381638833274
1.92,9.685831611286309
1.924,9.716317329146737
1.928,9.74526872786577
1.932,9.772681235681933
1.936,9.798550523842467
1.94,9.822872507286887
1.944,9.845643345292052
1.948,9.86685944207868
1.952,9.88651744737914
1.956,9.904614256966513
1.96,9.921147013144777
1.964,9.936113105200084
1.968,9.949510169813001
1.972,9.961336091431724
1.976,9.97158900260614
1.98,9.980267284282716
1.984,9.987369566060174
1.988,9.992894726405892
1.992,9.996841892833
1.996,9.99921044203816
2.0,10.0
2.004,9.99921044203816
2.008,9.996841892833
2.012,9.992894726405892
2.016,9.987369566060176
2.02,9.980267284282716
2.024,9.97158900260614
2.028,9.961336091431725
2.032,9.949510169813003
2.036,9.936113105200084
2.04,9.921147013144779
2.044,9.904614256966513
2.048,9.88651744737914
2.052,9.866859442078681
2.056,9.845643345292054
2.06,9.822872507286887
2.064,9.79855052384247
2.068,9.772681235681937
2.072,9.74526872786577
2.076,9.71631732914674
2.08,9.685831611286313
2.084,9.65381638833274
2.088,9.62027671586086
2.092,9.58521789017376
2.096,9.54864544746643
2.1,9.510565162951536
2.104,9.470983049947444
2.108,9.429905358928645
2.112,9.38733857653874
2.116,9.343289424566123
2.12,9.297764858882513
2.124,9.250772068344583
2.128,9.202318473658705
2.132,9.152411726209177
2.136,9.101059706849957
2.14,9.048270524660197
2.144,8.99405251566371
2.148,8.938414241512637
2.152,8.881364488135448
2.156,8.822912264349531
2.16,8.763066800438638
2.164,8.701837546695257
2.168,8.639234171928354
2.172,8.575266561936523
2.176,8.509944817946918
2.18,8.443279255020151
2.184,8.375280400421417
2.188,8.30595899195813
2.192,8.235325976284273
2.196,8.163392507171842
2.2,8.090169943749476
2.204,8.015669848708766
2.208,7.939903986478354
2.212,7.862884321366189
2.216,7.784623015670233
2.22,7.70513242775789
2.224,7.624425110114482
2.228,7.542513807361035
2.232,7.459411454241823
2.236,7.375131173581741
2.24,7.289686274214116
2.244,7.20309024887907
2.248,7.115356772092852
2.2520000000000002,7.026499697988491
2.2560000000000002,6.936533058128047
2.2600000000000002,6.84547105928689
2.2640000000000002,6.75332808121024
2.2680000000000002,6.660118674342518
2.2720000000000002,6.565857557529565
2.2760000000000002,6.4705596156944365
2.2800000000000002,6.374239897486897
2.2840000000000003,6.276913612907004
2.2880000000000003,6.178596130903341
2.2920000000000003,6.0793029769460505
2.2960000000000003,5.979049830575192
2.3000000000000003,5.8778525229247265
2.3040000000000003,5.775727034222678
2.308,5.67268949126758
2.312,5.568756164881887
2.316,5.4639434673426965
2.32,5.358267949789979
2.324,5.251746299612962
2.328,5.144395337815075
2.332,5.036232016357619
2.336,4.927273415482925
2.34,4.817536741017162
2.344,4.707039321653341
2.348,4.595798606214886
2.352,4.483832160900328
2.356,4.371157666509342
2.36,4.257792915650731
2.364,4.143755809932853
2.368,4.029064357136637
2.372,3.913736668372034
2.376,3.7977909552180193
2.38,3.6812455268467876
2.384,3.5641187871325135
2.388,3.446429231745176
2.392,3.3281954452298796
2.396,3.2094360980720986
2.4,3.0901699437494856
2.404,2.9704158157703593
2.408,2.8501926246997704
2.412,2.7295193551732604
2.416,2.6084150628989766
2.42,2.4868988716485543
2.424,2.364989970237252
2.428,2.2427076094938245
2.432,2.1200710992205494
2.436,1.9970998051440811
2.44,1.8738131458572562
2.444,1.7502305897527692
2.448,1.6263716519488438
2.452,1.5022558912075774
2.456,1.3779029068463864
2.46,1.2533323356430472
2.464,1.1285638487348295
2.468,1.0036171485121517
2.472,0.8785119655074423
2.476,0.7532680552793367
2.48,0.627905195293142
2.484,0.5024431817977029
2.488,0.3769018266993517
2.492,0.25130095443337996
2.496,0.1256603988335302
2.5,1.1943401194869634e-14
2.504,-0.1256603988335241
2.508,-0.251300954433365
2.512,-0.3769018266993366
2.516,-0.5024431817976879
2.52,-0.627905195293127
2.524,-0.7532680552793216
2.528,-0.8785119655074272
2.532,-1.0036171485121455
2.536,-1.1285638487348058
2.54,-1.2533323356430413
2.544,-1.3779029068463715
2.548,-1.5022558912075625
2.552,-1.6263716519488378
2.556,-1.7502305897527546
2.56,-1.8738131458572502
2.564,-1.9970998051440665
2.568,-2.1200710992205347
2.572,-2.24270760949381
2.576,-2.3649899702372377
2.58,-2.486898871648531
2.584,-2.6084150628989624
2.588,-2.729519355173255
2.592,-2.850192624699756
2.596,-2.9704158157703535
2.6,-3.090169943749471
2.604,-3.2094360980720844
2.608,-3.3281954452298654
2.612,-3.4464292317451624
2.616,-3.564118787132508
2.62,-3.681245526846773
2.624,-3.797790955217998
2.628,-3.91373666837202
2.632,-4.029064357136631
2.636,-4.1437558099328395
2.64,-4.257792915650717
2.644,-4.371157666509329
2.648,-4.483832160900315
2.652,-4.595798606214864
2.656,-4.707039321653336
2.66,-4.817536741017156
2.664,-4.9272734154829125
2.668,-5.036232016357598
2.672,-5.144395337815063
2.676,-5.2517462996129485
2.68,-5.358267949789966
2.684,-5.463943467342684
2.688,-5.568756164881882
2.692,-5.672689491267561
2.696,-5.775727034222665
2.7,-5.877852522924729
2.704,-5.979049830575194
2.708,-6.079302976946053
2.712,-6.178596130903337
2.716,-6.276913612907006
2.72,-6.374239897486892
2.724,-6.470559615694432
2.728,-6.565857557529574
2.732,-6.66011867434252
2.736,-6.753328081210243
2.74,-6.845471059286879
2.744,-6.936533058128049
2.748,-7.026499697988486
2.7520000000000002,-7.115356772092855
2.7560000000000002,-7.2030902488790645
2.7600000000000002,-7.289686274214118
2.7640000000000002,-7.375131173581736
2.7680000000000002,-7.459411454241813
2.7720000000000002,-7.542513807361036
2.7760000000000002,-7.624425110114483
2.7800000000000002,-7.705132427757892
2.7840000000000003,-7.784623015670229
2.7880000000000003,-7.86288432136619
2.7920000000000003,-7.939903986478349
2.7960000000000003,-8.015669848708757
2.8000000000000003,-8.090169943749482
2.8040000000000003,-8.163392507171842
2.8080000000000003,-8.235325976284273
2.8120000000000003,-8.305958991958121
2.816,-8.375280400421408
2.82,-8.443279255020137
2.824,-8.509944817946911
2.828,-8.57526656193652
2.832,-8.639234171928347
2.836,-8.701837546695247
2.84,-8.763066800438631
2.844,-8.822912264349524
2.848,-8.881364488135441
2.852,-8.93841424151263
2.856,-8.994052515663707
2.86,-9.04827052466019
2.864,-9.101059706849949
2.868,-9.15241172620917
2.872,-9.202318473658703
2.876,-9.250772068344578
2.88,-9.297764858882507
2.884,-9.343289424566118
2.888,-9.387338576538735
2.892,-9.429905358928636
2.896,-9.470983049947439
2.9,-9.510565162951535
2.904,-9.548645447466427
2.908,-9.585217890173753
2.912,-9.620276715860856
2.916,-9.653816388332734
2.92,-9.685831611286309
2.924,-9.716317329146735
2.928,-9.74526872786577
2.932,-9.772681235681931
2.936,-9.798550523842465
2.94,-9.822872507286885
2.944,-9.845643345292054
2.948,-9.86685944207868
2.952,-9.886517447379138
2.956,-9.90461425696651
2.96,-9.921147013144777
2.964,-9.936113105200082
2.968,-9.949510169813001
2.972,-9.961336091431724
2.976,-9.971589002606137
2.98,-9.980267284282714
2.984,-9.987369566060174
2.988,-9.992894726405892
2.992,-9.996841892833
2.996,-9.99921044203816
3.0,-10.0
3.004,-9.99921044203816
3.008,-9.996841892833
3.012,-9.992894726405893
3.016,-9.987369566060174
3.02,-9.980267284282716
3.024,-9.971589002606141
3.028,-9.961336091431725
3.032,-9.949510169813003
3.036,-9.936113105200086
3.04,-9.921147013144777
3.044,-9.904614256966513
3.048,-9.886517447379141
3.052,-9.866859442078685
3.056,-9.845643345292054
3.06,-9.82287250728689
3.064,-9.79855052384247
3.068,-9.772681235681937
3.072,-9.745268727865772
3.076,-9.716317329146742
3.08,-9.685831611286314
3.084,-9.653816388332741
3.088,-9.620276715860857
3.092,-9.58521789017376
3.096,-9.548645447466434
3.1,-9.510565162951536
3.104,-9.470983049947447
3.108,-9.42990535892865
3.112,-9.387338576538738
3.116,-9.34328942456612
3.12,-9.297764858882516
3.124,-9.250772068344586
3.128,-9.202318473658705
3.132,-9.15241172620918
3.136,-9.101059706849957
3.14,-9.048270524660193
3.144,-8.99405251566371
3.148,-8.938414241512643
3.152,-8.881364488135453
3.156,-8.822912264349537
3.16,-8.763066800438635
3.164,-8.701837546695259
3.168,-8.63923417192836
3.172,-8.575266561936525
3.176,-8.509944817946923
3.18,-8.44327925502016
3.184,-8.375280400421412
3.188,-8.305958991958125
3.192,-8.235325976284278
3.196,-8.163392507171848
3.2,-8.090169943749476
3.204,-8.015669848708773
3.208,-7.939903986478354
3.212,-7.862884321366184
3.216,-7.784623015670235
3.22,-7.705132427757897
3.224,-7.624425110114489
3.228,-7.542513807361042
3.232,-7.459411454241818
3.236,-7.3751311735817415
3.24,-7.289686274214123
3.244,-7.20309024887907
3.248,-7.11535677209286
3.2520000000000002,-7.026499697988504
3.2560000000000002,-6.936533058128042
3.2600000000000002,-6.845471059286884
3.2640000000000002,-6.753328081210248
3.2680000000000002,-6.660118674342526
3.2720000000000002,-6.565857557529567
3.2760000000000002,-6.470559615694452
3.2800000000000002,-6.3742398974868975
3.2840000000000003,-6.2769136129069985
3.2880000000000003,-6.178596130903342
3.2920000000000003,-6.079302976946059
3.2960000000000003,-5.9790498305752005
3.3000000000000003,-5.8778525229247345
3.3040000000000003,-5.775727034222671
3.3080000000000003,-5.672689491267566
3.3120000000000003,-5.568756164881873
3.3160000000000003,-5.46394346734269
3.3200000000000003,-5.358267949789973
3.3240000000000003,-5.251746299612971
3.3280000000000003,-5.144395337815054
3.332,-5.03623201635762
3.336,-4.927273415482934
3.34,-4.817536741017163
3.344,-4.707039321653342
3.348,-4.5957986062149025
3.352,-4.483832160900322
3.356,-4.371157666509335
3.36,-4.2577929156507395
3.364,-4.143755809932862
3.368,-4.0290643571366385
3.372,-3.913736668372043
3.376,-3.7977909552180207
3.38,-3.68124552684678
3.384,-3.564118787132515
3.388,-3.4464292317451855
3.392,-3.328195445229889
3.396,-3.209436098072108
3.4,-3.0901699437494785
3.404,-2.97041581577036
3.408,-2.8501926246997806
3.412,-2.7295193551732617
3.416,-2.6084150628989864
3.42,-2.4868988716485725
3.424,-2.3649899702372448
3.428,-2.2427076094938174
3.432,-2.1200710992205596
3.436,-1.9970998051440911
3.44,-1.8738131458572573
3.444,-1.7502305897527792
3.448,-1.626371651948845
3.452,-1.5022558912075699
3.456,-1.3779029068463877
3.46,-1.2533323356430572
3.464,-1.1285638487348395
3.468,-1.0036171485121617
3.472,-0.8785119655074346
3.476,-0.7532680552793379
3.48,-0.6279051952931523
3.484,-0.5024431817977041
3.488,-0.37690182669936173
3.492,-0.25130095443339895
3.496,-0.12566039883352256
3.5,-4.2862637970157365e-15
3.504,0.12566039883351396
3.508,0.2513009544333549
3.512,0.3769018266993354
3.516,0.5024431817976778
3.52,0.6279051952931259
3.524,0.7532680552793293
3.528,0.878511965507426
3.532,1.0036171485121352
3.536,1.1285638487347955
3.54,1.2533323356430313
3.544,1.377902906846379
3.548,1.5022558912075612
3.552,1.6263716519488367
3.556,1.7502305897527535
3.56,1.8738131458572316
3.564,1.9970998051440478
3.568,2.120071099220551
3.572,2.242707609493809
3.576,2.3649899702372363
3.58,2.48689887164853
3.584,2.608415062898961
3.588,2.7295193551732364
3.592,2.850192624699755
3.596,2.9704158157703526
3.6,3.09016994374947
3.604,3.209436098072083
3.608,3.3281954452298472
3.612,3.446429231745161
3.616,3.564118787132507
3.62,3.681245526846772
3.624,3.7977909552180127
3.628,3.9137366683720187
3.632,4.0290643571366145
3.636,4.143755809932822
3.64,4.257792915650732
3.644,4.371157666509328
3.648,4.483832160900314
3.652,4.5957986062148635
3.656,4.707039321653319
3.66,4.81753674101714
3.664,4.927273415482912
3.668,5.036232016357612
3.672,5.144395337815062
3.676,5.2517462996129485
3.68,5.3582679497899495
3.684,5.463943467342683
3.688,5.568756164881881
3.692,5.67268949126756
3.696,5.775727034222679
3.7,5.877852522924728
3.704,5.979049830575179
3.708,6.079302976946038
3.712,6.17859613090335
3.716,6.276913612907005
3.72,6.374239897486891
3.724,6.4705596156944445
3.728,6.56585755752956
3.732,6.660118674342506
3.736,6.753328081210242
3.74,6.845471059286891
3.744,6.936533058128048
3.748,7.026499697988485
3.7520000000000002,7.1153567720928415
3.7560000000000002,7.203090248879064
3.7600000000000002,7.289686274214117
3.7640000000000002,7.375131173581736
3.7680000000000002,7.459411454241824
3.7720000000000002,7.542513807361035
3.7760000000000002,7.624425110114471
3.7800000000000002,7.7051324277578805
3.7840000000000003,7.78462301567024
3.7880000000000003,7.862884321366189
3.7920000000000003,7.939903986478349
3.7960000000000003,8.015669848708768
3.8000000000000003,8.090169943749471
3.8040000000000003,8.163392507171832
3.8080000000000003,8.235325976284273
3.8120000000000003,8.30595899195813
3.8160000000000003,8.375280400421417
3.8200000000000003,8.443279255020146
3.8240000000000003,8.509944817946911
3.8280000000000003,8.57526656193652
3.8320000000000003,8.639234171928354
3.8360000000000003,8.701837546695256
3.84,8.76306680043863
3.844,8.822912264349524
3.848,8.881364488135432
3.852,8.93841424151263
3.856,8.994052515663707
3.86,9.04827052466019
3.864,9.101059706849954
3.868,9.15241172620917
3.872,9.202318473658694
3.876,9.250772068344569
3.88,9.297764858882513
3.884,9.343289424566116
3.888,9.387338576538735
3.892,9.429905358928636
3.896,9.470983049947439
3.9,9.51056516295153
3.904,9.548645447466427
3.908,9.585217890173759
3.912,9.620276715860856
3.916,9.653816388332734
3.92,9.685831611286305
3.924,9.716317329146735
3.928,9.74526872786577
3.932,9.772681235681931
3.936,9.798550523842467
3.94,9.822872507286885
3.944,9.84564334529205
3.948,9.866859442078676
3.952,9.886517447379141
3.956,9.90461425696651
3.96,9.921147013144777
3.964,9.936113105200082
3.968,9.949510169813001
3.972,9.961336091431722
3.976,9.971589002606137
3.98,9.980267284282716
3.984,9.987369566060174
3.988,9.992894726405892
3.992,9.996841892833
3.996,9.99921044203816
4.0,10.0
