f_Hz,Spp_Pa2_per_Hz
1990,1e-12
1995,1e-12
2000,1e-12
2005,1e-12
2010,1e-12
2015,1e-12
2020,1e-12
2025,1e-12
2030,1e-12
2035,1e-12
2040,1e-12
2045,1e-12
2050,1e-12
2055,1e-12
2060,1e-12
2065,1e-12
2070,1e-12
2075,1e-12
2080,1e-12
2085,1e-12
2090,1e-12
2095,1e-12
2100,1e-12
2105,1e-12
2110,1e-12
2115,1e-12
2120,1e-12
2125,1e-12
2130,1e-12
2135,1e-12
2140,1e-12
2145,1e-12
2150,1e-12
2155,1e-12
2160,1e-12
2165,1e-12
2170,1e-12
2175,1e-12
2180,1e-12
2185,1e-12
2190,1e-12
2195,1e-12
2200,1e-12
2205,1e-12
2210,1e-12
2215,1e-12
2220,1e-12
2225,1e-12
2230,1e-12
2235,1e-12
2240,1e-12
2245,1e-12
2250,1e-12
2255,1e-12
2260,1e-12
2265,1e-12
2270,1e-12
2275,1e-12
2280,1e-12
2285,1e-12
2290,1e-12
2295,1e-12
2300,1e-12
2305,1e-12
2310,1e-12
2315,1e-12
2320,1e-12
2325,1e-12
2330,1e-12
2335,1e-12
2340,1e-12
2345,1e-12
2350,1e-12
2355,1e-12
2360,1e-12
2365,1e-12
2370,1e-12
2375,1e-12
2380,1e-12
2385,1e-12
2390,1e-12
2395,1e-12
2400,1e-12
2405,1e-12
2410,1e-12
2415,1e-12
2420,1e-12
2425,1e-12
2430,1e-12
2435,1e-12
2440,1e-12
2445,1e-12
2450,1e-12
2455,1e-12
2460,1e-12
2465,1e-12
2470,1e-12
2475,1e-12
2480,1e-12
2485,1e-12
2490,1e-12
2495,1e-12
2500,1e-12
2505,1e-12
2510,1e-12
2515,1e-12
2520,1e-12
2525,1e-12
2530,1e-12
2535,1e-12
2540,1e-12
2545,1e-12
2550,1e-12
2555,1e-12
2560,1e-12
2565,1e-12
2570,1e-12
2575,1e-12
2580,1e-12
2585,1e-12
2590,1e-12
2595,1e-12
2600,1e-12
2605,1e-12
2610,1e-12
2615,1e-12
2620,1e-12
2625,1e-12
2630,1e-12
2635,1e-12
2640,1e-12
2645,1e-12
2650,1e-12
2655,1e-12
2660,1e-12
2665,1e-12
2670,1e-12
2675,1e-12
2680,1e-12
2685,1e-12
2690,1e-12
2695,1e-12
2700,1e-12
2705,1e-12
2710,1e-12
2715,1e-12
2720,1e-12
2725,1e-12
2730,1e-12
2735,1e-12
2740,1e-12
2745,1e-12
2750,1e-12
2755,1e-12
2760,1e-12
2765,1e-12
2770,1e-12
2775,1e-12
2780,1e-12
2785,1e-12
2790,1e-12
2795,1e-12
2800,1e-12
2805,1e-12
2810,1e-12
2815,1e-12
2820,1e-12
2825,1e-12
2830,1e-12
2835,1e-12
2840,1e-12
2845,1e-12
2850,1e-12
2855,1e-12
2860,1e-12
2865,1e-12
2870,1e-12
2875,1e-12
2880,1e-12
2885,1e-12
2890,1e-12
2895,1e-12
2900,1e-12
2905,1e-12
2910,1e-12
2915,1e-12
2920,1e-12
2925,1e-12
2930,1e-12
2935,1e-12
2940,1e-12
2945,1e-12
2950,1e-12
2955,1e-12
2960,1e-12
2965,1e-12
2970,1e-12
2975,1e-12
2980,1e-12
2985,1e-12
2990,1e-12
2995,1e-12
3000,1e-12
3005,1e-12
3010,1e-12
3015,1e-12
3020,1e-12
3025,1e-12
3030,1e-12
3035,1e-12
3040,1e-12
3045,1e-12
3050,1e-12
3055,1e-12
3060,1e-12
3065,1e-12
3070,1e-12
3075,1e-12
3080,1e-12
3085,1e-12
3090,1e-12
3095,1e-12
3100,1e-12
3105,1e-12
3110,1e-12
3115,1e-12
3120,1e-12
3125,1e-12
3130,1e-12
3135,1e-12
3140,1e-12
3145,1e-12
3150,1e-12
3155,1e-12
3160,1e-12
3165,1e-12
3170,1e-12
3175,1e-12
3180,1e-12
3185,1e-12
3190,1e-12
3195,1e-12
3200,1e-12
3205,1e-12
3210,1e-12
3215,1e-12
3220,1e-12
3225,1e-12
3230,1e-12
3235,1e-12
3240,1e-12
3245,1e-12
3250,1e-12
3255,1e-12
3260,1e-12
3265,1e-12
3270,1e-12
3275,1e-12
3280,1e-12
3285,1e-12
3290,1e-12
3295,1e-12
3300,1e-12
3305,1e-12
3310,1e-12
3315,1e-12
3320,1e-12
3325,1e-12
3330,1e-12
3335,1e-12
3340,1e-12
3345,1e-12
3350,1e-12
3355,1e-12
3360,1e-12
3365,1e-12
3370,1e-12
3375,1e-12
3380,1e-12
3385,1e-12
3390,1e-12
3395,1e-12
3400,1e-12
3405,1e-12
3410,1e-12
3415,1e-12
3420,1e-12
3425,1e-12
3430,1e-12
3435,1e-12
3440,1e-12
3445,1e-12
3450,1e-12
3455,1e-12
3460,1e-12
3465,1e-12
3470,1e-12
3475,1e-12
3480,1e-12
3485,1e-12
3490,1e-12
3495,1e-12
3500,1e-12
3505,1e-12
3510,1e-12
3515,1e-12
3520,1e-12
3525,1e-12
3530,1e-12
3535,1e-12
3540,1e-12
3545,1e-12
3550,1e-12
3555,1e-12
3560,1e-12
3565,1e-12
3570,1e-12
3575,1e-12
3580,1e-12
3585,1e-12
3590,1e-12
3595,1e-12
3600,1e-12
3605,1e-12
3610,1e-12
3615,1e-12
3620,1e-12
3625,1e-12
3630,1e-12
3635,1e-12
3640,1e-12
3645,1e-12
3650,1e-12
3655,1e-12
3660,1e-12
3665,1e-12
3670,1e-12
3675,1e-12
3680,1e-12
3685,1e-12
3690,1e-12
3695,1e-12
3700,1e-12
3705,1e-12
3710,1e-12
3715,1e-12
3720,1e-12
3725,1e-12
3730,1e-12
3735,1e-12
3740,1e-12
3745,1e-12
3750,1e-12
3755,1e-12
3760,1e-12
3765,1e-12
3770,1e-12
3775,1e-12
3780,1e-12
3785,1e-12
3790,1e-12
3795,1e-12
3800,1e-12
3805,1e-12
3810,1e-12
3815,1e-12
3820,1e-12
3825,1e-12
3830,1e-12
3835,1e-12
3840,1e-12
3845,1e-12
3850,1e-12
3855,1e-12
3860,1e-12
3865,1e-12
3870,1e-12
3875,1e-12
3880,1e-12
3885,1e-12
3890,1e-12
3895,1e-12
3900,1e-12
3905,1e-12
3910,1e-12
3915,1e-12
3920,1e-12
3925,1e-12
3930,1e-12
3935,1e-12
3940,1e-12
3945,1e-12
3950,1e-12
3955,1e-12
3960,1e-12
3965,1e-12
3970,1e-12
3975,1e-12
3980,1e-12
3985,1e-12
3990,1e-12
3995,1e-12
4000,1e-12
4005,1e-12
4010,1e-12
4015,1e-12
4020,1e-12
4025,1e-12
4030,1e-12
4035,1e-12
4040,1e-12
4045,1e-12
4050,1e-12
4055,1e-12
4060,1e-12
4065,1e-12
4070,1e-12
4075,1e-12
4080,1e-12
4085,1e-12
4090,1e-12
4095,1e-12
4100,1e-12
4105,1e-12
4110,1e-12
4115,1e-12
4120,1e-12
4125,1e-12
4130,1e-12
4135,1e-12
4140,1e-12
4145,1e-12
4150,1e-12
4155,1e-12
4160,1e-12
4165,1e-12
4170,1e-12
4175,1e-12
4180,1e-12
4185,1e-12
4190,1e-12
4195,1e-12
4200,1e-12
4205,1e-12
4210,1e-12
4215,1e-12
4220,1e-12
4225,1e-12
4230,1e-12
4235,1e-12
4240,1e-12
4245,1e-12
4250,1e-12
4255,1e-12
4260,1e-12
4265,1e-12
4270,1e-12
4275,1e-12
4280,1e-12
4285,1e-12
4290,1e-12
4295,1e-12
4300,1e-12
4305,1e-12
4310,1e-12
4315,1e-12
4320,1e-12
4325,1e-12
4330,1e-12
4335,1e-12
4340,1e-12
4345,1e-12
4350,1e-12
4355,1e-12
4360,1e-12
4365,1e-12
4370,1e-12
4375,1e-12
4380,1e-12
4385,1e-12
4390,1e-12
4395,1e-12
4400,1e-12
4405,1e-12
4410,1e-12
4415,1e-12
4420,1e-12
4425,1e-12
4430,1e-12
4435,1e-12
4440,1e-12
4445,1e-12
4450,1e-12
4455,1e-12
4460,1e-12
4465,1e-12
4470,1e-12
4475,1e-12
4480,1e-12
4485,1e-12
4490,1e-12
4495,1e-12
4500,1e-12
4505,1e-12
4510,1e-12
4515,1e-12
4520,1e-12
4525,1e-12
4530,1e-12
4535,1e-12
4540,1e-12
4545,1e-12
4550,1e-12
4555,1e-12
4560,1e-12
4565,1e-12
4570,1e-12
4575,1e-12
4580,1e-12
4585,1e-12
4590,1e-12
4595,1e-12
4600,1e-12
4605,1e-12
4610,1e-12
4615,1e-12
4620,1e-12
4625,1e-12
4630,1e-12
4635,1e-12
4640,1e-12
4645,1e-12
4650,1e-12
4655,1e-12
4660,1e-12
4665,1e-12
4670,1e-12
4675,1e-12
4680,1e-12
4685,1e-12
4690,1e-12
4695,1e-12
4700,1e-12
4705,1e-12
4710,1e-12
4715,1e-12
4720,1e-12
4725,1e-12
4730,1e-12
4735,1e-12
4740,1e-12
4745,1e-12
4750,1e-12
4755,1e-12
4760,1e-12
4765,1e-12
4770,1e-12
4775,1e-12
4780,1e-12
4785,1e-12
4790,1e-12
4795,1e-12
4800,1e-12
4805,1e-12
4810,1e-12
4815,1e-12
4820,1e-12
4825,1e-12
4830,1e-12
4835,1e-12
4840,1e-12
4845,1e-12
4850,1e-12
4855,1e-12
4860,1e-12
4865,1e-12
4870,1e-12
4875,1e-12
4880,1e-12
4885,1e-12
4890,1e-12
4895,1e-12
4900,1e-12
4905,1e-12
4910,1e-12
4915,1e-12
4920,1e-12
4925,1e-12
4930,1e-12
4935,1e-12
4940,1e-12
4945,1e-12
4950,1e-12
4955,1e-12
4960,1e-12
4965,1e-12
4970,1e-12
4975,1e-12
4980,1e-12
4985,1e-12
4990,1e-12
4995,1e-12
5000,1e-12
5005,1e-12
5010,1e-12
5015,1e-12
5020,1e-12
5025,1e-12
5030,1e-12
5035,1e-12
5040,1e-12
5045,1e-12
5050,1e-12
5055,1e-12
5060,1e-12
5065,1e-12
5070,1e-12
5075,1e-12
5080,1e-12
5085,1e-12
5090,1e-12
5095,1e-12
5100,1e-12
5105,1e-12
5110,1e-12
5115,1e-12
5120,1e-12
5125,1e-12
5130,1e-12
5135,1e-12
5140,1e-12
5145,1e-12
5150,1e-12
5155,1e-12
5160,1e-12
5165,1e-12
5170,1e-12
5175,1e-12
5180,1e-12
5185,1e-12
5190,1e-12
5195,1e-12
5200,1e-12
5205,1e-12
5210,1e-12
5215,1e-12
5220,1e-12
5225,1e-12
5230,1e-12
5235,1e-12
5240,1e-12
5245,1e-12
5250,1e-12
5255,1e-12
5260,1e-12
5265,1e-12
5270,1e-12
5275,1e-12
5280,1e-12
5285,1e-12
5290,1e-12
5295,1e-12
5300,1e-12
5305,1e-12
5310,1e-12
5315,1e-12
5320,1e-12
5325,1e-12
5330,1e-12
5335,1e-12
5340,1e-12
5345,1e-12
5350,1e-12
5355,1e-12
5360,1e-12
5365,1e-12
5370,1e-12
5375,1e-12
5380,1e-12
5385,1e-12
5390,1e-12
5395,1e-12
5400,1e-12
5405,1e-12
5410,1e-12
5415,1e-12
5420,1e-12
5425,1e-12
5430,1e-12
5435,1e-12
5440,1e-12
5445,1e-12
5450,1e-12
5455,1e-12
5460,1e-12
5465,1e-12
5470,1e-12
5475,1e-12
5480,1e-12
5485,1e-12
5490,1e-12
5495,1e-12
5500,1e-12
5505,1e-12
5510,1e-12
5515,1e-12
5520,1e-12
5525,1e-12
5530,1e-12
5535,1e-12
5540,1e-12
5545,1e-12
5550,1e-12
5555,1e-12
5560,1e-12
5565,1e-12
5570,1e-12
5575,1e-12
5580,1e-12
5585,1e-12
5590,1e-12
5595,1e-12
5600,1e-12
5605,1e-12
5610,1e-12
5615,1e-12
5620,1e-12
5625,1e-12
5630,1e-12
5635,1e-12
5640,1e-12
5645,1e-12
5650,1e-12
5655,1e-12
5660,1e-12
5665,1e-12
5670,1e-12
5675,1e-12
5680,1e-12
5685,1e-12
5690,1e-12
5695,1e-12
5700,1e-12
5705,1e-12
5710,1e-12
5715,1e-12
5720,1e-12
5725,1e-12
5730,1e-12
5735,1e-12
5740,1e-12
5745,1e-12
5750,1e-12
5755,1e-12
5760,1e-12
5765,1e-12
5770,1e-12
5775,1e-12
5780,1e-12
5785,1e-12
5790,1e-12
5795,1e-12
5800,1e-12
5805,1e-12
5810,1e-12
5815,1e-12
5820,1e-12
5825,1e-12
5830,1e-12
5835,1e-12
5840,1e-12
5845,1e-12
5850,1e-12
5855,1e-12
5860,1e-12
5865,1e-12
5870,1e-12
5875,1e-12
5880,1e-12
5885,1e-12
5890,1e-12
5895,1e-12
5900,1e-12
5905,1e-12
5910,1e-12
5915,1e-12
5920,1e-12
5925,1e-12
5930,1e-12
5935,1e-12
5940,1e-12
5945,1e-12
5950,1e-12
5955,1e-12
5960,1e-12
5965,1e-12
5970,1e-12
5975,1e-12
5980,1e-12
5985,1e-12
5990,1e-12
5995,1e-12
6000,1e-12
6005,1e-12
6010,1e-12
6015,1e-12
6020,1e-12
6025,1e-12
6030,1e-12
6035,1e-12
6040,1e-12
6045,1e-12
6050,1e-12
6055,1e-12
6060,1e-12
6065,1e-12
6070,1e-12
6075,1e-12
6080,1e-12
6085,1e-12
6090,1e-12
6095,1e-12
6100,1e-12
6105,1e-12
6110,1e-12
6115,1e-12
6120,1e-12
6125,1e-12
6130,1e-12
6135,1e-12
6140,1e-12
6145,1e-12
6150,1e-12
6155,1e-12
6160,1e-12
6165,1e-12
6170,1e-12
6175,1e-12
6180,1e-12
6185,1e-12
6190,1e-12
6195,1e-12
6200,1e-12
6205,1e-12
6210,1e-12
6215,1e-12
6220,1e-12
6225,1e-12
6230,1e-12
6235,1e-12
6240,1e-12
6245,1e-12
6250,1e-12
6255,1e-12
6260,1e-12
6265,1e-12
6270,1e-12
6275,1e-12
6280,1e-12
6285,1e-12
6290,1e-12
6295,1e-12
6300,1e-12
6305,1e-12
6310,1e-12
6315,1e-12
6320,1e-12
6325,1e-12
6330,1e-12
6335,1e-12
6340,1e-12
6345,1e-12
6350,1e-12
6355,1e-12
6360,1e-12
6365,1e-12
6370,1e-12
6375,1e-12
6380,1e-12
6385,1e-12
6390,1e-12
6395,1e-12
6400,1e-12
6405,1e-12
6410,1e-12
6415,1e-12
6420,1e-12
6425,1e-12
6430,1e-12
6435,1e-12
6440,1e-12
6445,1e-12
6450,1e-12
6455,1e-12
6460,1e-12
6465,1e-12
6470,1e-12
6475,1e-12
6480,1e-12
6485,1e-12
6490,1e-12
6495,1e-12
6500,1e-12
6505,1e-12
6510,1e-12
6515,1e-12
6520,1e-12
6525,1e-12
6530,1e-12
6535,1e-12
6540,1e-12
6545,1e-12
6550,1e-12
6555,1e-12
6560,1e-12
6565,1e-12
6570,1e-12
6575,1e-12
6580,1e-12
6585,1e-12
6590,1e-12
6595,1e-12
6600,1e-12
6605,1e-12
6610,1e-12
6615,1e-12
6620,1e-12
6625,1e-12
6630,1e-12
6635,1e-12
6640,1e-12
6645,1e-12
6650,1e-12
6655,1e-12
6660,1e-12
6665,1e-12
6670,1e-12
6675,1e-12
6680,1e-12
6685,1e-12
6690,1e-12
6695,1e-12
6700,1e-12
6705,1e-12
6710,1e-12
6715,1e-12
6720,1e-12
6725,1e-12
6730,1e-12
6735,1e-12
6740,1e-12
6745,1e-12
6750,1e-12
6755,1e-12
6760,1e-12
6765,1e-12
6770,1e-12
6775,1e-12
6780,1e-12
6785,1e-12
6790,1e-12
6795,1e-12
6800,1e-12
6805,1e-12
6810,1e-12
6815,1e-12
6820,1e-12
6825,1e-12
6830,1e-12
6835,1e-12
6840,1e-12
6845,1e-12
6850,1e-12
6855,1e-12
6860,1e-12
6865,1e-12
6870,1e-12
6875,1e-12
6880,1e-12
6885,1e-12
6890,1e-12
6895,1e-12
6900,1e-12
6905,1e-12
6910,1e-12
6915,1e-12
6920,1e-12
6925,1e-12
6930,1e-12
6935,1e-12
6940,1e-12
6945,1e-12
6950,1e-12
6955,1e-12
6960,1e-12
6965,1e-12
6970,1e-12
6975,1e-12
6980,1e-12
6985,1e-12
6990,1e-12
6995,1e-12
7000,1e-12
7005,1e-12
7010,1e-12
7015,1e-12
7020,1e-12
7025,1e-12
7030,1e-12
7035,1e-12
7040,1e-12
7045,1e-12
7050,1e-12
7055,1e-12
7060,1e-12
7065,1e-12
7070,1e-12
7075,1e-12
7080,1e-12
7085,1e-12
7090,1e-12
7095,1e-12
7100,1e-12
7105,1e-12
7110,1e-12
7115,1e-12
7120,1e-12
7125,1e-12
7130,1e-12
7135,1e-12
7140,1e-12
7145,1e-12
7150,1e-12
7155,1e-12
7160,1e-12
7165,1e-12
7170,1e-12
7175,1e-12
7180,1e-12
7185,1e-12
7190,1e-12
7195,1e-12
7200,1e-12
7205,1e-12
7210,1e-12
7215,1e-12
7220,1e-12
7225,1e-12
7230,1e-12
7235,1e-12
7240,1e-12
7245,1e-12
7250,1e-12
7255,1e-12
7260,1e-12
7265,1e-12
7270,1e-12
7275,1e-12
7280,1e-12
7285,1e-12
7290,1e-12
7295,1e-12
7300,1e-12
7305,1e-12
7310,1e-12
7315,1e-12
7320,1e-12
7325,1e-12
7330,1e-12
7335,1e-12
7340,1e-12
7345,1e-12
7350,1e-12
7355,1e-12
7360,1e-12
7365,1e-12
7370,1e-12
7375,1e-12
7380,1e-12
7385,1e-12
7390,1e-12
7395,1e-12
7400,1e-12
7405,1e-12
7410,1e-12
7415,1e-12
7420,1e-12
7425,1e-12
7430,1e-12
7435,1e-12
7440,1e-12
7445,1e-12
7450,1e-12
7455,1e-12
7460,1e-12
7465,1e-12
7470,1e-12
7475,1e-12
7480,1e-12
7485,1e-12
7490,1e-12
7495,1e-12
7500,1e-12
7505,1e-12
7510,1e-12
7515,1e-12
7520,1e-12
7525,1e-12
7530,1e-12
7535,1e-12
7540,1e-12
7545,1e-12
7550,1e-12
7555,1e-12
7560,1e-12
7565,1e-12
7570,1e-12
7575,1e-12
7580,1e-12
7585,1e-12
7590,1e-12
7595,1e-12
7600,1e-12
7605,1e-12
7610,1e-12
7615,1e-12
7620,1e-12
7625,1e-12
7630,1e-12
7635,1e-12
7640,1e-12
7645,1e-12
7650,1e-12
7655,1e-12
7660,1e-12
7665,1e-12
7670,1e-12
7675,1e-12
7680,1e-12
7685,1e-12
7690,1e-12
7695,1e-12
7700,1e-12
7705,1e-12
7710,1e-12
7715,1e-12
7720,1e-12
7725,1e-12
7730,1e-12
7735,1e-12
7740,1e-12
7745,1e-12
7750,1e-12
7755,1e-12
7760,1e-12
7765,1e-12
7770,1e-12
7775,1e-12
7780,1e-12
7785,1e-12
7790,1e-12
7795,1e-12
7800,1e-12
7805,1e-12
7810,1e-12
7815,1e-12
7820,1e-12
7825,1e-12
7830,1e-12
7835,1e-12
7840,1e-12
7845,1e-12
7850,1e-12
7855,1e-12
7860,1e-12
7865,1e-12
7870,1e-12
7875,1e-12
7880,1e-12
7885,1e-12
7890,1e-12
7895,1e-12
7900,1e-12
7905,1e-12
7910,1e-12
7915,1e-12
7920,1e-12
7925,1e-12
7930,1e-12
7935,1e-12
7940,1e-12
7945,1e-12
7950,1e-12
7955,1e-12
7960,1e-12
7965,1e-12
7970,1e-12
7975,1e-12
7980,1e-12
7985,1e-12
7990,1e-12
7995,1e-12
8000,1e-12
