t_sobre_T,p_norm,u_norm,i_norm
0.272,0.9904614256966512,0.9904614256966512,0.9810138357930429
0.274,0.988651744737914,0.988651744737914,0.9774322723733214
0.276,0.986685944207868,0.986685944207868,0.9735491524973721
0.278,0.9845643345292053,0.9845643345292053,0.969366928826937
0.28,0.9822872507286886,0.9822872507286886,0.9648882429441256
0.28200000000000003,0.9798550523842469,0.9798550523842469,0.9601159236829352
0.28400000000000003,0.9772681235681934,0.9772681235681934,0.9550529853424977
0.28600000000000003,0.9745268727865771,0.9745268727865771,0.9497026257831854
0.28800000000000003,0.9716317329146739,0.9716317329146739,0.9440682244067721
0.29,0.9685831611286312,0.9685831611286312,0.938153340021932
0.292,0.965381638833274,0.965381638833274,0.9319617085964179
0.294,0.9620276715860859,0.9620276715860859,0.925497240897346
0.296,0.958521789017376,0.958521789017376,0.9187640200210709
0.298,0.9548645447466431,0.9548645447466431,0.9117662988142139
0.3,0.9510565162951536,0.9510565162951536,0.9045084971874738
0.302,0.9470983049947443,0.9470983049947443,0.8969951993239178
0.304,0.9429905358928645,0.9429905358928645,0.8892311507835118
0.306,0.9387338576538742,0.9387338576538742,0.8812212555057242
0.308,0.9343289424566121,0.9343289424566121,0.8729705727120912
0.31,0.9297764858882515,0.9297764858882515,0.8644843137107059
0.312,0.925077206834458,0.925077206834458,0.8557678386046427
0.314,0.9202318473658704,0.9202318473658704,0.8468266529064026
0.316,0.9152411726209176,0.9152411726209176,0.8376664040605124
0.318,0.9101059706849957,0.9101059706849957,0.8282928778764782
0.32,0.9048270524660195,0.9048270524660195,0.8187119948743448
0.322,0.8994052515663712,0.8994052515663712,0.8089298065451674
0.324,0.8938414241512639,0.8938414241512639,0.7989524915287596
0.326,0.8881364488135446,0.8881364488135446,0.7887863517111339
0.328,0.8822912264349533,0.8822912264349533,0.778437808244094
0.33,0.8763066800438635,0.8763066800438635,0.7679133974894982
0.332,0.8701837546695257,0.8701837546695257,0.7572197668907533
0.334,0.8639234171928354,0.8639234171928354,0.7463636707741459
0.336,0.8575266561936522,0.8575266561936522,0.7353519660826662
0.338,0.8509944817946917,0.8509944817946917,0.7241916080450159
0.34,0.844327925502015,0.844327925502015,0.7128896457825361
0.342,0.8375280400421418,0.8375280400421418,0.7014532178568315
0.34400000000000003,0.8305958991958127,0.8305958991958127,0.6898895477609006
0.34600000000000003,0.8235325976284273,0.8235325976284273,0.6782059393566252
0.34800000000000003,0.8163392507171838,0.8163392507171838,0.6664097722614931
0.35000000000000003,0.8090169943749475,0.8090169943749475,0.6545084971874737
0.352,0.8015669848708769,0.8015669848708769,0.6425096312349885
0.354,0.7939903986478355,0.7939903986478355,0.6304207531449487
0.356,0.786288432136619,0.786288432136619,0.6182494985118625
0.358,0.7784623015670235,0.7784623015670235,0.6060035549610273
0.36,0.7705132427757893,0.7705132427757893,0.5936906572928623
0.362,0.7624425110114481,0.7624425110114481,0.5813185825974422
0.364,0.754251380736104,0.754251380736104,0.5688951453423193
0.366,0.7459411454241822,0.7459411454241822,0.5564281924367409
0.368,0.7375131173581739,0.7375131173581739,0.5439255982753717
0.37,0.7289686274214114,0.7289686274214114,0.5313952597646565
0.372,0.720309024887907,0.720309024887907,0.5188450913349675
0.374,0.7115356772092855,0.7115356772092855,0.5062830199416765
0.376,0.7026499697988492,0.7026499697988492,0.4937169800583237
0.378,0.6936533058128049,0.6936533058128049,0.4811549086650327
0.38,0.6845471059286888,0.6845471059286888,0.46860474023534354
0.382,0.6753328081210246,0.6753328081210246,0.4560744017246286
0.384,0.6660118674342517,0.6660118674342517,0.4435718075632592
0.386,0.6565857557529564,0.6565857557529564,0.43110485465768095
0.388,0.6470559615694442,0.6470559615694442,0.4186814174025581
0.39,0.6374239897486899,0.6374239897486899,0.40630934270713787
0.392,0.6276913612907006,0.6276913612907006,0.3939964450389728
0.394,0.6178596130903343,0.6178596130903343,0.3817505014881376
0.396,0.6079302976946053,0.6079302976946053,0.3695792468550514
0.398,0.5979049830575187,0.5979049830575187,0.3574903687650117
0.4,0.5877852522924732,0.5877852522924732,0.34549150281252644
0.402,0.5775727034222676,0.5775727034222676,0.3335902277385067
0.404,0.5672689491267564,0.5672689491267564,0.32179406064337457
0.406,0.5568756164881878,0.5568756164881878,0.3101104522390993
0.40800000000000003,0.5463943467342692,0.5463943467342692,0.2985467821431688
0.41000000000000003,0.5358267949789967,0.5358267949789967,0.2871103542174637
0.41200000000000003,0.5251746299612956,0.5251746299612956,0.27580839195498374
0.41400000000000003,0.5144395337815063,0.5144395337815063,0.26464803391733355
0.41600000000000004,0.5036232016357606,0.5036232016357606,0.25363632922585394
0.418,0.49272734154829156,0.49272734154829156,0.24278023310924676
0.42,0.4817536741017156,0.4817536741017156,0.232086602510502
0.422,0.4707039321653328,0.4707039321653328,0.22156219175590622
0.424,0.459579860621488,0.459579860621488,0.21121364828886632
0.426,0.4483832160900323,0.4483832160900323,0.2010475084712406
0.428,0.4371157666509329,0.4371157666509329,0.1910701934548328
0.43,0.4257792915650729,0.4257792915650729,0.18128800512565535
0.432,0.4143755809932843,0.4143755809932843,0.17170712212352193
0.434,0.40290643571366275,0.40290643571366275,0.16233359593948785
0.436,0.39137366683720237,0.39137366683720237,0.15317334709359748
0.438,0.3797790955218014,0.3797790955218014,0.14423216139535755
0.44,0.36812455268467814,0.36812455268467814,0.13551568628929436
0.442,0.3564118787132508,0.3564118787132508,0.127029427287909
0.444,0.34464292317451706,0.34464292317451706,0.11877874449427607
0.446,0.3328195445229865,0.3328195445229865,0.1107688492164882
0.448,0.3209436098072097,0.3209436098072097,0.10300480067608248
0.45,0.3090169943749475,0.3090169943749475,0.09549150281252634
0.452,0.2970415815770349,0.2970415815770349,0.08823370118578629
0.454,0.28501926246997605,0.28501926246997605,0.0812359799789291
0.456,0.27295193551732505,0.27295193551732505,0.07450275910265397
0.458,0.26084150628989705,0.26084150628989705,0.0680382914035824
0.46,0.24868988716485482,0.24868988716485482,0.06184665997806822
0.462,0.2364989970237246,0.2364989970237246,0.05593177559322769
0.464,0.224270760949381,0.224270760949381,0.0502973742168144
0.466,0.2120071099220548,0.2120071099220548,0.04494701465750223
0.468,0.19970998051440705,0.19970998051440705,0.039884076317064844
0.47000000000000003,0.18738131458572457,0.18738131458572457,0.03511175705587428
0.47200000000000003,0.17502305897527587,0.17502305897527587,0.030633071173062895
0.47400000000000003,0.16263716519488333,0.16263716519488333,0.02645084750262777
0.47600000000000003,0.15022558912075712,0.15022558912075712,0.022567727626678538
0.47800000000000004,0.13779029068463802,0.13779029068463802,0.018986164206957045
0.48,0.12533323356430454,0.12533323356430454,0.015708419435684514
0.482,0.11285638487348187,0.11285638487348187,0.012736563606711469
0.484,0.10036171485121498,0.10036171485121498,0.010072473807876585
0.486,0.08785119655074315,0.08785119655074315,0.0077178327353973055
0.488,0.07532680552793304,0.07532680552793304,0.0056741276310430435
0.49,0.06279051952931358,0.06279051952931358,0.003942649342761111
0.492,0.05024431817976966,0.05024431817976966,0.002524491509349932
0.494,0.037690182669934534,0.037690182669934534,0.0014205498696930334
0.496,0.025130095443337813,0.025130095443337813,0.0006315216969912679
0.498,0.012566039883352836,0.012566039883352836,0.00015790535835001417
0.5,1.2246467991473532e-16,1.2246467991473532e-16,1.4997597826618576e-32
0.502,-0.012566039883352592,-0.012566039883352592,0.00015790535835000802
0.504,-0.02513009544333757,-0.02513009544333757,0.0006315216969912556
0.506,-0.03769018266993429,-0.03769018266993429,0.0014205498696930152
0.508,-0.05024431817976942,-0.05024431817976942,0.0025244915093499075
0.51,-0.06279051952931335,-0.06279051952931335,0.003942649342761081
0.512,-0.07532680552793279,-0.07532680552793279,0.005674127631043006
0.514,-0.0878511965507429,-0.0878511965507429,0.007717832735397261
0.516,-0.10036171485121473,-0.10036171485121473,0.010072473807876535
0.518,-0.11285638487348164,-0.11285638487348164,0.012736563606711415
0.52,-0.12533323356430429,-0.12533323356430429,0.01570841943568445
0.522,-0.13779029068463822,-0.13779029068463822,0.018986164206957097
0.524,-0.15022558912075687,-0.15022558912075687,0.022567727626678465
0.526,-0.16263716519488353,-0.16263716519488353,0.026450847502627835
0.528,-0.1750230589752761,-0.1750230589752761,0.03063307117306297
0.53,-0.18738131458572477,-0.18738131458572477,0.03511175705587435
0.532,-0.19970998051440725,-0.19970998051440725,0.03988407631706492
0.534,-0.21200710992205454,-0.21200710992205454,0.044947014657502116
0.536,-0.2242707609493812,-0.2242707609493812,0.05029737421681449
0.538,-0.2364989970237248,-0.2364989970237248,0.05593177559322779
0.54,-0.24868988716485502,-0.24868988716485502,0.06184665997806832
0.542,-0.26084150628989683,-0.26084150628989683,0.0680382914035823
0.544,-0.2729519355173252,-0.2729519355173252,0.07450275910265407
0.546,-0.2850192624699762,-0.2850192624699762,0.0812359799789292
0.548,-0.2970415815770351,-0.2970415815770351,0.08823370118578638
0.55,-0.30901699437494773,-0.30901699437494773,0.09549150281252648
0.552,-0.3209436098072095,-0.3209436098072095,0.10300480067608234
0.554,-0.33281954452298673,-0.33281954452298673,0.11076884921648834
0.556,-0.3446429231745172,-0.3446429231745172,0.11877874449427618
0.558,-0.356411878713251,-0.356411878713251,0.1270294272879091
0.56,-0.3681245526846783,-0.3681245526846783,0.1355156862892945
0.562,-0.37977909552180117,-0.37977909552180117,0.14423216139535738
0.5640000000000001,-0.3913736668372026,-0.3913736668372026,0.15317334709359764
0.5660000000000001,-0.4029064357136629,-0.4029064357136629,0.16233359593948798
0.5680000000000001,-0.4143755809932845,-0.4143755809932845,0.17170712212352207
0.5700000000000001,-0.42577929156507266,-0.42577929156507266,0.18128800512565516
0.5720000000000001,-0.43711576665093305,-0.43711576665093305,0.19107019345483295
0.5740000000000001,-0.44838321609003245,-0.44838321609003245,0.20104750847124073
0.5760000000000001,-0.45957986062148815,-0.45957986062148815,0.21121364828886646
0.578,-0.4707039321653322,-0.4707039321653322,0.22156219175590564
0.58,-0.481753674101715,-0.481753674101715,0.23208660251050142
0.582,-0.4927273415482914,-0.4927273415482914,0.2427802331092466
0.584,-0.5036232016357604,-0.5036232016357604,0.2536363292258537
0.586,-0.5144395337815061,-0.5144395337815061,0.2646480339173333
0.588,-0.5251746299612954,-0.5251746299612954,0.2758083919549835
0.59,-0.5358267949789964,-0.5358267949789964,0.2871103542174635
0.592,-0.546394346734269,-0.546394346734269,0.2985467821431686
0.594,-0.5568756164881876,-0.5568756164881876,0.310110452239099
0.596,-0.5672689491267562,-0.5672689491267562,0.3217940606433743
0.598,-0.5775727034222674,-0.5775727034222674,0.33359022773850644
0.6,-0.587785252292473,-0.587785252292473,0.34549150281252616
0.602,-0.5979049830575185,-0.5979049830575185,0.3574903687650115
0.604,-0.607930297694605,-0.607930297694605,0.3695792468550511
0.606,-0.6178596130903341,-0.6178596130903341,0.3817505014881374
0.608,-0.6276913612907004,-0.6276913612907004,0.3939964450389725
0.61,-0.6374239897486896,-0.6374239897486896,0.4063093427071376
0.612,-0.647055961569444,-0.647055961569444,0.4186814174025578
0.614,-0.6565857557529562,-0.6565857557529562,0.43110485465768067
0.616,-0.6660118674342514,-0.6660118674342514,0.4435718075632589
0.618,-0.6753328081210244,-0.6753328081210244,0.4560744017246283
0.62,-0.6845471059286887,-0.6845471059286887,0.4686047402353434
0.622,-0.6936533058128047,-0.6936533058128047,0.48115490866503235
0.624,-0.7026499697988491,-0.7026499697988491,0.49371698005832354
0.626,-0.7115356772092852,-0.7115356772092852,0.5062830199416761
0.628,-0.7203090248879069,-0.7203090248879069,0.5188450913349674
0.63,-0.7289686274214113,-0.7289686274214113,0.5313952597646564
0.632,-0.7375131173581737,-0.7375131173581737,0.5439255982753713
0.634,-0.7459411454241821,-0.7459411454241821,0.5564281924367408
0.636,-0.7542513807361038,-0.7542513807361038,0.568895145342319
0.638,-0.7624425110114479,-0.7624425110114479,0.5813185825974418
0.64,-0.7705132427757894,-0.7705132427757894,0.5936906572928625
0.642,-0.7784623015670236,-0.7784623015670236,0.6060035549610275
0.644,-0.7862884321366186,-0.7862884321366186,0.6182494985118618
0.646,-0.793990398647835,-0.793990398647835,0.630420753144948
0.648,-0.8015669848708764,-0.8015669848708764,0.6425096312349878
0.65,-0.8090169943749473,-0.8090169943749473,0.6545084971874736
0.652,-0.8163392507171839,-0.8163392507171839,0.6664097722614933
0.654,-0.8235325976284275,-0.8235325976284275,0.6782059393566254
0.656,-0.8305958991958127,-0.8305958991958127,0.6898895477609006
0.658,-0.8375280400421419,-0.8375280400421419,0.7014532178568316
0.66,-0.8443279255020153,-0.8443279255020153,0.7128896457825367
0.662,-0.8509944817946921,-0.8509944817946921,0.7241916080450165
0.664,-0.8575266561936521,-0.8575266561936521,0.735351966082666
0.666,-0.8639234171928352,-0.8639234171928352,0.7463636707741456
0.668,-0.8701837546695256,-0.8701837546695256,0.7572197668907531
0.67,-0.8763066800438636,-0.8763066800438636,0.7679133974894983
0.672,-0.8822912264349534,-0.8822912264349534,0.7784378082440941
0.674,-0.8881364488135446,-0.8881364488135446,0.7887863517111339
0.676,-0.8938414241512639,-0.8938414241512639,0.7989524915287596
0.678,-0.8994052515663712,-0.8994052515663712,0.8089298065451674
0.68,-0.9048270524660198,-0.9048270524660198,0.8187119948743453
0.682,-0.9101059706849955,-0.9101059706849955,0.828292877876478
0.684,-0.9152411726209175,-0.9152411726209175,0.8376664040605122
0.686,-0.9202318473658704,-0.9202318473658704,0.8468266529064026
0.6880000000000001,-0.925077206834458,-0.925077206834458,0.8557678386046427
0.6900000000000001,-0.9297764858882515,-0.9297764858882515,0.8644843137107059
0.6920000000000001,-0.9343289424566121,-0.9343289424566121,0.8729705727120912
0.6940000000000001,-0.9387338576538742,-0.9387338576538742,0.8812212555057242
0.6960000000000001,-0.9429905358928646,-0.9429905358928646,0.889231150783512
0.6980000000000001,-0.9470983049947445,-0.9470983049947445,0.896995199323918
0.7000000000000001,-0.9510565162951535,-0.9510565162951535,0.9045084971874736
0.7020000000000001,-0.954864544746643,-0.954864544746643,0.9117662988142137
0.704,-0.9585217890173756,-0.9585217890173756,0.9187640200210704
0.706,-0.9620276715860857,-0.9620276715860857,0.9254972408973455
0.708,-0.9653816388332738,-0.9653816388332738,0.9319617085964175
0.71,-0.968583161128631,-0.968583161128631,0.9381533400219315
0.712,-0.9716317329146739,-0.9716317329146739,0.9440682244067721
0.714,-0.9745268727865771,-0.9745268727865771,0.9497026257831854
0.716,-0.9772681235681934,-0.9772681235681934,0.9550529853424977
0.718,-0.9798550523842469,-0.9798550523842469,0.9601159236829352
0.72,-0.9822872507286887,-0.9822872507286887,0.9648882429441258
0.722,-0.9845643345292054,-0.9845643345292054,0.9693669288269372
0.724,-0.9866859442078679,-0.9866859442078679,0.9735491524973718
0.726,-0.988651744737914,-0.988651744737914,0.9774322723733214
0.728,-0.9904614256966512,-0.9904614256966512,0.9810138357930429
0.73,-0.9921147013144778,-0.9921147013144778,0.9842915805643154
0.732,-0.9936113105200084,-0.9936113105200084,0.9872634363932885
0.734,-0.9949510169813002,-0.9949510169813002,0.9899275261921234
0.736,-0.9961336091431725,-0.9961336091431725,0.9922821672646027
0.738,-0.9971589002606139,-0.9971589002606139,0.994325872368957
0.74,-0.9980267284282716,-0.9980267284282716,0.9960573506572389
0.742,-0.9987369566060175,-0.9987369566060175,0.99747550849065
0.744,-0.9992894726405892,-0.9992894726405892,0.9985794501303069
0.746,-0.9996841892832999,-0.9996841892832999,0.9993684783030087
0.748,-0.9999210442038161,-0.9999210442038161,0.99984209464165
0.75,-1.0,-1.0,1.0
0.752,-0.9999210442038161,-0.9999210442038161,0.99984209464165
0.754,-0.9996841892832999,-0.9996841892832999,0.9993684783030087
0.756,-0.9992894726405892,-0.9992894726405892,0.9985794501303069
0.758,-0.9987369566060175,-0.9987369566060175,0.99747550849065
0.76,-0.9980267284282716,-0.9980267284282716,0.9960573506572389
0.762,-0.9971589002606139,-0.9971589002606139,0.994325872368957
0.764,-0.9961336091431725,-0.9961336091431725,0.9922821672646027
0.766,-0.9949510169813002,-0.9949510169813002,0.9899275261921234
0.768,-0.9936113105200084,-0.9936113105200084,0.9872634363932885
0.77,-0.9921147013144779,-0.9921147013144779,0.9842915805643156
0.772,-0.9904614256966512,-0.9904614256966512,0.9810138357930429
0.774,-0.988651744737914,-0.988651744737914,0.9774322723733214
0.776,-0.986685944207868,-0.986685944207868,0.9735491524973721
0.778,-0.9845643345292054,-0.9845643345292054,0.9693669288269372
0.78,-0.9822872507286887,-0.9822872507286887,0.9648882429441258
0.782,-0.979855052384247,-0.979855052384247,0.9601159236829354
0.784,-0.9772681235681935,-0.9772681235681935,0.9550529853424978
0.786,-0.9745268727865771,-0.9745268727865771,0.9497026257831854
0.788,-0.971631732914674,-0.971631732914674,0.9440682244067723
0.79,-0.9685831611286311,-0.9685831611286311,0.9381533400219317
0.792,-0.9653816388332738,-0.9653816388332738,0.9319617085964175
0.794,-0.9620276715860858,-0.9620276715860858,0.9254972408973458
0.796,-0.9585217890173757,-0.9585217890173757,0.9187640200210705
0.798,-0.9548645447466431,-0.9548645447466431,0.9117662988142139
0.8,-0.9510565162951536,-0.9510565162951536,0.9045084971874738
0.802,-0.9470983049947443,-0.9470983049947443,0.8969951993239178
0.804,-0.9429905358928644,-0.9429905358928644,0.8892311507835116
0.806,-0.9387338576538741,-0.9387338576538741,0.8812212555057239
0.808,-0.9343289424566119,-0.9343289424566119,0.8729705727120908
0.81,-0.9297764858882512,-0.9297764858882512,0.8644843137107054
0.812,-0.9250772068344579,-0.9250772068344579,0.8557678386046425
0.8140000000000001,-0.9202318473658702,-0.9202318473658702,0.8468266529064021
0.8160000000000001,-0.9152411726209176,-0.9152411726209176,0.8376664040605124
0.8180000000000001,-0.9101059706849958,-0.9101059706849958,0.8282928778764784
0.8200000000000001,-0.9048270524660196,-0.9048270524660196,0.818711994874345
0.8220000000000001,-0.899405251566371,-0.899405251566371,0.808929806545167
0.8240000000000001,-0.8938414241512637,-0.8938414241512637,0.7989524915287592
0.8260000000000001,-0.8881364488135444,-0.8881364488135444,0.7887863517111335
0.8280000000000001,-0.8822912264349531,-0.8822912264349531,0.7784378082440936
0.8300000000000001,-0.8763066800438634,-0.8763066800438634,0.7679133974894979
0.8320000000000001,-0.8701837546695254,-0.8701837546695254,0.7572197668907527
0.834,-0.8639234171928354,-0.8639234171928354,0.7463636707741459
0.836,-0.8575266561936523,-0.8575266561936523,0.7353519660826664
0.838,-0.8509944817946923,-0.8509944817946923,0.7241916080450168
0.84,-0.8443279255020155,-0.8443279255020155,0.7128896457825371
0.842,-0.8375280400421421,-0.8375280400421421,0.701453217856832
0.844,-0.8305958991958129,-0.8305958991958129,0.689889547760901
0.846,-0.8235325976284277,-0.8235325976284277,0.6782059393566258
0.848,-0.8163392507171842,-0.8163392507171842,0.6664097722614937
0.85,-0.8090169943749476,-0.8090169943749476,0.654508497187474
0.852,-0.8015669848708766,-0.8015669848708766,0.6425096312349882
0.854,-0.7939903986478354,-0.7939903986478354,0.6304207531449485
0.856,-0.7862884321366188,-0.7862884321366188,0.6182494985118622
0.858,-0.7784623015670239,-0.7784623015670239,0.6060035549610281
0.86,-0.7705132427757896,-0.7705132427757896,0.5936906572928629
0.862,-0.7624425110114482,-0.7624425110114482,0.5813185825974423
