f_Hz,Spp_Pa2_per_Hz
1703.125,3.91212010126e-10
1710.9375,3.38827469968e-10
1718.75,3.5614326273e-10
1726.5625,3.54051684097e-10
1734.375,3.26607926948e-10
1742.1875,3.27502200163e-10
1750,2.86383222136e-10
1757.8125,3.57273581995e-10
1765.625,3.33601439426e-10
1773.4375,1.98807572469e-10
1781.25,2.18695968359e-10
1789.0625,3.0490910367e-10
1796.875,3.63589347059e-10
1804.6875,3.22134345719e-10
1812.5,3.17031638347e-10
1820.3125,2.7349442746e-10
1828.125,3.45929618045e-10
1835.9375,2.75351571652e-10
1843.75,3.08570935836e-10
1851.5625,3.6326700735e-10
1859.375,3.01623293113e-10
1867.1875,3.40059697796e-10
1875,4.00886715909e-10
1882.8125,3.25844416859e-10
1890.625,3.69451574482e-10
1898.4375,4.40943079503e-10
1906.25,3.73605456512e-10
1914.0625,2.68095261412e-10
1921.875,2.91707561603e-10
1929.6875,2.49738951762e-10
1937.5,2.24407880047e-10
1945.3125,2.88899026988e-10
1953.125,2.83282338467e-10
1960.9375,2.74784205718e-10
1968.75,3.58509441588e-10
1976.5625,2.830658832e-10
1984.375,2.50600210317e-10
1992.1875,2.55239918059e-10
2000,3.79431500695e-10
2007.8125,4.48706686676e-10
2015.625,3.51378944319e-10
2023.4375,2.95092842169e-10
2031.25,3.36952046492e-10
2039.0625,3.72743453922e-10
2046.875,2.92153994702e-10
2054.6875,3.52699223086e-10
2062.5,2.96837999857e-10
2070.3125,3.19711704259e-10
2078.125,2.87452430692e-10
2085.9375,2.75334851679e-10
2093.75,3.42794956532e-10
2101.5625,5.3657735341e-10
2109.375,3.81681153575e-10
2117.1875,3.29844140565e-10
2125,2.83539719187e-10
2132.8125,3.14062836062e-10
2140.625,3.63764091338e-10
2148.4375,3.66843951088e-10
2156.25,4.34318112608e-10
2164.0625,3.73157294228e-10
2171.875,3.58201896266e-10
2179.6875,3.67511030409e-10
2187.5,3.37256216309e-10
2195.3125,3.08069259301e-10
2203.125,2.75638784851e-10
2210.9375,3.33234481576e-10
2218.75,3.51960224046e-10
2226.5625,2.76831182644e-10
2234.375,4.20078465902e-10
2242.1875,3.96889867781e-10
2250,3.10975702423e-10
2257.8125,3.13640036956e-10
2265.625,2.90009021255e-10
2273.4375,2.75677415577e-10
2281.25,2.98788834135e-10
2289.0625,2.405657185e-10
2296.875,2.8559813148e-10
2304.6875,3.43645636273e-10
2312.5,2.7668507759e-10
2320.3125,2.84156094871e-10
2328.125,3.48049925706e-10
2335.9375,3.13709648464e-10
2343.75,2.99629373587e-10
2351.5625,2.75607998338e-10
2359.375,3.27097407301e-10
2367.1875,4.12963735224e-10
2375,2.27023437971e-10
2382.8125,2.80547709617e-10
2390.625,3.03795480489e-10
2398.4375,3.06350020426e-10
2406.25,3.24802148945e-10
2414.0625,2.91365072663e-10
2421.875,3.79280133733e-10
2429.6875,4.00228675036e-10
2437.5,3.97748247185e-10
2445.3125,2.80713134789e-10
2453.125,2.83575249482e-10
2460.9375,3.11790425594e-10
2468.75,3.51821088911e-10
2476.5625,3.05408101624e-10
2484.375,2.91158763803e-10
2492.1875,3.27488775092e-10
2500,2.88080094608e-10
2507.8125,3.46936038511e-10
2515.625,2.7391308243e-10
2523.4375,3.10414248565e-10
2531.25,2.86513189242e-10
2539.0625,3.05810950062e-10
2546.875,3.32272630833e-10
2554.6875,3.49363611342e-10
2562.5,2.68505411618e-10
2570.3125,2.39662353776e-10
2578.125,3.16741892312e-10
2585.9375,3.85448902737e-10
2593.75,3.23556401105e-10
2601.5625,3.57356359978e-10
2609.375,3.93824232779e-10
2617.1875,4.36291403321e-10
2625,4.41100692081e-10
2632.8125,4.14378484577e-10
2640.625,3.42178069164e-10
2648.4375,3.50253607778e-10
2656.25,3.81288637e-10
2664.0625,3.63780875958e-10
2671.875,3.81694911755e-10
2679.6875,3.3889231167e-10
2687.5,3.32640275322e-10
2695.3125,3.74593419036e-10
2703.125,3.33635645487e-10
2710.9375,2.46824079662e-10
2718.75,2.66303885111e-10
2726.5625,3.21055694118e-10
2734.375,3.43737234653e-10
2742.1875,3.99119434099e-10
2750,4.64122062593e-10
2757.8125,3.43701770032e-10
2765.625,2.21675601069e-10
2773.4375,2.89421271462e-10
2781.25,2.44455741179e-10
2789.0625,3.61032503447e-10
2796.875,4.21588029146e-10
2804.6875,3.14994132212e-10
2812.5,2.877173602e-10
2820.3125,3.98899147193e-10
2828.125,3.14816475283e-10
2835.9375,2.56250336587e-10
2843.75,2.89098631623e-10
2851.5625,3.66716280232e-10
2859.375,3.85159935353e-10
2867.1875,3.51746007551e-10
2875,3.73227787315e-10
2882.8125,3.11434388473e-10
2890.625,3.79537044012e-10
2898.4375,3.98640297221e-10
2906.25,2.7652012072e-10
2914.0625,3.26647285994e-10
2921.875,2.57488841415e-10
2929.6875,3.11564201856e-10
2937.5,3.21365532587e-10
2945.3125,3.3403901344e-10
2953.125,3.19072208162e-10
2960.9375,2.13941461016e-10
2968.75,1.79756595466e-10
2976.5625,2.86926014871e-10
2984.375,4.2066877455e-10
2992.1875,3.9294920613e-10
3000,3.3092739141e-10
3007.8125,3.56347533984e-10
3015.625,3.93656556311e-10
3023.4375,3.5672682962e-10
3031.25,2.94578651132e-10
3039.0625,3.17360626854e-10
3046.875,2.65694061972e-10
3054.6875,2.48083545161e-10
3062.5,2.77593093432e-10
3070.3125,3.48570396295e-10
3078.125,3.15620794627e-10
3085.9375,2.85918909328e-10
3093.75,2.6268011889e-10
3101.5625,2.20323201877e-10
3109.375,2.83331532211e-10
3117.1875,2.10949419604e-10
3125,1.9122423077e-10
3132.8125,2.61183187437e-10
3140.625,2.32784347594e-10
3148.4375,3.02354541743e-10
3156.25,2.78630113462e-10
3164.0625,2.39665896641e-10
3171.875,1.98830771933e-10
3179.6875,2.05828146387e-10
3187.5,2.32653143716e-10
3195.3125,1.83615903147e-10
3203.125,2.23972311905e-10
3210.9375,3.24453606505e-10
3218.75,2.32227453847e-10
3226.5625,2.19910689558e-10
3234.375,2.28921931163e-10
3242.1875,2.27749705621e-10
3250,2.34475598688e-10
3257.8125,2.76637210982e-10
3265.625,2.72407551864e-10
3273.4375,2.09579812698e-10
3281.25,2.32055849161e-10
3289.0625,1.86301774273e-10
3296.875,1.97388021067e-10
3304.6875,1.7010656309e-10
3312.5,1.65198442356e-10
3320.3125,1.40652126833e-10
3328.125,1.64940679398e-10
3335.9375,1.73987292393e-10
3343.75,1.21982329113e-10
3351.5625,1.41459680293e-10
3359.375,1.63340477183e-10
3367.1875,1.53152138539e-10
3375,1.35439132044e-10
3382.8125,1.18495756749e-10
3390.625,1.14601206446e-10
3398.4375,1.0751778304e-10
3406.25,1.07339478611e-10
3414.0625,1.77853569001e-10
3421.875,1.59249785234e-10
3429.6875,1.79980766489e-10
3437.5,1.08566700471e-10
3445.3125,1.34981102297e-10
3453.125,1.60512724788e-10
3460.9375,7.86018750078e-11
3468.75,5.48556760291e-11
3476.5625,6.89802648837e-11
3484.375,7.89058162503e-11
3492.1875,7.30035747054e-11
3500,5.8560324189e-11
3507.8125,7.3987740989e-11
3515.625,6.46270159177e-11
3523.4375,6.72949739837e-11
3531.25,5.66969073786e-11
3539.0625,4.30347566504e-11
3546.875,5.28433587604e-11
3554.6875,7.13493320856e-11
3562.5,6.22697200659e-11
3570.3125,3.64574014389e-11
3578.125,4.25740352672e-11
3585.9375,6.2848530627e-11
3593.75,7.11515703023e-11
3601.5625,6.49764529892e-11
3609.375,5.02596839976e-11
3617.1875,3.75331492664e-11
3625,3.04516707487e-11
3632.8125,2.49825059423e-11
3640.625,3.08510392767e-11
3648.4375,2.90465484698e-11
3656.25,2.87714274819e-11
3664.0625,3.12834822169e-11
3671.875,3.63049998064e-11
3679.6875,3.17665459013e-11
3687.5,2.8772678037e-11
3695.3125,2.79442554264e-11
3703.125,2.25644293194e-11
3710.9375,1.99591701964e-11
3718.75,2.21433291988e-11
3726.5625,1.31960412939e-11
3734.375,1.71550184652e-11
3742.1875,1.57602855392e-11
3750,1.48583931838e-11
3757.8125,1.37965480072e-11
3765.625,1.11021153376e-11
3773.4375,1.02852341176e-11
3781.25,1.22913797627e-11
3789.0625,7.79880349707e-12
3796.875,7.78772318886e-12
3804.6875,8.381478833e-12
3812.5,9.17294041997e-12
3820.3125,8.73360750029e-12
3828.125,8.06490120203e-12
3835.9375,5.03643217481e-12
3843.75,5.5835397871e-12
3851.5625,5.29185275765e-12
3859.375,4.25232769692e-12
3867.1875,3.23327360928e-12
3875,2.98703567257e-12
3882.8125,3.61440818729e-12
3890.625,4.17822220102e-12
3898.4375,3.50060378174e-12
3906.25,2.37736436162e-12
3914.0625,3.48849748482e-12
3921.875,4.18944947229e-12
3929.6875,3.08092213352e-12
3937.5,2.91616511925e-12
3945.3125,3.81943517843e-12
3953.125,2.83927733667e-12
3960.9375,2.28243468777e-12
3968.75,2.39780141113e-12
3976.5625,2.12125611983e-12
3984.375,1.18615061451e-12
3992.1875,1.04977447007e-12
4000,1.16083718041e-12
4007.8125,1.23076568406e-12
4015.625,8.15858049492e-13
4023.4375,8.1664012681e-13
4031.25,1.04543798447e-12
4039.0625,1.1449866447e-12
4046.875,9.01324401559e-13
4054.6875,8.71206437965e-13
4062.5,8.50749148123e-13
4070.3125,6.57422974581e-13
4078.125,6.75214103755e-13
4085.9375,7.05447366804e-13
4093.75,5.69606069167e-13
4101.5625,4.54289806881e-13
4109.375,4.74774163824e-13
4117.1875,5.037213886e-13
4125,3.55517810716e-13
4132.8125,3.53423066262e-13
4140.625,3.52758472786e-13
4148.4375,2.60387727439e-13
4156.25,3.83641244598e-13
4164.0625,3.37251955073e-13
4171.875,2.51413170397e-13
4179.6875,2.20544028567e-13
4187.5,2.42823035827e-13
4195.3125,1.9809579511e-13
4203.125,2.09460278762e-13
4210.9375,2.19035776628e-13
4218.75,2.60441018168e-13
4226.5625,1.8171621874e-13
4234.375,1.13517985056e-13
4242.1875,1.53062781594e-13
4250,1.5683413138e-13
4257.8125,1.62784221745e-13
4265.625,1.3635885999e-13
4273.4375,9.13256547523e-14
4281.25,1.00804503174e-13
4289.0625,1.04130439147e-13
4296.875,1.07751588776e-13
4304.6875,9.49166787038e-14
4312.5,9.47137747516e-14
4320.3125,8.00888541566e-14
4328.125,6.158587505e-14
4335.9375,4.93905111189e-14
4343.75,5.01838749097e-14
4351.5625,5.22457596338e-14
4359.375,4.64440643886e-14
4367.1875,2.7287989044e-14
4375,1.95768633938e-14
4382.8125,3.30429079398e-14
4390.625,3.33452727967e-14
4398.4375,3.27992465883e-14
4406.25,3.33186270351e-14
4414.0625,2.76959362642e-14
4421.875,2.91451495236e-14
4429.6875,2.16401593053e-14
4437.5,2.78094093082e-14
4445.3125,2.70801078542e-14
4453.125,1.65048498303e-14
4460.9375,1.20744003046e-14
4468.75,1.44989527797e-14
4476.5625,1.17121987829e-14
4484.375,1.27085809505e-14
4492.1875,1.22339539953e-14
4500,1.07334864681e-14
4507.8125,1.15146717324e-14
4515.625,1.26738108073e-14
4523.4375,9.18265907287e-15
4531.25,1.04616114974e-14
4539.0625,1.0696828704e-14
4546.875,8.81452656585e-15
4554.6875,6.9947283724e-15
4562.5,6.84586414001e-15
4570.3125,5.25871262636e-15
4578.125,3.99625257458e-15
4585.9375,5.462936062e-15
4593.75,4.82586701159e-15
4601.5625,4.23176538468e-15
4609.375,3.79921866754e-15
4617.1875,3.29367297159e-15
4625,3.82077934323e-15
4632.8125,3.07065498871e-15
4640.625,2.68611877595e-15
4648.4375,1.8066842876e-15
4656.25,1.59170982381e-15
4664.0625,1.79788650382e-15
4671.875,1.50330938336e-15
4679.6875,1.15536135507e-15
4687.5,1.49017256913e-15
4695.3125,1.88518429987e-15
4703.125,1.99086348096e-15
4710.9375,1.59394417612e-15
4718.75,1.57962907161e-15
4726.5625,1.4737548446e-15
4734.375,1.12225311625e-15
4742.1875,9.69475820212e-16
4750,1.06141817721e-15
4757.8125,6.41816451844e-16
4765.625,5.77689805927e-16
4773.4375,6.32650662007e-16
4781.25,6.98846890116e-16
4789.0625,6.3835553793e-16
4796.875,7.31059007929e-16
4804.6875,4.15572479168e-16
4812.5,3.57280649434e-16
4820.3125,3.34881925518e-16
4828.125,3.36994795648e-16
4835.9375,2.55065901371e-16
4843.75,2.39114106393e-16
4851.5625,3.15420114244e-16
4859.375,2.78634199835e-16
4867.1875,2.78050475172e-16
4875,2.69155858881e-16
4882.8125,2.19424991667e-16
4890.625,1.81428803389e-16
4898.4375,1.68032898857e-16
4906.25,1.64500048793e-16
4914.0625,1.45746937588e-16
4921.875,1.29182189543e-16
4929.6875,1.37830844894e-16
4937.5,1.69730941172e-16
4945.3125,1.37368770468e-16
4953.125,9.86202918911e-17
4960.9375,8.3030842992e-17
4968.75,6.04605575587e-17
4976.5625,7.27576640494e-17
4984.375,7.76362789023e-17
4992.1875,5.96725028145e-17
5000,5.27714663026e-17
5007.8125,4.2741726005e-17
5015.625,4.43103457747e-17
5023.4375,4.78794859746e-17
5031.25,3.89803281548e-17
5039.0625,3.9372359626e-17
5046.875,2.80039882637e-17
5054.6875,1.68284232865e-17
5062.5,2.61227054873e-17
5070.3125,3.62521739501e-17
5078.125,3.21057905486e-17
5085.9375,2.67061408755e-17
5093.75,1.855844367e-17
5101.5625,2.05450160522e-17
5109.375,1.9037069484e-17
5117.1875,2.0674627785e-17
5125,1.59031074099e-17
5132.8125,1.37419571367e-17
5140.625,1.20973939291e-17
5148.4375,1.30720587611e-17
5156.25,1.14469369385e-17
5164.0625,8.66221750448e-18
5171.875,8.83805217935e-18
5179.6875,9.33316548689e-18
5187.5,9.45466583158e-18
5195.3125,7.00866338555e-18
5203.125,6.28194610009e-18
5210.9375,7.76672324268e-18
5218.75,6.5797028998e-18
5226.5625,6.28400216411e-18
5234.375,5.44268295736e-18
5242.1875,5.50934703928e-18
5250,5.85156442482e-18
5257.8125,5.19668219958e-18
5265.625,2.83002681232e-18
5273.4375,2.45937377133e-18
5281.25,2.1570962829e-18
5289.0625,2.33523364126e-18
5296.875,2.60690160725e-18
5304.6875,2.84980987312e-18
5312.5,2.54763874873e-18
5320.3125,1.96293755578e-18
5328.125,1.31406464786e-18
5335.9375,1.53467081202e-18
5343.75,1.60536906219e-18
5351.5625,9.17136158357e-19
5359.375,1.22358632358e-18
5367.1875,1.25232493317e-18
5375,1.59628251312e-18
5382.8125,1.21304996575e-18
5390.625,6.51333780207e-19
5398.4375,7.52010032009e-19
5406.25,8.31593914422e-19
5414.0625,7.55046028494e-19
5421.875,6.02633047723e-19
5429.6875,4.56944544492e-19
5437.5,4.4040460599e-19
5445.3125,3.60646152469e-19
5453.125,3.79528414114e-19
5460.9375,3.70047329452e-19
5468.75,3.22185623494e-19
5476.5625,2.8194443812e-19
5484.375,3.3778602277e-19
5492.1875,3.53203631674e-19
5500,2.47895523312e-19
5507.8125,2.24944786688e-19
5515.625,2.2385392873e-19
5523.4375,1.92527553445e-19
5531.25,1.84560592888e-19
5539.0625,1.20399421971e-19
5546.875,1.30216032209e-19
5554.6875,1.3837588771e-19
5562.5,1.20681577786e-19
5570.3125,1.17655817717e-19
5578.125,1.11462724976e-19
5585.9375,9.64280830674e-20
5593.75,8.61273562318e-20
5601.5625,9.06173082312e-20
5609.375,8.14090344286e-20
5617.1875,6.30026806669e-20
5625,4.64795082964e-20
5632.8125,5.55125519879e-20
5640.625,5.74349081817e-20
5648.4375,5.05015442831e-20
5656.25,5.02384495912e-20
5664.0625,3.83171041094e-20
5671.875,3.2287871045e-20
5679.6875,2.45853363158e-20
5687.5,1.8952480913e-20
5695.3125,2.36089437804e-20
5703.125,2.17194952489e-20
5710.9375,1.84563020293e-20
5718.75,1.594024071e-20
5726.5625,1.5440500388e-20
5734.375,1.81458033353e-20
5742.1875,1.76341552872e-20
5750,1.28946241323e-20
5757.8125,1.07782958371e-20
5765.625,1.28964769289e-20
5773.4375,1.17417740282e-20
5781.25,8.90918165298e-21
5789.0625,7.49620442122e-21
5796.875,7.37073622511e-21
5804.6875,8.11162691717e-21
5812.5,6.91713222602e-21
5820.3125,5.2976043881e-21
5828.125,4.81332456062e-21
5835.9375,3.45290633048e-21
5843.75,3.89624982185e-21
5851.5625,3.6392994071e-21
5859.375,2.41837351355e-21
5867.1875,1.58964378607e-21
5875,2.10749526243e-21
5882.8125,1.72652060548e-21
5890.625,1.89661769455e-21
5898.4375,1.76471578201e-21
5906.25,1.95591999627e-21
5914.0625,1.47034759205e-21
5921.875,1.68118930193e-21
5929.6875,1.84306529266e-21
5937.5,1.09874149266e-21
5945.3125,9.64352346915e-22
5953.125,1.1061845704e-21
5960.9375,6.86683169732e-22
5968.75,6.2357151801e-22
5976.5625,5.07155601986e-22
5984.375,6.47915571882e-22
5992.1875,5.42594288819e-22
6000,5.11589839867e-22
6007.8125,5.73259631855e-22
6015.625,5.45513490297e-22
6023.4375,3.75595533612e-22
6031.25,2.44911238546e-22
6039.0625,2.2238006746e-22
6046.875,2.10120057939e-22
6054.6875,1.67997998125e-22
6062.5,1.65231972728e-22
6070.3125,1.83406056367e-22
6078.125,2.05506225715e-22
6085.9375,1.46617371892e-22
6093.75,1.19258085016e-22
6101.5625,6.58636905875e-23
6109.375,8.9287469915e-23
6117.1875,1.11438272076e-22
6125,8.62900136819e-23
6132.8125,6.88904393595e-23
6140.625,9.06647319157e-23
6148.4375,7.75849445965e-23
6156.25,6.18344961656e-23
6164.0625,5.3746311187e-23
6171.875,5.35755972029e-23
6179.6875,3.67798596955e-23
6187.5,3.87032802809e-23
6195.3125,3.19569329886e-23
6203.125,2.60143543135e-23
6210.9375,1.82868276188e-23
6218.75,1.44699337353e-23
6226.5625,1.40635664923e-23
6234.375,1.82806041395e-23
6242.1875,1.98489450474e-23
6250,1.61495146711e-23
6257.8125,1.3044707539e-23
6265.625,1.06250300816e-23
6273.4375,8.15385260705e-24
6281.25,8.97459610541e-24
6289.0625,8.01731469691e-24
6296.875,5.20993542019e-24
6304.6875,5.60105337005e-24
6312.5,6.46801896087e-24
6320.3125,4.78203014892e-24
6328.125,5.8328297955e-24
6335.9375,3.49042172327e-24
6343.75,4.76108546374e-24
6351.5625,2.33834045685e-24
6359.375,3.47507082105e-24
6367.1875,2.48143377247e-24
6375,2.52544542985e-24
6382.8125,2.43031536155e-24
6390.625,1.65670471072e-24
6398.4375,2.00205909249e-24
6406.25,1.56694125239e-24
6414.0625,1.50053032453e-24
6421.875,1.31536553963e-24
6429.6875,8.49754361242e-25
6437.5,9.99400379845e-25
6445.3125,8.89228511185e-25
6453.125,7.48297857677e-25
6460.9375,9.13466814727e-25
6468.75,7.07642699516e-25
6476.5625,6.17517367447e-25
6484.375,7.40305628232e-25
6492.1875,4.79416541891e-25
6500,7.92308482862e-25
6507.8125,3.31497677404e-25
6515.625,4.81043882554e-25
6523.4375,4.89209299077e-25
6531.25,4.77291908602e-25
6539.0625,3.93264662927e-25
6546.875,4.59902369827e-25
6554.6875,3.0037919662e-25
6562.5,4.00827032657e-25
6570.3125,2.97463619514e-25
6578.125,3.87835965251e-25
6585.9375,3.24582787682e-25
6593.75,3.03376667687e-25
6601.5625,3.8379656828e-25
6609.375,2.39779669666e-25
6617.1875,3.4604948039e-25
6625,2.71784429673e-25
6632.8125,2.75637274403e-25
6640.625,2.80980336785e-25
6648.4375,2.79962617896e-25
6656.25,2.66968294986e-25
6664.0625,2.30374865009e-25
6671.875,2.77894822156e-25
6679.6875,2.38091751075e-25
6687.5,2.50197455063e-25
6695.3125,2.38590553755e-25
6703.125,2.21895947475e-25
6710.9375,2.34187948453e-25
6718.75,2.30093713181e-25
6726.5625,2.23301997208e-25
6734.375,2.23708328149e-25
6742.1875,2.19926699325e-25
6750,2.17744080518e-25
6757.8125,2.13173135625e-25
6765.625,2.09249178794e-25
6773.4375,2.12265875663e-25
6781.25,2.10760177448e-25
6789.0625,1.98834935998e-25
6796.875,2.03524817049e-25
6804.6875,2.01105613939e-25
6812.5,1.89793343152e-25
6820.3125,2.02352412251e-25
6828.125,1.88307967778e-25
6835.9375,1.94289121323e-25
6843.75,1.86437936546e-25
6851.5625,1.86940078646e-25
6859.375,1.85018500727e-25
6867.1875,1.8321554536e-25
6875,1.81021781733e-25
6882.8125,1.78652670383e-25
6890.625,1.76047843342e-25
6898.4375,1.76698015261e-25
6906.25,1.72636689778e-25
6914.0625,1.72640806776e-25
6921.875,1.70620906201e-25
6929.6875,1.67418772961e-25
6937.5,1.66903906996e-25
6945.3125,1.65113156742e-25
6953.125,1.63924028216e-25
6960.9375,1.61735508533e-25
6968.75,1.60284185076e-25
6976.5625,1.58506467436e-25
6984.375,1.57412391879e-25
6992.1875,1.55948207814e-25
7000,1.54469755504e-25
7007.8125,1.52267098588e-25
7015.625,1.52112179623e-25
7023.4375,1.49662261088e-25
7031.25,1.48906976219e-25
7039.0625,1.47052119695e-25
7046.875,1.46179046873e-25
7054.6875,1.44508459148e-25
7062.5,1.43424410964e-25
7070.3125,1.42005000297e-25
7078.125,1.40852320668e-25
7085.9375,1.39451037777e-25
7093.75,1.38406212199e-25
7101.5625,1.37030512653e-25
7109.375,1.36004868173e-25
7117.1875,1.34753672727e-25
7125,1.335693044e-25
7132.8125,1.32510701044e-25
7140.625,1.31336676466e-25
7148.4375,1.3029991635e-25
7156.25,1.29133616064e-25
