t_s,t_ms,p_acustica_Pa,p_total_Pa
0.00033000000000000005,0.33000000000000007,0.17214840540078874,101325.1721484054
0.000335,0.335,0.17372630288763827,101325.17372630289
0.00034,0.34,0.17526133600877272,101325.17526133601
0.00034500000000000004,0.34500000000000003,0.1767531260177387,101325.17675312601
0.00035000000000000005,0.35000000000000003,0.17820130483767357,101325.17820130484
0.000355,0.355,0.1796055151521231,101325.17960551515
0.00036,0.36000000000000004,0.18096541049320392,101325.18096541049
0.00036500000000000004,0.36500000000000005,0.18228065532708904,101325.18228065532
0.00037000000000000005,0.37000000000000005,0.18355092513679624,101325.18355092514
0.000375,0.375,0.18477590650225736,101325.1847759065
0.00038,0.38,0.18595529717765027,101325.18595529717
0.00038500000000000003,0.385,0.18708880616597345,101325.18708880617
0.00039000000000000005,0.39000000000000007,0.18817615379084512,101325.1881761538
0.000395,0.395,0.18921707176550906,101325.18921707176
0.0004,0.4,0.1902113032590307,101325.19021130326
0.00040500000000000003,0.405,0.19115860295966602,101325.19115860296
0.00041000000000000005,0.41000000000000003,0.19205873713538862,101325.19205873714
0.00041500000000000006,0.41500000000000004,0.19291148369155964,101325.1929114837
0.00042,0.42000000000000004,0.19371663222572622,101325.19371663223
0.00042500000000000003,0.42500000000000004,0.1944739840795353,101325.19447398408
0.00043000000000000004,0.43000000000000005,0.1951833523877495,101325.19518335239
0.00043500000000000006,0.43500000000000005,0.19584456212435317,101325.19584456213
0.00044,0.44,0.19645745014573773,101325.19645745015
0.00044500000000000003,0.445,0.1970218652309548,101325.19702186523
0.00045000000000000004,0.45000000000000007,0.19753766811902757,101325.19753766812
0.00045500000000000006,0.45500000000000007,0.19800473154331152,101325.19800473154
0.00046,0.46,0.1984229402628956,101325.19842294026
0.000465,0.465,0.19879219109103596,101325.19879219109
0.00047000000000000004,0.47000000000000003,0.199112392920616,101325.19911239292
0.00047500000000000005,0.47500000000000003,0.1993834667466256,101325.19938346675
0.00048000000000000007,0.4800000000000001,0.19960534568565433,101325.19960534568
0.000485,0.48500000000000004,0.19977797499239403,101325.199777975
0.0004900000000000001,0.4900000000000001,0.19990131207314632,101325.19990131208
0.000495,0.495,0.19997532649633212,101325.1999753265
0.0005,0.5,0.2,101325.2
0.000505,0.505,0.19997532649633212,101325.1999753265
0.00051,0.51,0.19990131207314632,101325.19990131208
0.000515,0.515,0.19977797499239403,101325.199777975
0.0005200000000000001,0.52,0.19960534568565433,101325.19960534568
0.0005250000000000001,0.525,0.1993834667466256,101325.19938346675
0.0005300000000000001,0.5300000000000001,0.199112392920616,101325.19911239292
0.000535,0.535,0.19879219109103596,101325.19879219109
0.00054,0.54,0.1984229402628956,101325.19842294026
0.000545,0.545,0.19800473154331155,101325.19800473154
0.00055,0.55,0.19753766811902757,101325.19753766812
0.000555,0.555,0.19702186523095477,101325.19702186523
0.0005600000000000001,0.56,0.19645745014573776,101325.19645745015
0.0005650000000000001,0.5650000000000001,0.19584456212435317,101325.19584456213
0.0005700000000000001,0.5700000000000001,0.1951833523877495,101325.19518335239
0.0005750000000000001,0.5750000000000001,0.1944739840795353,101325.19447398408
0.00058,0.58,0.19371663222572624,101325.19371663223
0.000585,0.585,0.19291148369155964,101325.1929114837
0.00059,0.5900000000000001,0.19205873713538862,101325.19205873714
0.000595,0.5950000000000001,0.19115860295966602,101325.19115860296
0.0006000000000000001,0.6000000000000001,0.19021130325903074,101325.19021130326
0.0006050000000000001,0.6050000000000001,0.18921707176550906,101325.18921707176
0.0006100000000000001,0.6100000000000001,0.1881761537908451,101325.1881761538
0.0006150000000000001,0.6150000000000001,0.18708880616597345,101325.18708880617
0.00062,0.62,0.1859552971776503,101325.18595529717
0.000625,0.625,0.18477590650225736,101325.1847759065
0.00063,0.63,0.18355092513679627,101325.18355092514
0.000635,0.635,0.18228065532708906,101325.18228065532
0.00064,0.64,0.18096541049320392,101325.18096541049
0.0006450000000000001,0.645,0.17960551515212314,101325.17960551515
0.0006500000000000001,0.6500000000000001,0.1782013048376736,101325.17820130484
0.0006550000000000001,0.6550000000000001,0.17675312601773865,101325.17675312601
0.0006600000000000001,0.6600000000000001,0.1752613360087727,101325.17526133601
0.000665,0.665,0.1737263028876383,101325.17372630289
0.00067,0.67,0.17214840540078874,101325.1721484054
0.000675,0.675,0.17052803287081847,101325.17052803288
0.00068,0.68,0.16886558510040306,101325.1688655851
0.0006850000000000001,0.685,0.16716147227365405,101325.16716147227
0.0006900000000000001,0.6900000000000001,0.16541611485491237,101325.16541611486
0.0006950000000000001,0.6950000000000001,0.1636299434850047,101325.16362994349
0.0007000000000000001,0.7000000000000001,0.1618033988749895,101325.16180339888
0.000705,0.705,0.15993693169741813,101325.1599369317
0.00071,0.71,0.15803100247513813,101325.15803100247
0.000715,0.7150000000000001,0.15608608146766595,101325.15608608146
0.00072,0.7200000000000001,0.15410264855515787,101325.15410264855
0.0007250000000000001,0.7250000000000001,0.1520811931200062,101325.15208119313
0.0007300000000000001,0.7300000000000001,0.15002221392609194,101325.15002221393
0.0007350000000000001,0.7350000000000001,0.14792621899572192,101325.147926219
0.0007400000000000001,0.7400000000000001,0.1457937254842823,101325.14579372549
0.0007450000000000001,0.7450000000000001,0.14362525955263777,101325.14362525956
0.00075,0.75,0.14142135623730953,101325.14142135624
0.000755,0.755,0.13918255931846288,101325.13918255932
0.00076,0.76,0.13690942118573776,101325.13690942118
0.0007650000000000001,0.765,0.13460250270195467,101325.1346025027
0.0007700000000000001,0.77,0.13226237306473038,101325.13226237307
0.0007750000000000001,0.7750000000000001,0.12988960966603677,101325.12988960967
0.0007800000000000001,0.7800000000000001,0.1274847979497379,101325.12748479795
0.0007850000000000001,0.7850000000000001,0.12504853126714102,101325.12504853126
0.00079,0.79,0.12258141073059536,101325.12258141073
0.000795,0.795,0.12008404506517681,101325.12008404506
0.0008,0.8,0.11755705045849466,101325.11755705046
0.000805,0.805,0.11500105040865574,101325.1150010504
0.0008100000000000001,0.81,0.11241667557042617,101325.11241667558
0.0008150000000000001,0.8150000000000001,0.10980456359962634,101325.1098045636
0.0008200000000000001,0.8200000000000001,0.10716535899579933,101325.10716535899
0.0008250000000000001,0.8250000000000001,0.10449971294318978,101325.10449971295
0.0008300000000000001,0.8300000000000001,0.10180828315007423,101325.10180828314
0.000835,0.8350000000000001,0.09909173368648155,101325.09909173369
0.00084,0.8400000000000001,0.09635073482034312,101325.09635073482
0.000845,0.8450000000000001,0.09358596285211468,101325.09358596285
0.0008500000000000001,0.8500000000000001,0.09079809994790938,101325.09079809995
0.0008550000000000001,0.8550000000000001,0.08798783397118307,101325.08798783398
0.0008600000000000001,0.8600000000000001,0.0851558583130145,101325.08515585831
0.0008650000000000001,0.8650000000000001,0.08230287172102174,101325.08230287173
0.0008700000000000001,0.8700000000000001,0.07942957812695613,101325.07942957812
0.000875,0.875,0.07653668647301798,101325.07653668648
0.00088,0.88,0.07362491053693564,101325.07362491054
0.000885,0.885,0.07069496875585149,101325.07069496876
0.0008900000000000001,0.89,0.06774758404905827,101325.06774758405
0.0008950000000000001,0.895,0.0647834836396299,101325.06478348364
0.0009000000000000001,0.9000000000000001,0.06180339887498951,101325.06180339887
0.0009050000000000001,0.9050000000000001,0.058808065046460835,101325.05880806505
0.0009100000000000001,0.9100000000000001,0.055798221207845826,101325.0557982212
0.0009150000000000001,0.9150000000000001,0.05277460999307457,101325.05277461
0.00092,0.92,0.04973797743297097,101325.04973797743
0.000925,0.925,0.04668907277118111,101325.04668907277
0.00093,0.93,0.043628648279308554,101325.04362864827
0.0009350000000000001,0.935,0.04055745907130256,101325.04055745907
0.0009400000000000001,0.9400000000000001,0.03747626291714492,101325.03747626292
0.0009450000000000001,0.9450000000000001,0.034385820055881915,101325.03438582005
0.0009500000000000001,0.9500000000000001,0.0312868930080462,101325.031286893
0.0009550000000000001,0.9550000000000001,0.028180246387516483,101325.02818024639
0.0009600000000000001,0.9600000000000002,0.02506664671286082,101325.02506664672
0.000965,0.9650000000000001,0.02194686221820913,101325.02194686222
0.00097,0.9700000000000001,0.018821662663702873,101325.01882166267
0.0009750000000000001,0.9750000000000001,0.015691819145569014,101325.01569181915
0.0009800000000000002,0.9800000000000002,0.012558103905862629,101325.0125581039
0.000985,0.985,0.009421290141928593,101325.00942129015
0.00099,0.99,0.006282151815625737,101325.00628215182
0.000995,0.995,0.003141463462364231,101325.00314146346
0.001,1.0,2.4492935982947065e-17,101325.0
0.001005,1.0050000000000001,-0.003141463462364093,101324.99685853654
0.00101,1.01,-0.006282151815625599,101324.99371784818
0.001015,1.0150000000000001,-0.009421290141928544,101324.99057870985
0.00102,1.02,-0.01255810390586267,101324.9874418961
0.001025,1.0250000000000001,-0.015691819145568966,101324.98430818085
0.00103,1.03,-0.01882166266370282,101324.98117833733
0.0010350000000000001,1.0350000000000001,-0.021946862218209084,101324.97805313778
0.0010400000000000001,1.04,-0.02506664671286086,101324.97493335328
0.0010450000000000001,1.0450000000000002,-0.028180246387516525,101324.97181975361
0.0010500000000000002,1.05,-0.03128689300804623,101324.968713107
0.0010550000000000002,1.0550000000000002,-0.034385820055881956,101324.96561417995
0.0010600000000000002,1.0600000000000003,-0.037476262917144954,101324.96252373708
0.0010650000000000002,1.0650000000000002,-0.04055745907130251,101324.95944254093
0.00107,1.07,-0.043628648279308416,101324.95637135173
0.001075,1.075,-0.04668907277118106,101324.95331092723
0.00108,1.08,-0.04973797743297092,101324.95026202257
0.001085,1.085,-0.05277460999307452,101324.94722539
0.00109,1.09,-0.05579822120784578,101324.9442017788
0.001095,1.095,-0.05880806504646078,101324.94119193495
0.0011,1.1,-0.06180339887498946,101324.93819660113
0.001105,1.105,-0.06478348363962984,101324.93521651636
0.00111,1.11,-0.0677475840490583,101324.93225241595
0.001115,1.1150000000000002,-0.07069496875585143,101324.92930503124
0.0011200000000000001,1.12,-0.07362491053693558,101324.92637508946
0.0011250000000000001,1.1250000000000002,-0.07653668647301794,101324.92346331352
0.0011300000000000001,1.1300000000000001,-0.07942957812695617,101324.92057042188
0.0011350000000000002,1.1350000000000002,-0.08230287172102178,101324.91769712827
0.0011400000000000002,1.1400000000000001,-0.08515585831301453,101324.91484414169
0.0011450000000000002,1.1450000000000002,-0.0879878339711831,101324.91201216602
0.0011500000000000002,1.1500000000000001,-0.09079809994790942,101324.90920190005
0.001155,1.155,-0.09358596285211464,101324.90641403715
0.00116,1.16,-0.09635073482034301,101324.90364926518
0.001165,1.165,-0.09909173368648144,101324.90090826631
0.00117,1.17,-0.10180828315007424,101324.89819171686
0.001175,1.175,-0.10449971294318974,101324.89550028705
0.00118,1.1800000000000002,-0.10716535899579929,101324.89283464101
0.001185,1.185,-0.1098045635996263,101324.8901954364
0.00119,1.1900000000000002,-0.11241667557042612,101324.88758332442
0.001195,1.195,-0.1150010504086557,101324.8849989496
0.0012000000000000001,1.2000000000000002,-0.11755705045849461,101324.88244294954
0.0012050000000000001,1.205,-0.12008404506517685,101324.87991595494
0.0012100000000000001,1.2100000000000002,-0.12258141073059532,101324.87741858927
0.0012150000000000002,1.215,-0.12504853126714105,101324.87495146874
0.0012200000000000002,1.2200000000000002,-0.12748479794973794,101324.87251520205
0.0012250000000000002,1.225,-0.12988960966603677,101324.87011039033
0.0012300000000000002,1.2300000000000002,-0.1322623730647304,101324.86773762693
0.0012350000000000002,1.235,-0.1346025027019547,101324.8653974973
0.00124,1.24,-0.13690942118573768,101324.86309057882
0.001245,1.245,-0.1391825593184628,101324.86081744068
0.00125,1.25,-0.1414213562373095,101324.85857864376
0.001255,1.2550000000000001,-0.14362525955263775,101324.85637474044
0.00126,1.26,-0.14579372548428227,101324.85420627451
0.001265,1.2650000000000001,-0.1479262189957219,101324.852073781
0.00127,1.27,-0.1500222139260919,101324.84997778607
0.001275,1.2750000000000001,-0.15208119312000623,101324.84791880687
0.00128,1.28,-0.15410264855515787,101324.84589735145
0.0012850000000000001,1.2850000000000001,-0.15608608146766598,101324.84391391854
0.0012900000000000001,1.29,-0.1580310024751381,101324.84196899753
0.0012950000000000001,1.2950000000000002,-0.1599369316974181,101324.8400630683
0.0013000000000000002,1.3000000000000003,-0.16180339887498948,101324.83819660112
0.0013050000000000002,1.3050000000000002,-0.16362994348500468,101324.83637005651
0.0013100000000000002,1.3100000000000003,-0.16541611485491245,101324.83458388514
0.0013150000000000002,1.3150000000000002,-0.1671614722736541,101324.83283852773
0.0013200000000000002,1.3200000000000003,-0.16886558510040306,101324.8311344149
0.001325,1.325,-0.17052803287081839,101324.82947196712
0.00133,1.33,-0.17214840540078868,101324.8278515946
0.001335,1.335,-0.17372630288763827,101324.82627369711
0.00134,1.34,-0.17526133600877272,101324.82473866399
0.001345,1.345,-0.17675312601773868,101324.82324687399
0.00135,1.35,-0.17820130483767357,101324.82179869516
0.001355,1.355,-0.1796055151521231,101324.82039448485
0.00136,1.36,-0.1809654104932039,101324.81903458951
0.0013650000000000001,1.3650000000000002,-0.18228065532708904,101324.81771934468
0.0013700000000000001,1.37,-0.18355092513679627,101324.81644907486
0.0013750000000000001,1.3750000000000002,-0.1847759065022574,101324.8152240935
0.0013800000000000002,1.3800000000000001,-0.1859552971776503,101324.81404470283
0.0013850000000000002,1.3850000000000002,-0.18708880616597348,101324.81291119383
0.0013900000000000002,1.3900000000000001,-0.1881761537908451,101324.8118238462
0.0013950000000000002,1.3950000000000002,-0.18921707176550906,101324.81078292824
0.0014000000000000002,1.4000000000000001,-0.1902113032590307,101324.80978869674
0.0014050000000000002,1.4050000000000002,-0.19115860295966608,101324.80884139704
0.00141,1.41,-0.1920587371353886,101324.80794126286
0.001415,1.415,-0.1929114836915596,101324.8070885163
0.00142,1.42,-0.19371663222572622,101324.80628336777
0.001425,1.425,-0.1944739840795353,101324.80552601592
0.00143,1.4300000000000002,-0.1951833523877495,101324.80481664761
0.001435,1.435,-0.19584456212435317,101324.80415543787
0.00144,1.4400000000000002,-0.19645745014573776,101324.80354254985
0.001445,1.445,-0.19702186523095477,101324.80297813477
0.0014500000000000001,1.4500000000000002,-0.19753766811902754,101324.80246233188
0.0014550000000000001,1.455,-0.19800473154331152,101324.80199526846
0.0014600000000000001,1.4600000000000002,-0.19842294026289556,101324.80157705974
0.0014650000000000002,1.465,-0.19879219109103596,101324.80120780891
0.0014700000000000002,1.4700000000000002,-0.199112392920616,101324.80088760708
0.0014750000000000002,1.475,-0.1993834667466256,101324.80061653325
0.0014800000000000002,1.4800000000000002,-0.19960534568565433,101324.80039465432
0.0014850000000000002,1.4850000000000003,-0.19977797499239403,101324.800222025
0.0014900000000000002,1.4900000000000002,-0.19990131207314632,101324.80009868792
0.001495,1.495,-0.19997532649633212,101324.8000246735
0.0015,1.5,-0.2,101324.8
0.001505,1.5050000000000001,-0.19997532649633212,101324.8000246735
0.00151,1.51,-0.19990131207314632,101324.80009868792
0.001515,1.5150000000000001,-0.19977797499239403,101324.800222025
0.00152,1.52,-0.19960534568565433,101324.80039465432
0.001525,1.5250000000000001,-0.1993834667466256,101324.80061653325
0.0015300000000000001,1.53,-0.199112392920616,101324.80088760708
0.0015350000000000001,1.5350000000000001,-0.19879219109103596,101324.80120780891
0.0015400000000000001,1.54,-0.1984229402628956,101324.80157705974
0.0015450000000000001,1.5450000000000002,-0.19800473154331152,101324.80199526846
0.0015500000000000002,1.5500000000000003,-0.19753766811902757,101324.80246233188
0.0015550000000000002,1.5550000000000002,-0.1970218652309548,101324.80297813477
0.0015600000000000002,1.5600000000000003,-0.19645745014573773,101324.80354254985
0.0015650000000000002,1.5650000000000002,-0.19584456212435314,101324.80415543787
0.0015700000000000002,1.5700000000000003,-0.19518335238774948,101324.80481664761
0.0015750000000000002,1.5750000000000002,-0.1944739840795353,101324.80552601592
0.00158,1.58,-0.19371663222572627,101324.80628336777
0.001585,1.585,-0.19291148369155967,101324.8070885163
0.00159,1.59,-0.19205873713538862,101324.80794126286
0.001595,1.595,-0.19115860295966602,101324.80884139704
0.0016,1.6,-0.19021130325903074,101324.80978869674
0.001605,1.605,-0.1892170717655091,101324.81078292824
0.00161,1.61,-0.18817615379084512,101324.8118238462
0.0016150000000000001,1.6150000000000002,-0.1870888061659735,101324.81291119383
0.0016200000000000001,1.62,-0.18595529717765033,101324.81404470283
0.0016250000000000001,1.6250000000000002,-0.18477590650225734,101324.8152240935
0.0016300000000000002,1.6300000000000001,-0.18355092513679622,101324.81644907486
0.0016350000000000002,1.6350000000000002,-0.18228065532708904,101324.81771934468
0.0016400000000000002,1.6400000000000001,-0.18096541049320392,101324.81903458951
0.0016450000000000002,1.6450000000000002,-0.17960551515212314,101324.82039448485
0.0016500000000000002,1.6500000000000001,-0.1782013048376736,101324.82179869516
0.0016550000000000002,1.6550000000000002,-0.17675312601773863,101324.82324687399
0.0016600000000000002,1.6600000000000001,-0.1752613360087727,101324.82473866399
0.001665,1.665,-0.17372630288763832,101324.82627369711
0.00167,1.6700000000000002,-0.1721484054007888,101324.8278515946
0.001675,1.675,-0.17052803287081852,101324.82947196712
0.00168,1.6800000000000002,-0.16886558510040311,101324.8311344149
0.001685,1.685,-0.16716147227365405,101324.83283852773
0.00169,1.6900000000000002,-0.16541611485491237,101324.83458388514
0.0016950000000000001,1.695,-0.1636299434850047,101324.83637005651
0.0017000000000000001,1.7000000000000002,-0.1618033988749895,101324.83819660112
0.0017050000000000001,1.705,-0.15993693169741816,101324.8400630683
0.0017100000000000001,1.7100000000000002,-0.15803100247513813,101324.84196899753
0.0017150000000000002,1.715,-0.156086081467666,101324.84391391854
0.0017200000000000002,1.7200000000000002,-0.15410264855515782,101324.84589735145
0.0017250000000000002,1.725,-0.15208119312000618,101324.84791880687
0.0017300000000000002,1.7300000000000002,-0.1500222139260919,101324.84997778607
0.0017350000000000002,1.7350000000000003,-0.14792621899572195,101324.852073781
0.0017400000000000002,1.7400000000000002,-0.14579372548428232,101324.85420627451
0.0017450000000000002,1.7450000000000003,-0.1436252595526378,101324.85637474044
0.00175,1.75,-0.14142135623730953,101324.85857864376
0.001755,1.7550000000000001,-0.1391825593184629,101324.86081744068
0.00176,1.76,-0.1369094211857378,101324.86309057882
0.001765,1.7650000000000001,-0.13460250270195473,101324.8653974973
0.00177,1.77,-0.13226237306473046,101324.86773762693
0.001775,1.7750000000000001,-0.12988960966603683,101324.87011039033
0.0017800000000000001,1.78,-0.12748479794973794,101324.87251520205
0.0017850000000000001,1.7850000000000001,-0.12504853126714105,101324.87495146874
0.0017900000000000001,1.79,-0.12258141073059531,101324.87741858927
0.0017950000000000002,1.7950000000000002,-0.12008404506517684,101324.87991595494
0.0018000000000000002,1.8000000000000003,-0.11755705045849468,101324.88244294954
0.0018050000000000002,1.8050000000000002,-0.11500105040865577,101324.8849989496
0.0018100000000000002,1.8100000000000003,-0.11241667557042619,101324.88758332442
0.0018150000000000002,1.8150000000000002,-0.10980456359962627,101324.8901954364
0.0018200000000000002,1.8200000000000003,-0.10716535899579926,101324.89283464101
0.0018250000000000002,1.8250000000000002,-0.10449971294318974,101324.89550028705
0.0018300000000000002,1.8300000000000003,-0.10180828315007424,101324.89819171686
0.001835,1.835,-0.09909173368648166,101324.90090826631
0.00184,1.84,-0.09635073482034306,101324.90364926518
0.001845,1.845,-0.0935859628521147,101324.90641403715
0.00185,1.85,-0.0907980999479094,101324.90920190005
0.001855,1.8550000000000002,-0.0879878339711831,101324.91201216602
0.00186,1.86,-0.0851558583130146,101324.91484414169
0.0018650000000000001,1.8650000000000002,-0.08230287172102185,101324.91769712827
0.0018700000000000001,1.87,-0.07942957812695624,101324.92057042188
0.0018750000000000001,1.8750000000000002,-0.07653668647301792,101324.92346331352
0.0018800000000000002,1.8800000000000001,-0.07362491053693558,101324.92637508946
0.0018850000000000002,1.8850000000000002,-0.07069496875585142,101324.92930503124
0.0018900000000000002,1.8900000000000001,-0.06774758404905828,101324.93225241595
0.0018950000000000002,1.8950000000000002,-0.06478348363962992,101324.93521651636
0.0019000000000000002,1.9000000000000001,-0.061803398874989535,101324.93819660113
0.0019050000000000002,1.9050000000000002,-0.058808065046460856,101324.94119193495
0.0019100000000000002,1.9100000000000001,-0.055798221207845757,101324.9442017788
0.0019150000000000003,1.9150000000000003,-0.05277460999307451,101324.94722539
0.0019200000000000003,1.9200000000000004,-0.0497379774329709,101324.95026202257
0.001925,1.925,-0.04668907277118122,101324.95331092723
0.00193,1.9300000000000002,-0.043628648279308666,101324.95637135173
0.001935,1.935,-0.040557459071302496,101324.95944254093
0.00194,1.9400000000000002,-0.03747626291714494,101324.96252373708
0.0019450000000000001,1.945,-0.03438582005588194,101324.96561417995
0.0019500000000000001,1.9500000000000002,-0.03128689300804622,101324.968713107
0.001955,1.955,-0.0281802463875166,101324.97181975361
0.0019600000000000004,1.9600000000000004,-0.025066646712860758,101324.97493335328
0.001965,1.965,-0.021946862218209157,101324.97805313778
0.00197,1.97,-0.018821662663702984,101324.98117833733
0.001975,1.975,-0.015691819145568952,101324.98430818085
0.00198,1.98,-0.01255810390586283,101324.9874418961
0.0019850000000000002,1.9850000000000003,-0.009421290141928529,101324.99057870985
0.00199,1.99,-0.00628215181562585,101324.99371784818
0.0019950000000000002,1.9950000000000003,-0.0031414634623641666,101324.99685853654
0.002,2.0,-4.898587196589413e-17,101325.0
0.0020050000000000003,2.0050000000000003,0.0031414634623642464,101325.00314146346
0.00201,2.0100000000000002,0.006282151815625574,101325.00628215182
0.0020150000000000003,2.015,0.009421290141928607,101325.00942129015
0.00202,2.02,0.012558103905862556,101325.0125581039
0.0020250000000000003,2.0250000000000004,0.01569181914556903,101325.01569181915
0.00203,2.0300000000000002,0.018821662663702887,101325.01882166267
0.0020350000000000004,2.035,0.02194686221820906,101325.02194686222
0.00204,2.04,0.025066646712860838,101325.02506664672
0.0020450000000000004,2.0450000000000004,0.028180246387516678,101325.02818024639
0.00205,2.0500000000000003,0.03128689300804612,101325.031286893
0.002055,2.055,0.034385820055881845,101325.03438582005
0.00206,2.06,0.03747626291714484,101325.03747626292
0.002065,2.065,0.0405574590713024,101325.04055745907
0.0020700000000000002,2.0700000000000003,0.04362864827930857,101325.04362864827
0.002075,2.075,0.04668907277118095,101325.04668907277
0.0020800000000000003,2.08,0.04973797743297098,101325.04973797743
0.002085,2.085,0.05277460999307441,101325.05277461
0.0020900000000000003,2.0900000000000003,0.05579822120784583,101325.0557982212
0.002095,2.095,0.05880806504646076,101325.05880806505
0.0021000000000000003,2.1,0.061803398874989604,101325.06180339887
0.002105,2.105,0.06478348363962981,101325.06478348364
0.0021100000000000003,2.1100000000000003,0.06774758404905837,101325.06774758405
0.002115,2.115,0.07069496875585134,101325.07069496876
0.0021200000000000004,2.1200000000000006,0.07362491053693564,101325.07362491054
0.002125,2.125,0.07653668647301799,101325.07653668648
0.0021300000000000004,2.1300000000000003,0.07942957812695614,101325.07942957812
0.002135,2.1350000000000002,0.08230287172102176,101325.08230287173
0.00214,2.14,0.08515585831301437,101325.08515585831
0.002145,2.145,0.087987833971183,101325.08798783398
0.00215,2.15,0.09079809994790931,101325.09079809995
0.0021550000000000002,2.1550000000000002,0.09358596285211462,101325.09358596285
0.00216,2.16,0.09635073482034298,101325.09635073482
0.0021650000000000003,2.165,0.09909173368648157,101325.09909173369
0.00217,2.17,0.10180828315007416,101325.10180828314
0.0021750000000000003,2.1750000000000003,0.10449971294318981,101325.10449971295
0.00218,2.18,0.10716535899579921,101325.10716535899
0.0021850000000000003,2.1850000000000005,0.10980456359962637,101325.1098045636
0.00219,2.19,0.1124166755704261,101325.11241667558
0.0021950000000000003,2.1950000000000003,0.11500105040865582,101325.1150010504
0.0022,2.2,0.11755705045849459,101325.11755705046
0.0022050000000000004,2.2050000000000005,0.12008404506517689,101325.12008404506
0.00221,2.21,0.12258141073059524,101325.12258141073
