t_s,signal_mPa,noise_unit_mPa,mix_snr_+12_mPa,mix_snr_+0_mPa,mix_snr_-6_mPa
0.0035,-0.014591576296,0.374392691519,0.0794516158922,0.359801115223,0.732420052091
0.003625,-0.0168454735878,0.78094450659,0.179318917399,0.764099033003,1.54134367049
0.00375,-0.0183653883659,0.284592903495,0.0531211169133,0.266227515129,0.549472107085
0.003875,-0.0187011950436,-0.475029224798,-0.138023141478,-0.493730419842,-0.966509105793
0.004,-0.0174374421754,-0.243289997261,-0.0785491264795,-0.260727439436,-0.502864805319
0.004125,-0.0142556644214,0.400207903251,0.0862720157745,0.38595223883,0.784264083088
0.00425,-0.00899379576165,-0.0643091624359,-0.0251475270161,-0.0733029581975,-0.137307444077
0.004375,-0.00169426427519,-1.15161083885,-0.290965828324,-1.15330510313,-2.29945997254
0.0045,0.00736705944808,-1.37416269594,-0.337807003614,-1.36679563649,-2.7344479824
0.004625,0.0176771668909,-1.02909328453,-0.240819378925,-1.01141611763,-2.03563388231
0.00475,0.0285108635275,-0.956012834621,-0.211628703236,-0.927501971094,-1.87898551802
0.004875,0.0389843446432,-0.652331896531,-0.12487401933,-0.613347551888,-1.26258890536
0.005,0.0481336518673,0.193280239615,0.0966834530041,0.241413891482,0.433778430199
0.005125,0.0550107201722,0.723516838227,0.236749933063,0.778527558399,1.49861660173
0.00525,0.058786837031,0.483440060806,0.18022148995,0.542226897837,1.0233765719
0.005375,0.0588515394272,0.158526297026,0.0986715448808,0.217377836453,0.375153085814
0.0055,0.0548945886114,0.226697048366,0.111838312597,0.281591636977,0.50721466613
0.005625,0.0469598400103,0.0181795628461,0.0515263397347,0.0651394028565,0.0832328366598
0.00575,0.03546252356,-0.689661047576,-0.137772499215,-0.654198524016,-1.34059217477
0.005875,0.0211654220897,-0.580801600082,-0.124725343775,-0.559636177993,-1.13768612303
0.006,0.00511425321105,0.515621296991,0.134632467182,0.520735550202,1.03391399589
0.006125,-0.0114623436775,0.673590103804,0.157735840537,0.662127760126,1.33252660618
0.00625,-0.0272780784276,-0.187622029458,-0.0744066014324,-0.214900107886,-0.401633243263
0.006375,-0.0411256602782,0.0351649766557,-0.0322926175056,-0.00596068362253,0.0290376924496
0.0065,-0.0520087414313,0.993275952057,0.19749089724,0.941267210626,1.92983733407
0.006625,-0.0592527736037,0.618113838209,0.0960104027288,0.558861064605,1.17404647413
0.00675,-0.0625801664943,-0.3320075884,-0.14597670214,-0.394587754894,-0.725022395913
0.006875,-0.0621388661569,-0.207169657061,-0.114177531216,-0.269308523218,-0.475496675696
0.007,-0.0584787973758,-0.00153758461792,-0.0588650211697,-0.0600163819937,-0.06154668202
0.007125,-0.0524769488063,-0.328448920934,-0.1349795876,-0.38092586974,-0.707818703137
0.00725,-0.0452184714106,0.245182759952,0.0163686533856,0.199964288541,0.443985449801
0.007375,-0.0378471825226,1.34828518215,0.300826742962,1.31043799963,2.65233543125
0.0075,-0.0314035186782,1.09685468145,0.244113920489,1.06545116277,2.15710929222
0.007625,-0.0266705889494,0.0503010353417,-0.0140355401328,0.0236304463924,0.0736931712719
0.00775,-0.0240490981475,-0.184442195695,-0.0703788830239,-0.208491293842,-0.392059660507
0.007875,-0.023479378753,0.0790797375332,-0.00361544678134,0.0556003587801,0.134305441425
0.008,-0.0244237618739,0.115246888692,0.00452494772408,0.0908231268182,0.205524012051
0.008125,-0.0259155242724,0.30844457545,0.0515622501221,0.282529051178,0.589512313379
0.00825,-0.0266724419612,1.03673766606,0.23374428568,1.0100652241,2.04189115364
0.008375,-0.0252645280038,1.56676987037,0.368290269865,1.54150534237,3.10085235058
0.0085,-0.0203178840274,0.448027106343,0.0922214369097,0.427709222315,0.873613717343
0.008625,-0.0107307591169,-1.90244164128,-0.488602493663,-1.91317240039,-3.80660087238
0.00875,0.00412527820662,-2.25137042161,-0.561393403228,-2.2472451434,-4.48794928107
0.008875,0.0242461391031,0.370874008702,0.117405478129,0.395120147805,0.764237072267
0.009,0.0489016790006,1.95567553249,0.54014516245,2.00457721149,3.95098736928
0.009125,0.0766249809096,0.317720591676,0.156432785234,0.394345572586,0.710560904171
0.00925,0.105292549035,-1.0811932216,-0.166290909283,-0.975900672567,-2.05197154123
0.009375,0.132292897134,-0.090856866114,0.109470684214,0.0414360310198,-0.0489903838796
0.0095,0.154770079688,0.646068641848,0.317055185216,0.800838721536,1.44384649365
0.009625,0.169918767474,-0.192234962647,0.12163152804,-0.0223161951731,-0.213640409115
0.00975,0.175299777497,-0.462503901403,0.0591240500512,-0.287204123907,-0.747516827499
0.009875,0.169140583544,0.395244501939,0.268421513699,0.564385085483,0.957757043462
0.01,0.150584959945,0.3540098086,0.239508203429,0.504594768545,0.856927390174
0.010125,0.119859796711,-1.07438245901,-0.150012875393,-0.954522662298,-2.02381503561
0.01025,0.0783350139962,-1.83744424192,-0.383210111997,-1.75910922792,-3.58784823776
0.010375,0.0284636465821,-0.653520705399,-0.135693332678,-0.625057058817,-1.27548158895
0.0105,-0.0263976133035,0.819958883258,0.179566746022,0.793561269954,1.60963544628
0.010625,-0.0822733154461,0.353068907499,0.00641358436739,0.270795592053,0.622191770274
0.01075,-0.134932707638,-1.29893457045,-0.461210319931,-1.43386727809,-2.72664790566
0.010875,-0.180294666319,-1.64699105521,-0.594000114759,-1.82728572153,-3.46647385187
0.011,-0.214830735569,-0.48209906578,-0.335928545766,-0.696929801349,-1.1767448336
0.011125,-0.235921443775,0.531306314766,-0.102463331472,0.29538487099,0.824174023782
0.01125,-0.242124791572,1.0676385281,0.0260538816766,0.825513736526,1.88809412955
0.011375,-0.23332448088,1.69135300582,0.191524185741,1.45802852494,3.14136843294
0.0115,-0.210738245231,1.74861793488,0.228494721221,1.53787968965,3.27821322352
0.011625,-0.176782184503,0.614554397294,-0.0224130993048,0.43777221279,1.04941504492
0.01175,-0.134803560719,-0.397375471819,-0.234619766307,-0.532179032538,-0.927671864532
0.011875,-0.088710147859,0.146152915285,-0.051998195376,0.057442767426,0.202903256232
0.012,-0.0425370581021,1.19786665084,0.258353440598,1.15532959274,2.34752112868
0.012125,-3.6650395496e-07,0.892853050421,0.224274179765,0.892852683917,1.78147567781
0.01225,0.035910326804,-0.0685672579765,0.0186870103083,-0.0326569311725,-0.100899339077
0.012375,0.0632515498319,0.333072212291,0.146915506909,0.396323762123,0.72781798318
0.0125,0.0813181966937,1.39800219746,0.432480471796,1.47932039416,2.87069929753
0.012625,0.0906829607457,0.728093214636,0.273571707418,0.818776175382,1.54341991369
0.01275,0.0930753070555,-0.941534127138,-0.143427372821,-0.848458820083,-1.78553225508
0.012875,0.0911115511551,-0.774085533079,-0.103329943582,-0.682973981924,-1.45339214156
0.013,0.0879060711451,0.459701404239,0.20337784313,0.547607475384,1.00513095916
0.013125,0.0866091383529,-0.397154874457,-0.0131516556829,-0.310545736105,-0.705819015858
0.01325,0.0899273494011,-2.63491013911,-0.571932153267,-2.54498278971,-5.1674095545
0.013375,0.0996867458352,-3.01445735379,-0.657510706699,-2.91477060795,-5.91494641226
0.0135,0.116495696804,-1.60432958625,-0.286493675134,-1.48783388945,-3.08456266744
0.013625,0.139554600971,-0.593450883607,-0.00951352125893,-0.453896282636,-1.04453558287
0.01375,0.16664338205,-0.199472139385,0.116538246011,-0.0328287573351,-0.231355860551
0.013875,0.19429731132,0.206641886876,0.246203406503,0.400939198196,0.606602080897
0.014,0.218159173483,0.316569188896,0.297677758506,0.53472836238,0.849797746168
0.014125,0.233473810753,0.181512260684,0.279067629229,0.414986071436,0.595638384199
0.01425,0.23567227432,0.243426663395,0.296818287605,0.479098937715,0.721372322251
0.014375,0.220979538536,-0.0394455309079,0.211071269149,0.181534007629,0.142275357222
0.0145,0.186973774236,-1.04096958711,-0.0745059639124,-0.853995812877,-1.89003361396
0.014625,0.133027512584,-1.41681318872,-0.222859869889,-1.28378567614,-2.69388645022
0.01475,0.0605716919489,-0.208638466075,0.00816407874639,-0.148066774126,-0.355716776863
0.014875,-0.0268583823224,0.99442119105,0.222928927378,0.967562808727,1.95727274539
0.015,-0.123812573532,0.550211575348,0.0143943255254,0.426399001816,0.97400384802
0.015125,-0.223341831764,-0.558289723156,-0.363577869809,-0.78163155492,-1.33727627721
0.01525,-0.317604899741,-0.762545554093,-0.509147682814,-1.08015045383,-1.83908330727
0.015375,-0.398606862449,-0.336869674152,-0.483224698818,-0.735476536601,-1.07075022834
0.0155,-0.458993207226,-0.231890522898,-0.517241473032,-0.690883730124,-0.921675628763
0.015625,-0.492813852258,-0.400061927033,-0.593304864886,-0.892875779291,-1.29104233892
0.01575,-0.496171908041,-0.13723711018,-0.530644311537,-0.633409018221,-0.769995942198
0.015875,-0.467682024263,0.855695716317,-0.252740978331,0.388013692054,1.23965539158
0.016,-0.408682177435,1.96664038648,0.0853155528112,1.55795820905,3.51528127281
0.016125,-0.323168742114,2.2802498777,0.24960413071,1.95708113559,4.22652790757
0.01625,-0.217454861677,1.86678921523,0.251461388345,1.64933435355,3.50727930946
0.016375,-0.0995831274719,1.45399163172,0.265643057654,1.35440850425,2.80151158159
0.0165,0.0214481665813,0.81003930811,0.224920841284,0.831487474691,1.6376890717
0.016625,0.136563737108,-0.476474505343,0.016878752615,-0.339910768235,-0.814127887446
0.01675,0.237500131019,-1.26131595822,-0.0793281131104,-1.0238158272,-2.27915606768
0.016875,0.317606939232,-0.48540494693,0.195678729234,-0.167798007697,-0.650903258876
0.017,0.372470978316,0.843721488656,0.584404234249,1.21619246697,2.05591666896
0.017125,0.400292743451,1.29216049464,0.724868784833,1.69245323809,2.9784918833
0.01725,0.401971680578,0.899796517186,0.627990346842,1.30176819776,2.19730176246
0.017375,0.380889618453,0.544373855752,0.517630148646,0.925263474205,1.46705825809
0.0175,0.342416357354,0.695743047511,0.51717910944,1.03815940486,1.73060624095
0.017625,0.293193939376,1.02257661825,0.550053572633,1.31577055763,2.33350252994
0.01775,0.240282687277,0.790477737951,0.438841717714,1.03076042523,1.81749312863
0.017875,0.190269461932,-0.225155525171,0.133712951066,-0.0348860632393,-0.258974872449
0.018,0.148444517702,-1.23590072614,-0.161999708766,-1.08745620843,-2.3175016262
0.018125,0.11814687959,-1.351546541,-0.221346262199,-1.23339966141,-2.57854300059
0.01825,0.100359801486,-0.917497723228,-0.130105206706,-0.817137921742,-1.73028882974
0.018375,0.0936094721759,-0.852507627116,-0.120530761955,-0.75889815494,-1.60736686943
0.0185,0.0941848159001,-1.01553842284,-0.1609069026,-0.921353606935,-1.93208072859
0.018625,0.0966579745195,-0.894111714027,-0.127932733752,-0.797453739507,-1.68732943385
0.01875,0.0946482877915,-0.735555889526,-0.0901149980602,-0.640907601734,-1.37297865913
0.018875,0.0817416702591,-0.493608748232,-0.0422472414567,-0.411867077973,-0.903137263427
0.019,0.0524560034817,0.177385311678,0.0970131792371,0.22984131516,0.406386231103
0.019125,0.00313427197089,0.64564227945,0.165312280107,0.64877655142,1.29135998111
0.01925,-0.0673479599788,0.432038431728,0.0411751874761,0.364690471749,0.794682041467
0.019375,-0.157155710858,0.136800096898,-0.122793080135,-0.0203556139594,0.115796367167
0.0195,-0.261413183415,-0.182220602561,-0.307184929326,-0.443633785975,-0.624991084715
0.019625,-0.37249388017,-1.03646814818,-0.632842907981,-1.40896202835,-2.4405197169
0.01975,-0.480665333881,-1.79983000639,-0.93276219109,-2.28049534028,-4.07179831899
0.019875,-0.575029228504,-1.30178872409,-0.902023771778,-1.87681795259,-3.17243921173
0.02,-0.644660957613,0.231282981034,-0.586565299423,-0.413377976579,-0.183190741463
0.020125,-0.679825957937,1.33180570523,-0.3452914899,0.651979747291,1.97747577657
0.02025,-0.673136836266,1.28295184838,-0.350873902242,0.609815012119,1.88668863874
0.020375,-0.620517280132,0.756706889127,-0.430441103389,0.136189608995,0.889311459221
0.0205,-0.521856184209,0.330933087975,-0.438729550867,-0.190923096235,0.138442135003
0.020625,-0.381266727788,-0.0494316052413,-0.393683385637,-0.430698333029,-0.479895746894
0.02075,-0.206907056437,-0.0558347426865,-0.220932109693,-0.262741799124,-0.318312014386
0.020875,-0.0103672037563,0.669191509626,0.157726103555,0.65882430587,1.3248453969
0.021,0.194324417349,1.25623140666,0.509875479873,1.45055582401,2.70083560194
0.021125,0.391977778027,0.569699866671,0.53507991454,0.961677644698,1.52867845284
0.02125,0.567670200655,-0.850558825269,0.354019483416,-0.282888624614,-1.12941777007
0.021375,0.708176664722,-1.46292004056,0.340707764695,-0.754743375838,-2.21073256202
0.0215,0.803247393308,-0.907105230299,0.575392861314,-0.103857836991,-1.00666548842
0.021625,0.846592794843,-0.100478333595,0.821353778561,0.746114461248,0.646112162349
0.02175,0.836466022529,0.281614546181,0.907204398276,1.11808056871,1.39836091387
0.021875,0.775776516908,0.243250616096,0.836878309111,1.019027133,1.2611253043
0.022,0.671719232252,-0.135278328885,0.637738852371,0.536440903366,0.401803480594
0.022125,0.534958097655,-0.645540766647,0.372805588382,-0.110582668992,-0.753065066812
0.02225,0.378452517387,-0.581858438461,0.232296285725,-0.203405921073,-0.78250769752
0.022375,0.216056563418,0.25262970058,0.279514275126,0.468686263998,0.720119084627
0.0225,0.0610471261208,0.691866597115,0.234836157892,0.752913723236,1.44150247433
0.022625,-0.0752536091674,0.0517339399504,-0.0622586309864,-0.0235196692169,0.0279691716206
0.02275,-0.184605717371,-0.535677780349,-0.319161892183,-0.720283497719,-1.25342340547
0.022875,-0.26260119826,-0.193379601727,-0.311175958031,-0.455980799987,-0.64844423007
0.023,-0.308950619873,0.562492347562,-0.167658930306,0.253541727689,0.813369163676
0.023125,-0.327274761505,1.2556388289,-0.0118725477845,0.9283640674,2.17805407502
0.02325,-0.324426797942,1.49110967526,0.0501230181757,1.16668287732,2.65072814459
0.023375,-0.309425860787,0.698284804402,-0.134024648237,0.388858943615,1.08383549455
0.0235,-0.292129428965,-0.302384635884,-0.368085015363,-0.594514064849,-0.895466097571
0.023625,-0.281804382507,-0.0844294113541,-0.303012091787,-0.366233793861,-0.450263205257
0.02375,-0.285770698943,0.5709433628,-0.142356210325,0.285172663857,0.853411076834
0.023875,-0.308285722596,0.0458368078466,-0.296772037027,-0.26244891475,-0.216829267261
0.024,-0.349811044661,-1.03127914035,-0.608856652636,-1.38109018501,-2.40748344962
0.024125,-0.406760956374,-1.36618474352,-0.749931048392,-1.77294569989,-3.1326578904
0.02425,-0.471775881756,-1.38504409077,-0.81968322762,-1.85681997252,-3.23530216063
0.024375,-0.534502398871,-1.43229525351,-0.89427870019,-1.96679765238,-3.3923071421
0.0245,-0.582800498449,-0.488767886054,-0.705573440562,-1.0715683845,-1.55802064226
0.024625,-0.604245722495,1.32175381885,-0.272236174159,0.717508096351,2.03299986192
0.02475,-0.587755103319,2.00274694798,-0.0846878148818,1.41499184466,3.4082504084
0.024875,-0.525146183005,0.945416017379,-0.287668416387,0.420269834374,1.36120676844
0.025,-0.412440516792,-0.119235755586,-0.442391184452,-0.531676272378,-0.650347126509
0.025125,-0.250747168702,-0.241185863316,-0.311330318456,-0.491933032019,-0.731976232681
0.02525,-0.0466054765724,-0.225163051575,-0.103163877985,-0.271768528147,-0.495864828103
0.025375,0.188274835395,-0.405055076346,0.0865296003664,-0.216780240951,-0.619916293925
0.0255,0.437870739438,-0.3447379388,0.351276484348,0.0931328006386,-0.249971878389
0.025625,0.683226334502,-0.0658833237837,0.666677191794,0.617343010718,0.551771821371
0.02575,0.904221200383,0.40317515905,1.00549422154,1.30739635943,1.70866140157
0.025875,1.08154368346,1.08517562587,1.3541274765,2.16671930933,3.24675371489
0.026,1.19865827863,1.25789267367,1.51462663256,2.4565509523,3.70848412668
0.026125,1.24355171708,0.727047078747,1.4261776863,1.97059879583,2.69420135451
0.02625,1.21006206321,0.493888705183,1.33412129693,1.7039507684,2.19549958445
0.026375,1.09863726953,0.589067661489,1.24660437615,1.68770493102,2.27398177547
0.0265,0.916429843354,0.00389482814949,0.917408179952,0.920324671504,0.924201047184
0.026625,0.676706014163,-0.9014008697,0.450284352768,-0.224694855536,-1.12182517183
0.02675,0.397623105435,-0.918043584283,0.167020983146,-0.520420478848,-1.43411466178
0.026875,0.100499224842,-0.229419560604,0.0428716367016,-0.128920335762,-0.357252978747
0.027,-0.192243162344,0.0990647801145,-0.167359214643,-0.0931783822298,0.00541706015883
0.027125,-0.459240416151,-0.0983201808126,-0.483937328963,-0.557560596963,-0.655414967727
0.02725,-0.682224710259,-0.162255299084,-0.72298139868,-0.844480009343,-1.00596659393
0.027375,-0.847714342077,0.146586609221,-0.810893450603,-0.701127732856,-0.55523560482
0.0275,-0.948174308225,0.297710079745,-0.873392917242,-0.65046422848,-0.354164605324
0.027625,-0.982522514897,-0.241624578877,-1.04321586502,-1.22414709377,-1.4646269315
0.02775,-0.955930003453,-1.41910507973,-1.31239308292,-2.37503508318,-3.78741689002
0.027875,-0.878943005204,-2.49973240042,-1.50684739511,-3.37867540562,-5.86656486127
0.028,-0.76603149566,-2.23267306452,-1.32685361334,-2.99870456018,-5.22079992295
0.028125,-0.633734381667,-0.377143521002,-0.72846855098,-1.01087790267,-1.38623463646
0.02825,-0.498617906896,1.04217917698,-0.23683433351,0.543561270087,1.58080293038
0.028375,-0.37528577281,0.357380632545,-0.285515816633,-0.0179051402653,0.337782335406
0.0285,-0.274674065444,-0.935185856783,-0.509582131904,-1.20985992223,-2.14061516297
0.028625,-0.202831681868,-0.669699943839,-0.37105270208,-0.872531625707,-1.53905874215
0.02875,-0.160331002478,0.759895992572,0.0305462408321,0.599564990094,1.3558608348
0.028875,-0.142380250294,1.67075583768,0.277294641609,1.52837558738,3.19121591014
0.029,-0.139626589154,1.36296654034,0.202735126774,1.22333995119,2.57984918535
0.029125,-0.139556966753,0.258902804476,-0.074523522589,0.119345837723,0.377022042257
0.02925,-0.128331518174,-0.65819420958,-0.293662428609,-0.786525727754,-1.44160162048
0.029375,-0.0928305135324,-0.590186040352,-0.241078544215,-0.683016553885,-1.27040647867
0.0295,-0.0226668598126,-0.0427062852178,-0.0333941936504,-0.0653731450304,-0.10787710132
0.029625,0.0880842267286,-0.369194547977,-0.00465325083655,-0.281110321249,-0.648555741742
0.02975,0.239658099435,-1.28995372042,-0.0843636253255,-1.05029562099,-2.33413794698
0.029875,0.426040986253,-0.870426836957,0.207399650116,-0.444385850703,-1.31068887946
0.03,0.635167496499,0.85599849462,0.850184596902,1.49116599112,2.34310903448
0.030125,0.849878109665,1.50723902049,1.22847943413,2.35711713015,3.8572153269
0.03025,1.04955038792,0.501577374773,1.17554092812,1.55112776269,2.05032882184
0.030375,1.21223680972,-0.165063107444,1.17077483173,1.04717370228,0.882892611845
0.0305,1.31707892458,0.538425575002,1.45232531421,1.85550449959,2.3913791838
0.030625,1.34672954777,1.43185966995,1.70639643545,2.77858921773,4.20366518756
0.03075,1.28950674084,1.13282850489,1.5740603959,2.42233524573,3.54979676598
0.030875,1.14102678386,-0.311000515719,1.0629069863,0.83002626814,0.520499174909
0.031,0.905116085903,-1.48346560696,0.53248637293,-0.578349521057,-2.05478693522
0.031125,0.593878467569,-1.12433650615,0.311457906144,-0.53045803858,-1.64946779249
0.03125,0.226886156567,0.127864574531,0.25900428555,0.354750731098,0.482009523547
0.031375,-0.170440043677,0.560081742933,-0.0297538706165,0.389641699255,0.947069951298
0.0315,-0.569104566285,0.253221119551,-0.505498296848,-0.315883446734,-0.0638620090902
0.031625,-0.939232817433,0.785801894912,-0.741848305665,-0.153430922521,0.628648090515
0.03175,-1.25290648638,1.67288667635,-0.832696352005,0.419980189966,2.08494125615
0.031875,-1.48683672058,0.776398876727,-1.29181414019,-0.710437843852,0.0622826995383
0.032,-1.62458761442,-1.22362590262,-1.93194854463,-2.84821351705,-4.06604226555
0.032125,-1.65810893303,-1.32618854162,-1.99123243336,-2.98429747465,-4.30420295268
0.03225,-1.58841089606,0.516705901606,-1.45862024173,-1.07170499446,-0.557447082668
0.032375,-1.42530712569,1.38597802909,-1.07716518512,-0.0393290965976,1.34008260513
0.0325,-1.1862541719,0.36157136743,-1.09543155071,-0.824682804472,-0.464824448298
0.032625,-0.894415889355,-0.82834151219,-1.10248586987,-1.72275740155,-2.54717449255
0.03275,-0.576167034776,-1.18692309975,-0.874308637725,-1.76309013452,-2.94438996646
0.032875,-0.258312922327,-0.98354300911,-0.505367756267,-1.24185593144,-2.22073922356
0.033,0.0346664517936,-0.0460101082653,0.0231092351272,-0.0113436564718,-0.0571357833359
0.033125,0.283042539181,1.72086097915,0.715303273585,2.00390351833,3.71661160018
0.03325,0.473667085246,2.92949775488,1.20952365141,3.40316484012,6.31878355733
0.033375,0.601004439835,2.25120244231,1.16648092678,2.85220688215,5.09274383635
0.0335,0.667259337681,0.701856293494,0.843557667731,1.36911563118,2.06764675061
0.033625,0.681596111016,0.0398985698049,0.691618178628,0.72149468082,0.761204223768
0.03375,0.658550141277,0.108821761447,0.68588493188,0.767371902724,0.875678100941
0.033875,0.61582607038,-0.101899694622,0.590230024351,0.513926375759,0.412509449795
0.034,0.571749024685,-0.674620722041,0.402291960874,-0.102871697356,-0.774296278901
0.034125,0.542676429918,-1.20272288649,0.240566099973,-0.660046456576,-1.85707122085
0.03425,0.540683899198,-1.18566847963,0.242857442572,-0.644984580434,-1.82503573626
0.034375,0.571808166954,-0.478769988545,0.45154658315,0.093038178409,-0.383463548728
0.0345,0.635066302976,-0.0454565236902,0.623648140468,0.589609779286,0.544368614288
0.034625,0.72238050993,-0.469535127326,0.604438618386,0.252845382605,-0.214465235177
0.03475,0.819431806886,-0.710037452972,0.641078462488,0.109394353914,-0.597279165245
0.034875,0.907355908699,-0.24161754239,0.846664326065,0.665738366309,0.425265531732
0.035,0.965093295288,-0.0399811587545,0.955050482269,0.925112136534,0.885320395916
0.035125,0.972124637832,-0.389790888758,0.874213593372,0.582333749074,0.194389566775
0.03525,0.911272001795,-0.553290852897,0.772291623188,0.357981148897,-0.192688386209
0.035375,0.771231825246,-0.637061515249,0.611209207627,0.134170309997,-0.499873008447
0.0355,0.548529723265,-1.20864262747,0.244932421615,-0.660112904208,-1.8630293636
0.035625,0.248647453904,-1.53627266057,-0.137246791215,-1.28762520667,-2.81661949126
0.03575,-0.113837524418,-0.611837135274,-0.267524064257,-0.725674659692,-1.33461310333
0.035875,-0.516149485321,0.558504789506,-0.375859425052,0.0423553041848,0.598214073909
0.036,-0.929180866542,0.398839671459,-0.828996870633,-0.530341195083,-0.133391100364
0.036125,-1.3201478856,-0.19888217223,-1.37010482859,-1.51903005783,-1.71696998897
0.03625,-1.65576227407,0.440244878736,-1.54517776032,-1.21551739533,-0.777358258167
0.036375,-1.90558225878,1.34345985565,-1.56812040051,-0.562122403123,0.774972562883
0.0365,-2.04517919085,0.594426296294,-1.89586605603,-1.45075289456,-0.859142802828
0.036625,-2.05877007989,-1.15081587255,-2.34784195743,-3.20958595244,-4.35494962185
0.03675,-1.94101965921,-1.6494270088,-2.35533699152,-3.59044666801,-5.23205921116
0.036875,-1.69780291738,-0.339246017275,-1.78301766416,-2.03704893466,-2.37468771116
0.037,-1.34583079868,1.17728023744,-1.05011137323,-0.168550561238,1.00315209325
0.037125,-0.911165647161,1.50469576631,-0.533203159268,0.593530119144,2.09109711084
0.03725,-0.426775101971,0.987227172273,-0.178794848086,0.560452070301,1.54300207118
0.037375,0.0706202326094,0.484308690959,0.192273075558,0.554928923568,1.03694311249
0.0375,0.544071058992,-0.039238754736,0.534214729431,0.504832304256,0.465779450381
0.037625,0.959919123786,-0.845708923539,0.747486646782,0.114210200247,-0.727492020784
0.03775,1.29093553665,-1.45923751242,0.92439164587,-0.168301975772,-1.62062608047
0.037875,1.51874248444,-1.23954187765,1.20738364206,0.279200606791,-0.954468711859
0.038,1.6352625104,-0.428294154448,1.52767988287,1.20696835595,0.780703324306
0.038125,1.6430477904,0.0585575177686,1.65775677383,1.70160530817,1.75988539886
0.03825,1.55446691711,-0.123322303608,1.523489755,1.4311446135,1.30840657213
0.038375,1.38985452007,-0.28005961677,1.31950672493,1.1097949033,0.831062120787
0.0385,1.17484512754,0.278307080095,1.24475270537,1.45315220764,1.73014075644
0.038625,0.937203783239,1.02446045178,1.19453661408,1.96166423502,2.98127111586
0.03875,0.703521599871,0.692910681078,0.877572893675,1.39643228095,2.08606016946
0.038875,0.496158169898,-0.503157046975,0.369770833977,-0.00699887707665,-0.507772124441
0.039,0.330782815225,-0.491145775435,0.207412574304,-0.16036296021,-0.649181841656
0.039125,0.214796271216,1.10727275981,0.492930613349,1.32206903102,2.42409588125
0.03925,0.146811439631,1.4969584973,0.522830413422,1.64376993693,3.13363631637
0.039375,0.117247958802,-0.38135354697,0.0214562787784,-0.264105588167,-0.643652402146
0.0395,0.109964648138,-1.19396051267,-0.189944673015,-1.08399586453,-2.27229976836
0.039625,0.104731382972,0.91489725349,0.334543182699,1.01962863646,1.93019139493
0.03975,0.0802418055027,2.39847808995,0.682712262545,2.47871989546,4.86583475167
0.039875,0.0173021777547,0.368405572256,0.109841473579,0.38570775001,0.752367932701
0.04,-0.0981924856871,-2.12199160851,-0.631212678606,-2.22018409419,-4.33212237482
0.040125,-0.272862973091,-1.34620161742,-0.611013530779,-1.61906459051,-2.95888832868
