t_s,t_ms,seno_Pa,nula_Pa
0.00256,2.56,0.19985789452811786,0.0
0.0025800000000000003,2.58,0.1997473913212035,0.0
0.0026000000000000003,2.6000000000000005,0.19960534568565433,0.0
0.0026200000000000004,2.6200000000000006,0.1994317800521228,0.0
0.0026400000000000004,2.6400000000000006,0.1992267218286345,0.0
0.00266,2.66,0.19899020339626006,0.0
0.00268,2.68,0.19872226210400168,0.0
0.0027,2.7,0.19842294026289556,0.0
0.00272,2.72,0.19809228513933025,0.0
0.0027400000000000002,2.74,0.1977303489475828,0.0
0.0027600000000000003,2.7600000000000002,0.1973371888415736,0.0
0.0027800000000000004,2.7800000000000002,0.1969128669058411,0.0
0.0028000000000000004,2.8000000000000003,0.19645745014573773,0.0
0.00282,2.82,0.1959710104768494,0.0
0.00284,2.84,0.1954536247136387,0.0
0.00286,2.8600000000000003,0.19490537455731544,0.0
0.00288,2.8800000000000003,0.1943263465829348,0.0
0.0029000000000000002,2.9000000000000004,0.19371663222572622,0.0
0.0029200000000000003,2.9200000000000004,0.1930763277666548,0.0
0.0029400000000000003,2.9400000000000004,0.1924055343172172,0.0
0.0029600000000000004,2.9600000000000004,0.19170435780347517,0.0
0.0029800000000000004,2.9800000000000004,0.19097290894932858,0.0
0.003,3.0,0.1902113032590307,0.0
0.00302,3.02,0.18941966099894886,0.0
0.00304,3.04,0.1885981071785729,0.0
0.0030600000000000002,3.06,0.1877467715307748,0.0
0.0030800000000000003,3.08,0.1868657884913224,0.0
0.0031000000000000003,3.1000000000000005,0.18595529717765027,0.0
0.0031200000000000004,3.1200000000000006,0.1850154413668916,0.0
0.0031400000000000004,3.1400000000000006,0.18404636947317407,0.0
0.00316,3.16,0.1830482345241835,0.0
0.00318,3.18,0.18202119413699913,0.0
0.0032,3.2,0.18096541049320392,0.0
0.00322,3.22,0.1798810503132742,0.0
0.0032400000000000003,3.24,0.17876828483025275,0.0
0.0032600000000000003,3.2600000000000002,0.1776272897627089,0.0
0.0032800000000000004,3.2800000000000002,0.17645824528699067,0.0
0.0033000000000000004,3.3000000000000003,0.1752613360087727,0.0
0.0033200000000000005,3.3200000000000003,0.1740367509339051,0.0
0.00334,3.3400000000000003,0.1727846834385671,0.0
0.00336,3.3600000000000003,0.17150533123873046,0.0
0.00338,3.3800000000000003,0.17019889635893837,0.0
0.0034000000000000002,3.4000000000000004,0.168865585100403,0.0
0.0034200000000000003,3.4200000000000004,0.16750560800842831,0.0
0.0034400000000000003,3.4400000000000004,0.16611917983916255,0.0
0.0034600000000000004,3.4600000000000004,0.1647065195256855,0.0
0.0034800000000000005,3.4800000000000004,0.16326785014343678,0.0
0.0035,3.5,0.1618033988749895,0.0
0.00352,3.52,0.16031339697417532,0.0
0.00354,3.54,0.15879807972956705,0.0
0.0035600000000000002,3.56,0.15725768642732377,0.0
0.0035800000000000003,3.58,0.15569246031340467,0.0
0.0036000000000000003,3.6000000000000005,0.1541026485551578,0.0
0.0036200000000000004,3.6200000000000006,0.15248850220228957,0.0
0.0036400000000000004,3.6400000000000006,0.15085027614722074,0.0
0.0036600000000000005,3.6600000000000006,0.1491882290848364,0.0
0.00368,3.68,0.1475026234716348,0.0
0.0037,3.7,0.1457937254842823,0.0
0.00372,3.72,0.14406180497758134,0.0
0.0037400000000000003,3.74,0.14230713544185702,0.0
0.0037600000000000003,3.7600000000000002,0.14052999395976978,0.0
0.0037800000000000004,3.7800000000000002,0.138730661162561,0.0
0.0038000000000000004,3.8000000000000003,0.1369094211857377,0.0
0.0038200000000000005,3.8200000000000003,0.13506656162420486,0.0
0.0038400000000000005,3.8400000000000007,0.13320237348685027,0.0
0.00386,3.8600000000000003,0.13131715115059128,0.0
0.00388,3.8800000000000003,0.12941119231388884,0.0
0.0039000000000000003,3.9000000000000004,0.1274847979497379,0.0
0.003920000000000001,3.920000000000001,0.12553827225814004,0.0
0.00394,3.94,0.12357192261806688,0.0
0.00396,3.96,0.12158605953892106,0.0
0.00398,3.98,0.11958099661150375,0.0
0.004,4.0,0.11755705045849466,0.0
0.00402,4.0200000000000005,0.11551454068445353,0.0
0.00404,4.04,0.11345378982535129,0.0
0.00406,4.0600000000000005,0.11137512329763757,0.0
0.00408,4.08,0.10927886934685377,0.0
0.0041,4.1000000000000005,0.10716535899579925,0.0
0.00412,4.12,0.10503492599225912,0.0
0.0041400000000000005,4.140000000000001,0.10288790675630127,0.0
0.0041600000000000005,4.16,0.10072464032715212,0.0
0.0041800000000000006,4.180000000000001,0.09854546830965824,0.0
0.004200000000000001,4.2,0.09635073482034297,0.0
0.004220000000000001,4.220000000000001,0.0941407864330664,0.0
0.004240000000000001,4.240000000000001,0.09191597212429753,0.0
0.004260000000000001,4.260000000000001,0.08967664321800639,0.0
0.00428,4.28,0.08742315333018658,0.0
0.0043,4.3,0.0851558583130145,0.0
0.00432,4.32,0.08287511619865678,0.0
0.00434,4.34,0.08058128714273255,0.0
0.00436,4.36,0.07827473336744048,0.0
0.00438,4.38,0.07595581910436021,0.0
0.0044,4.4,0.07362491053693555,0.0
0.00442,4.42,0.07128237574265008,0.0
0.00444,4.44,0.06892858463490333,0.0
0.00446,4.460000000000001,0.0665639089045973,0.0
0.0044800000000000005,4.48,0.06418872196144186,0.0
0.0045000000000000005,4.500000000000001,0.061803398874989424,0.0
0.004520000000000001,4.5200000000000005,0.0594083163154069,0.0
0.004540000000000001,4.540000000000001,0.05700385249399512,0.0
0.004560000000000001,4.5600000000000005,0.05459038710346492,0.0
0.004580000000000001,4.580000000000001,0.052168301257979326,0.0
0.004600000000000001,4.6000000000000005,0.04973797743297088,0.0
0.00462,4.62,0.04729979940474492,0.0
0.00464,4.64,0.044854152189876206,0.0
0.00466,4.66,0.042401421984410964,0.0
0.00468,4.68,0.03994199610288141,0.0
0.0047,4.7,0.03747626291714492,0.0
0.00472,4.720000000000001,0.03500461179505517,0.0
0.00474,4.74,0.03252743303897667,0.0
0.00476,4.760000000000001,0.030045117824151337,0.0
0.00478,4.78,0.027558058136927518,0.0
0.0048000000000000004,4.800000000000001,0.02506664671286082,0.0
0.0048200000000000005,4.82,0.022571276974696287,0.0
0.0048400000000000006,4.840000000000001,0.020072342970242907,0.0
0.004860000000000001,4.86,0.017570239310148544,0.0
0.004880000000000001,4.880000000000001,0.015065361105586431,0.0
0.004900000000000001,4.9,0.012558103905862539,0.0
0.004920000000000001,4.920000000000001,0.010048863635953843,0.0
0.004940000000000001,4.94,0.007538036533986818,0.0
0.00496,4.96,0.005026019088667474,0.0
0.00498,4.98,0.002513207976670479,0.0
0.005,5.0,2.4492935982947065e-17,0.0
0.00502,5.0200000000000005,-0.0025132079766705187,0.0
0.00504,5.04,-0.005026019088667514,0.0
0.00506,5.0600000000000005,-0.007538036533986947,0.0
0.00508,5.08,-0.010048863635953973,0.0
0.0051,5.1000000000000005,-0.012558103905862756,0.0
0.00512,5.12,-0.01506536110558656,0.0
0.0051400000000000005,5.140000000000001,-0.01757023931014867,0.0
0.0051600000000000005,5.16,-0.020072342970243035,0.0
0.005180000000000001,5.180000000000001,-0.022571276974696415,0.0
0.005200000000000001,5.200000000000001,-0.02506664671286095,0.0
0.005220000000000001,5.220000000000001,-0.027558058136927733,0.0
0.005240000000000001,5.240000000000001,-0.030045117824151465,0.0
0.005260000000000001,5.260000000000001,-0.032527433038976795,0.0
0.005280000000000001,5.280000000000001,-0.035004611795055304,0.0
0.0053,5.3,-0.037476262917144954,0.0
0.00532,5.32,-0.039941996102881454,0.0
0.00534,5.34,-0.04240142198441091,0.0
0.00536,5.36,-0.04485415218987624,0.0
0.00538,5.38,-0.04729979940474496,0.0
0.0054,5.4,-0.04973797743297101,0.0
0.00542,5.42,-0.05216830125797946,0.0
0.00544,5.44,-0.054590387103465136,0.0
0.0054600000000000004,5.460000000000001,-0.05700385249399525,0.0
0.0054800000000000005,5.48,-0.05940831631540702,0.0
0.0055000000000000005,5.500000000000001,-0.06180339887498955,0.0
0.005520000000000001,5.5200000000000005,-0.06418872196144197,0.0
0.005540000000000001,5.540000000000001,-0.06656390890459743,0.0
0.005560000000000001,5.5600000000000005,-0.06892858463490353,0.0
0.005580000000000001,5.580000000000001,-0.0712823757426502,0.0
0.005600000000000001,5.6000000000000005,-0.07362491053693566,0.0
0.005620000000000001,5.620000000000001,-0.07595581910436032,0.0
0.00564,5.64,-0.07827473336744052,0.0
0.00566,5.66,-0.08058128714273259,0.0
0.00568,5.68,-0.08287511619865683,0.0
0.0057,5.7,-0.08515585831301453,0.0
0.00572,5.720000000000001,-0.08742315333018662,0.0
0.00574,5.74,-0.0896766432180065,0.0
0.00576,5.760000000000001,-0.09191597212429764,0.0
0.00578,5.78,-0.0941407864330666,0.0
0.0058000000000000005,5.800000000000001,-0.09635073482034308,0.0
0.0058200000000000005,5.82,-0.09854546830965837,0.0
0.005840000000000001,5.840000000000001,-0.10072464032715223,0.0
0.005860000000000001,5.86,-0.10288790675630138,0.0
0.005880000000000001,5.880000000000001,-0.10503492599225923,0.0
0.005900000000000001,5.9,-0.10716535899579945,0.0
0.005920000000000001,5.920000000000001,-0.10927886934685388,0.0
0.005940000000000001,5.940000000000001,-0.11137512329763768,0.0
0.005960000000000001,5.960000000000001,-0.1134537898253514,0.0
0.00598,5.98,-0.11551454068445355,0.0
0.006,6.0,-0.11755705045849468,0.0
0.00602,6.0200000000000005,-0.11958099661150377,0.0
0.00604,6.04,-0.1215860595389211,0.0
0.00606,6.0600000000000005,-0.12357192261806689,0.0
0.00608,6.08,-0.12553827225814015,0.0
0.0061,6.1000000000000005,-0.127484797949738,0.0
0.0061200000000000004,6.12,-0.12941119231388895,0.0
0.0061400000000000005,6.140000000000001,-0.1313171511505913,0.0
0.0061600000000000005,6.16,-0.13320237348685035,0.0
0.006180000000000001,6.180000000000001,-0.13506656162420494,0.0
0.006200000000000001,6.200000000000001,-0.1369094211857378,0.0
0.006220000000000001,6.220000000000001,-0.13873066116256108,0.0
0.006240000000000001,6.240000000000001,-0.14052999395976992,0.0
0.006260000000000001,6.260000000000001,-0.1423071354418571,0.0
0.006280000000000001,6.280000000000001,-0.14406180497758145,0.0
0.006300000000000001,6.300000000000001,-0.14579372548428238,0.0
0.00632,6.32,-0.14750262347163481,0.0
0.00634,6.34,-0.14918822908483648,0.0
0.00636,6.36,-0.15085027614722077,0.0
0.00638,6.38,-0.1524885022022896,0.0
0.0064,6.4,-0.15410264855515787,0.0
0.00642,6.42,-0.15569246031340472,0.0
0.00644,6.44,-0.15725768642732385,0.0
0.0064600000000000005,6.460000000000001,-0.15879807972956714,0.0
0.0064800000000000005,6.48,-0.1603133969741754,0.0
0.006500000000000001,6.500000000000001,-0.1618033988749896,0.0
0.006520000000000001,6.5200000000000005,-0.16326785014343692,0.0
0.006540000000000001,6.540000000000001,-0.1647065195256855,0.0
0.006560000000000001,6.5600000000000005,-0.16611917983916255,0.0
0.006580000000000001,6.580000000000001,-0.1675056080084284,0.0
0.006600000000000001,6.6000000000000005,-0.16886558510040306,0.0
0.006620000000000001,6.620000000000001,-0.17019889635893842,0.0
0.006640000000000001,6.640000000000001,-0.17150533123873052,0.0
0.00666,6.66,-0.17278468343856704,0.0
0.00668,6.680000000000001,-0.17403675093390514,0.0
0.0067,6.7,-0.17526133600877272,0.0
0.00672,6.720000000000001,-0.1764582452869907,0.0
0.00674,6.74,-0.17762728976270892,0.0
0.00676,6.760000000000001,-0.17876828483025278,0.0
0.0067800000000000004,6.78,-0.17988105031327425,0.0
0.0068000000000000005,6.800000000000001,-0.18096541049320397,0.0
0.0068200000000000005,6.82,-0.18202119413699921,0.0
0.006840000000000001,6.840000000000001,-0.1830482345241836,0.0
0.006860000000000001,6.86,-0.18404636947317415,0.0
0.006880000000000001,6.880000000000001,-0.18501544136689163,0.0
0.006900000000000001,6.9,-0.1859552971776503,0.0
0.006920000000000001,6.920000000000001,-0.18686578849132243,0.0
0.006940000000000001,6.940000000000001,-0.18774677153077485,0.0
0.006960000000000001,6.960000000000001,-0.18859810717857295,0.0
0.006980000000000001,6.980000000000001,-0.1894196609989489,0.0
0.007,7.0,-0.1902113032590307,0.0
0.00702,7.0200000000000005,-0.1909729089493286,0.0
0.00704,7.04,-0.1917043578034752,0.0
0.00706,7.0600000000000005,-0.1924055343172172,0.0
0.00708,7.08,-0.19307632776665481,0.0
0.0071,7.1000000000000005,-0.19371663222572624,0.0
0.0071200000000000005,7.12,-0.19432634658293482,0.0
0.0071400000000000005,7.140000000000001,-0.19490537455731546,0.0
0.0071600000000000006,7.16,-0.19545362471363872,0.0
0.007180000000000001,7.180000000000001,-0.1959710104768494,0.0
0.007200000000000001,7.200000000000001,-0.1964574501457378,0.0
0.007220000000000001,7.220000000000001,-0.1969128669058411,0.0
0.007240000000000001,7.240000000000001,-0.19733718884157364,0.0
0.007260000000000001,7.260000000000001,-0.19773034894758282,0.0
0.007280000000000001,7.280000000000001,-0.19809228513933028,0.0
0.007300000000000001,7.300000000000001,-0.1984229402628956,0.0
0.007320000000000001,7.320000000000001,-0.1987222621040017,0.0
0.00734,7.34,-0.19899020339626006,0.0
0.00736,7.36,-0.19922672182863452,0.0
0.00738,7.38,-0.1994317800521228,0.0
0.0074,7.4,-0.19960534568565433,0.0
0.00742,7.420000000000001,-0.1997473913212035,0.0
0.00744,7.44,-0.19985789452811786,0.0
0.0074600000000000005,7.460000000000001,-0.19993683785666003,0.0
0.0074800000000000005,7.48,-0.19998420884076323,0.0
0.007500000000000001,7.500000000000001,-0.2,0.0
0.007520000000000001,7.5200000000000005,-0.19998420884076323,0.0
0.007540000000000001,7.540000000000001,-0.19993683785666,0.0
0.007560000000000001,7.5600000000000005,-0.19985789452811786,0.0
0.007580000000000001,7.580000000000001,-0.1997473913212035,0.0
0.007600000000000001,7.6000000000000005,-0.19960534568565433,0.0
0.007620000000000001,7.620000000000001,-0.1994317800521228,0.0
0.007640000000000001,7.640000000000001,-0.1992267218286345,0.0
0.007660000000000001,7.660000000000001,-0.19899020339626003,0.0
0.007680000000000001,7.6800000000000015,-0.19872226210400168,0.0
0.0077,7.7,-0.1984229402628956,0.0
0.00772,7.720000000000001,-0.19809228513933025,0.0
0.00774,7.74,-0.1977303489475828,0.0
0.00776,7.760000000000001,-0.1973371888415736,0.0
0.0077800000000000005,7.78,-0.1969128669058411,0.0
0.0078000000000000005,7.800000000000001,-0.19645745014573773,0.0
0.00782,7.82,-0.19597101047684937,0.0
0.007840000000000001,7.840000000000002,-0.19545362471363867,0.0
0.00786,7.86,-0.1949053745573154,0.0
0.00788,7.88,-0.1943263465829348,0.0
0.0079,7.9,-0.19371663222572622,0.0
0.00792,7.92,-0.19307632776665476,0.0
0.007940000000000001,7.940000000000001,-0.1924055343172172,0.0
0.00796,7.96,-0.19170435780347517,0.0
0.007980000000000001,7.980000000000001,-0.19097290894932858,0.0
0.008,8.0,-0.19021130325903074,0.0
0.008020000000000001,8.020000000000001,-0.1894196609989488,0.0
0.00804,8.040000000000001,-0.1885981071785729,0.0
0.008060000000000001,8.06,-0.18774677153077476,0.0
0.00808,8.08,-0.1868657884913224,0.0
0.008100000000000001,8.100000000000001,-0.1859552971776502,0.0
0.00812,8.120000000000001,-0.1850154413668916,0.0
0.008140000000000001,8.14,-0.18404636947317404,0.0
0.00816,8.16,-0.18304823452418348,0.0
0.008180000000000002,8.180000000000001,-0.18202119413699908,0.0
0.0082,8.200000000000001,-0.18096541049320383,0.0
0.00822,8.22,-0.1798810503132742,0.0
0.00824,8.24,-0.17876828483025275,0.0
0.00826,8.26,-0.1776272897627089,0.0
0.008280000000000001,8.280000000000001,-0.1764582452869906,0.0
0.0083,8.3,-0.1752613360087727,0.0
0.008320000000000001,8.32,-0.17403675093390508,0.0
0.00834,8.34,-0.1727846834385671,0.0
0.008360000000000001,8.360000000000001,-0.17150533123873038,0.0
0.00838,8.38,-0.17019889635893837,0.0
0.008400000000000001,8.4,-0.16886558510040292,0.0
0.00842,8.42,-0.16750560800842831,0.0
0.008440000000000001,8.440000000000001,-0.16611917983916238,0.0
0.00846,8.46,-0.16470651952568544,0.0
0.008480000000000001,8.480000000000002,-0.16326785014343673,0.0
0.0085,8.5,-0.1618033988749894,0.0
0.008520000000000002,8.520000000000001,-0.16031339697417524,0.0
0.00854,8.540000000000001,-0.15879807972956697,0.0
0.00856,8.56,-0.15725768642732377,0.0
0.00858,8.58,-0.15569246031340467,0.0
0.0086,8.6,-0.15410264855515782,0.0
0.008620000000000001,8.620000000000001,-0.15248850220228952,0.0
0.00864,8.64,-0.15085027614722069,0.0
0.008660000000000001,8.66,-0.14918822908483634,0.0
0.00868,8.68,-0.14750262347163481,0.0
0.008700000000000001,8.700000000000001,-0.14579372548428218,0.0
0.00872,8.72,-0.14406180497758136,0.0
0.008740000000000001,8.740000000000002,-0.1423071354418569,0.0
0.00876,8.76,-0.1405299939597698,0.0
0.008780000000000001,8.780000000000001,-0.1387306611625608,0.0
0.0088,8.8,-0.13690942118573765,0.0
0.008820000000000001,8.820000000000002,-0.1350665616242048,0.0
0.00884,8.84,-0.13320237348685024,0.0
0.008860000000000002,8.860000000000001,-0.13131715115059117,0.0
0.00888,8.88,-0.12941119231388873,0.0
0.0089,8.9,-0.12748479794973794,0.0
0.00892,8.920000000000002,-0.12553827225814004,0.0
0.00894,8.94,-0.12357192261806682,0.0
0.008960000000000001,8.96,-0.12158605953892102,0.0
0.00898,8.98,-0.11958099661150368,0.0
0.009000000000000001,9.000000000000002,-0.11755705045849452,0.0
0.00902,9.02,-0.11551454068445355,0.0
0.009040000000000001,9.040000000000001,-0.11345378982535115,0.0
0.00906,9.06,-0.1113751232976376,0.0
0.009080000000000001,9.080000000000002,-0.10927886934685363,0.0
0.0091,9.1,-0.10716535899579926,0.0
0.009120000000000001,9.120000000000001,-0.10503492599225893,0.0
0.00914,9.14,-0.1028879067563012,0.0
0.009160000000000001,9.160000000000002,-0.10072464032715206,0.0
0.00918,9.180000000000001,-0.0985454683096582,0.0
0.009200000000000002,9.200000000000001,-0.09635073482034291,0.0
0.00922,9.22,-0.09414078643306635,0.0
0.00924,9.24,-0.09191597212429754,0.0
0.009260000000000001,9.260000000000002,-0.0896766432180064,0.0
0.00928,9.28,-0.08742315333018652,0.0
0.009300000000000001,9.3,-0.08515585831301445,0.0
0.00932,9.32,-0.0828751161986569,0.0
0.009340000000000001,9.340000000000002,-0.08058128714273241,0.0
0.00936,9.36,-0.07827473336744051,0.0
0.009380000000000001,9.38,-0.07595581910436006,0.0
0.0094,9.4,-0.07362491053693558,0.0
0.009420000000000001,9.420000000000002,-0.07128237574264994,0.0
0.00944,9.440000000000001,-0.06892858463490335,0.0
0.009460000000000001,9.46,-0.06656390890459708,0.0
0.00948,9.48,-0.0641887219614418,0.0
0.009500000000000001,9.500000000000002,-0.06180339887498936,0.0
0.00952,9.520000000000001,-0.05940831631540684,0.0
0.009540000000000002,9.540000000000001,-0.05700385249399506,0.0
0.00956,9.56,-0.05459038710346486,0.0
0.00958,9.58,-0.05216830125797936,0.0
0.009600000000000001,9.600000000000001,-0.0497379774329709,0.0
0.00962,9.62,-0.04729979940474486,0.0
0.009640000000000001,9.64,-0.044854152189876144,0.0
0.00966,9.66,-0.042401421984410985,0.0
0.009680000000000001,9.680000000000001,-0.039941996102881266,0.0
0.0097,9.700000000000001,-0.03747626291714494,0.0
0.009720000000000001,9.72,-0.03500461179505503,0.0
0.00974,9.74,-0.03252743303897669,0.0
0.009760000000000001,9.760000000000002,-0.030045117824151188,0.0
0.00978,9.780000000000001,-0.02755805813692754,0.0
0.009800000000000001,9.8,-0.02506664671286058,0.0
0.00982,9.82,-0.022571276974696224,0.0
0.009840000000000002,9.840000000000002,-0.020072342970242844,0.0
0.00986,9.860000000000001,-0.017570239310148478,0.0
0.009880000000000002,9.88,-0.015065361105586367,0.0
0.0099,9.9,-0.012558103905862653,0.0
0.00992,9.92,-0.01004886363595387,0.0
0.009940000000000001,9.940000000000001,-0.007538036533986843,0.0
0.00996,9.96,-0.00502601908866741,0.0
0.009980000000000001,9.98,-0.0025132079766704146,0.0
0.01,10.0,-4.898587196589413e-17,0.0
0.010020000000000001,10.020000000000001,0.0025132079766706714,0.0
0.01004,10.040000000000001,0.00502601908866749,0.0
0.010060000000000001,10.06,0.0075380365339871,0.0
0.01008,10.08,0.010048863635953947,0.0
0.010100000000000001,10.100000000000001,0.012558103905862912,0.0
0.01012,10.120000000000001,0.015065361105586622,0.0
0.010140000000000001,10.14,0.01757023931014891,0.0
0.01016,10.16,0.0200723429702431,0.0
0.010180000000000002,10.180000000000001,0.022571276974696478,0.0
0.0102,10.200000000000001,0.025066646712861015,0.0
0.010220000000000002,10.220000000000002,0.027558058136927795,0.0
0.01024,10.24,0.03004511782415144,0.0
0.01026,10.26,0.03252743303897677,0.0
0.010280000000000001,10.280000000000001,0.035004611795055283,0.0
0.0103,10.3,0.037476262917145016,0.0
0.010320000000000001,10.32,0.039941996102881516,0.0
0.01034,10.34,0.04240142198441089,0.0
