"asset_id","unit","slide_id","type","title","description","pedagogical_purpose","source_url","creator","organization","license","access_date","local_path","status","credit_text","notes"
"U05-MED-005","05","U05-102","audio","Habla filtrada","Frase original y versiones pasa bajos, pasa altos y pasa banda.","Reconocer por escucha y espectro qué regiones modifica cada filtro.","","Equipo docente","UCASAL","Producción propia","","","proposed","Producción propia UCASAL.","Nombre previsto u05_media_005_habla_filtrada.wav; igualación de nivel y filtros documentados."
"U05-CH-001","05","U05-002","chart","Igual RMS, distinta forma","Dos señales temporales con RMS común.","Separar tamaño eficaz y contenido de la señal.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/charts/U05-CH-001/u05_fig_001_igual_rms.svg","approved","Basado en U4 CH-006 y brief U5.","Paquete reproducible completo; clasificación: gráfico cuantitativo."
"U05-CH-002","05","U05-009;U05-010;U05-011;U05-012","chart","Tiempo, magnitud y fase","Familia coordinada de representaciones de una misma señal.","Identificar qué pregunta responde cada dominio.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/charts/U05-CH-002/u05_fig_002_tiempo_magnitud_fase.svg","approved","Basado en libro del curso, figura 5.1.","Paquete reproducible completo; clasificación: gráfico cuantitativo."
"U05-CH-003","05","U05-013;U05-014","chart","Misma magnitud, fase distinta","Dos señales con magnitud espectral igual y fase diferente.","Demostrar que la magnitud sola no determina la forma temporal.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/charts/U05-CH-003/u05_fig_003_misma_magnitud_fase_distinta.svg","approved","Basado en libro del curso y elaboración pedagógica.","Paquete reproducible completo; clasificación: gráfico cuantitativo."
"U05-CH-004","05","U05-016","chart","Segmentación de vocal","Forma temporal con inicio, tramo estable y final.","Introducir análisis local de una señal cuasiestacionaria.","","Equipo docente","UCASAL","Producción propia","","","blocked_asset","Basado en TEX 5.3.1.","No generado: requiere U05-MED-003; no se sustituyó por audio fabricado."
"U05-CH-005","05","U05-019;U05-020;U05-021;U05-025","chart","Síntesis de Fourier","Suma parcial con número creciente de componentes.","Construir intuición antes de serie y transformada.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/charts/U05-CH-005/u05_fig_005_sintesis_fourier.svg","approved","Basado en libro del curso, figura 5.2.","Paquete reproducible completo y alternativa estática 2×2; clasificación: gráfico cuantitativo."
"U05-CH-006","05","U05-032;U05-136","chart","Muestreo y aliasing","Senoides continuas y muestras compartidas.","Mostrar información conservada y ambigüedad por muestreo.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/charts/U05-CH-006/u05_fig_006_muestreo_aliasing.svg","approved","Basado en libro del curso y elaboración pedagógica.","Paquete reproducible completo; clasificación: gráfico cuantitativo."
"U05-CH-007","05","U05-035;U05-036;U05-037;U05-038;U05-039","chart","Bins y resolución","Rejillas espectrales para distintos N y T_obs.","Relacionar parámetros de registro con Δf.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/charts/U05-CH-007/u05_fig_007_bins_resolucion.svg","approved","Basado en TEX/PDF 5.4.4.","Paquete reproducible completo; T_obs y Δf verificados; clasificación: gráfico cuantitativo."
"U05-CH-008","05","U05-041;U05-042;U05-043;U05-044","chart","Fuga espectral","Comparación entre recortes con número entero y no entero de períodos.","Explicar por qué un tono puede ocupar varios bins.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/charts/U05-CH-008/u05_fig_008_fuga_espectral.svg","approved","Basado en libro del curso, figura 5.3.","Paquete reproducible completo; clasificación: gráfico cuantitativo."
"U05-CH-009","05","U05-045;U05-138","chart","Ventanas y respuestas","Ventanas temporales y respuesta normalizada.","Comparar compromiso entre lóbulo principal y laterales.","","Equipo docente","UCASAL","Producción propia","","","pending_source","Basado en libro y documentación técnica por verificar.","No generado: falta cerrar fuente, definición y normalización de ventanas."
"U05-CH-010","05","U05-046;U05-047;U05-048","chart","Espectrograma","Representación tiempo–frecuencia sintética y vocal.","Leer tiempo, frecuencia, color y parámetros de STFT.","","Equipo docente","UCASAL","Producción propia","","","blocked_asset","Basado en libro del curso y registro propio.","No generado: requiere U05-MED-003 y parámetros de captura trazables."
"U05-CH-011","05","U05-063;U05-066;U05-067;U05-068;U05-069","chart","Componentes espectrales","Tres espectros de fundamental, armónicos, inarmónicos y fundamental ausente.","Fijar terminología con contraejemplos.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/charts/U05-CH-011/u05_fig_011_componentes_espectrales.svg","approved","Basado en libro del curso, figura 5.5.","Paquete reproducible completo; clasificación: gráfico cuantitativo."
"U05-CH-012","05","U05-071;U05-072;U05-073;U05-141","chart","Espectro vocal y envolvente","Líneas armónicas bajo una envolvente de resonancias.","Separar fuente periódica, armónicos y formantes.","","Equipo docente","UCASAL","Producción propia","","","blocked_asset","Basado en libro del curso y registro propio.","No generado: requiere U05-MED-003 y un método de envolvente documentado."
"U05-CH-013","05","U05-074;U05-075;U05-076;U05-077;U05-078;U05-079","chart","Regiones de frecuencia","Eje logarítmico con infra, audible y ultra como regiones aproximadas.","Clasificar sin fijar fronteras universales.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/charts/U05-CH-013/u05_fig_013_regiones_frecuencia.svg","approved","Basado en programa oficial y TEX/PDF 5.7.","Paquete reproducible; figura conceptual no a escala perceptual; clasificación: gráfico cuantitativo."
"U05-CH-014","05","U05-084;U05-086;U05-087;U05-088;U05-089;U05-090;U05-091;U05-092;U05-093;U05-094;U05-142","chart","Bandas de octava y tercio","Ejes logarítmicos, centros, límites y anchos.","Construir resolución relativa y cálculo por bandas.","https://webstore.iec.ch/en/publication/5063","Equipo docente","UCASAL","Producción propia basada en fuente técnica","2026-07-31","","pending_standard_check","Basado en TEX/PDF fig. 5.6 e IEC 61260-1:2014.","No generado: requiere copia normativa autorizada para valores y redondeos."
"U05-CH-015","05","U05-085;U05-091;U05-092","chart","Bin frente a banda","Espectro fino e integración por bandas.","Diferenciar ubicación discreta, componente y energía agrupada.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/charts/U05-CH-015/u05_fig_015_bin_frente_banda.svg","approved","Basado en libro del curso y U4 suma energética.","Paquete reproducible completo; suma lineal antes de dB; clasificación: gráfico cuantitativo."
"U05-CH-016","05","U05-095;U05-096;U05-097;U05-098;U05-099;U05-100;U05-101;U05-102;U05-103;U05-144","chart","Respuestas de filtros","Cuatro tipos de filtro e ideal frente a real.","Reconocer regiones de paso, corte, transición y rechazo.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/charts/U05-CH-016/u05_fig_016_respuestas_filtros.svg","approved","Basado en libro del curso, figura 5.7.","Paquete reproducible completo; modelos Butterworth documentados; clasificación: gráfico cuantitativo."
"U05-CH-017","05","U05-108;U05-109;U05-110;U05-111;U05-112;U05-114;U05-115;U05-116;U05-145","chart","Ponderaciones A, C y Z","Curvas nominales de corrección por frecuencia.","Explicar qué modifica una ponderación antes del descriptor.","https://webstore.iec.ch/en/publication/5708","Equipo docente","UCASAL","Producción propia basada en fuente técnica","2026-07-31","","pending_standard_check","Basado en TEX/PDF e IEC 61672-1:2013.","No generado: requiere tabla o expresiones verificadas de la norma autorizada."
"U05-CH-018","05","U05-121;U05-147","chart","Nivel equivalente","Nivel temporal variable y continuo equivalente.","Evitar el promedio aritmético de decibeles.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/charts/U05-CH-018/u05_fig_018_nivel_equivalente.svg","approved","Basado en libro del curso, sección 5.11.","Paquete reproducible; resultado 77,4 dB verificado; clasificación: gráfico cuantitativo."
"U05-CH-019","05","U05-123","chart","Caso hipotético por bandas","Barras de nivel y límites dados.","Aplicar lectura por bandas sin simular conformidad real.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/charts/U05-CH-019/u05_fig_019_caso_bandas.svg","approved","Elaboración pedagógica; datos hipotéticos rotulados.","Paquete reproducible; datos explícitamente hipotéticos y no normativos; clasificación: gráfico cuantitativo."
"U05-DG-001","05","U05-001;U05-006;U05-129","diagram","Mapa narrativo de la unidad","Cuatro tramos y estados de progreso.","Orientar y cerrar con una misma geometría acumulativa.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-001/u05_dg_001_master.pptx","approved","Basado en storyboard U5.","Paquete editable completo; clasificación: diagrama conceptual."
"U05-DG-002","05","U05-003;U05-004;U05-007","diagram","Rutina de lectura","Objeto, ejes, unidades y condiciones.","Instalar el marco recurrente para interpretar visuales.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-002/u05_dg_002_master.pptx","approved","Basado en brief y storyboard U5.","Paquete editable completo; clasificación: diagrama de proceso."
"U05-DG-003","05","U05-010;U05-015;U05-018;U05-022;U05-023;U05-024;U05-025;U05-026;U05-027;U05-028;U05-029;U05-133;U05-134;U05-135","diagram","Fourier y periodicidad anotados","Ecuaciones, ejemplos y callouts graduados.","Formalizar después de la intuición sin sobrecargar.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-003/u05_dg_003_master.pptx","approved","Basado en TEX/PDF 5.3–5.4.","Paquete editable completo; clasificación: ecuación anotada."
"U05-DG-004","05","U05-030;U05-031;U05-033;U05-034;U05-035;U05-036;U05-037;U05-038;U05-039;U05-040;U05-133;U05-134;U05-135;U05-136","diagram","Cadena digital","Captura, muestras, ventana, DFT y bins.","Conectar registro finito con espectro digital.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-004/u05_dg_004_master.pptx","approved","Basado en TEX/PDF 5.4.4.","Paquete editable completo; clasificación: diagrama de proceso."
"U05-DG-005","05","U05-041;U05-042;U05-047;U05-049;U05-050;U05-051;U05-137;U05-138;U05-139;U05-140","diagram","Ventana, espectrograma y bandas","Proceso de selección y comparación bin–banda.","Explicar decisiones del análisis y metadatos.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-005/u05_dg_005_master.pptx","approved","Basado en storyboard y libro U5.","Paquete editable completo; clasificación: esquema mixto."
"U05-DG-006","05","U05-052;U05-053;U05-054;U05-055;U05-056;U05-057;U05-058;U05-059;U05-060;U05-061;U05-062","diagram","Señal–sistema","Cadena X–H–Y, respuesta y ganancia.","Diferenciar contenido de señal y transformación del sistema.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-006/u05_dg_006_master.pptx","approved","Basado en TEX/PDF fig. 5.4.","Paquete editable completo; clasificación: diagrama conceptual."
"U05-DG-007","05","U05-063;U05-064;U05-065;U05-066;U05-067;U05-068;U05-069;U05-070;U05-071;U05-072;U05-073;U05-141","diagram","Mapa de componentes y voz","Taxonomía de componentes y modelo fuente–filtro.","Evitar sinónimos falsos y separar armónicos/formantes.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-007/u05_dg_007_master.pptx","approved","Basado en TEX/PDF 5.6.","Paquete editable completo; clasificación: esquema mixto."
"U05-DG-008","05","U05-077;U05-079;U05-080;U05-081;U05-082;U05-083","diagram","Rangos condicionados","Escalas con límites, condiciones y advertencias.","Evitar fronteras auditivas y dinámicas universales.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-008/u05_dg_008_master.pptx","approved","Basado en programa y TEX/PDF 5.7.","Paquete editable completo; clasificación: esquema mixto; no a escala perceptual."
"U05-DG-009","05","U05-086;U05-087;U05-088;U05-089;U05-090;U05-091;U05-092;U05-093;U05-094;U05-142;U05-143","diagram","Octavas y tercios anotados","Eje logarítmico, razones y ejemplo resuelto.","Construir centro, límites y ancho sin confundir Hz fijos.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-009/u05_dg_009_master.pptx","approved","Basado en TEX/PDF 5.8.","Paquete editable completo; clasificación: ecuación anotada; sin valores normativos tabulados."
"U05-DG-010","05","U05-095;U05-096;U05-097;U05-098;U05-099;U05-100;U05-101;U05-102;U05-103;U05-104;U05-105;U05-144","diagram","Taxonomía de filtros","Entrada–filtro–salida y cuatro tipos.","Relacionar respuesta, parámetros y aplicación.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-010/u05_dg_010_master.pptx","approved","Basado en TEX/PDF 5.9.","Paquete editable completo; clasificación: diagrama conceptual."
"U05-DG-011","05","U05-106;U05-107;U05-108;U05-109;U05-110;U05-111;U05-112;U05-113;U05-114;U05-115;U05-116;U05-145","diagram","Cadena de ponderación","Señal, A/C/Z, integración y descriptor.","Diferenciar filtro de medición, audición y dB HL.","","Equipo docente","UCASAL","Producción propia","","","pending_standard_check","Basado en TEX/PDF 5.10 e IEC 61672-1.","No generado: depende de CH-017 y de verificación normativa autorizada."
"U05-DG-012","05","U05-117;U05-118;U05-119;U05-120;U05-121;U05-122;U05-123;U05-124;U05-146;U05-147;U05-148","diagram","Cadena del sonómetro","Transducción, ponderación, integración e informe.","Integrar instrumento, configuración y descriptores.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-012/u05_dg_012_master.pptx","approved","Basado en TEX/PDF fig. 5.8.","Paquete editable completo; clasificación: diagrama de proceso."
"U05-DG-013","05","U05-125;U05-126;U05-127;U05-128;U05-129;U05-130;U05-131","diagram","Árbol de decisión integrador","Selección entre señal, sistema y medición.","Transferir herramientas a preguntas profesionales.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-013/u05_dg_013_master.pptx","approved","Basado en storyboard U5.","Paquete editable completo; clasificación: diagrama de proceso."
"U05-DG-014","05","U05-017;U05-029;U05-040;U05-051;U05-062;U05-083;U05-094;U05-105;U05-116;U05-124","diagram","Master de recapitulaciones","Rutina acumulativa con un campo nuevo por bloque.","Producir repetición pedagógica sin redundancia.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-014/u05_dg_014_master.pptx","approved","Basado en storyboard U5.","Paquete editable completo; clasificación: diagrama conceptual."
"U05-DG-015","05","U05-149;U05-150","diagram","Solución y glosario","Proceso de resolución e índice de términos.","Mantener detalle consultable en respaldo.","","Equipo docente","UCASAL","Producción propia","","units/unit_05/assets/generated/diagrams/U05-DG-015/u05_dg_015_master.pptx","approved","Basado en storyboard U5.","Paquete editable completo; clasificación: diagrama de proceso."

"U05-BOOK-001","05","U05-048","book_figure","Espectrograma sintético de tres tonos","Ejemplo de 3 s con componentes en 500, 1500 y 3000 Hz.","Practicar lectura de ejes, color y evolución temporal sin inferencia clínica.","","Autor del libro del curso","UCASAL","Material docente del curso","","context/libro_latex/figures/espectrograma.png","approved","Fuente: figura del libro del curso, cap. 5.","Recurso interno; se usa como alternativa estática reproducible y no como registro vocal."
