t_s,signal_phase_set_a,signal_phase_set_b
0.024,-0.11236067977499772,-0.08523876690797103
0.024166666666666666,-0.12320508075688773,-0.08660254037844374
0.024333333333333332,-0.134337050555131,-0.08985358931828408
0.0245,-0.14457671895908414,-0.09616566289223577
0.024666666666666667,-0.15281599404499785,-0.10641483617668432
0.024833333333333332,-0.1581530099779832,-0.12104981901416952
0.025,-0.16,-0.14000000000000007
0.025166666666666667,-0.15815300997798334,-0.16263215717772153
0.025333333333333333,-0.15281599404499796,-0.1877621647918446
0.0255,-0.14457671895908458,-0.21372271335072904
0.025666666666666667,-0.13433705055513123,-0.23848255441376326
0.025833333333333333,-0.12320508075688788,-0.2598076211353313
0.026,-0.11236067977499795,-0.2754500701670015
0.026166666666666668,-0.10290900363116512,-0.2833482697698544
0.026333333333333334,-0.09573794793604037,-0.28181933047109564
0.0265,-0.09139535891828028,-0.26972609306571893
0.02666666666666667,-0.09,-0.2466025403784433
0.026833333333333334,-0.09119699827333658,-0.21272520214060778
0.027,-0.09416407864998724,-0.16912294376673406
0.027166666666666665,-0.0976697687902634,-0.1175231176086805
0.027333333333333334,-0.10017943306441421,-0.060237881397803436
0.0275,-0.09999999999999977,3.7746356561748376e-16
0.027666666666666666,-0.09545008708234684,0.06023788139780279
0.027833333333333335,-0.08503932273825615,0.11752311760868128
0.028,-0.06763932022500224,0.1691229437667336
0.028166666666666666,-0.04262912299843502,0.21272520214060883
0.028333333333333332,-0.009999999999999828,0.2466025403784441
0.0285,0.029591960043290982,0.26972609306571965
0.028666666666666667,0.07483225528250997,0.2818193304710963
0.028833333333333332,0.12381469628469502,0.2833482697698546
0.029,0.17416407864998723,0.27545007016700174
0.029166666666666667,0.2232050807568875,0.25980762113533157
0.029333333333333333,0.26816317182690286,0.23848255441376257
0.0295,0.3063801178340731,0.21372271335073031
0.029666666666666668,0.33552508557351834,0.18776216479184377
0.029833333333333333,0.3537825301247443,0.16263215717772161
0.03,0.36000000000000004,0.13999999999999999
0.030166666666666668,0.35378253012474453,0.12104981901416931
0.030333333333333334,0.33552508557351823,0.10641483617668394
0.0305,0.30638011783407393,0.09616566289223466
0.030666666666666665,0.2681631718269038,0.08985358931828345
0.030833333333333334,0.22320508075688716,0.08660254037844352
0.031,0.17416407864998798,0.08523876690797053
0.031166666666666665,0.12381469628469607,0.08444389069619954
0.03133333333333333,0.07483225528250964,0.08291495139744091
0.0315,0.029591960043290337,0.07951478980668836
0.03166666666666667,-0.01000000000000055,0.07339745962155611
0.03183333333333333,-0.0426291229984346,0.06409623704513004
0.032,-0.06763932022500194,0.05156589330823914
0.03216666666666667,-0.08503932273825757,0.036175788993520204
0.03233333333333333,-0.09545008708234715,0.01865554323425232
0.0325,-0.10000000000000045,6.418882373314578e-16
0.03266666666666666,-0.10017943306441465,-0.018655543234251087
0.03283333333333333,-0.09766976879026379,-0.03617578899351985
0.033,-0.09416407864998755,-0.051565893308238867
0.033166666666666664,-0.09119699827333684,-0.06409623704512943
0.03333333333333333,-0.09000000000000002,-0.07339745962155608
0.0335,-0.09139535891828014,-0.0795147898066885
0.033666666666666664,-0.09573794793604003,-0.08291495139744122
0.03383333333333333,-0.10290900363116501,-0.08444389069620012
0.034,-0.11236067977499797,-0.08523876690797107
0.034166666666666665,-0.12320508075688727,-0.08660254037844416
0.034333333333333334,-0.13433705055513084,-0.08985358931828427
0.0345,-0.1445767189590841,-0.09616566289223541
0.034666666666666665,-0.15281599404499788,-0.10641483617668393
0.034833333333333334,-0.15815300997798326,-0.12104981901417008
0.035,-0.16,-0.14000000000000073
0.035166666666666666,-0.15815300997798354,-0.1626321571777214
0.035333333333333335,-0.15281599404499774,-0.18776216479184482
0.0355,-0.1445767189590846,-0.21372271335072934
0.035666666666666666,-0.13433705055513143,-0.23848255441376265
0.035833333333333335,-0.12320508075688816,-0.2598076211353317
0.036,-0.112360679774998,-0.27545007016700185
0.036166666666666666,-0.10290900363116515,-0.2833482697698547
0.036333333333333336,-0.09573794793604012,-0.2818193304710959
0.0365,-0.0913953589182803,-0.2697260930657196
0.03666666666666667,-0.09000000000000002,-0.24660254037844337
0.036833333333333336,-0.09119699827333669,-0.21272520214060775
0.037,-0.09416407864998723,-0.16912294376673392
0.03716666666666667,-0.0976697687902634,-0.11752311760868028
0.037333333333333336,-0.10017943306441368,-0.060237881397801764
0.0375,-0.09999999999999978,6.6173017837245075e-16
0.03766666666666667,-0.09545008708234642,0.06023788139780446
0.03783333333333333,-0.08503932273825647,0.11752311760867946
0.038,-0.06763932022500203,0.16912294376673326
0.03816666666666667,-0.04262912299843496,0.21272520214060858
0.03833333333333333,-0.010000000000001154,0.24660254037844304
0.0385,0.029591960043290885,0.2697260930657195
0.03866666666666667,0.07483225528250984,0.2818193304710961
0.03883333333333333,0.12381469628469458,0.28334826976985494
0.039,0.17416407864998718,0.27545007016700135
0.03916666666666667,0.22320508075688875,0.2598076211353312
0.03933333333333333,0.26816317182690236,0.23848255441376306
0.0395,0.3063801178340736,0.21372271335072968
0.03966666666666667,0.3355250855735185,0.18776216479184354
0.03983333333333333,0.3537825301247443,0.16263215717772156
