t_ms,temporal,x_m,spatial
1.22,-0.9048270524660194,0.41480000000000006,0.42577929156507244
1.23,-0.9114032766354451,0.4182,0.41151435860510904
1.24,-0.9177546256839809,0.42160000000000003,0.39714789063478056
1.25,-0.9238795325112865,0.42500000000000004,0.3826834323650896
1.26,-0.9297764858882513,0.4284,0.3681245526846783
1.27,-0.9354440308298674,0.4318,0.3534748437792573
1.28,-0.9408807689542255,0.43520000000000003,0.33873792024529126
1.29,-0.9460853588275452,0.43860000000000005,0.3239174181981494
1.3,-0.9510565162951535,0.44200000000000006,0.30901699437494745
1.31,-0.9557930147983301,0.4454,0.2940403252323041
1.32,-0.960293685676943,0.44880000000000003,0.2789911060392295
1.33,-0.9645574184577981,0.45220000000000005,0.26387304996537275
1.34,-0.9685831611286311,0.4556,0.24868988716485474
1.35,-0.9723699203976766,0.459,0.23344536385590547
1.36,-0.9759167619387473,0.46240000000000003,0.2181432413965427
1.37,-0.9792228106217657,0.46580000000000005,0.20278729535651271
1.3800000000000001,-0.9822872507286887,0.46920000000000006,0.18738131458572452
1.3900000000000001,-0.9851093261547739,0.4726,0.17192910027940952
1.4000000000000001,-0.9876883405951378,0.47600000000000003,0.15643446504023092
1.41,-0.9900236577165574,0.47940000000000005,0.1409012319375828
1.42,-0.9921147013144778,0.4828,0.12533323356430448
1.43,-0.9939609554551796,0.4862,0.10973431109104559
1.44,-0.99556196460308,0.48960000000000004,0.09410831331851428
1.45,-0.996917333733128,0.49300000000000005,0.078459095727845
1.46,-0.9980267284282716,0.49640000000000006,0.06279051952931353
1.47,-0.9988898749619699,0.4998,0.0471064507096429
1.48,-0.9995065603657316,0.5032000000000001,0.031410759078128174
1.49,-0.9998766324816606,0.5066,0.015707317311820648
1.5,-1.0,0.51,6.123233995736766e-17
1.51,-0.9998766324816606,0.5134000000000001,-0.015707317311820526
1.52,-0.9995065603657316,0.5168,-0.031410759078128056
1.53,-0.99888987496197,0.5202,-0.04710645070964233
1.54,-0.9980267284282716,0.5236000000000001,-0.0627905195293134
1.55,-0.996917333733128,0.527,-0.07845909572784487
1.56,-0.99556196460308,0.5304,-0.09410831331851416
1.57,-0.9939609554551797,0.5338,-0.10973431109104502
1.58,-0.9921147013144779,0.5372,-0.12533323356430393
1.59,-0.9900236577165576,0.5406000000000001,-0.1409012319375827
1.6,-0.9876883405951378,0.544,-0.1564344650402308
1.61,-0.985109326154774,0.5474,-0.17192910027940939
1.62,-0.9822872507286887,0.5508000000000001,-0.18738131458572438
1.6300000000000001,-0.9792228106217657,0.5542,-0.20278729535651216
1.6400000000000001,-0.9759167619387474,0.5576000000000001,-0.218143241396543
1.6500000000000001,-0.9723699203976767,0.561,-0.23344536385590534
1.6600000000000001,-0.9685831611286312,0.5644,-0.24868988716485463
1.67,-0.9645574184577982,0.5678000000000001,-0.2638730499653731
1.68,-0.9602936856769432,0.5712,-0.27899110603922894
1.69,-0.9557930147983301,0.5746,-0.29404032523230356
1.7,-0.9510565162951536,0.5780000000000001,-0.3090169943749478
1.71,-0.9460853588275455,0.5814,-0.3239174181981493
1.72,-0.9408807689542256,0.5848,-0.33873792024529115
1.73,-0.9354440308298675,0.5882000000000001,-0.3534748437792572
1.74,-0.9297764858882516,0.5916,-0.3681245526846776
1.75,-0.9238795325112868,0.5950000000000001,-0.3826834323650901
1.76,-0.9177546256839813,0.5984,-0.39714789063478045
1.77,-0.9114032766354454,0.6018,-0.41151435860510854
1.78,-0.9048270524660197,0.6052000000000001,-0.4257792915650727
1.79,-0.8980275757606159,0.6086,-0.43993916985591514
1.8,-0.8910065241883679,0.6120000000000001,-0.45399049973954714
1.81,-0.8837656300886936,0.6154000000000001,-0.4679298142605736
1.82,-0.8763066800438636,0.6188,-0.48175367410171505
1.83,-0.8686315144381914,0.6222000000000001,-0.4954586684324076
1.84,-0.8607420270039439,0.6256,-0.5090414157503713
1.85,-0.8526401643540923,0.629,-0.5224985647159488
1.86,-0.8443279255020152,0.6324000000000001,-0.5358267949789969
1.87,-0.8358073613682702,0.6358,-0.5490228179981316
1.8800000000000001,-0.8270805742745618,0.6392,-0.5620833778521304
1.8900000000000001,-0.8181497174250237,0.6426000000000001,-0.5750052520432786
1.9000000000000001,-0.8090169943749475,0.646,-0.5877852522924727
1.9100000000000001,-0.7996846584870907,0.6494000000000001,-0.6004202253258842
1.92,-0.7901550123756905,0.6528,-0.6129070536529763
1.93,-0.78043040733833,0.6562,-0.6252426563357049
1.94,-0.7705132427757893,0.6596000000000001,-0.6374239897486901
1.95,-0.7604059656000314,0.663,-0.6494480483301835
1.96,-0.75011106963046,0.6664000000000001,-0.661311865323652
1.97,-0.7396310949786099,0.6698000000000001,-0.6730125135097734
1.98,-0.7289686274214119,0.6732,-0.6845471059286884
1.99,-0.7181262977631889,0.6766000000000001,-0.6959127965923143
2.0,-0.7071067811865477,0.68,-0.7071067811865478
2.0100000000000002,-0.6959127965923145,0.6834,-0.7181262977631887
2.02,-0.684547105928689,0.6868000000000001,-0.7289686274214113
2.0300000000000002,-0.6730125135097733,0.6902,-0.7396310949786097
2.04,-0.6613118653236519,0.6936,-0.7501110696304593
2.05,-0.6494480483301841,0.6970000000000001,-0.7604059656000309
2.06,-0.6374239897486895,0.7004,-0.7705132427757894
2.07,-0.6252426563357057,0.7038000000000001,-0.7804304073383298
2.08,-0.6129070536529765,0.7072,-0.7901550123756902
2.09,-0.6004202253258848,0.7106,-0.7996846584870905
2.1,-0.5877852522924732,0.7140000000000001,-0.8090169943749477
2.11,-0.5750052520432788,0.7174,-0.8181497174250233
2.12,-0.5620833778521309,0.7208000000000001,-0.8270805742745619
2.13,-0.5490228179981328,0.7242000000000001,-0.8358073613682703
2.14,-0.5358267949789971,0.7276,-0.8443279255020149
2.15,-0.5224985647159494,0.7310000000000001,-0.8526401643540922
2.16,-0.5090414157503719,0.7344,-0.8607420270039438
2.17,-0.49545866843240743,0.7378,-0.8686315144381911
2.18,-0.48175367410171527,0.7412000000000001,-0.8763066800438635
2.19,-0.46792981426057345,0.7446,-0.8837656300886935
2.2,-0.4539904997395469,0.748,-0.8910065241883676
2.21,-0.43993916985591536,0.7514000000000001,-0.8980275757606155
2.22,-0.42577929156507216,0.7548,-0.9048270524660196
2.23,-0.41151435860510915,0.7582000000000001,-0.9114032766354453
2.24,-0.3971478906347803,0.7616,-0.9177546256839809
2.25,-0.38268343236509034,0.765,-0.9238795325112867
2.2600000000000002,-0.3681245526846778,0.7684000000000001,-0.9297764858882515
2.27,-0.35347484377925786,0.7718,-0.9354440308298673
2.2800000000000002,-0.33873792024529137,0.7752000000000001,-0.9408807689542253
2.29,-0.3239174181981495,0.7786000000000001,-0.9460853588275453
2.3000000000000003,-0.30901699437494756,0.782,-0.9510565162951534
2.31,-0.29404032523230506,0.7854000000000001,-0.9557930147983301
2.32,-0.2789911060392296,0.7888000000000001,-0.9602936856769431
2.33,-0.2638730499653733,0.7922,-0.964557418457798
2.34,-0.2486898871648553,0.7956000000000001,-0.968583161128631
2.35,-0.23344536385590514,0.799,-0.9723699203976766
2.36,-0.21814324139654323,0.8024,-0.9759167619387472
2.37,-0.20278729535651238,0.8058000000000001,-0.9792228106217657
2.38,-0.1873813145857255,0.8092,-0.9822872507286887
2.39,-0.17192910027940964,0.8126000000000001,-0.9851093261547739
2.4,-0.15643446504023192,0.8160000000000001,-0.9876883405951377
2.41,-0.14090123193758292,0.8194,-0.9900236577165575
2.42,-0.1253332335643046,0.8228000000000001,-0.9921147013144779
2.43,-0.10973431109104571,0.8262,-0.9939609554551796
2.44,-0.09410831331851485,0.8296000000000001,-0.9955619646030801
2.45,-0.07845909572784557,0.8330000000000001,-0.996917333733128
2.46,-0.06279051952931321,0.8364,-0.9980267284282716
2.47,-0.047106450709642575,0.8398000000000001,-0.99888987496197
2.48,-0.0314107590781283,0.8432000000000001,-0.9995065603657316
2.49,-0.01570731731182077,0.8466,-0.9998766324816606
2.5,-1.8369701987210297e-16,0.8500000000000001,-1.0
2.5100000000000002,0.0157073173118204,0.8534,-0.9998766324816606
2.52,0.03141075907812793,0.8568,-0.9995065603657316
2.5300000000000002,0.047106450709643095,0.8602000000000001,-0.99888987496197
2.54,0.06279051952931283,0.8636,-0.9980267284282716
2.5500000000000003,0.07845909572784521,0.8670000000000001,-0.996917333733128
2.56,0.09410831331851449,0.8704000000000001,-0.99556196460308
2.57,0.10973431109104446,0.8738,-0.9939609554551798
2.58,0.12533323356430334,0.8772000000000001,-0.9921147013144779
2.59,0.1409012319375817,0.8806,-0.9900236577165575
2.6,0.15643446504023067,0.8840000000000001,-0.9876883405951378
2.61,0.1719291002794084,0.8874000000000001,-0.985109326154774
2.62,0.18738131458572427,0.8908,-0.9822872507286887
2.63,0.20278729535651202,0.8942000000000001,-0.9792228106217656
2.64,0.218143241396542,0.8976000000000001,-0.9759167619387475
2.65,0.23344536385590478,0.901,-0.9723699203976766
2.66,0.24868988716485493,0.9044000000000001,-0.9685831611286311
2.67,0.263873049965373,0.9078,-0.9645574184577983
2.68,0.2789911060392292,0.9112,-0.9602936856769431
2.69,0.29404032523230383,0.9146000000000001,-0.9557930147983301
2.7,0.30901699437494723,0.918,-0.9510565162951536
2.71,0.3239174181981483,0.9214000000000001,-0.9460853588275454
2.72,0.33873792024529104,0.9248000000000001,-0.9408807689542256
2.73,0.3534748437792567,0.9282,-0.9354440308298675
2.74,0.3681245526846774,0.9316000000000001,-0.9297764858882516
2.75,0.38268343236508917,0.935,-0.9238795325112866
2.7600000000000002,0.39714789063478073,0.9384000000000001,-0.917754625683981
2.77,0.4115143586051088,0.9418000000000001,-0.9114032766354452
2.7800000000000002,0.4257792915650726,0.9452,-0.9048270524660195
2.79,0.439939169855915,0.9486000000000001,-0.8980275757606156
2.8000000000000003,0.4539904997395474,0.9520000000000001,-0.8910065241883679
2.81,0.46792981426057234,0.9554,-0.8837656300886936
2.82,0.48175367410171416,0.9588000000000001,-0.8763066800438637
2.83,0.4954586684324071,0.9622,-0.8686315144381914
2.84,0.5090414157503708,0.9656,-0.8607420270039439
2.85,0.5224985647159484,0.9690000000000001,-0.8526401643540921
2.86,0.535826794978996,0.9724,-0.8443279255020154
2.87,0.5490228179981318,0.9758000000000001,-0.8358073613682702
2.88,0.5620833778521298,0.9792000000000001,-0.8270805742745618
2.89,0.5750052520432785,0.9826,-0.818149717425024
2.9,0.5877852522924729,0.9860000000000001,-0.8090169943749475
2.91,0.6004202253258838,0.9894000000000001,-0.7996846584870907
2.92,0.6129070536529762,0.9928000000000001,-0.7901550123756905
2.93,0.6252426563357055,0.9962000000000001,-0.7804304073383295
2.94,0.6374239897486893,0.9996,-0.7705132427757896
2.95,0.6494480483301832,1.0030000000000001,-0.7604059656000307
2.96,0.6613118653236513,1.0064000000000002,-0.7501110696304594
2.97,0.6730125135097733,1.0098,-0.7396310949786096
2.98,0.684547105928688,1.0132,-0.7289686274214116
2.99,0.6959127965923142,1.0166000000000002,-0.7181262977631889
3.0,0.7071067811865474,1.02,-0.7071067811865477
3.0100000000000002,0.7181262977631886,1.0234,-0.6959127965923145
3.02,0.7289686274214112,1.0268000000000002,-0.684547105928689
3.0300000000000002,0.73963109497861,1.0302,-0.6730125135097736
3.04,0.7501110696304598,1.0336,-0.6613118653236523
3.0500000000000003,0.760405965600031,1.0370000000000001,-0.6494480483301834
3.06,0.7705132427757888,1.0404,-0.6374239897486902
3.0700000000000003,0.7804304073383298,1.0438,-0.6252426563357051
3.08,0.7901550123756899,1.0472000000000001,-0.6129070536529765
3.09,0.7996846584870899,1.0506,-0.6004202253258848
3.1,0.8090169943749473,1.054,-0.5877852522924732
3.11,0.8181497174250233,1.0574000000000001,-0.5750052520432788
3.12,0.8270805742745616,1.0608,-0.5620833778521309
3.13,0.8358073613682699,1.0642,-0.5490228179981321
3.14,0.8443279255020152,1.0676,-0.5358267949789971
3.15,0.8526401643540918,1.0710000000000002,-0.5224985647159486
3.16,0.8607420270039438,1.0744,-0.5090414157503719
3.17,0.8686315144381909,1.0778,-0.49545866843240743
3.18,0.8763066800438631,1.0812000000000002,-0.48175367410171527
3.19,0.8837656300886929,1.0846,-0.46792981426057423
3.2,0.8910065241883678,1.088,-0.4539904997395469
3.21,0.8980275757606155,1.0914000000000001,-0.43993916985591536
3.22,0.9048270524660194,1.0948,-0.42577929156507294
3.23,0.9114032766354451,1.0982,-0.41151435860510915
3.24,0.9177546256839809,1.1016000000000001,-0.3971478906347811
3.25,0.9238795325112865,1.105,-0.38268343236509034
3.2600000000000002,0.9297764858882515,1.1084,-0.3681245526846786
3.27,0.9354440308298674,1.1118000000000001,-0.35347484377925703
3.2800000000000002,0.9408807689542255,1.1152000000000002,-0.33873792024529054
3.29,0.946085358827545,1.1186,-0.32391741819815034
3.3000000000000003,0.9510565162951535,1.122,-0.30901699437494756
3.31,0.9557930147983298,1.1254000000000002,-0.29404032523230333
3.3200000000000003,0.960293685676943,1.1288,-0.2789911060392296
3.33,0.964557418457798,1.1322,-0.2638730499653733
3.34,0.968583161128631,1.1356000000000002,-0.24868988716485443
3.35,0.9723699203976764,1.139,-0.233445363855906
3.36,0.9759167619387472,1.1424,-0.21814324139654323
3.37,0.9792228106217657,1.1458000000000002,-0.20278729535651238
3.38,0.9822872507286887,1.1492,-0.1873813145857255
3.39,0.9851093261547739,1.1526,-0.17192910027940964
3.4,0.9876883405951377,1.1560000000000001,-0.15643446504023018
3.41,0.9900236577165574,1.1594,-0.1409012319375838
3.42,0.9921147013144777,1.1628,-0.1253332335643046
3.43,0.9939609554551796,1.1662000000000001,-0.10973431109104483
3.44,0.99556196460308,1.1696,-0.09410831331851485
3.45,0.996917333733128,1.173,-0.07845909572784557
3.46,0.9980267284282716,1.1764000000000001,-0.06279051952931321
3.47,0.99888987496197,1.1798000000000002,-0.047106450709642575
3.48,0.9995065603657315,1.1832,-0.03141075907812919
3.49,0.9998766324816606,1.1866,-0.01570731731182077
3.5,1.0,1.1900000000000002,7.044813998280222e-16
3.5100000000000002,0.9998766324816606,1.1934,0.015707317311819513
3.52,0.9995065603657316,1.1968,0.03141075907812793
3.5300000000000002,0.99888987496197,1.2002000000000002,0.047106450709643095
3.54,0.9980267284282716,1.2036,0.06279051952931283
3.5500000000000003,0.9969173337331281,1.207,0.07845909572784521
3.56,0.9955619646030801,1.2104000000000001,0.09410831331851449
3.5700000000000003,0.9939609554551797,1.2138,0.10973431109104446
3.58,0.992114701314478,1.2172,0.12533323356430423
3.59,0.9900236577165578,1.2206000000000001,0.14090123193758256
3.6,0.9876883405951378,1.2240000000000002,0.15643446504023156
3.61,0.985109326154774,1.2274,0.17192910027940927
3.62,0.9822872507286887,1.2308000000000001,0.18738131458572513
3.63,0.9792228106217659,1.2342000000000002,0.2027872953565129
3.64,0.9759167619387473,1.2376,0.218143241396542
3.65,0.972369920397677,1.241,0.23344536385590567
3.66,0.9685831611286313,1.2444000000000002,0.24868988716485493
3.67,0.9645574184577983,1.2478,0.263873049965373
3.68,0.9602936856769433,1.2512,0.2789911060392292
3.69,0.9557930147983305,1.2546000000000002,0.29404032523230383
3.7,0.9510565162951536,1.258,0.30901699437494723
3.71,0.9460853588275454,1.2614,0.3239174181981491
3.72,0.9408807689542257,1.2648000000000001,0.33873792024529187
3.73,0.9354440308298675,1.2682,0.3534748437792567
3.74,0.9297764858882513,1.2716,0.3681245526846774
3.75,0.9238795325112871,1.2750000000000001,0.38268343236509
3.7600000000000002,0.9177546256839811,1.2784,0.39714789063477995
3.77,0.9114032766354456,1.2818,0.41151435860510804
3.7800000000000002,0.9048270524660199,1.2852000000000001,0.4257792915650726
3.79,0.8980275757606161,1.2886000000000002,0.43993916985591586
3.8000000000000003,0.891006524188368,1.292,0.4539904997395458
3.81,0.8837656300886936,1.2954,0.4679298142605731
3.8200000000000003,0.8763066800438638,1.2988000000000002,0.4817536741017157
3.83,0.8686315144381915,1.3022,0.4954586684324064
3.84,0.860742027003944,1.3056,0.5090414157503708
3.85,0.8526401643540926,1.3090000000000002,0.5224985647159498
3.86,0.8443279255020155,1.3124,0.535826794978996
3.87,0.8358073613682703,1.3158,0.5490228179981318
3.88,0.8270805742745618,1.3192000000000002,0.5620833778521312
3.89,0.8181497174250241,1.3226,0.5750052520432778
3.9,0.8090169943749481,1.326,0.5877852522924729
3.91,0.7996846584870908,1.3294000000000001,0.6004202253258846
3.92,0.7901550123756912,1.3328000000000002,0.6129070536529769
3.93,0.7804304073383301,1.3362,0.6252426563357047
3.94,0.7705132427757896,1.3396000000000001,0.63742398974869
3.95,0.7604059656000314,1.3430000000000002,0.6494480483301839
3.96,0.7501110696304601,1.3464,0.6613118653236513
3.97,0.7396310949786097,1.3498,0.6730125135097733
3.98,0.7289686274214116,1.3532000000000002,0.6845471059286886
3.99,0.7181262977631889,1.3566,0.6959127965923142
4.0,0.7071067811865477,1.36,0.707106781186548
4.01,0.6959127965923152,1.3634000000000002,0.7181262977631886
4.0200000000000005,0.684547105928689,1.3668,0.7289686274214112
4.03,0.6730125135097738,1.3702,0.73963109497861
4.04,0.6613118653236524,1.3736000000000002,0.7501110696304591
4.05,0.6494480483301842,1.377,0.7604059656000305
4.0600000000000005,0.6374239897486896,1.3804,0.7705132427757894
4.07,0.6252426563357052,1.3838000000000001,0.7804304073383298
4.08,0.6129070536529766,1.3872,0.7901550123756899
4.09,0.6004202253258849,1.3906,0.7996846584870905
4.1,0.587785252292474,1.3940000000000001,0.8090169943749473
4.11,0.5750052520432781,1.3974000000000002,0.8181497174250237
4.12,0.562083377852131,1.4008,0.827080574274562
4.13,0.5490228179981329,1.4042000000000001,0.8358073613682699
4.14,0.5358267949789979,1.4076000000000002,0.8443279255020152
4.15,0.5224985647159495,1.411,0.8526401643540923
4.16,0.509041415750372,1.4144,0.8607420270039433
4.17,0.4954586684324083,1.4178000000000002,0.8686315144381913
4.18,0.48175367410171616,1.4212,0.8763066800438636
4.19,0.46792981426057356,1.4246,0.8837656300886934
4.2,0.453990499739547,1.4280000000000002,0.8910065241883681
4.21,0.43993916985591547,1.4314,0.8980275757606155
4.22,0.42577929156507305,1.4348,0.9048270524660194
4.23,0.4115143586051085,1.4382000000000001,0.9114032766354454
4.24,0.3971478906347804,1.4416000000000002,0.9177546256839813
4.25,0.38268343236509045,1.445,0.9238795325112865
4.26,0.36812455268467953,1.4484000000000001,0.9297764858882515
4.2700000000000005,0.35347484377925714,1.4518000000000002,0.9354440308298674
4.28,0.3387379202452915,1.4552,0.9408807689542251
4.29,0.32391741819815045,1.4586000000000001,0.9460853588275453
4.3,0.30901699437494856,1.4620000000000002,0.9510565162951535
4.3100000000000005,0.2940403252323035,1.4654,0.95579301479833
4.32,0.2789911060392297,1.4688,0.9602936856769432
4.33,0.2638730499653734,1.4722000000000002,0.964557418457798
4.34,0.2486898871648554,1.4756,0.968583161128631
4.3500000000000005,0.23344536385590528,1.479,0.9723699203976767
4.36,0.2181432413965425,1.4824000000000002,0.9759167619387472
4.37,0.20278729535651338,1.4858,0.9792228106217656
4.38,0.18738131458572563,1.4892,0.9822872507286887
4.39,0.17192910027941063,1.4926000000000001,0.9851093261547739
4.4,0.15643446504023117,1.496,0.9876883405951375
4.41,0.14090123193758305,1.4994,0.9900236577165575
4.42,0.12533323356430473,1.5028000000000001,0.9921147013144778
4.43,0.10973431109104671,1.5062000000000002,0.9939609554551797
4.44,0.09410831331851409,1.5096,0.99556196460308
4.45,0.0784590957278448,1.5130000000000001,0.996917333733128
4.46,0.0627905195293142,1.5164000000000002,0.9980267284282716
4.47,0.04710645070964359,1.5198,0.99888987496197
4.48,0.031410759078128424,1.5232,0.9995065603657315
4.49,0.015707317311821782,1.5266000000000002,0.9998766324816606
4.5,1.1943401194869635e-15,1.53,1.0
4.51,-0.01570731731181939,1.5334,0.9998766324816606
4.5200000000000005,-0.031410759078127806,1.5368000000000002,0.9995065603657315
4.53,-0.04710645070964209,1.5402,0.99888987496197
4.54,-0.06279051952931271,1.5436,0.9980267284282716
4.55,-0.0784590957278442,1.5470000000000002,0.996917333733128
4.5600000000000005,-0.09410831331851437,1.5504000000000002,0.9955619646030801
4.57,-0.10973431109104523,1.5538,0.9939609554551798
4.58,-0.12533323356430412,1.5572000000000001,0.9921147013144779
4.59,-0.14090123193758244,1.5606000000000002,0.9900236577165575
4.6000000000000005,-0.15643446504023142,1.564,0.9876883405951379
4.61,-0.17192910027940916,1.5674000000000001,0.985109326154774
4.62,-0.18738131458572327,1.5708000000000002,0.9822872507286887
4.63,-0.2027872953565102,1.5742,0.9792228106217659
