t_s,ideal,sum_1_odd_terms,sum_3_odd_terms,sum_5_odd_terms,sum_10_odd_terms
-0.012274924974991665,-1.0,-1.2605288129346466,-1.0673387553957594,-1.0090672432212366,-1.0305787933268424
-0.01226658886295432,-1.0,-1.2595715606942761,-1.0647761600000858,-1.0057268980292349,-1.0314472982903156
-0.012258252750916973,-1.0,-1.2585797536306438,-1.0621440639861235,-1.0023655968494152,-1.0319712100140517
-0.012249916638879628,-1.0,-1.2575534189527786,-1.059444886894908,-0.998992441026877,-1.032144251011072
-0.012241580526842282,-1.0,-1.2564925848169313,-1.0566811128391072,-0.9956165780630201,-1.031963954353583
-0.012233244414804936,-1.0,-1.2553972803258042,-1.053855288494815,-0.9922471778594363,-1.0314316965878372
-0.01222490830276759,-1.0,-1.254267535527752,-1.0509700210409523,-0.9888934088678113,-1.0305526892815111
-0.012216572190730244,-1.0,-1.2531033814159578,-1.0480279760477507,-0.9855644142052045,-1.0293359292264477
-0.012208236078692898,-1.0,-1.2519048499275822,-1.0450318753158703,-0.9822692877943517,-1.0277941077608599
-0.012199899966655553,-1.0,-1.2506719739428884,-1.0419844946677144,-0.9790170505885344,-1.0259434801117058
-0.012191563854618207,-1.0,-1.2494047872843381,-1.0388886616925386,-0.9758166269405344,-1.0238036960861459
-0.012183227742580861,-1.0,-1.2481033247156663,-1.035747253446999,-0.9726768211748399,-1.0213975938555053
-0.012174891630543515,-1.0,-1.2467676219409247,-1.0325631941128182,-0.9696062944219821,-1.0187509589721266
-0.01216655551850617,-1.0,-1.2453977156035052,-1.029339452613238,-0.9666135417731566,-1.0158922511342643
-0.012158219406468824,-1.0,-1.2439936432851315,-1.0260790401900408,-0.96370686981278,-1.012852301563164
-0.012149883294431478,-1.0,-1.242555443504831,-1.022785007942866,-0.9608943745856868,-1.0096639841756097
-0.012141547182394132,-1.0,-1.241083155717876,-1.0194604443326218,-0.9581839200547134,-1.0063618640211502
-0.012133211070356786,-1.0,-1.2395768203147024,-1.0161084726508178,-0.9555831171033831,-1.002981826703185
-0.01212487495831944,-1.0,-1.2380364786198013,-1.012732248456653,-0.9530993031370645,-0.9995606927137
-0.012116538846282094,-1.0,-1.2364621728905851,-1.0093349569837204,-0.9507395223347309,-0.9961358207813017
-0.012108202734244749,-1.0,-1.2348539463162282,-1.005919810518241,-0.9485105066018493,-0.9927447044584701
-0.012099866622207403,-1.0,-1.2332118430164833,-1.0024900457507158,-0.9464186572733709,-0.9894245662559904
-0.012091530510170057,-1.0,-1.2315359080404695,-0.999048921102945,-0.9444700276140683,-0.9862119536689467
-0.012083194398132711,-1.0,-1.2298261873654368,-0.9955997140323458,-0.94267030616154,-0.9831423414290297
-0.012074858286095365,-1.0,-1.228082727895505,-0.9921457183155712,-0.9410248009553501,-0.9802497442623787
-0.01206652217405802,-1.0,-1.2263055774603782,-0.9886902413133708,-0.9395384246935813,-0.9775663443310817
-0.012058186062020674,-1.0,-1.2244947848140297,-0.9852366012187357,-0.9382156808560085,-0.9751221373907761
-0.012049849949983328,-1.0,-1.222650399633367,-0.9817881242903191,-0.9370606508307556,-0.9729446015079782
-0.012041513837945982,-1.0,-1.2207724725168685,-0.9783481420731528,-0.936076982078956,-0.9710583919507558
-0.012033177725908636,-1.0,-1.2188610549831944,-0.9749199886087162,-0.9352678773695271,-0.9694850655974012
-0.012024841613871292,-1.0,-1.2169161994697748,-0.9715069976363859,-0.9346360851135472,-0.9682428379024418
-0.012016505501833946,-1.0,-1.2149379593313692,-0.9681124997883283,-0.9341838908252205,-0.9673463751213118
-0.0120081693897966,-1.0,-1.2129263888386046,-0.96473981977989,-0.9339131097336392,-0.9668066241269536
-0.011999833277759255,-1.0,-1.2108815431764866,-0.961392273597548,-0.9338250805668694,-0.9666306817580982
-0.011991497165721909,-1.0,-1.2088034784428836,-0.9580731656864966,-0.9339206605271003,-0.9668217052236576
-0.011983161053684563,-1.0,-1.20669225164699,-0.9547857861399396,-0.934200221472677,-0.9673788646547721
-0.011974824941647217,-1.0,-1.2045479207077612,-0.9515334078921345,-0.9346636473200097,-0.968297338450603
-0.011966488829609871,-1.0,-1.202370544452324,-0.948319283917303,-0.9353103326754045,-0.9695683516099793
-0.011958152717572525,-1.0,-1.2001601826143649,-0.9451466444364259,-0.9361391827038757,-0.9711792567837181
-0.01194981660553518,-1.0,-1.1979168958324884,-0.9420186941340211,-0.9371486142390456,-0.9731136573264829
-0.011941480493497834,-1.0,-1.195640745648556,-0.9389386093869441,-0.9383365581352133,-0.9753515711771796
-0.011933144381460488,-1.0,-1.1933317945059965,-0.9359095355072703,-0.9397004628596891,-0.9778696339580235
-0.011924808269423142,-1.0,-1.190990105748094,-0.9329345840012974,-0.941237299320436,-0.9806413392589945
-0.011916472157385796,-1.0,-1.1886157436162492,-0.9300168298466933,-0.9429435669210902,-0.9836373136712252
-0.01190813604534845,-1.0,-1.1862087732482165,-0.9271593087898335,-0.9448153008324193,-0.9868256237539615
-0.011899799933311105,-1.0,-1.183769260676319,-0.9243650146653144,-0.946848080466299,-0.9901721117693612
-0.011891463821273759,-1.0,-1.1812972728256355,-0.9216368967396565,-0.9490370391353258,-0.9936407567012725
-0.011883127709236413,-1.0,-1.178792877512164,-0.918977857081152,-0.9513768748782674,-0.9971940567917293
-0.011874791597199067,-1.0,-1.1762561434409633,-0.9163907479578602,-0.9538618624287045,-1.0007934295853564
-0.011866455485161721,-1.0,-1.1736871402042663,-0.9138783692656479,-0.9564858663012998,-1.0043996252697682
-0.011858119373124375,-1.0,-1.171085938279571,-0.9114434659882437,-0.959242354967455,-1.0079731489418655
-0.01184978326108703,-1.0,-1.168452609027709,-0.9090887256911888,-0.9621244160893032,-1.011474687317304
-0.011841447149049684,-1.0,-1.1657872246908842,-0.9068167760515622,-0.9651247727783698,-1.0148655353347455
-0.011833111037012338,-1.0,-1.163089858390695,-0.904630182425358,-0.9682358008426522,-1.0181080180888504
-0.011824774924974992,-1.0,-1.1603605841261249,-0.9025314454543424,-0.9714495469833584,-1.0211659035563194
-0.011816438812937646,-1.0,-1.1575994767715143,-0.9005229987141797,-0.974757747900098,-1.0240048016579826
-0.0118081027009003,-1.0,-1.1548066120745062,-0.8986072064056482,-0.9781518502610497,-1.0265925453258917
-0.011799766588862955,-1.0,-1.1519820666539677,-0.8967863610906499,-0.9816230314923118,-1.0288995494167736
-0.011791430476825609,-1.0,-1.149125917997888,-0.895062681474781,-0.9851622213386093,-1.03089914353033
-0.011783094364788263,-1.0,-1.146238244461253,-0.8934383102381198,-0.9887601241453919,-1.0325678750504366
-0.011774758252750917,-1.0,-1.1433191252638966,-0.8919153119159199,-0.9924072418105667,-1.0338857790272178
-0.011766422140713571,-1.0,-1.1403686404883246,-0.8904956708308034,-0.9960938973521952,-1.0348366118546275
-0.011758086028676226,-1.0,-1.1373868710775208,-0.8891812890780666,-0.999810259036892,-1.0354080460688448
-0.01174974991663888,-1.0,-1.1343738988327245,-0.8879739845656519,-1.0035463650120786,-1.035591823993171
-0.011741413804601534,-1.0,-1.1313298064111879,-0.8868754891102906,-1.0072921483838129,-1.0353838683815766
-0.011733077692564188,-1.0,-1.1282546773239064,-0.8858874465913129,-1.0110374626806675,-1.0347843486608326
-0.011724741580526842,-1.0,-1.1251485959333296,-0.8850114111635428,-1.0147721076428935,-1.0337977018360331
-0.011716405468489496,-1.0,-1.1220116474510462,-0.8842488455307107,-1.0184858552752192,-1.032432607601198
-0.01170806935645215,-1.0,-1.1188439179354457,-0.8836011192807081,-1.0221684761006253,-1.0307019176807024
-0.011699733244414805,-1.0,-1.1156454942893588,-0.8830695072840299,-1.0258097655518081,-1.0286225399134754
-0.01169139713237746,-1.0,-1.1124164642576724,-0.8826551881566668,-1.0293995704364154,-1.0262152780751315
-0.011683061020340115,-1.0,-1.109156916424921,-0.8823592427886716,-1.0329278154117068,-1.0235046289082808
-0.011674724908302769,-1.0,-1.1058669402128605,-0.8821826529395973,-1.03638452940401,-1.0205185382934294
-0.011666388796265423,-1.0,-1.1025466258780112,-0.8821262999019418,-1.0397598719082457,-1.0172881189368865
-0.011658052684228077,-1.0,-1.0991960645091834,-0.8821909632336916,-1.0430441591027162,-1.013847332373395
-0.011649716572190731,-1.0,-1.0958153480249784,-0.8823773195610097,-1.046227889714643,-1.0102326384754023
-0.011641380460153386,-1.0,-1.0924045691712665,-0.8826859414520741,-1.0493017705721583,-1.0064826160232865
-0.01163304434811604,-1.0,-1.0889638215186428,-0.8831172963629935,-1.0522567417789637,-1.0026375582179392
-0.011624708236078694,-1.0,-1.08549319945986,-0.8836717456567347,-1.0550840014485177,-0.9987390473050817
-0.011616372124041348,-1.0,-1.0819927982072393,-0.884349543695875,-1.0577750299353152,-0.9948295127261908
-0.011608036012004002,-1.0,-1.0784627137900573,-0.885150837010011,-1.0603216135018354,-0.9909517774115212
-0.011599699899966657,-1.0,-1.0749030430519144,-0.8860756635385375,-1.0627158673606683,-0.9871485969835526
-0.01159136378792931,-1.0,-1.0713138836480736,-0.8871239519495228,-1.0649502580327035,-0.9834621967430596
-0.011583027675891965,-1.0,-1.0676953340427848,-0.8882955210353044,-1.0670176249634633,-0.9799338113628409
-0.011574691563854619,-1.0,-1.064047493506583,-0.8895900791854021,-1.068911201341248,-0.9766032322157419
-0.011566355451817273,-1.0,-1.0603704621135632,-0.8910072239372845,-1.0706246340623589,-0.9735083672132047
-0.011558019339779927,-1.0,-1.0566643407386378,-0.8925464416054629,-1.0721520027904015,-0.97068481792864
-0.011549683227742582,-1.0,-1.0529292310547664,-0.8942071069893596,-1.0734878380586108,-0.9681654786272174
-0.011541347115705236,-1.0,-1.0491652355301686,-0.895988483160307,-1.0746271383661044,-0.9659801616213244
-0.01153301100366789,-1.0,-1.0453724574255119,-0.8978897213280044,-1.0755653862211485,-0.9641552531210081
-0.011524674891630544,-1.0,-1.041551000791079,-0.899909860786702,-1.0762985630867288,-0.9627134034533402
-0.011516338779593198,-1.0,-1.0377009704639137,-0.9020478289413003,-1.0768231631861116,-0.9616732551867315
-0.011508002667555852,-1.0,-1.033822472064944,-0.9043024414135485,-1.0771362061285745,-0.9610492123190468
-0.011499666555518507,-1.0,-1.0299156119960857,-0.9066724022284144,-1.0772352483179646,-0.9608512532755012
-0.01149133044348116,-1.0,-1.0259804974373221,-0.909156304080679,-1.077118393109546,-0.9610847900180972
-0.011482994331443815,-1.0,-1.0220172363437645,-0.9117526286817458,-1.0767842996832282,-0.9617505750968635
-0.011474658219406469,-1.0,-1.0180259374426905,-0.9144597471865767,-1.0762321906041843,-0.9628446579795158
-0.011466322107369123,-1.0,-1.014006710230561,-0.9172759207006542,-1.075461858044775,-0.9643583914850418
-0.011457985995331777,-1.0,-1.0099596649700158,-0.9201993008667706,-1.0744736686446474,-0.9662784886235776
-0.011449649883294432,-1.0,-1.0058849126868508,-0.9232279305314125,-1.073268566989004,-0.9685871296149641
-0.011441313771257086,-1.0,-1.001782565166969,-0.9263597444904524,-1.071848077688057,-0.9712621183271826
-0.01143297765921974,-1.0,-0.997652734953316,-0.9295925703137847,-1.0702143060439413,-0.9742770868488884
-0.011424641547182394,-1.0,-0.9934955353427917,-0.9329241292485256,-1.0683699372945041,-0.9776017463930188
-0.011416305435145048,-1.0,-0.9893110803831423,-0.9363520372002961,-1.0663182344266577,-0.9812021822263951
-0.011407969323107704,-1.0,-0.9850994848698327,-0.9398738057920956,-1.064063034555274,-0.9850411898387341
-0.011399633211070358,-1.0,-0.9808608643428931,-0.9434868435001769,-1.0616087438668276,-0.9890786491085107
-0.011391297099033013,-1.0,-0.9765953350837554,-0.9471884568663177,-1.058960331130431,-0.9932719327979032
-0.011382960986995667,-1.0,-0.9723030141120586,-0.9509758517858073,-1.056123319782075,-0.997576345318771
-0.011374624874958321,-1.0,-0.9679840191824405,-0.9548461348704246,-1.0531037785913517,-1.0019455873611125
-0.011366288762920975,-1.0,-0.963638468781306,-0.9587963148856137,-1.0499083109231213,-1.0063322416679912
-0.01135795265088363,-1.0,-0.959266482123578,-0.9628233042610453,-1.0465440426099932,-1.0106882749807882
-0.011349616538846283,-1.0,-0.9548681791494258,-0.9669239206736483,-1.043018608454679,-1.0149655509679776
-0.011341280426808938,-1.0,-0.9504436805209748,-0.9710948887022064,-1.039340137384569,-1.0191163487928416
-0.011332944314771592,-1.0,-0.9459931076189971,-0.9753328415525147,-1.0355172362840965,-1.023093881872008
-0.011324608202734246,-1.0,-0.9415165825395804,-0.9796343228520609,-1.0315589725335588,-1.026852811329155
-0.0113162720906969,-1.0,-0.9370142280907793,-0.983995788513148,-1.0274748552862591,-1.030349748657754
-0.011307935978659554,-1.0,-0.9324861677892458,-0.9884136086633238,-1.0232748155188172,-1.033543742173186
-0.011299599866622208,-1.0,-0.9279325258568413,-0.9928840696419337,-1.018969184892505,-1.0363967419582167
-0.011291263754584863,-1.0,-0.9233534272172278,-0.9974033760615633,-1.014568673466394,-1.038874038185457
-0.011282927642547517,-1.0,-0.9187489974924404,-1.001967652933107,-1.0100843463059057,-1.0409446679348517
-0.011274591530510171,-1.0,-0.9141193629994452,-1.0065729478531178,-1.005527599033115,-1.0425817859112754
-0.011266255418472825,-1.0,-0.9094646507466673,-1.0112152332521032,-1.0009101323678167,-1.043762994804629
-0.01125791930643548,-1.0,-0.9047849884305108,-1.015890408702331,-0.9962439257109,-1.044470631419083
-0.011249583194398134,-1.0,-0.9000805044318553,-1.020594303283709,-0.9915412098240606,-1.044692005126032
-0.011241247082360788,-1.0,-0.8953513278125322,-1.0253226780062379,-0.9868144386621581,-1.0444195856625031
-0.011232910970323442,-1.0,-0.8905975883117861,-1.0300712282875018,-0.9820762604168181,-1.0436511377990927
-0.011224574858286096,-1.0,-0.885819416342714,-1.0348355864836225,-0.9773394878319185,-1.0423898009336958
-0.01121623874624875,-1.0,-0.8810169429886883,-1.039611324472079,-0.9726170678536264,-1.0406441122246322
-0.011207902634211404,-1.0,-0.8761902999997601,-1.044393956284711,-0.9679220506794192,-1.0384279724530374
-0.011199566522174059,-1.0,-0.8713396197890461,-1.0491789407892536,-0.9632675582723224,-1.0357605543947528
-0.011191230410136713,-1.0,-0.8664650354290944,-1.053961684417648,-0.9586667524080668,-1.0326661540794262
-0.011182894298099367,-1.0,-0.8615666806482347,-1.058737543939405,-0.95413280232435,-1.0291739859140352
-0.011174558186062021,-1.0,-0.8566446898269097,-1.0635018292781961,-0.949678852042641,-1.0253179232427247
-0.011166222074024675,-1.0,-0.851699197993988,-1.06824980636989,-0.9453179874340728,-1.0211361864989774
-0.01115788596198733,-1.0,-0.8467303408230603,-1.0729767000601453,-0.9410632031019442,-1.0166709816734718
-0.011149549849949984,-1.0,-0.8417382546287169,-1.0776776970396984,-0.9369273691541604,-1.011968092365681
-0.011141213737912638,-1.0,-0.8367230763628083,-1.0823479488154335,-0.9329231979395913,-1.0070764292034415
-0.011132877625875292,-1.0,-0.8316849436106873,-1.0869825747152986,-0.9290632108228093,-1.0020475408969685
-0.011124541513837946,-1.0,-0.8266239945874381,-1.091576664925108,-0.925359705071993,-0.9969350916368462
-0.0111162054018006,-1.0,-0.8215403681340784,-1.0961252835552227,-0.9218247209349397,-0.9917943099443978
-0.011107869289763254,-1.0,-0.8164342037137555,-1.1006234717351473,-0.9184700089781531,-0.9866814144333828
-0.011099533177725909,-1.0,-0.811305641407918,-1.1050662507339637,-0.9153069977637429,-0.9816530222397241
-0.011091197065688563,-1.0,-0.8061548219124738,-1.1094486251045739,-0.9123467619386088,-0.9767655461178454
-0.011082860953651217,-1.0,-0.8009818865339294,-1.11376558584969,-0.9095999908098205,-0.9720745863849606
-0.011074524841613871,-1.0,-0.7957869771855144,-1.118012113607463,-0.9070769574794665,-0.96763432401596
-0.011066188729576525,-1.0,-0.7905702363832874,-1.1221831818546606,-0.904787488611417,-0.9634969212496736
-0.01105785261753918,-1.0,-0.7853318072422264,-1.1262737601252897,-0.9027409349014497,-0.9597119360608788
-0.011049516505501835,-1.0,-0.7800718334723039,-1.1302788172424985,-0.9009461423210002,-0.9563257567810909
-0.01104118039346449,-1.0,-0.7747904593745408,-1.1341933245616553,-0.8994114242035574,-0.9533810630149738
-0.011032844281427144,-1.0,-0.7694878298370521,-1.138012259222419,-0.8981445342411652,-0.9509163187988237
-0.011024508169389798,-1.0,-0.7641640903310698,-1.1417306074076587,-0.8971526404569516,-0.9489653036844709
-0.011016172057352452,-1.0,-0.7588193869069522,-1.14534336760706,-0.8964423002177746,-0.9475566871082486
-0.011007835945315106,-1.0,-0.7534538661901772,-1.1488455538832214,-0.8960194363491728,-0.9467136510227797
-0.01099949983327776,-1.0,-0.7480676753773201,-1.152232199138085,-0.89588931441274,-0.9464535653329177
-0.010991163721240415,-1.0,-0.7426609622320154,-1.1554983583775007,-0.8960565212038514,-0.9467877201896612
-0.010982827609203069,-1.0,-0.737233875080903,-1.1586391119717634,-0.8965249445253018,-0.947721118662038
-0.010974491497165723,-1.0,-0.7317865628095587,-1.1616495689099136,-0.8972977542899541,-0.9492523327313392
-0.010966155385128377,-1.0,-0.7263191748584101,-1.1645248700456543,-0.8983773850029452,-0.9513734249404492
-0.010957819273091031,-1.0,-0.7208318612186374,-1.1672601913326737,-0.8997655196711809,-0.9540699373885811
-0.010949483161053685,-1.0,-0.7153247724280563,-1.169850747047216,-0.9014630751851196,-0.957320949095329
-0.01094114704901634,-1.0,-0.7097980595669928,-1.17229179299574,-0.9034701892148618,-0.9610992020731937
-0.010932810936978994,-1.0,-0.704251874254133,-1.174578629705486,-0.9057862086594914,-0.9653712957519907
-0.010924474824941648,-1.0,-0.6986863686423672,-1.1767066055958169,-0.9084096796855361,-0.9700979486981487
-0.010916138712904302,-1.0,-0.6931016954146143,-1.1786711201281947,-0.9113383393871453,-0.9752343258740493
-0.010907802600866956,-1.0,-0.6874980077796341,-1.1804676269326464,-0.9145691090972664,-0.9807304289941261
-0.01089946648882961,-1.0,-0.6818754594678234,-1.1820916369086194,-0.9180980893757252,-0.9865315468622454
-0.010891130376792265,-1.0,-0.6762342047269984,-1.1835387212981228,-0.9219205566966802,-0.9925787619261994
-0.010882794264754919,-1.0,-0.6705743983181646,-1.1848045147290713,-0.9260309618543443,-0.9988095086659575
-0.010874458152717573,-1.0,-0.6648961955112693,-1.185884718226755,-0.930422930102334,-1.005158178849793
-0.010866122040680227,-1.0,-0.659199752080943,-1.1867751021914115,-0.9350892630384035,-1.01155676815218
-0.010857785928642881,-1.0,-0.6534852243022257,-1.1874715093398451,-0.9400219422425814,-1.0179355581354195
-0.010849449816605536,-1.0,-0.6477527689462795,-1.1879698576091082,-0.9452121346731374,-1.0242238271586792
-0.01084111370456819,-1.0,-0.642002543276088,-1.188266143020253,-0.9506501998209977,-1.0303505833983764
-0.010832777592530844,-1.0,-0.636234705042142,-1.1883564425002033,-0.9563256986195802,-1.036245312846874
-0.010824441480493498,-1.0,-0.6304494124781114,-1.188236916659812,-0.9622274041032087,-1.0418387349063014
-0.010816105368456152,-1.0,-0.6246468242965048,-1.1879038125261892,-0.9683433138035648,-1.0470635580137992
-0.010807769256418806,-1.0,-0.6188270996843142,-1.1873534662274554,-0.9746606638699387,-1.0518552276265847
-0.01079943314438146,-1.0,-0.6129903982986515,-1.1865823056280402,-0.9811659448952317,-1.0561526588611685
-0.010791097032344115,-1.0,-0.6071368802623633,-1.1855868529127265,-0.9878449194260877,-1.059898946122686
-0.010782760920306769,-1.0,-0.6012667061596415,-1.1843637271176664,-0.9946826411317837,-1.063042042177308
-0.010774424808269425,-1.0,-0.595380037031618,-1.182909646606606,-1.0016634756029676,-1.0655353993134138
-0.010766088696232079,-1.0,-0.5894770343719428,-1.1812214314906087,-1.0087711227477048,-1.067338565503972
-0.010757752584194733,-1.0,-0.5835578601223594,-1.1792960059896107,-1.015988640748815,-1.0684177288221446
-0.010749416472157387,-1.0,-0.577622676668259,-1.177130400734148,-1.0232984715430566,-1.0687462037715747
-0.010741080360120041,-1.0,-0.5716716468342252,-1.1747217550056677,-1.0306824677792752,-1.068304853669182
-0.010732744248082696,-1.0,-0.5657049338795682,-1.172067318913856,-1.0381219212094208,-1.0670824437575976
-0.01072440813604535,-1.0,-0.5597227014938457,-1.1691644555094536,-1.04559759246305,-1.0650759203220885
-0.010716072024008004,-1.0,-0.5537251137923723,-1.1660106428310917,-1.0530897421528782,-1.0622906117378534
-0.010707735911970658,-1.0,-0.5477123353117168,-1.1626034758846937,-1.06057816325589,-1.058740348072267
-0.010699399799933312,-1.0,-0.5416845310051891,-1.158940668554056,-1.0680422147116113,-1.0544474966066073
-0.010691063687895967,-1.0,-0.535641866238314,-1.155020055441256,-1.0754608561763923,-1.049442911416765
-0.01068272757585862,-1.0,-0.5295845067842955,-1.1508395936355802,-1.082812683869796,-1.043765795954825
-0.010674391463821275,-1.0,-0.5235126188194683,-1.1463973644097094,-1.0900759674467242,-1.0374634783964163
-0.010666055351783929,-1.0,-0.5174263689187393,-1.1416915748419636,-1.097228687826442,-1.0305911003542132
-0.010657719239746583,-1.0,-0.5113259240510178,-1.1367205593634213,-1.1042485759073664,-1.0232112203984436
-0.010649383127709237,-1.0,-0.505211451574635,-1.131482781228812,-1.1111131520944133,-1.015393334662678
-0.010641047015671892,-1.0,-0.4990831192327522,-1.125976833910114,-1.1177997665636255,-1.0072133176394527
-0.010632710903634546,-1.0,-0.4929410951487597,-1.1202014424118378,-1.1242856401870158,-0.9987527870775726
-0.0106243747915972,-1.0,-0.486785547821663,-1.1141554645070333,-1.1305479060388475,-0.9900983976734401
-0.010616038679559854,-1.0,-0.4806166461214646,-1.1078378918931184,-1.1365636514030875,-0.9813410689946702
-0.010607702567522508,-1.0,-0.4744345592845249,-1.1012478512666388,-1.142309960200319,-0.9725751537782111
-0.010599366455485162,-1.0,-0.46823945690892377,-1.0943846053161908,-1.1477639557513253,-0.9638975534003145
-0.010591030343447817,-1.0,-0.4620315089498065,-1.0872475536327206,-1.1529028437934328,-0.955406787914988
-0.01058269423141047,-1.0,-0.4558108857147214,-1.0798362335365261,-1.1577039556648951,-0.9472020285951267
-0.010574358119373125,-1.0,-0.44957775785894794,-1.0721503208202903,-1.1621447915719043,-0.9393821013804697
-0.010566022007335779,-1.0,-0.4433322963808144,-1.0641896304075817,-1.1662030638523238,-0.9320444700338865
-0.010557685895298433,-1.0,-0.43707467261700733,-1.0559541169262678,-1.169856740149904,-0.9252842081278246
-0.010549349783261087,-1.0,-0.43080505823787074,-1.0474438751963713,-1.1730840864125969,-0.9191929692221553
-0.010541013671223742,-1.0,-0.4245236252426968,-1.03865914063195,-1.1758637096286217,-0.913857964750262
-0.010532677559186396,-1.0,-0.41823054595500697,-1.029600289556623,-1.1781746002141535,-0.9093609591996485
-0.01052434144714905,-1.0,-0.4119259930178248,-1.020267839432446,-1.1799961739668614,-0.905777292155062
-0.010516005335111704,-1.0,-0.4056101393889394,-1.0106624490018745,-1.181308313500168,-0.9031749366656723
-0.010507669223074358,-1.0,-0.39928315833616096,-1.0007849183426227,-1.1820914090737726,-0.9016136032029383
-0.010499333111037013,-1.0,-0.3929452234325669,-0.9906361888352878,-1.1823263987369537,-0.9011438981938409
-0.010490996998999667,-1.0,-0.38659650855174016,-0.9802173430436435,-1.1819948077022726,-0.901806545746582
-0.01048266088696232,-1.0,-0.38023718786299854,-0.9695296045075943,-1.181078786868539,-0.9036316807353997
-0.010474324774924975,-1.0,-0.37386743582662046,-0.9585743374488191,-1.1795611504134003,-0.9066382208810831
-0.01046598866288763,-1.0,-0.36748742718905253,-0.9473530463891999,-1.1774254123774692,-0.9108333248583624
-0.010457652550850283,-1.0,-0.36109733697811985,-0.9358673756821794,-1.1746558221637584,-0.9162119427852233
-0.010449316438812938,-1.0,-0.3546973404982233,-0.924119108957264,-1.1712373988780713,-0.9227564647081781
-0.010440980326775592,-1.0,-0.3482876133255305,-0.9121101684779304,-1.1671559644381304,-0.9304364718974597
-0.010432644214738246,-1.0,-0.3418683313031585,-0.8998426144132573,-1.162398175381488,-0.9392085949141975
-0.0104243081027009,-1.0,-0.3354396705363503,-0.8873186440236729,-1.1569515533046535,-0.9490164815146306
-0.010415971990663554,-1.0,-0.3290018073876435,-0.8745405907612372,-1.1508045138684193,-0.959790876522671
-0.010407635878626208,-1.0,-0.3225549184720317,-0.8615109232849629,-1.1439463943070751,-0.9714498148392896
-0.010399299766588864,-1.0,-0.31609918065212084,-0.8482322443917257,-1.1363674793820269,-0.9838989277741558
-0.010390963654551518,-1.0,-0.30963477103327236,-0.8347072898633437,-1.1280590257232395,-0.9970318618900268
-0.010382627542514173,-1.0,-0.3031618669587514,-0.8209389272305448,-1.11901328450511,-1.0107308085529487
-0.010374291430476827,-1.0,-0.29668064600485716,-0.8069301544544628,-1.1092235224064235,-1.0248671413898265
