x_over_lambda,normalized_amplitude
0.15125,0.5814131843198307
0.1525,0.5750052520432786
0.15375,0.568561850734264
0.155,0.5620833778521306
0.15625,0.5555702330196023
0.1575,0.5490228179981318
0.15875,0.5424415366631188
0.16,0.5358267949789965
0.16125,0.5291790009741906
0.1625,0.5224985647159489
0.16375,0.5157858982850475
0.165,0.5090414157503712
0.16625,0.5022655331433725
0.1675,0.49545866843240755
0.16875,0.48862124149695496
0.17,0.48175367410171516
0.17125,0.47485638987059453
0.17250000000000001,0.46792981426057334
0.17375000000000002,0.46097437453546236
0.17500000000000002,0.4539904997395468
0.17625,0.4469786206711212
0.1775,0.43993916985591525
0.17875,0.4328725815204141
0.18,0.42577929156507266
0.18125,0.41865973753742813
0.1825,0.4115143586051089
0.18375,0.4043435955287451
0.185,0.39714789063478056
0.18625,0.38992768778818826
0.1875,0.38268343236508984
0.18875,0.37541557122528313
0.19,0.3681245526846781
0.19125,0.36081082648764173
0.1925,0.35347484377925714
0.19375,0.346117057077493
0.195,0.3387379202452915
0.19625,0.3313378884625709
0.1975,0.3239174181981494
0.19875,0.31647696718158613
0.2,0.30901699437494745
0.20125,0.30153795994449556
0.2025,0.2940403252323039
0.20375000000000001,0.28652455272779825
0.20500000000000002,0.2789911060392293
0.20625000000000002,0.2714404498650743
0.20750000000000002,0.26387304996537275
0.20875,0.25628937313299677
0.21,0.24868988716485496
0.21125,0.24107506083303867
0.2125,0.23344536385590547
0.21375,0.2258012668691038
0.215,0.2181432413965427
0.21625,0.21047175982130562
0.2175,0.2027872953565125
0.21875,0.19509032201612833
0.22,0.18738131458572474
0.22125,0.1796607485931927
0.2225,0.17192910027940952
0.22375,0.16418684656886295
0.225,0.15643446504023092
0.22625,0.14867243389692308
0.2275,0.14090123193758258
0.22875,0.13312133852655234
0.23,0.12533323356430426
0.23125,0.1175373974578377
0.2325,0.10973431109104514
0.23375,0.10192445579504997
0.23500000000000001,0.09410831331851428
0.23625000000000002,0.08628636579792338
0.23750000000000002,0.078459095727845
0.23875000000000002,0.07062698593116656
0.24,0.06279051952931353
0.24125,0.05495017991244594
0.2425,0.04710645070964268
0.24375,0.039259815759068666
0.245,0.031410759078128396
0.24625,0.023559764833610303
0.2475,0.015707317311820648
0.24875,0.00785390088871135
0.25,6.123233995736766e-17
0.25125000000000003,-0.00785390088871145
0.2525,-0.015707317311820526
0.25375000000000003,-0.02355976483361018
0.255,-0.03141075907812828
0.25625,-0.039259815759068326
0.2575,-0.047106450709642554
0.25875,-0.05495017991244559
0.26,-0.0627905195293134
0.26125,-0.07062698593116644
0.2625,-0.07845909572784487
0.26375,-0.08628636579792327
0.265,-0.09410831331851438
0.26625,-0.10192445579504984
0.2675,-0.10973431109104524
0.26875,-0.11753739745783758
0.27,-0.12533323356430437
0.27125,-0.1331213385265522
0.2725,-0.1409012319375827
0.27375,-0.14867243389692297
0.275,-0.15643446504023104
0.27625,-0.16418684656886284
0.2775,-0.1719291002794096
0.27875,-0.17966074859319256
0.28,-0.18738131458572482
0.28125,-0.1950903220161282
0.28250000000000003,-0.20278729535651258
0.28375,-0.2104717598213055
0.28500000000000003,-0.21814324139654256
0.28625,-0.22580126686910368
0.28750000000000003,-0.23344536385590556
0.28875,-0.24107506083303853
0.29,-0.24868988716485463
0.29125,-0.25628937313299666
0.2925,-0.26387304996537264
0.29375,-0.2714404498650742
0.295,-0.27899110603922916
0.29625,-0.28652455272779837
0.2975,-0.2940403252323038
0.29875,-0.30153795994449567
0.3,-0.30901699437494734
0.30125,-0.3164769671815862
0.3025,-0.3239174181981493
0.30375,-0.331337888462571
0.305,-0.33873792024529137
0.30625,-0.34611705707749313
0.3075,-0.35347484377925703
0.30875,-0.36081082648764184
0.31,-0.368124552684678
0.31125,-0.37541557122528324
0.3125,-0.3826834323650897
0.31375000000000003,-0.38992768778818837
0.315,-0.39714789063478045
0.31625000000000003,-0.404343595528745
0.3175,-0.41151435860510877
0.31875000000000003,-0.41865973753742824
0.32,-0.4257792915650727
0.32125,-0.4328725815204136
0.3225,-0.43993916985591514
0.32375,-0.4469786206711211
0.325,-0.45399049973954675
0.32625,-0.46097437453546225
0.3275,-0.46792981426057323
0.32875,-0.4748563898705944
0.33,-0.48175367410171543
0.33125,-0.4886212414969547
0.3325,-0.4954586684324076
0.33375,-0.5022655331433725
0.335,-0.5090414157503713
0.33625,-0.5157858982850474
0.3375,-0.5224985647159488
0.33875,-0.5291790009741905
0.34,-0.5358267949789969
0.34125,-0.5424415366631186
0.3425,-0.5490228179981319
0.34375,-0.555570233019602
0.34500000000000003,-0.5620833778521307
0.34625,-0.568561850734264
0.34750000000000003,-0.5750052520432786
0.34875,-0.5814131843198306
0.35000000000000003,-0.587785252292473
0.35125,-0.5941210629020384
0.3525,-0.6004202253258839
0.35375,-0.6066823510019995
0.355,-0.6129070536529763
0.35625,-0.6190939493098341
0.3575,-0.6252426563357049
0.35875,-0.6313527954493777
0.36,-0.6374239897486897
0.36125,-0.6434558647337789
0.3625,-0.6494480483301835
0.36375,-0.6554001709117938
0.365,-0.6613118653236517
0.36625,-0.6671827669045998
0.3675,-0.6730125135097731
0.36875,-0.6788007455329419
0.37,-0.6845471059286887
0.37125,-0.6902512402344372
0.3725,-0.6959127965923143
0.37375,-0.7015314257708557
0.375,-0.7071067811865475
0.37625000000000003,-0.7126385189252056
0.3775,-0.7181262977631887
0.37875000000000003,-0.7235697791884496
0.38,-0.7289686274214113
0.38125000000000003,-0.7343225094356856
0.3825,-0.7396310949786097
0.38375000000000004,-0.744894056591622
0.385,-0.7501110696304595
0.38625,-0.7552818122851835
0.3875,-0.7604059656000309
0.38875,-0.7654832134930881
0.39,-0.7705132427757891
0.39125,-0.7754957431722344
0.3925,-0.7804304073383298
0.39375,-0.7853169308807447
0.395,-0.7901550123756904
0.39625,-0.79494435338751
0.3975,-0.7996846584870905
0.39875,-0.8043756352700845
0.4,-0.8090169943749473
0.40125,-0.8136084495007869
0.4025,-0.8181497174250236
0.40375,-0.8226405180208597
0.405,-0.8270805742745619
0.40625,-0.8314696123025453
0.40750000000000003,-0.8358073613682703
0.40875,-0.8400935538989419
0.41000000000000003,-0.8443279255020151
0.41125,-0.8485102149815036
0.41250000000000003,-0.8526401643540922
0.41375,-0.8567175188650495
0.41500000000000004,-0.8607420270039438
0.41625,-0.864713440520155
0.4175,-0.8686315144381911
0.41875,-0.8724960070727972
0.42,-0.8763066800438635
0.42125,-0.880063298291132
0.4225,-0.8837656300886935
0.42375,-0.8874134470592832
0.425,-0.8910065241883678
0.42625,-0.894544639838025
0.4275,-0.8980275757606155
0.42875,-0.9014551171122458
0.43,-0.9048270524660194
0.43125,-0.9081431738250814
0.4325,-0.9114032766354453
0.43375,-0.9146071597986136
0.435,-0.9177546256839811
0.43625,-0.9208454801410262
0.4375,-0.9238795325112867
0.43875000000000003,-0.9268565956401209
0.44,-0.9297764858882513
0.44125000000000003,-0.9326390231430942
0.4425,-0.9354440308298673
0.44375000000000003,-0.9381913359224842
0.445,-0.9408807689542255
0.44625000000000004,-0.9435121640281936
0.4475,-0.9460853588275453
0.44875,-0.9486001946255046
0.45,-0.9510565162951535
0.45125,-0.9534541723190012
0.4525,-0.9557930147983301
0.45375,-0.9580728994623191
0.455,-0.9602936856769431
0.45625,-0.9624552364536472
0.4575,-0.9645574184577981
0.45875,-0.9666001020169073
0.46,-0.9685831611286311
0.46125,-0.9705064734685425
0.4625,-0.9723699203976766
0.46375,-0.9741733869698493
0.465,-0.9759167619387474
0.46625,-0.9775999377647906
0.4675,-0.9792228106217659
0.46875,-0.9807852804032304
0.47000000000000003,-0.9822872507286887
0.47125,-0.9837286289495359
0.47250000000000003,-0.9851093261547739
0.47375,-0.9864292571764954
0.47500000000000003,-0.9876883405951377
0.47625,-0.9888864987445045
0.47750000000000004,-0.9900236577165576
0.47875,-0.9910997473659747
0.48,-0.9921147013144778
0.48125,-0.9930684569549263
0.4825,-0.9939609554551796
0.48375,-0.9947921417617265
0.485,-0.99556196460308
0.48625,-0.9962703764929413
0.4875,-0.996917333733128
0.48875,-0.99750279641627
0.49,-0.9980267284282716
0.49125,-0.9984890974505379
0.4925,-0.9988898749619699
0.49375,-0.9992290362407229
0.495,-0.9995065603657316
0.49625,-0.9997224302180006
0.4975,-0.9998766324816606
0.49875,-0.9999691576447897
0.5,-1.0
0.50125,-0.9999691576447897
0.5025000000000001,-0.9998766324816606
0.50375,-0.9997224302180006
0.505,-0.9995065603657316
0.50625,-0.9992290362407229
0.5075000000000001,-0.99888987496197
0.50875,-0.9984890974505379
0.51,-0.9980267284282716
0.51125,-0.9975027964162702
0.5125,-0.9969173337331281
0.51375,-0.9962703764929413
0.515,-0.99556196460308
0.51625,-0.9947921417617265
0.5175,-0.9939609554551797
0.51875,-0.9930684569549263
0.52,-0.9921147013144779
0.52125,-0.9910997473659748
0.5225,-0.9900236577165576
0.52375,-0.9888864987445045
0.525,-0.9876883405951378
0.52625,-0.9864292571764955
0.5275,-0.985109326154774
0.52875,-0.9837286289495358
0.53,-0.9822872507286886
0.53125,-0.9807852804032304
0.5325,-0.9792228106217659
0.5337500000000001,-0.9775999377647906
0.535,-0.9759167619387474
0.53625,-0.9741733869698493
0.5375,-0.9723699203976767
0.5387500000000001,-0.9705064734685424
0.54,-0.9685831611286311
0.54125,-0.9666001020169074
0.5425,-0.9645574184577982
0.5437500000000001,-0.9624552364536473
0.545,-0.9602936856769431
0.54625,-0.9580728994623192
0.5475,-0.9557930147983301
0.54875,-0.9534541723190014
0.55,-0.9510565162951535
0.55125,-0.9486001946255047
0.5525,-0.9460853588275454
0.55375,-0.9435121640281937
0.555,-0.9408807689542255
0.55625,-0.9381913359224842
0.5575,-0.9354440308298673
0.55875,-0.9326390231430943
0.56,-0.9297764858882512
0.56125,-0.9268565956401208
0.5625,-0.9238795325112868
0.56375,-0.9208454801410263
0.5650000000000001,-0.917754625683981
0.56625,-0.9146071597986135
0.5675,-0.9114032766354454
0.56875,-0.9081431738250815
0.5700000000000001,-0.9048270524660195
0.57125,-0.9014551171122457
0.5725,-0.8980275757606156
0.57375,-0.8945446398380251
0.5750000000000001,-0.8910065241883677
0.57625,-0.8874134470592832
0.5775,-0.8837656300886936
0.57875,-0.8800632982911321
0.58,-0.8763066800438637
0.58125,-0.8724960070727971
0.5825,-0.8686315144381912
0.58375,-0.8647134405201551
0.585,-0.8607420270039439
0.58625,-0.8567175188650494
0.5875,-0.8526401643540923
0.58875,-0.8485102149815038
0.59,-0.8443279255020152
0.59125,-0.8400935538989418
0.5925,-0.8358073613682702
0.59375,-0.8314696123025455
0.595,-0.827080574274562
0.5962500000000001,-0.8226405180208596
0.5975,-0.8181497174250235
0.59875,-0.813608449500787
0.6,-0.8090169943749475
0.6012500000000001,-0.8043756352700844
0.6025,-0.7996846584870904
0.60375,-0.7949443533875102
0.605,-0.7901550123756905
0.6062500000000001,-0.7853169308807448
0.6075,-0.7804304073383297
0.60875,-0.7754957431722345
0.61,-0.7705132427757893
0.61125,-0.7654832134930885
0.6125,-0.7604059656000307
0.61375,-0.7552818122851838
0.615,-0.7501110696304597
0.61625,-0.7448940565916222
0.6175,-0.7396310949786096
0.61875,-0.7343225094356856
0.62,-0.7289686274214116
0.62125,-0.7235697791884497
0.6225,-0.7181262977631886
0.62375,-0.7126385189252055
0.625,-0.7071067811865477
0.62625,-0.7015314257708558
0.6275000000000001,-0.6959127965923142
0.62875,-0.6902512402344371
0.63,-0.684547105928689
0.63125,-0.678800745532942
0.6325000000000001,-0.6730125135097733
0.63375,-0.6671827669045997
0.635,-0.6613118653236519
0.63625,-0.655400170911794
0.6375000000000001,-0.6494480483301834
0.63875,-0.6434558647337791
0.64,-0.6374239897486895
0.64125,-0.631352795449378
0.6425,-0.6252426563357057
0.64375,-0.6190939493098336
0.645,-0.6129070536529765
0.64625,-0.6066823510020001
0.6475,-0.6004202253258841
0.64875,-0.5941210629020383
0.65,-0.5877852522924732
0.65125,-0.5814131843198304
0.6525,-0.5750052520432788
0.65375,-0.5685618507342638
0.655,-0.5620833778521309
0.65625,-0.5555702330196022
0.6575,-0.5490228179981321
0.6587500000000001,-0.5424415366631188
0.66,-0.5358267949789963
0.66125,-0.5291790009741907
0.6625,-0.5224985647159494
0.6637500000000001,-0.5157858982850476
0.665,-0.5090414157503711
0.66625,-0.5022655331433727
0.6675,-0.49545866843240743
0.6687500000000001,-0.4886212414969545
0.67,-0.48175367410171527
0.67125,-0.47485638987059503
0.6725,-0.46792981426057345
0.67375,-0.46097437453546286
0.675,-0.4539904997395469
0.67625,-0.4469786206711209
0.6775,-0.43993916985591536
0.67875,-0.43287258152041463
0.68,-0.42577929156507216
0.68125,-0.418659737537428
0.6825,-0.41151435860510915
0.68375,-0.40434359552874505
0.685,-0.3971478906347803
0.68625,-0.38992768778818837
0.6875,-0.38268343236509034
0.68875,-0.37541557122528324
0.6900000000000001,-0.3681245526846778
0.69125,-0.36081082648764207
0.6925,-0.35347484377925703
0.69375,-0.34611705707749335
0.6950000000000001,-0.33873792024529137
0.69625,-0.3313378884625706
0.6975,-0.3239174181981495
0.69875,-0.31647696718158663
0.7000000000000001,-0.30901699437494756
0.70125,-0.30153795994449545
0.7025,-0.2940403252323042
0.70375,-0.2865245527277982
0.705,-0.2789911060392296
0.70625,-0.2714404498650742
0.7075,-0.2638730499653733
0.70875,-0.25628937313299666
0.71,-0.2486898871648553
0.71125,-0.24107506083303878
0.7125,-0.23344536385590514
0.71375,-0.2258012668691039
0.715,-0.21814324139654323
0.71625,-0.2104717598213051
0.7175,-0.20278729535651238
0.71875,-0.19509032201612866
0.72,-0.18738131458572463
0.7212500000000001,-0.17966074859319214
0.7225,-0.17192910027940964
0.72375,-0.1641868465688635
0.725,-0.15643446504023104
0.7262500000000001,-0.14867243389692278
0.7275,-0.14090123193758292
0.72875,-0.13312133852655222
0.73,-0.1253332335643046
0.7312500000000001,-0.1175373974578376
0.7325,-0.10973431109104483
0.73375,-0.10192445579505009
0.735,-0.09410831331851485
0.73625,-0.08628636579792351
0.7375,-0.07845909572784468
0.73875,-0.07062698593116691
0.74,-0.06279051952931321
0.74125,-0.054950179912446065
0.7425,-0.047106450709642575
0.74375,-0.03925981575906901
0.745,-0.0314107590781283
0.74625,-0.023559764833610646
0.7475,-0.01570731731182077
0.74875,-0.007853900888711029
0.75,-1.8369701987210297e-16
0.75125,0.007853900888710661
0.7525000000000001,0.01570731731182129
0.75375,0.02355976483361028
0.755,0.03141075907812793
0.75625,0.039259815759068645
0.7575000000000001,0.047106450709643095
0.75875,0.0549501799124457
0.76,0.06279051952931283
0.76125,0.07062698593116654
0.7625000000000001,0.07845909572784521
0.76375,0.08628636579792315
0.765,0.09410831331851449
0.76625,0.10192445579504972
0.7675000000000001,0.10973431109104535
0.76875,0.11753739745783812
0.77,0.12533323356430423
0.77125,0.13312133852655186
0.7725,0.14090123193758256
0.77375,0.14867243389692328
0.775,0.15643446504023067
0.77625,0.16418684656886315
0.7775,0.17192910027940927
0.77875,0.17966074859319267
0.78,0.18738131458572427
0.78125,0.1950903220161283
0.7825,0.20278729535651202
0.7837500000000001,0.21047175982130562
0.785,0.2181432413965429
0.78625,0.22580126686910354
0.7875,0.23344536385590478
0.7887500000000001,0.24107506083303842
0.79,0.24868988716485493
0.79125,0.2562893731329963
0.7925,0.263873049965373
0.7937500000000001,0.2714404498650747
0.795,0.2789911060392292
0.79625,0.2865245527277978
0.7975,0.29404032523230383
0.7987500000000001,0.30153795994449595
0.8,0.30901699437494723
0.80125,0.3164769671815863
0.8025,0.3239174181981491
0.80375,0.33133788846257023
0.805,0.33873792024529187
0.80625,0.346117057077493
0.8075,0.3534748437792567
0.80875,0.36081082648764173
0.81,0.36812455268467825
0.81125,0.3754155712252829
0.8125,0.38268343236509
0.81375,0.38992768778818804
0.8150000000000001,0.39714789063478073
0.81625,0.4043435955287447
0.8175,0.4115143586051088
0.81875,0.4186597375374277
0.8200000000000001,0.4257792915650726
0.82125,0.4328725815204143
0.8225,0.439939169855915
0.82375,0.4469786206711206
0.8250000000000001,0.45399049973954664
0.82625,0.4609743745354625
0.8275,0.4679298142605731
0.82875,0.4748563898705947
0.8300000000000001,0.4817536741017157
0.83125,0.48862124149695496
0.8325,0.4954586684324071
0.83375,0.5022655331433724
0.835,0.5090414157503708
0.83625,0.5157858982850473
0.8375,0.522498564715949
0.83875,0.5291790009741903
0.84,0.535826794978996
0.84125,0.5424415366631192
0.8425,0.5490228179981318
0.84375,0.5555702330196018
0.845,0.5620833778521306
0.8462500000000001,0.5685618507342642
0.8475,0.5750052520432785
0.84875,0.5814131843198301
0.85,0.5877852522924729
0.8512500000000001,0.5941210629020387
0.8525,0.6004202253258838
0.85375,0.6066823510019997
0.855,0.6129070536529762
0.8562500000000001,0.619093949309834
0.8575,0.6252426563357055
0.85875,0.6313527954493776
0.86,0.6374239897486893
0.8612500000000001,0.6434558647337788
0.8625,0.6494480483301839
0.86375,0.6554001709117937
0.865,0.6613118653236519
0.86625,0.6671827669045994
0.8675,0.6730125135097733
0.86875,0.6788007455329415
0.87,0.6845471059286886
0.87125,0.6902512402344367
0.8725,0.6959127965923142
0.87375,0.7015314257708559
0.875,0.7071067811865474
0.87625,0.7126385189252049
0.8775000000000001,0.7181262977631893
0.87875,0.7235697791884494
0.88,0.7289686274214112
0.88125,0.7343225094356856
0.8825000000000001,0.73963109497861
0.88375,0.744894056591622
0.885,0.7501110696304591
0.88625,0.7552818122851835
0.8875000000000001,0.760405965600031
0.88875,0.765483213493088
0.89,0.7705132427757894
0.89125,0.7754957431722342
0.8925000000000001,0.7804304073383298
0.89375,0.7853169308807452
0.895,0.7901550123756903
0.89625,0.7949443533875097
0.8975,0.7996846584870905
0.89875,0.8043756352700846
0.9,0.8090169943749473
0.90125,0.8136084495007871
0.9025,0.8181497174250233
0.90375,0.8226405180208598
0.905,0.8270805742745616
0.90625,0.8314696123025452
0.9075,0.8358073613682699
0.9087500000000001,0.8400935538989418
0.91,0.8443279255020152
0.91125,0.8485102149815036
0.9125,0.8526401643540918
0.9137500000000001,0.8567175188650495
0.915,0.8607420270039438
0.91625,0.8647134405201549
0.9175,0.8686315144381913
0.9187500000000001,0.8724960070727973
0.92,0.8763066800438636
0.92125,0.8800632982911317
0.9225,0.8837656300886934
0.9237500000000001,0.8874134470592834
0.925,0.8910065241883678
0.92625,0.8945446398380251
0.9275,0.8980275757606155
0.92875,0.9014551171122454
0.93,0.9048270524660197
0.93125,0.9081431738250813
0.9325,0.9114032766354451
0.93375,0.9146071597986135
0.935,0.9177546256839813
0.93625,0.9208454801410262
0.9375,0.9238795325112865
0.93875,0.9268565956401207
0.9400000000000001,0.9297764858882515
0.94125,0.932639023143094
0.9425,0.9354440308298674
0.94375,0.9381913359224839
0.9450000000000001,0.9408807689542255
0.94625,0.9435121640281937
0.9475,0.9460853588275453
0.94875,0.9486001946255045
0.9500000000000001,0.9510565162951535
0.95125,0.9534541723190013
0.9525,0.95579301479833
0.95375,0.9580728994623192
0.9550000000000001,0.9602936856769432
0.95625,0.9624552364536473
0.9575,0.964557418457798
0.95875,0.9666001020169073
0.96,0.968583161128631
0.96125,0.9705064734685425
0.9625,0.9723699203976767
0.96375,0.9741733869698492
0.965,0.9759167619387472
0.96625,0.9775999377647908
0.9675,0.9792228106217657
0.96875,0.9807852804032303
0.97,0.9822872507286887
0.9712500000000001,0.9837286289495359
0.9725,0.9851093261547739
0.97375,0.9864292571764953
0.975,0.9876883405951377
0.9762500000000001,0.9888864987445046
0.9775,0.9900236577165575
0.97875,0.9910997473659748
0.98,0.9921147013144778
0.9812500000000001,0.9930684569549263
0.9825,0.9939609554551797
0.98375,0.9947921417617265
0.985,0.99556196460308
0.9862500000000001,0.9962703764929413
0.9875,0.996917333733128
0.98875,0.99750279641627
0.99,0.9980267284282716
0.9912500000000001,0.9984890974505379
0.9925,0.99888987496197
0.99375,0.9992290362407229
0.995,0.9995065603657316
0.99625,0.9997224302180006
0.9975,0.9998766324816606
0.99875,0.9999691576447897
1.0,1.0
1.00125,0.9999691576447897
1.0025,0.9998766324816606
1.00375,0.9997224302180006
1.0050000000000001,0.9995065603657315
1.00625,0.9992290362407229
1.0075,0.9988898749619699
1.00875,0.9984890974505379
1.01,0.9980267284282716
1.01125,0.9975027964162702
1.0125,0.9969173337331281
1.01375,0.9962703764929413
1.0150000000000001,0.99556196460308
1.01625,0.9947921417617264
1.0175,0.9939609554551797
1.01875,0.9930684569549263
1.02,0.9921147013144779
1.02125,0.9910997473659748
1.0225,0.9900236577165575
1.02375,0.9888864987445046
1.025,0.9876883405951379
1.02625,0.9864292571764954
1.0275,0.9851093261547739
1.02875,0.9837286289495358
1.03,0.9822872507286887
1.03125,0.9807852804032304
1.0325,0.9792228106217659
1.03375,0.9775999377647909
1.035,0.9759167619387475
1.0362500000000001,0.9741733869698492
1.0375,0.9723699203976766
1.03875,0.9705064734685426
1.04,0.9685831611286311
1.04125,0.9666001020169074
1.0425,0.9645574184577981
1.04375,0.9624552364536474
1.045,0.9602936856769433
1.0462500000000001,0.9580728994623191
1.0475,0.9557930147983299
1.04875,0.9534541723190012
1.05,0.9510565162951536
1.05125,0.9486001946255046
1.0525,0.9460853588275454
1.05375,0.9435121640281938
1.055,0.9408807689542257
1.05625,0.9381913359224845
1.0575,0.9354440308298672
1.05875,0.9326390231430942
1.06,0.9297764858882513
1.06125,0.9268565956401209
1.0625,0.9238795325112867
1.06375,0.9208454801410264
1.065,0.9177546256839815
1.06625,0.9146071597986137
1.0675000000000001,0.9114032766354448
1.06875,0.9081431738250811
1.07,0.9048270524660196
1.07125,0.9014551171122456
1.0725,0.8980275757606158
1.07375,0.8945446398380253
1.075,0.891006524188368
1.07625,0.8874134470592836
1.0775000000000001,0.8837656300886931
1.07875,0.880063298291132
1.08,0.8763066800438634
1.08125,0.8724960070727972
1.0825,0.8686315144381915
1.08375,0.8647134405201552
1.085,0.860742027003944
1.08625,0.8567175188650498
1.0875000000000001,0.8526401643540921
1.08875,0.8485102149815034
1.09,0.8443279255020151
1.09125,0.8400935538989416
1.0925,0.8358073613682703
1.09375,0.8314696123025456
1.095,0.8270805742745618
1.09625,0.8226405180208601
1.0975,0.8181497174250241
1.0987500000000001,0.8136084495007869
1.1,0.8090169943749471
1.10125,0.8043756352700844
1.1025,0.7996846584870908
1.10375,0.79494435338751
1.105,0.7901550123756906
1.10625,0.7853169308807455
1.1075,0.7804304073383301
1.1087500000000001,0.775495743172234
1.11,0.770513242775789
1.11125,0.7654832134930883
1.1125,0.7604059656000308
1.11375,0.7552818122851839
1.115,0.7501110696304595
1.11625,0.7448940565916223
1.1175,0.7396310949786103
1.1187500000000001,0.7343225094356852
1.12,0.728968627421411
1.12125,0.7235697791884491
1.1225,0.7181262977631889
1.12375,0.7126385189252052
1.125,0.7071067811865477
1.12625,0.7015314257708563
1.1275,0.6959127965923145
1.12875,0.6902512402344377
1.1300000000000001,0.6845471059286884
1.13125,0.6788007455329418
1.1325,0.6730125135097731
1.13375,0.6671827669045998
1.135,0.6613118653236524
1.13625,0.6554001709117941
1.1375,0.6494480483301842
1.13875,0.6434558647337791
1.1400000000000001,0.6374239897486896
1.14125,0.6313527954493773
1.1425,0.6252426563357052
1.14375,0.6190939493098336
1.145,0.6129070536529766
1.14625,0.6066823510020002
1.1475,0.6004202253258842
1.14875,0.594121062902039
1.1500000000000001,0.5877852522924727
1.15125,0.5814131843198305
1.1525,0.5750052520432781
1.15375,0.5685618507342639
1.155,0.562083377852131
1.15625,0.5555702330196023
1.1575,0.5490228179981322
1.15875,0.5424415366631197
1.16,0.5358267949789971
1.1612500000000001,0.52917900097419
1.1625,0.5224985647159487
1.16375,0.5157858982850477
1.165,0.5090414157503712
1.16625,0.5022655331433729
1.1675,0.49545866843240755
1.16875,0.4886212414969554
1.17,0.48175367410171616
1.1712500000000001,0.4748563898705943
1.1725,0.4679298142605728
1.17375,0.4609743745354622
1.175,0.453990499739547
1.17625,0.446978620671121
1.1775,0.43993916985591547
1.17875,0.43287258152041475
1.18,0.42577929156507305
1.1812500000000001,0.41865973753742736
1.1825,0.4115143586051085
1.18375,0.40434359552874516
1.185,0.3971478906347804
1.18625,0.38992768778818854
1.1875,0.38268343236509045
1.18875,0.3754155712252834
1.19,0.36812455268467875
1.19125,0.3608108264876422
