t_s,y_1_hz,y_2_hz,t_ms_500Hz,y_500_hz
0.122,0.7203090248879069,0.037690182669934694,0.244,0.7203090248879069
0.124,0.7115356772092853,0.012566039883352776,0.248,0.7115356772092853
0.126,0.7026499697988492,-0.012566039883352653,0.252,0.7026499697988493
0.128,0.6936533058128049,-0.037690182669934576,0.256,0.6936533058128049
0.13,0.6845471059286886,-0.0627905195293134,0.26,0.6845471059286887
0.132,0.6753328081210244,-0.0878511965507432,0.264,0.6753328081210244
0.134,0.6660118674342516,-0.1128563848734817,0.268,0.6660118674342516
0.136,0.6565857557529564,-0.13779029068463805,0.272,0.6565857557529564
0.138,0.6470559615694443,-0.16263716519488358,0.276,0.6470559615694443
0.14,0.6374239897486896,-0.18738131458572482,0.28,0.6374239897486897
0.14200000000000002,0.6276913612907004,-0.21200710992205482,0.28400000000000003,0.6276913612907005
0.14400000000000002,0.6178596130903342,-0.23649899702372484,0.28800000000000003,0.6178596130903343
0.146,0.6079302976946055,-0.26084150628989666,0.292,0.6079302976946055
0.148,0.5979049830575189,-0.28501926246997605,0.296,0.597904983057519
0.15,0.5877852522924731,-0.30901699437494734,0.3,0.5877852522924732
0.152,0.5775727034222676,-0.33281954452298657,0.304,0.5775727034222676
0.154,0.5672689491267565,-0.35641187871325064,0.308,0.5672689491267566
0.156,0.5568756164881881,-0.379779095521801,0.312,0.5568756164881881
0.158,0.5463943467342691,-0.4029064357136626,0.316,0.5463943467342691
0.16,0.5358267949789965,-0.4257792915650727,0.32,0.5358267949789965
0.162,0.5251746299612957,-0.4483832160900321,0.324,0.5251746299612957
0.164,0.5144395337815064,-0.47070393216533263,0.328,0.5144395337815066
0.166,0.5036232016357609,-0.49272734154829145,0.332,0.5036232016357607
0.168,0.49272734154829156,-0.5144395337815065,0.336,0.49272734154829156
0.17,0.48175367410171516,-0.5358267949789969,0.34,0.4817536741017153
0.17200000000000001,0.4707039321653325,-0.5568756164881881,0.34400000000000003,0.4707039321653325
0.17400000000000002,0.45957986062148776,-0.5775727034222677,0.34800000000000003,0.4595798606214879
0.176,0.44838321609003245,-0.5979049830575185,0.352,0.44838321609003245
0.178,0.437115766650933,-0.6178596130903342,0.356,0.437115766650933
0.18,0.42577929156507266,-0.6374239897486897,0.36,0.4257792915650728
0.182,0.41437558099328425,-0.6565857557529563,0.364,0.41437558099328425
0.184,0.4029064357136627,-0.6753328081210244,0.368,0.4029064357136627
0.186,0.39137366683720254,-0.6936533058128047,0.372,0.39137366683720254
0.188,0.3797790955218011,-0.7115356772092853,0.376,0.37977909552180134
0.19,0.3681245526846781,-0.7289686274214113,0.38,0.36812455268467786
0.192,0.35641187871325075,-0.7459411454241821,0.384,0.35641187871325075
0.194,0.344642923174517,-0.762442511011448,0.388,0.34464292317451717
0.196,0.3328195445229867,-0.7784623015670233,0.392,0.3328195445229867
0.198,0.32094360980720943,-0.7939903986478354,0.396,0.32094360980720965
0.2,0.30901699437494745,-0.8090169943749473,0.4,0.30901699437494745
0.202,0.29704158157703486,-0.8235325976284275,0.404,0.29704158157703486
0.20400000000000001,0.28501926246997616,-0.8375280400421417,0.40800000000000003,0.28501926246997616
0.20600000000000002,0.27295193551732516,-0.850994481794692,0.41200000000000003,0.2729519355173254
0.20800000000000002,0.2608415062898968,-0.8639234171928355,0.41600000000000004,0.2608415062898968
0.21,0.24868988716485496,-0.8763066800438635,0.42,0.24868988716485496
0.212,0.23649899702372476,-0.8881364488135445,0.424,0.23649899702372498
0.214,0.22427076094938117,-0.8994052515663711,0.428,0.22427076094938117
0.216,0.21200710992205474,-0.9101059706849957,0.432,0.21200710992205474
0.218,0.199709980514407,-0.9202318473658704,0.436,0.19970998051440722
0.22,0.18738131458572474,-0.9297764858882513,0.44,0.18738131458572474
0.222,0.17502305897527604,-0.9387338576538741,0.444,0.17502305897527604
0.224,0.16263716519488372,-0.9470983049947442,0.448,0.16263716519488372
0.226,0.15022558912075706,-0.954864544746643,0.452,0.15022558912075706
0.228,0.13779029068463797,-0.9620276715860859,0.456,0.1377902906846382
0.23,0.12533323356430426,-0.9685831611286311,0.46,0.12533323356430448
0.232,0.1128563848734816,-0.9745268727865772,0.464,0.1128563848734816
0.234,0.10036171485121491,-0.9798550523842469,0.468,0.10036171485121491
0.23600000000000002,0.0878511965507431,-0.9845643345292054,0.47200000000000003,0.08785119655074332
0.23800000000000002,0.07532680552793275,-0.988651744737914,0.47600000000000003,0.07532680552793275
0.24,0.06279051952931353,-0.9921147013144778,0.48,0.06279051952931353
0.242,0.0502443181797696,-0.9949510169813002,0.484,0.05024431817976982
0.244,0.037690182669934694,-0.9971589002606139,0.488,0.037690182669934694
0.246,0.02513009544333753,-0.9987369566060175,0.492,0.02513009544333753
0.248,0.012566039883352776,-0.9996841892832999,0.496,0.012566039883352776
0.25,6.123233995736766e-17,-1.0,0.5,6.123233995736766e-17
0.252,-0.012566039883352653,-0.9996841892832999,0.504,-0.01256603988335243
0.254,-0.025130095443337407,-0.9987369566060175,0.508,-0.025130095443337185
0.256,-0.037690182669934576,-0.9971589002606139,0.512,-0.037690182669934576
0.258,-0.05024431817976947,-0.9949510169813002,0.516,-0.05024431817976947
0.26,-0.0627905195293134,-0.9921147013144779,0.52,-0.06279051952931318
0.262,-0.07532680552793262,-0.9886517447379141,0.524,-0.07532680552793262
0.264,-0.0878511965507432,-0.9845643345292053,0.528,-0.0878511965507432
0.266,-0.100361714851215,-0.9798550523842469,0.532,-0.10036171485121478
0.268,-0.1128563848734817,-0.9745268727865771,0.536,-0.1128563848734817
0.27,-0.12533323356430437,-0.9685831611286311,0.54,-0.12533323356430415
0.272,-0.13779029068463805,-0.9620276715860859,0.544,-0.13779029068463805
0.274,-0.15022558912075715,-0.954864544746643,0.548,-0.15022558912075715
0.276,-0.16263716519488358,-0.9470983049947443,0.552,-0.16263716519488358
0.278,-0.17502305897527615,-0.9387338576538741,0.556,-0.17502305897527592
0.28,-0.18738131458572482,-0.9297764858882512,0.56,-0.1873813145857246
0.28200000000000003,-0.1997099805144071,-0.9202318473658703,0.5640000000000001,-0.1997099805144071
0.28400000000000003,-0.21200710992205482,-0.9101059706849955,0.5680000000000001,-0.2120071099220546
0.28600000000000003,-0.22427076094938125,-0.899405251566371,0.5720000000000001,-0.22427076094938125
0.28800000000000003,-0.23649899702372484,-0.8881364488135444,0.5760000000000001,-0.23649899702372465
0.29,-0.24868988716485463,-0.8763066800438637,0.58,-0.2486898871648544
0.292,-0.26084150628989666,-0.8639234171928356,0.584,-0.26084150628989666
0.294,-0.27295193551732505,-0.8509944817946921,0.588,-0.27295193551732505
0.296,-0.28501926246997605,-0.8375280400421418,0.592,-0.28501926246997583
0.298,-0.29704158157703475,-0.8235325976284277,0.596,-0.29704158157703475
0.3,-0.30901699437494734,-0.8090169943749475,0.6,-0.3090169943749471
0.302,-0.3209436098072093,-0.7939903986478356,0.604,-0.3209436098072093
0.304,-0.33281954452298657,-0.7784623015670236,0.608,-0.33281954452298657
0.306,-0.3446429231745169,-0.7624425110114481,0.612,-0.3446429231745169
0.308,-0.35641187871325064,-0.7459411454241822,0.616,-0.3564118787132504
0.31,-0.368124552684678,-0.7289686274214116,0.62,-0.36812455268467775
0.312,-0.379779095521801,-0.7115356772092855,0.624,-0.379779095521801
0.314,-0.3913736668372024,-0.6936533058128049,0.628,-0.3913736668372022
0.316,-0.4029064357136626,-0.6753328081210246,0.632,-0.4029064357136626
0.318,-0.41437558099328414,-0.6565857557529564,0.636,-0.4143755809932839
0.32,-0.4257792915650727,-0.6374239897486895,0.64,-0.4257792915650727
0.322,-0.4371157666509327,-0.6178596130903348,0.644,-0.4371157666509327
0.324,-0.4483832160900321,-0.597904983057519,0.648,-0.4483832160900321
0.326,-0.4595798606214878,-0.5775727034222676,0.652,-0.4595798606214878
0.328,-0.47070393216533263,-0.5568756164881878,0.656,-0.47070393216533224
0.33,-0.48175367410171543,-0.5358267949789963,0.66,-0.48175367410171505
0.332,-0.49272734154829145,-0.5144395337815068,0.664,-0.49272734154829184
0.334,-0.5036232016357608,-0.4927273415482916,0.668,-0.5036232016357608
0.336,-0.5144395337815065,-0.47070393216533246,0.672,-0.5144395337815065
0.338,-0.5251746299612958,-0.44838321609003196,0.676,-0.5251746299612958
0.34,-0.5358267949789969,-0.42577929156507216,0.68,-0.5358267949789964
0.342,-0.546394346734269,-0.4029064357136628,0.684,-0.546394346734269
0.34400000000000003,-0.5568756164881881,-0.37977909552180106,0.6880000000000001,-0.5568756164881881
0.34600000000000003,-0.5672689491267566,-0.3564118787132504,0.6920000000000001,-0.5672689491267563
0.34800000000000003,-0.5775727034222677,-0.3328195445229862,0.6960000000000001,-0.5775727034222674
0.35000000000000003,-0.587785252292473,-0.30901699437494756,0.7000000000000001,-0.5877852522924734
0.352,-0.5979049830575185,-0.28501926246997694,0.704,-0.5979049830575185
0.354,-0.6079302976946052,-0.26084150628989755,0.708,-0.6079302976946052
0.356,-0.6178596130903342,-0.2364989970237251,0.712,-0.6178596130903342
0.358,-0.6276913612907004,-0.21200710992205485,0.716,-0.6276913612907
0.36,-0.6374239897486897,-0.18738131458572463,0.72,-0.6374239897486894
0.362,-0.647055961569444,-0.16263716519488428,0.724,-0.647055961569444
0.364,-0.6565857557529563,-0.13779029068463852,0.728,-0.6565857557529563
0.366,-0.6660118674342516,-0.11285638487348193,0.732,-0.6660118674342516
0.368,-0.6753328081210244,-0.08785119655074321,0.736,-0.6753328081210244
0.37,-0.6845471059286887,-0.06279051952931321,0.74,-0.6845471059286884
0.372,-0.6936533058128047,-0.03769018266993504,0.744,-0.6936533058128047
0.374,-0.7026499697988491,-0.012566039883352897,0.748,-0.7026499697988491
0.376,-0.7115356772092853,0.012566039883352531,0.752,-0.711535677209285
0.378,-0.7203090248879069,0.03769018266993467,0.756,-0.7203090248879066
0.38,-0.7289686274214113,0.06279051952931283,0.76,-0.7289686274214117
0.382,-0.7375131173581738,0.08785119655074285,0.764,-0.7375131173581738
0.384,-0.7459411454241821,0.11285638487348157,0.768,-0.7459411454241821
0.386,-0.7542513807361039,0.13779029068463816,0.772,-0.7542513807361039
0.388,-0.762442511011448,0.16263716519488391,0.776,-0.7624425110114477
0.39,-0.7705132427757891,0.18738131458572427,0.78,-0.7705132427757891
0.392,-0.7784623015670233,0.2120071099220545,0.784,-0.7784623015670233
0.394,-0.7862884321366189,0.23649899702372473,0.788,-0.7862884321366187
0.396,-0.7939903986478354,0.26084150628989716,0.792,-0.7939903986478352
0.398,-0.8015669848708767,0.2850192624699766,0.796,-0.8015669848708767
0.4,-0.8090169943749473,0.30901699437494723,0.8,-0.8090169943749473
0.402,-0.8163392507171839,0.3328195445229867,0.804,-0.8163392507171839
0.404,-0.8235325976284275,0.3564118787132509,0.808,-0.8235325976284275
0.406,-0.8305958991958128,0.3797790955218015,0.812,-0.8305958991958126
0.40800000000000003,-0.8375280400421417,0.40290643571366247,0.8160000000000001,-0.8375280400421417
0.41000000000000003,-0.8443279255020151,0.4257792915650726,0.8200000000000001,-0.8443279255020151
0.41200000000000003,-0.850994481794692,0.4483832160900324,0.8240000000000001,-0.8509944817946917
0.41400000000000003,-0.8575266561936523,0.4707039321653329,0.8280000000000001,-0.8575266561936523
0.41600000000000004,-0.8639234171928355,0.4927273415482921,0.8320000000000001,-0.8639234171928355
0.418,-0.8701837546695257,0.5144395337815064,0.836,-0.8701837546695255
0.42,-0.8763066800438635,0.535826794978996,0.84,-0.8763066800438635
0.422,-0.8822912264349532,0.5568756164881876,0.844,-0.8822912264349532
0.424,-0.8881364488135445,0.5775727034222673,0.848,-0.8881364488135443
0.426,-0.8938414241512638,0.5979049830575188,0.852,-0.8938414241512636
0.428,-0.8994052515663711,0.6178596130903344,0.856,-0.8994052515663711
0.43,-0.9048270524660194,0.6374239897486893,0.86,-0.9048270524660194
0.432,-0.9101059706849957,0.6565857557529562,0.864,-0.9101059706849957
0.434,-0.9152411726209175,0.6753328081210244,0.868,-0.9152411726209175
0.436,-0.9202318473658704,0.693653305812805,0.872,-0.9202318473658702
0.438,-0.9250772068344579,0.7115356772092849,0.876,-0.9250772068344579
0.44,-0.9297764858882513,0.7289686274214112,0.88,-0.9297764858882513
0.442,-0.934328942456612,0.745941145424182,0.884,-0.9343289424566119
0.444,-0.9387338576538741,0.7624425110114479,0.888,-0.9387338576538741
0.446,-0.9429905358928645,0.7784623015670236,0.892,-0.9429905358928645
0.448,-0.9470983049947442,0.793990398647835,0.896,-0.9470983049947442
0.45,-0.9510565162951535,0.8090169943749473,0.9,-0.9510565162951535
0.452,-0.954864544746643,0.8235325976284275,0.904,-0.954864544746643
0.454,-0.958521789017376,0.8375280400421419,0.908,-0.9585217890173758
0.456,-0.9620276715860859,0.8509944817946921,0.912,-0.9620276715860858
0.458,-0.9653816388332739,0.8639234171928352,0.916,-0.9653816388332739
0.46,-0.9685831611286311,0.8763066800438636,0.92,-0.968583161128631
0.462,-0.971631732914674,0.8881364488135446,0.924,-0.971631732914674
0.464,-0.9745268727865772,0.8994052515663712,0.928,-0.9745268727865772
0.466,-0.9772681235681935,0.9101059706849955,0.932,-0.9772681235681935
0.468,-0.9798550523842469,0.9202318473658703,0.936,-0.9798550523842469
0.47000000000000003,-0.9822872507286887,0.9297764858882515,0.9400000000000001,-0.9822872507286887
0.47200000000000003,-0.9845643345292054,0.9387338576538742,0.9440000000000001,-0.9845643345292053
0.47400000000000003,-0.9866859442078681,0.9470983049947445,0.9480000000000001,-0.986685944207868
0.47600000000000003,-0.988651744737914,0.954864544746643,0.9520000000000001,-0.988651744737914
0.47800000000000004,-0.9904614256966512,0.9620276715860859,0.9560000000000001,-0.9904614256966512
0.48,-0.9921147013144778,0.968583161128631,0.96,-0.9921147013144778
0.482,-0.9936113105200084,0.974526872786577,0.964,-0.9936113105200084
0.484,-0.9949510169813002,0.9798550523842469,0.968,-0.9949510169813001
0.486,-0.9961336091431725,0.9845643345292054,0.972,-0.9961336091431724
0.488,-0.9971589002606139,0.988651744737914,0.976,-0.9971589002606139
0.49,-0.9980267284282716,0.9921147013144778,0.98,-0.9980267284282716
0.492,-0.9987369566060175,0.9949510169813002,0.984,-0.9987369566060175
0.494,-0.9992894726405892,0.9971589002606139,0.988,-0.9992894726405892
0.496,-0.9996841892832999,0.9987369566060175,0.992,-0.9996841892832999
0.498,-0.9999210442038161,0.9996841892832999,0.996,-0.9999210442038161
0.5,-1.0,1.0,1.0,-1.0
0.502,-0.9999210442038161,0.9996841892832999,1.004,-0.9999210442038161
0.504,-0.9996841892832999,0.9987369566060175,1.008,-0.9996841892832999
0.506,-0.9992894726405892,0.9971589002606139,1.012,-0.9992894726405892
0.508,-0.9987369566060175,0.9949510169813002,1.016,-0.9987369566060176
0.51,-0.9980267284282716,0.9921147013144779,1.02,-0.9980267284282716
0.512,-0.9971589002606139,0.988651744737914,1.024,-0.9971589002606139
0.514,-0.9961336091431725,0.9845643345292054,1.028,-0.9961336091431725
0.516,-0.9949510169813002,0.979855052384247,1.032,-0.9949510169813002
0.518,-0.9936113105200084,0.9745268727865771,1.036,-0.9936113105200084
0.52,-0.9921147013144779,0.9685831611286311,1.04,-0.9921147013144779
0.522,-0.9904614256966512,0.9620276715860858,1.044,-0.9904614256966513
0.524,-0.9886517447379141,0.9548645447466431,1.048,-0.9886517447379141
0.526,-0.986685944207868,0.9470983049947443,1.052,-0.986685944207868
0.528,-0.9845643345292053,0.9387338576538741,1.056,-0.9845643345292053
0.53,-0.9822872507286886,0.9297764858882513,1.06,-0.9822872507286886
0.532,-0.9798550523842469,0.9202318473658702,1.064,-0.9798550523842469
0.534,-0.9772681235681935,0.9101059706849958,1.068,-0.9772681235681935
0.536,-0.9745268727865771,0.8994052515663711,1.072,-0.9745268727865771
0.538,-0.9716317329146739,0.8881364488135444,1.076,-0.971631732914674
0.54,-0.9685831611286311,0.8763066800438634,1.08,-0.9685831611286312
0.542,-0.9653816388332739,0.8639234171928355,1.084,-0.9653816388332739
0.544,-0.9620276715860859,0.8509944817946918,1.088,-0.9620276715860859
0.546,-0.9585217890173758,0.8375280400421417,1.092,-0.9585217890173758
0.548,-0.954864544746643,0.8235325976284272,1.096,-0.954864544746643
0.55,-0.9510565162951535,0.8090169943749471,1.1,-0.9510565162951536
0.552,-0.9470983049947443,0.7939903986478354,1.104,-0.9470983049947443
0.554,-0.9429905358928644,0.7784623015670233,1.108,-0.9429905358928644
0.556,-0.9387338576538741,0.7624425110114477,1.112,-0.9387338576538742
0.558,-0.9343289424566119,0.7459411454241818,1.116,-0.9343289424566121
0.56,-0.9297764858882512,0.728968627421411,1.12,-0.9297764858882515
0.562,-0.925077206834458,0.7115356772092852,1.124,-0.925077206834458
0.5640000000000001,-0.9202318473658703,0.6936533058128047,1.1280000000000001,-0.9202318473658703
0.5660000000000001,-0.9152411726209174,0.675332808121024,1.1320000000000001,-0.9152411726209174
0.5680000000000001,-0.9101059706849955,0.6565857557529559,1.1360000000000001,-0.9101059706849957
0.5700000000000001,-0.9048270524660195,0.6374239897486896,1.1400000000000001,-0.9048270524660195
0.5720000000000001,-0.899405251566371,0.6178596130903341,1.1440000000000001,-0.899405251566371
0.5740000000000001,-0.8938414241512637,0.5979049830575185,1.1480000000000001,-0.8938414241512639
0.5760000000000001,-0.8881364488135444,0.577572703422267,1.1520000000000001,-0.8881364488135446
0.578,-0.8822912264349535,0.5568756164881887,1.156,-0.8822912264349535
0.58,-0.8763066800438637,0.5358267949789971,1.16,-0.8763066800438639
0.582,-0.8701837546695258,0.5144395337815069,1.164,-0.870183754669526
0.584,-0.8639234171928356,0.4927273415482925,1.168,-0.8639234171928356
0.586,-0.8575266561936524,0.47070393216533335,1.172,-0.8575266561936528
0.588,-0.8509944817946921,0.44838321609003284,1.176,-0.8509944817946921
0.59,-0.8443279255020152,0.42577929156507305,1.18,-0.8443279255020152
0.592,-0.8375280400421418,0.4029064357136629,1.184,-0.837528040042142
0.594,-0.8305958991958129,0.37977909552180195,1.188,-0.8305958991958129
0.596,-0.8235325976284277,0.35641187871325136,1.192,-0.8235325976284277
0.598,-0.816339250717184,0.3328195445229871,1.196,-0.8163392507171844
0.6,-0.8090169943749475,0.30901699437494773,1.2,-0.8090169943749478
0.602,-0.8015669848708769,0.28501926246997705,1.204,-0.8015669848708769
0.604,-0.7939903986478356,0.26084150628989766,1.208,-0.7939903986478356
0.606,-0.786288432136619,0.2364989970237252,1.212,-0.786288432136619
0.608,-0.7784623015670236,0.21200710992205496,1.216,-0.7784623015670236
0.61,-0.7705132427757893,0.18738131458572474,1.22,-0.7705132427757896
0.612,-0.7624425110114481,0.1626371651948844,1.224,-0.7624425110114481
0.614,-0.754251380736104,0.13779029068463863,1.228,-0.754251380736104
0.616,-0.7459411454241822,0.11285638487348205,1.232,-0.7459411454241826
0.618,-0.7375131173581739,0.08785119655074333,1.236,-0.7375131173581743
0.62,-0.7289686274214116,0.06279051952931332,1.24,-0.7289686274214119
0.622,-0.720309024887907,0.037690182669935166,1.244,-0.720309024887907
0.624,-0.7115356772092855,0.01256603988335302,1.248,-0.7115356772092855
0.626,-0.7026499697988493,-0.012566039883352408,1.252,-0.7026499697988493
0.628,-0.6936533058128049,-0.03769018266993455,1.256,-0.6936533058128053
0.63,-0.684547105928689,-0.06279051952931271,1.26,-0.684547105928689
0.632,-0.6753328081210246,-0.08785119655074272,1.264,-0.6753328081210246
0.634,-0.6660118674342517,-0.11285638487348144,1.268,-0.666011867434252
0.636,-0.6565857557529564,-0.13779029068463805,1.272,-0.6565857557529567
0.638,-0.6470559615694442,-0.16263716519488378,1.276,-0.6470559615694442
0.64,-0.6374239897486895,-0.18738131458572502,1.28,-0.6374239897486895
0.642,-0.6276913612907002,-0.21200710992205524,1.284,-0.6276913612907009
0.644,-0.6178596130903348,-0.23649899702372376,1.288,-0.6178596130903348
0.646,-0.6079302976946057,-0.2608415062898962,1.292,-0.6079302976946057
0.648,-0.597904983057519,-0.2850192624699756,1.296,-0.597904983057519
0.65,-0.5877852522924732,-0.3090169943749471,1.3,-0.5877852522924732
0.652,-0.5775727034222676,-0.33281954452298657,1.304,-0.5775727034222676
0.654,-0.5672689491267564,-0.3564118787132508,1.308,-0.5672689491267564
0.656,-0.5568756164881878,-0.3797790955218014,1.312,-0.5568756164881886
0.658,-0.5463943467342689,-0.40290643571366314,1.316,-0.5463943467342689
0.66,-0.5358267949789963,-0.4257792915650733,1.32,-0.5358267949789971
0.662,-0.5251746299612953,-0.4483832160900331,1.324,-0.525174629961296
0.664,-0.5144395337815068,-0.470703932165332,1.328,-0.514439533781506
0.666,-0.503623201635761,-0.49272734154829123,1.332,-0.503623201635761
0.668,-0.4927273415482916,-0.5144395337815063,1.336,-0.4927273415482916
0.67,-0.48175367410171527,-0.5358267949789967,1.34,-0.48175367410171527
0.672,-0.47070393216533246,-0.5568756164881882,1.344,-0.47070393216533246
0.674,-0.45957986062148765,-0.577572703422268,1.348,-0.4595798606214884
0.676,-0.44838321609003196,-0.5979049830575194,1.352,-0.44838321609003196
0.678,-0.4371157666509325,-0.617859613090335,1.356,-0.4371157666509333
0.68,-0.42577929156507216,-0.6374239897486905,1.36,-0.42577929156507294
0.682,-0.41437558099328436,-0.6565857557529561,1.364,-0.41437558099328353
0.684,-0.4029064357136628,-0.6753328081210243,1.368,-0.4029064357136628
0.686,-0.3913736668372024,-0.6936533058128049,1.372,-0.3913736668372024
0.6880000000000001,-0.37977909552180106,-0.7115356772092855,1.3760000000000001,-0.37977909552180106
0.6900000000000001,-0.3681245526846778,-0.7289686274214118,1.3800000000000001,-0.3681245526846778
0.6920000000000001,-0.3564118787132504,-0.7459411454241826,1.3840000000000001,-0.35641187871325125
0.6940000000000001,-0.34464292317451667,-0.7624425110114483,1.3880000000000001,-0.34464292317451667
0.6960000000000001,-0.3328195445229862,-0.778462301567024,1.3920000000000001,-0.332819544522987
0.6980000000000001,-0.32094360980720893,-0.793990398647836,1.3960000000000001,-0.32094360980720976
0.7000000000000001,-0.30901699437494756,-0.8090169943749472,1.4000000000000001,-0.30901699437494673
0.7020000000000001,-0.297041581577035,-0.8235325976284273,1.4040000000000001,-0.297041581577035
0.704,-0.28501926246997694,-0.8375280400421408,1.408,-0.28501926246997694
0.706,-0.27295193551732594,-0.8509944817946911,1.412,-0.27295193551732594
0.708,-0.26084150628989755,-0.8639234171928347,1.416,-0.26084150628989755
0.71,-0.2486898871648553,-0.8763066800438631,1.42,-0.2486898871648553
0.712,-0.2364989970237251,-0.8881364488135441,1.424,-0.2364989970237251
0.714,-0.2242707609493815,-0.8994052515663707,1.428,-0.2242707609493815
0.716,-0.21200710992205485,-0.9101059706849955,1.432,-0.2120071099220557
0.718,-0.1997099805144071,-0.9202318473658703,1.436,-0.1997099805144071
0.72,-0.18738131458572463,-0.9297764858882515,1.44,-0.1873813145857255
0.722,-0.17502305897527595,-0.9387338576538742,1.444,-0.1750230589752768
0.724,-0.16263716519488428,-0.9470983049947439,1.448,-0.16263716519488428
0.726,-0.15022558912075762,-0.9548645447466426,1.452,-0.15022558912075762
0.728,-0.13779029068463852,-0.9620276715860856,1.456,-0.13779029068463852
0.73,-0.1253332335643046,-0.968583161128631,1.46,-0.1253332335643046
0.732,-0.11285638487348193,-0.974526872786577,1.464,-0.11285638487348193
0.734,-0.10036171485121503,-0.9798550523842469,1.468,-0.10036171485121592
