f_Hz,Spp_Pa2_per_Hz
494.474468294,2.02234910824e-12
498.612855231,2.00556401527e-12
502.785877416,1.98891823521e-12
506.993824723,1.9724106118e-12
511.236989448,1.95603999836e-12
515.515666335,1.93980525773e-12
519.830152594,1.92370526221e-12
524.180747925,1.90773889342e-12
528.567754532,1.89190504231e-12
532.991477152,1.87620260899e-12
537.452223071,1.86063050272e-12
541.950302146,1.84518764182e-12
546.486026828,1.82987295358e-12
551.059712184,1.81468537418e-12
555.671675916,1.79962384865e-12
560.322238386,1.78468733078e-12
565.011722637,1.76987478301e-12
569.740454416,1.75518517642e-12
574.508762195,1.74061749063e-12
579.316977197,1.72617071372e-12
584.165433415,1.71184384217e-12
589.054467639,1.69763588078e-12
593.984419477,1.68354584263e-12
598.95563138,1.66957274898e-12
603.968448662,1.65571562921e-12
609.023219532,1.64197352076e-12
614.120295109,1.62834546906e-12
619.260029452,1.61483052747e-12
624.442779585,1.60142775718e-12
629.668905518,1.58813622721e-12
634.938770273,1.57495501428e-12
640.252739914,1.56188320277e-12
645.611183564,1.54891988469e-12
651.014473439,1.53606415955e-12
656.46298487,1.52331513436e-12
661.957096326,1.51067192353e-12
667.497189446,1.49813364882e-12
673.083649063,1.48569943928e-12
678.716863231,1.47336843119e-12
684.397223251,1.461139768e-12
690.125123698,1.44901260027e-12
695.900962452,1.4369860856e-12
701.72514072,1.4250593886e-12
707.598063068,1.4132316808e-12
713.520137448,1.40150214061e-12
719.491775228,1.38986995325e-12
725.513391215,1.37833431072e-12
731.585403691,1.36689441172e-12
737.708234437,1.35554946159e-12
743.882308765,1.34429867227e-12
750.108055545,1.33314126226e-12
756.385907238,1.32207645652e-12
762.716299924,1.31110348645e-12
769.099673333,1.30022158983e-12
775.536470873,1.28943001078e-12
782.027139665,1.27872799968e-12
788.572130572,1.26811481313e-12
795.17189823,1.2575897139e-12
801.826901081,1.2471519709e-12
808.537601401,1.23680085907e-12
815.304465338,1.22653565939e-12
822.127962941,1.21635565882e-12
829.00856819,1.20626015022e-12
835.946759034,1.19624843232e-12
842.943017424,1.18631980968e-12
849.997829341,1.17647359262e-12
857.111684835,1.16670909718e-12
864.285078058,1.15702564511e-12
871.518507296,1.14742256375e-12
878.812475007,1.13789918605e-12
886.167487853,1.12845485047e-12
893.584056737,1.11908890099e-12
901.062696837,1.10980068702e-12
908.603927644,1.10058956337e-12
916.208272996,1.0914548902e-12
923.876261116,1.08239603298e-12
931.608424645,1.07341236247e-12
939.405300686,1.06450325463e-12
947.267430834,1.0556680906e-12
955.195361218,1.04690625667e-12
963.189642537,1.0382171442e-12
971.2508301,1.02960014963e-12
979.379483863,1.02105467439e-12
987.576168468,1.01258012488e-12
995.841453284,1.00417591244e-12
1004.17591244,9.95841453284e-13
1012.58012488,9.87576168468e-13
1021.05467439,9.79379483863e-13
1029.60014963,9.712508301e-13
1038.2171442,9.63189642537e-13
1046.90625667,9.55195361218e-13
1055.6680906,9.47267430834e-13
1064.50325463,9.39405300686e-13
1073.41236247,9.31608424645e-13
1082.39603298,9.23876261116e-13
1091.4548902,9.16208272996e-13
1100.58956337,9.08603927644e-13
1109.80068702,9.01062696837e-13
1119.08890099,8.93584056737e-13
1128.45485047,8.86167487853e-13
1137.89918605,8.78812475007e-13
1147.42256375,8.71518507296e-13
1157.02564511,8.64285078058e-13
1166.70909718,8.57111684835e-13
1176.47359262,8.49997829341e-13
1186.31980968,8.42943017424e-13
1196.24843232,8.35946759034e-13
1206.26015022,8.2900856819e-13
1216.35565882,8.22127962941e-13
1226.53565939,8.15304465338e-13
1236.80085907,8.08537601401e-13
1247.1519709,8.01826901081e-13
1257.5897139,7.9517189823e-13
1268.11481313,7.88572130572e-13
1278.72799968,7.82027139665e-13
1289.43001078,7.75536470873e-13
1300.22158983,7.69099673333e-13
1311.10348645,7.62716299924e-13
1322.07645652,7.56385907238e-13
1333.14126226,7.50108055545e-13
1344.29867227,7.43882308765e-13
1355.54946159,7.37708234437e-13
1366.89441172,7.31585403691e-13
1378.33431072,7.25513391215e-13
1389.86995325,7.19491775228e-13
1401.50214061,7.13520137448e-13
1413.2316808,7.07598063068e-13
1425.0593886,7.0172514072e-13
1436.9860856,6.95900962452e-13
1449.01260027,6.90125123698e-13
1461.139768,6.84397223251e-13
1473.36843119,6.78716863231e-13
1485.69943928,6.73083649063e-13
1498.13364882,6.67497189446e-13
1510.67192353,6.61957096326e-13
1523.31513436,6.5646298487e-13
1536.06415955,6.51014473439e-13
1548.91988469,6.45611183564e-13
1561.88320277,6.40252739914e-13
1574.95501428,6.34938770273e-13
1588.13622721,6.29668905518e-13
1601.42775718,6.24442779585e-13
1614.83052747,6.19260029452e-13
1628.34546906,6.14120295109e-13
1641.97352076,6.09023219532e-13
1655.71562921,6.03968448662e-13
1669.57274898,5.9895563138e-13
1683.54584263,5.93984419477e-13
1697.63588078,5.89054467639e-13
1711.84384217,5.84165433415e-13
1726.17071372,5.79316977197e-13
1740.61749063,5.74508762195e-13
1755.18517642,5.69740454416e-13
1769.87478301,5.65011722637e-13
1784.68733078,5.60322238386e-13
1799.62384865,5.55671675916e-13
1814.68537418,5.51059712184e-13
1829.87295358,5.46486026828e-13
1845.18764182,5.41950302146e-13
1860.63050272,5.37452223071e-13
1876.20260899,5.32991477152e-13
1891.90504231,5.28567754532e-13
1907.73889342,5.24180747925e-13
1923.70526221,5.19830152594e-13
1939.80525773,5.15515666335e-13
1956.03999836,5.11236989448e-13
1972.4106118,5.06993824723e-13
1988.91823521,5.02785877417e-13
2005.56401527,4.98612855231e-13
2022.34910824,4.94474468294e-13
2039.27468006,4.90370429141e-13
2056.34190646,4.86300452692e-13
2073.55197296,4.82264256233e-13
2090.90607504,4.78261559397e-13
2108.40541816,4.74292084144e-13
2126.05121789,4.70355554741e-13
2143.84469996,4.66451697745e-13
2161.78710037,4.62580241981e-13
2179.87966544,4.58740918525e-13
2198.12365196,4.54933460686e-13
2216.5203272,4.51157603984e-13
2235.07096905,4.47413086138e-13
2253.7768661,4.43699647041e-13
2272.63931773,4.40017028746e-13
2291.65963419,4.36364975445e-13
2310.83913667,4.32743233456e-13
2330.17915746,4.29151551201e-13
2349.68103997,4.2558967919e-13
2369.34613887,4.22057370005e-13
2389.17582015,4.18554378278e-13
2409.17146125,4.15080460682e-13
2429.33445114,4.11635375907e-13
2449.66619039,4.08218884647e-13
2470.16809132,4.0483074958e-13
2490.84157806,4.01470735357e-13
2511.68808664,3.98138608579e-13
2532.70906514,3.94834137787e-13
2553.90597374,3.91557093441e-13
2575.28028485,3.88307247908e-13
2596.83348319,3.85084375442e-13
2618.56706591,3.81888252173e-13
2640.48254271,3.78718656088e-13
2662.5814359,3.75575367016e-13
2684.86528055,3.72458166614e-13
2707.33562455,3.69366838352e-13
2729.99402878,3.66301167497e-13
2752.84206715,3.63260941095e-13
2775.88132677,3.60245947965e-13
2799.11340801,3.57255978675e-13
2822.53992466,3.54290825531e-13
2846.16250398,3.51350282565e-13
2869.98278689,3.48434145517e-13
2894.00242801,3.45542211824e-13
2918.22309584,3.42674280601e-13
2942.6464728,3.39830152634e-13
2967.27425543,3.3700963036e-13
2992.10815446,3.34212517857e-13
3017.14989492,3.31438620827e-13
3042.40121629,3.28687746588e-13
3067.86387262,3.25959704055e-13
3093.53963262,3.23254303729e-13
3119.43027981,3.20571357684e-13
3145.53761264,3.17910679555e-13
3171.86344461,3.15272084522e-13
3198.40960439,3.126553893e-13
3225.17793597,3.10060412124e-13
3252.17029876,3.0748697274e-13
3279.38856773,3.04934892388e-13
3306.83463357,3.02403993792e-13
3334.51040274,2.99894101148e-13
3362.41779772,2.97405040111e-13
3390.55875702,2.94936637783e-13
3418.93523542,2.924887227e-13
3447.54920403,2.90061124822e-13
3476.40265048,2.87653675521e-13
3505.49757901,2.85266207567e-13
3534.83601065,2.8289855512e-13
3564.41998335,2.80550553715e-13
3594.2515521,2.78222040251e-13
3624.33278909,2.75912852983e-13
3654.66578388,2.73622831508e-13
3685.25264348,2.71351816753e-13
3716.09549255,2.69099650965e-13
3747.19647355,2.66866177703e-13
3778.55774684,2.64651241823e-13
3810.18149088,2.62454689467e-13
3842.06990235,2.60276368056e-13
3874.22519633,2.58116126277e-13
3906.64960643,2.55973814072e-13
3939.34538494,2.5384928263e-13
3972.31480303,2.51742384374e-13
4005.56015086,2.49652972952e-13
4039.08373775,2.47580903227e-13
4072.88789235,2.45526031266e-13
4106.97496283,2.43488214331e-13
4141.34731696,2.41467310869e-13
4176.00734237,2.39463180501e-13
4210.95744666,2.37475684014e-13
4246.20005756,2.35504683351e-13
4281.73762315,2.33550041598e-13
4317.57261197,2.31611622982e-13
4353.70751325,2.29689292851e-13
4390.14483702,2.27782917677e-13
4426.88711435,2.25892365034e-13
4463.93689746,2.24017503601e-13
4501.29675995,2.22158203142e-13
4538.96929696,2.20314334505e-13
4576.95712535,2.18485769609e-13
4615.26288387,2.16672381436e-13
4653.88923336,2.14874044021e-13
4692.83885694,2.13090632448e-13
4732.11446016,2.11322022833e-13
4771.71877125,2.09568092325e-13
4811.65454123,2.07828719089e-13
4851.92454418,2.06103782302e-13
4892.53157738,2.04393162146e-13
4933.47846152,2.02696739795e-13
4974.76804092,2.0101439741e-13
5016.40318367,1.9934601813e-13
5058.38678188,1.97691486065e-13
5100.72175188,1.96050686284e-13
5143.41103437,1.94423504814e-13
5186.45759471,1.92809828624e-13
5229.86442304,1.91209545623e-13
5273.63453453,1.89622544652e-13
5317.77096961,1.8804871547e-13
5362.27679412,1.86487948756e-13
5407.15509959,1.84940136094e-13
5452.40900341,1.83405169967e-13
5498.04164905,1.81882943752e-13
5544.05620632,1.8037335171e-13
5590.45587152,1.78876288979e-13
5637.24386773,1.7739165157e-13
5684.42344499,1.75919336354e-13
5731.99788055,1.7445924106e-13
5779.97047908,1.73011264265e-13
5828.3445729,1.71575305388e-13
5877.12352225,1.70151264681e-13
5926.31071546,1.68739043228e-13
5975.90956923,1.67338542931e-13
6025.92352886,1.65949666505e-13
6076.35606848,1.64572317476e-13
6127.21069129,1.63206400168e-13
6178.49092983,1.61851819701e-13
6230.20034617,1.60508481981e-13
6282.34253222,1.59176293695e-13
6334.92110995,1.57855162305e-13
6387.93973164,1.56544996041e-13
6441.40208011,1.55245703895e-13
6495.31186905,1.53957195614e-13
6549.6728432,1.52679381694e-13
6604.48877865,1.51412173374e-13
6659.76348308,1.5015548263e-13
6715.50079606,1.48909222167e-13
6771.70458927,1.47673305416e-13
6828.37876682,1.46447646528e-13
6885.52726548,1.45232160362e-13
6943.15405496,1.44026762489e-13
7001.2631382,1.42831369177e-13
7059.85855165,1.41645897391e-13
7118.94436554,1.40470264783e-13
7178.52468415,1.3930438969e-13
7238.60364612,1.38148191127e-13
7299.18542473,1.37001588782e-13
7360.27422819,1.35864503006e-13
7421.87429992,1.34736854814e-13
7483.98991886,1.33618565878e-13
7546.62539976,1.32509558515e-13
7609.78509348,1.31409755692e-13
7673.4733873,1.30319081012e-13
7737.6947052,1.29237458713e-13
7802.45350821,1.28164813664e-13
7867.75429469,1.27101071353e-13
7933.60160063,1.26046157891e-13
8000,1.25e-13
