t_s,p_mPa
0.178,-0.309143232105
0.1785,-0.569546879377
0.179,0.303086151176
0.1795,-1.53921891379
0.18,-1.77784056957
0.1805,1.25141964008
0.181,0.618049630745
0.1815,-1.40585384235
0.182,0.15801080901
0.1825,0.738382278922
0.183,-0.836715907379
0.1835,0.0650586855896
0.184,1.93501078444
0.1845,0.289619183847
0.185,-1.88556302363
0.1855,0.0624144880554
0.186,2.13962013035
0.1865,0.489606103101
0.187,-1.11498002276
0.1875,-0.716858739235
0.188,0.169740063876
0.1885,0.927507569257
0.189,0.00362729962886
0.1895,-1.29931662701
0.19,0.0691049547408
0.1905,0.693497173027
0.191,-1.07574023821
0.1915,-0.379525308603
0.192,1.27193862238
0.1925,-0.196358556234
0.193,-0.669362874628
0.1935,1.32565579633
0.194,0.609026233912
0.1945,-1.70121082899
0.195,-0.757300938528
0.1955,0.815474692629
0.196,-0.273351119819
0.1965,-0.699958490325
0.197,0.88137673734
0.1975,1.33959976437
0.198,0.276066896805
0.1985,-0.979784508041
0.199,-1.65317220521
0.1995,-0.259223738809
0.2,1.59501809524
0.2005,0.894022916016
0.201,-0.16397929161
0.2015,0.367040098356
0.202,0.0798429996376
0.2025,-1.04134601304
0.203,-0.861293631639
0.2035,0.25371402598
0.204,0.692262198282
0.2045,0.0285680725944
0.205,-0.184011613231
0.2055,0.721230450702
0.206,0.543101552424
0.2065,-1.07543639682
0.207,-1.36111094313
0.2075,-0.562960362588
0.208,-0.68859035161
0.2085,0.337524000423
0.209,1.9140202247
0.2095,0.5366554263
0.21,0.28424157715
0.2105,2.29818614713
0.211,0.714874058066
0.2115,-1.07968774285
0.212,0.0249440812593
0.2125,-1.50540330366
0.213,-3.14549679507
0.2135,-0.837402052569
0.214,-0.0451098073616
0.2145,-0.744673730073
0.215,1.18962947414
0.2155,1.76400775602
0.216,0.340467246404
0.2165,1.45717387891
0.217,1.9468243437
0.2175,-0.214097690527
0.218,-0.950013126083
0.2185,-0.820551736128
0.219,-0.716940498617
0.2195,0.17332695924
0.22,-0.611911102162
0.2205,-1.71781781001
0.221,-0.340379209768
0.2215,0.519698694172
0.222,0.141057788877
0.2225,0.663951332885
0.223,0.795516304392
0.2235,0.380509321179
0.224,0.731528940504
0.2245,0.990176018254
0.225,0.327568202509
0.2255,-1.32415892039
0.226,-1.74540258348
0.2265,0.244669487888
0.227,0.441720270708
0.2275,-0.699896503995
0.228,0.543065279075
0.2285,0.677643966808
0.229,-0.583478811001
0.2295,0.468138373033
0.23,0.60917980192
0.2305,-0.948540473996
0.231,-0.715273596235
0.2315,-0.381315131284
0.232,-0.349707594198
0.2325,0.878600265168
0.233,0.387523051958
0.2335,-1.21689176837
0.234,-0.140349373423
0.2345,1.02189375635
0.235,0.322571352435
0.2355,0.958698835568
0.236,1.70518429338
0.2365,-0.121680145882
0.237,-1.11890604873
0.2375,0.142600325623
0.238,-0.0968245631471
0.2385,-1.96702013397
0.239,-1.81680216853
0.2395,0.586653916574
0.24,2.02128164078
0.2405,1.2911554324
0.241,-0.262886794226
0.2415,-1.48630885657
0.242,-1.08308010471
0.2425,0.673513568057
0.243,1.29204949343
0.2435,0.245849113776
0.244,-1.10234144429
0.2445,-1.34042511178
0.245,-0.164220258142
0.2455,0.413980011422
0.246,0.344087318198
0.2465,1.14090956628
0.247,1.29954265961
0.2475,0.331162373324
0.248,-0.202994703647
0.2485,-0.441311508087
0.249,-0.547135508556
0.2495,-0.368820392457
0.25,-0.192199038115
0.2505,0.44193312832
0.251,0.52799857606
0.2515,-1.12075776986
0.252,-1.44542445401
0.2525,0.689753502534
0.253,1.37238871796
0.2535,0.378368668949
0.254,-0.278940687412
0.2545,-1.50687861994
0.255,-2.14654004687
0.2555,0.0498458544337
0.256,2.6031401042
0.2565,2.01683529081
0.257,-0.0225810943986
0.2575,-0.271284190706
0.258,0.288183237509
0.2585,-0.0344215473783
0.259,-0.360420272078
0.2595,-0.0437400539699
0.26,-0.052768692344
0.2605,-0.984575367301
0.261,-1.27554760835
0.2615,-0.287089296196
0.262,0.0146121557733
0.2625,-0.283452813439
0.263,0.651883119196
0.2635,1.32250135095
0.264,-0.386801145979
0.2645,-1.50748896957
0.265,0.0661802788676
0.2655,0.84283185334
0.266,0.82197440199
0.2665,1.94929999007
0.267,1.25845133295
0.2675,-0.696427349655
0.268,-0.662724429627
0.2685,-0.247961412626
0.269,-0.497201711753
0.2695,-0.668000894139
0.27,-1.1688346304
0.2705,-1.28683350699
0.271,-0.253583895583
0.2715,0.739687117885
0.272,0.659748169867
0.2725,0.00194933923709
0.273,-0.355164653324
0.2735,0.26525821564
0.274,0.888438785311
0.2745,-0.531729860724
0.275,-1.07495691213
0.2755,1.6991824034
0.276,1.77482468419
0.2765,-0.86798825852
0.277,0.306838728336
0.2775,1.08059684105
0.278,-0.967936344895
0.2785,-0.0981245473348
0.279,0.797819236566
0.2795,-0.757633052437
0.28,-0.767477391081
0.2805,-0.80188186406
0.281,-1.34146155316
0.2815,-0.335459918604
0.282,-0.187006297776
0.2825,-0.602541401415
0.283,0.203542487692
0.2835,0.903936736157
0.284,1.28356890825
0.2845,1.2613829791
0.285,0.53656147252
0.2855,-0.32582741455
0.286,-0.548508670958
0.2865,0.329790873698
0.287,-0.0747097993521
0.2875,-1.32529228707
0.288,0.258765605339
0.2885,1.26112113146
0.289,-0.346538095686
0.2895,-0.310205512149
0.29,-0.525578608784
0.2905,-1.65221488885
0.291,0.657725811438
0.2915,2.3425261281
0.292,0.317499074002
0.2925,-0.025897630324
0.293,0.723338786963
0.2935,-0.869426096445
0.294,-1.38927682154
0.2945,-0.0439388431657
0.295,-0.614283117155
0.2955,-1.47344182948
0.296,-0.138678317596
0.2965,-0.150393562296
0.297,-1.05282021997
0.2975,1.22205216508
0.298,2.16376262689
0.2985,-0.133296806679
0.299,0.360124863042
0.2995,1.09511929157
0.3,-0.41815400832
0.3005,0.997043335722
0.301,2.11459197505
0.3015,-0.593708440149
0.302,-1.32810526184
0.3025,0.384616289211
0.303,0.0752724292326
0.3035,-1.33822618152
0.304,-1.40059218644
0.3045,-1.37882535202
0.305,-1.90690665428
0.3055,-0.859441631448
0.306,0.907362527935
0.3065,1.35086123933
0.307,1.11816728828
0.3075,0.733467668844
0.308,1.12009351837
0.3085,1.4553890016
0.309,-0.250286996548
0.3095,-0.963970863592
0.31,0.232583873833
0.3105,-0.308587939953
0.311,-1.3355733898
0.3115,-0.922151182356
0.312,-0.373127895541
0.3125,0.680107008868
0.313,1.62280418281
0.3135,0.865691265427
0.314,-0.185841241135
0.3145,-0.306561869894
0.315,0.0688731587151
0.3155,0.365333034258
0.316,-0.246858118043
0.3165,-1.12388319977
0.317,-0.847771582484
0.3175,0.0629890879157
0.318,0.726730957147
0.3185,0.386968302914
0.319,-1.26339505612
0.3195,-1.46466346163
0.32,0.439668978642
0.3205,0.60436110583
0.321,-0.0300151266204
0.3215,1.04140986638
0.322,0.463272048755
0.3225,-0.769362239355
0.323,1.15152690062
0.3235,1.78965283763
0.324,-0.442111118076
0.3245,-0.615971185153
0.325,0.207039720766
0.3255,-0.371536132132
0.326,-0.662168267682
0.3265,-0.499997264299
0.327,-0.309587400374
0.3275,-0.152995805149
0.328,-0.171527048683
0.3285,0.247445147453
0.329,0.484645594613
0.3295,0.268975968786
0.33,-0.179505105731
0.3305,-1.16616522058
0.331,-0.853881515093
0.3315,0.695137156572
0.332,0.825804272969
0.3325,0.443075226299
0.333,0.721101962284
0.3335,0.371211354205
0.334,-0.651488862255
0.3345,-1.05535988126
0.335,-0.206850079027
0.3355,0.795167625153
0.336,0.973532133899
0.3365,0.696469338963
0.337,-0.151175706764
0.3375,-0.921213277828
0.338,-0.635621883875
0.3385,-0.324229742879
0.339,-0.197225117431
0.3395,0.297589725942
0.34,0.114185022667
0.3405,-0.716080626881
0.341,-1.07536430024
0.3415,-0.296678643718
0.342,2.07370516853
0.3425,2.89214126019
0.343,-0.351262806823
0.3435,-2.31811707737
0.344,-0.717107720542
0.3445,-0.391089477156
0.345,-0.410416549138
0.3455,0.935591241071
0.346,0.164660211239
0.3465,-0.659494433951
0.347,0.759235416571
0.3475,0.763457046819
0.348,0.331099861196
0.3485,0.881985246384
0.349,-0.429083550575
0.3495,-1.09516462666
0.35,0.865625721283
0.3505,1.126788431
0.351,-0.623406119084
0.3515,-1.45666508161
0.352,-1.14319288664
0.3525,-0.095706166039
0.353,0.173902892591
0.3535,-1.03061743109
0.354,-0.793507389731
0.3545,0.986570876404
0.355,0.650234179019
0.3555,-0.213771979278
0.356,1.43897988323
0.3565,1.86280191616
0.357,-0.204231903328
0.3575,-0.596902516285
0.358,0.20735095264
0.3585,0.161063381365
0.359,-0.18370052179
0.3595,-0.999406271701
0.36,-1.35078142126
0.3605,-0.52742363058
0.361,0.0588924962915
0.3615,0.413794700247
0.362,0.766884914579
0.3625,0.758908192762
0.363,0.956608288675
0.3635,0.647701880314
0.364,-0.55280943424
0.3645,-1.05090682353
0.365,-0.778430309713
0.3655,-0.161861765483
0.366,0.444303309245
0.3665,-0.16970419353
0.367,-0.51789756722
0.3675,-0.0940644269873
0.368,-0.56566908149
0.3685,0.0028473920201
0.369,0.757226527141
0.3695,-0.439872794441
0.37,0.0752453027669
0.3705,1.03885093384
0.371,-0.0802378109045
0.3715,0.703568940093
0.372,1.41344414982
0.3725,-0.164676175894
0.373,-0.0790903994628
0.3735,-0.519468610078
0.374,-2.01831141454
0.3745,-0.305207084376
0.375,0.855197947971
0.3755,-0.474481689675
0.376,-0.215688895926
0.3765,0.405028008749
0.377,0.499344991397
0.3775,1.25395304746
0.378,0.362808449486
0.3785,-1.05552861933
0.379,0.0540765300927
0.3795,0.701696829385
0.38,-1.05039725265
0.3805,-1.46582565905
0.381,0.137118885018
0.3815,-0.0208080178428
0.382,-1.61926151373
0.3825,-1.03887817901
0.383,1.16506660112
0.3835,2.02821624188
0.384,1.07074279038
0.3845,0.112759153757
0.385,0.699906635864
0.3855,1.05551867923
0.386,-0.602152331325
0.3865,-1.35356739828
0.387,0.396644181478
0.3875,0.999647652438
0.388,-0.773368648971
0.3885,-1.22123449174
0.389,0.157468483695
0.3895,0.0552394475685
0.39,-0.677752890762
0.3905,0.260718127099
0.391,0.7139431135
0.3915,-0.38202915488
0.392,-0.883405796579
0.3925,-0.777810369224
0.393,-0.730853442968
0.3935,0.48111402452
0.394,1.81138319969
0.3945,0.998636172887
0.395,0.108861931709
0.3955,0.456636359027
0.396,-0.611829043357
0.3965,-1.27869523364
0.397,0.934980257522
0.3975,1.10134474929
0.398,-1.70184824202
0.3985,-1.87553742217
0.399,-0.0624358842047
0.3995,0.960539926658
0.4,1.732704397
0.4005,0.684082347593
0.401,-1.29082784359
0.4015,-0.753152959694
0.402,0.169432424468
0.4025,0.228785268024
0.403,1.42824388204
0.4035,1.71468777087
0.404,0.167670419551
0.4045,-0.96070669362
0.405,-1.60041257286
0.4055,-1.49721223092
0.406,-0.429706997443
0.4065,0.143177158977
0.407,-0.357048310904
0.4075,-0.704456468056
0.408,0.721537091277
0.4085,1.63723494123
0.409,-0.00346551800971
0.4095,-0.371886098797
0.41,0.409677123161
0.4105,-0.648642576661
0.411,-0.0495608433859
0.4115,1.66828640467
0.412,-0.0697263837365
0.4125,-0.698630163823
0.413,1.96488127818
0.4135,1.05999462663
0.414,-1.71326405511
0.4145,-0.422783442419
0.415,0.269235887079
0.4155,-1.90050574528
0.416,-1.44503330851
0.4165,0.632017127964
0.417,0.479915308288
0.4175,-0.0277678809552
0.418,0.113232641967
0.4185,-0.469523041692
0.419,-0.581170694855
0.4195,0.753334022109
0.42,1.28386366985
0.4205,0.109684969834
0.421,-0.361515480272
0.4215,0.517772692357
0.422,0.911975664218
0.4225,0.413670086731
0.423,-0.214339264847
0.4235,-0.295589402741
0.424,0.418824403548
0.4245,0.599710273041
0.425,-0.861574036024
0.4255,-2.1270278334
0.426,-1.43178856638
0.4265,-0.738955883498
0.427,-0.791701383871
0.4275,0.885259193714
0.428,2.57175618228
0.4285,0.966037469949
0.429,-1.01455414343
0.4295,-0.167094443124
0.43,1.05924481343
0.4305,0.0581337930503
0.431,-1.08895925843
0.4315,0.231754877491
0.432,1.82200259971
0.4325,0.999577290941
0.433,-0.24580534
0.4335,-0.10431301391
0.434,-0.220583315347
0.4345,-1.35932721501
0.435,-1.63935040941
0.4355,-0.0938425109265
0.436,0.643809772953
0.4365,-1.11105420899
0.437,-1.83270082068
0.4375,-0.0736346840981
0.438,1.12665658836
0.4385,1.58435812009
0.439,1.29602744091
0.4395,-0.442731985553
0.44,-0.0105656939624
0.4405,2.16763822128
0.441,0.567512655521
0.4415,-2.24760285548
0.442,-1.02120998804
0.4425,0.72786042759
0.443,-0.0133810786077
0.4435,-0.10092756813
0.444,0.254992096513
0.4445,-0.767867564873
0.445,-0.566226204388
0.4455,0.479665566049
0.446,-0.331095125288
0.4465,-0.496277865236
0.447,1.1765127272
0.4475,1.90933516802
0.448,1.10040458223
0.4485,-0.89454365388
0.449,-2.30543686341
0.4495,-0.779559147667
0.45,0.111483003119
0.4505,-1.84005343048
0.451,-1.12262769446
0.4515,2.46503439218
0.452,2.01502669073
0.4525,-1.01583681727
0.453,-0.224793421447
0.4535,1.61210068271
0.454,0.507677826224
0.4545,-0.519269436562
0.455,-0.262923733397
0.4555,0.17134656806
0.456,0.878316031948
0.4565,0.219426261631
0.457,-1.60108379478
0.4575,-1.46815720358
0.458,0.165394369819
0.4585,0.593699216639
0.459,0.118792079373
0.4595,0.27504047718
0.46,0.431791364187
0.4605,-0.681974245148
0.461,-1.67899731819
0.4615,-0.335731625179
0.462,1.59111527492
0.4625,1.52337360517
0.463,0.472813745007
0.4635,-0.522552336803
0.464,-1.04347676342
0.4645,-0.87670051068
0.465,-0.51468428763
0.4655,1.22363021999
0.466,2.43832515148
0.4665,-0.205612413189
0.467,-2.33797842974
0.4675,-0.847144664115
0.468,0.176038671052
0.4685,0.057525262804
0.469,1.24868255315
0.4695,1.98226860151
0.47,-0.204011071594
0.4705,-2.21365939733
0.471,-0.500618726361
0.4715,1.58716430351
0.472,0.528131569943
0.4725,-1.25946249903
0.473,-1.21599875288
0.4735,-0.0867427948575
0.474,0.235342929219
0.4745,-0.228831472574
0.475,0.475926713826
0.4755,1.45432107674
0.476,0.52584976135
0.4765,-0.546192644841
0.477,-0.55740559798
0.4775,-0.824283793303
0.478,-0.61105304539
0.4785,0.0908408669569
0.479,0.20391390616
0.4795,0.89559355426
0.48,1.70562082238
0.4805,1.2624535921
0.481,0.0585880382227
0.4815,-1.76219091882
0.482,-2.34456342571
0.4825,-0.269638682659
0.483,1.0612775201
0.4835,-0.10547153711
0.484,-0.952733829416
0.4845,-0.0558864651
0.485,0.953155212193
0.4855,0.555237377231
0.486,-0.285297237453
0.4865,0.21981555378
0.487,1.11094099158
0.4875,0.498596262023
0.488,-0.597955226667
0.4885,-0.774020663532
0.489,-0.429386515948
0.4895,-0.0860760874185
0.49,-0.361632231419
0.4905,-0.263008332869
0.491,1.00927396865
0.4915,0.41170607111
0.492,-1.31975593135
0.4925,0.0398401897032
0.493,1.56031340287
0.4935,-0.0673216786819
0.494,-0.904185442523
0.4945,0.693360242593
0.495,0.773253150627
0.4955,-0.978038106831
0.496,-0.514440796027
0.4965,1.02483998607
0.497,-0.0197303714476
0.4975,-0.937983583557
0.498,0.265939437246
0.4985,0.619153890411
0.499,-0.417451485598
0.4995,-1.62603858195
0.5,-1.71855323534
0.5005,0.155939220295
0.501,1.37510989137
0.5015,1.49738392561
0.502,2.05878355034
0.5025,0.667998451728
0.503,-1.51519947267
0.5035,-0.424179154205
0.504,0.916223639623
0.5045,-0.620037726249
0.505,-1.45432754948
0.5055,0.0542593704607
0.506,0.373387309533
0.5065,-0.851870505383
0.507,-0.136830590036
0.5075,0.728171961256
0.508,-0.972518626781
0.5085,-0.830285551284
0.509,1.40497746809
0.5095,0.885869214536
0.51,0.29601133148
0.5105,1.05518260506
0.511,-0.547788921525
0.5115,-1.45618848536
0.512,0.254429358654
0.5125,0.399444941656
0.513,0.19673994938
0.5135,1.15746652768
0.514,-0.0456860540272
0.5145,-1.82843141466
0.515,-0.780370019437
0.5155,0.732155920507
0.516,0.371487154063
0.5165,-0.412110657638
0.517,-0.171754109966
0.5175,0.0795553782391
0.518,-0.582765545789
0.5185,-0.198070398717
0.519,1.31181944891
0.5195,0.747301757623
0.52,-0.609399087108
0.5205,0.434359395967
0.521,1.03918338049
0.5215,-1.07032898637
0.522,-1.9277233915
0.5225,0.112019878904
0.523,1.00367437725
0.5235,-0.192462119326
0.524,0.0394597437342
0.5245,1.36039246497
0.525,0.55881453503
0.5255,-0.899156822631
0.526,-0.357568156816
0.5265,-0.212844902231
0.527,-1.37883210139
0.5275,-0.286653870575
0.528,1.7878354623
0.5285,0.889527022689
0.529,-0.735798660767
0.5295,-0.101836450765
0.53,0.910465126091
0.5305,0.104849583784
0.531,-1.06934323283
0.5315,-0.758948898046
0.532,-0.815227889689
0.5325,-1.41281300907
0.533,0.510715319177
0.5335,2.66807726059
0.534,1.41221952048
0.5345,-0.39365805872
0.535,-0.663944223434
0.5355,-0.794742141336
0.536,-0.645359104948
0.5365,-0.0924271303222
0.537,0.22133082651
0.5375,0.241437035109
0.538,0.70963046874
0.5385,1.56627674818
0.539,0.0600747234986
0.5395,-2.25098980603
0.54,-0.536873912054
0.5405,1.45360189793
0.541,-0.235559117664
0.5415,-0.874511622792
0.542,0.510281167152
0.5425,-0.0435535101166
0.543,-1.06096945672
0.5435,0.0897591315946
0.544,0.859408104511
0.5445,-0.169240900702
0.545,-0.540405513988
0.5455,-0.176911993203
0.546,-0.173434261724
0.5465,0.429977950131
0.547,0.893922056156
0.5475,0.559881715658
0.548,0.628286425555
0.5485,0.108488471264
0.549,-0.784086395229
0.5495,0.376971121931
0.55,0.986147425475
0.5505,-1.34770100777
0.551,-1.57570407872
0.5515,1.05218603073
0.552,0.404660750184
0.5525,-1.31455402297
0.553,-0.182685211505
0.5535,-0.668304687152
0.554,-1.05470004834
0.5545,1.71026125225
0.555,1.37372303302
0.5555,-0.314957748311
0.556,0.734969325409
0.5565,-0.457035115935
0.557,-0.983751598804
0.5575,1.41148563225
0.558,0.292628234194
0.5585,-0.601789974944
0.559,1.1244719626
0.5595,-0.820264291261
0.56,-2.30332252642
0.5605,0.466914475759
0.561,1.13677172294
0.5615,-0.897769941551
0.562,-1.08616301579
0.5625,0.684084167954
0.563,1.43572559815
0.5635,0.223817167848
0.564,-0.354023711247
0.5645,0.560555821371
0.565,1.0605820297
0.5655,0.414794469835
0.566,-0.899373310498
0.5665,-1.52002863135
0.567,-0.829753987227
0.5675,-0.223679944997
0.568,0.024507633251
0.5685,0.88280362597
0.569,1.51835265514
0.5695,0.389667284481
0.57,-1.21356347698
0.5705,-0.73085420249
0.571,0.518457728063
0.5715,0.0788417328849
0.572,-0.460902353966
0.5725,-0.340175616625
0.573,-1.12383454282
0.5735,-0.970859169329
0.574,0.964279585289
0.5745,1.3156560613
0.575,0.829930899981
0.5755,1.66127097101
0.576,0.78599991031
0.5765,-0.908189550042
0.577,-0.158538799764
0.5775,-0.511471518052
0.578,-1.50486865579
