r_sobre_r0,delta_Lp_dB
3.620495834545642,-11.175361043044116
3.6457628903047175,-11.235768400033542
3.6712062821613634,-11.296175757022972
3.6968272407464684,-11.3565831140124
3.722627005279364,-11.416990471001826
3.7486068236277648,-11.477397827991256
3.7747679523681157,-11.537805184980684
3.801111656846379,-11.59821254197011
3.8276392112392337,-11.65861989895954
3.854351898615697,-11.719027255948966
3.881251010999192,-11.779434612938394
3.9083378494300365,-11.83984196992782
3.93561372402837,-11.90024932691725
3.9630799540575192,-11.960656683906677
3.990737867987811,-12.021064040896103
4.018588803560828,-12.081471397885533
4.046634107854103,-12.14187875487496
4.074875137346284,-12.202286111864387
4.103313257982741,-12.262693468853813
4.131949845241629,-12.323100825843243
4.160786284200417,-12.38350818283267
4.1898239696028865,-12.443915539822097
4.219064305926587,-12.504322896811527
4.248508707450763,-12.564730253800953
4.27815859832477,-12.62513761079038
4.308015412636948,-12.685544967779808
4.338080594483984,-12.745952324769236
4.368355598040768,-12.806359681758664
4.398841887630717,-12.86676703874809
4.429540937796611,-12.927174395737522
4.4604542333719,-12.987581752726946
4.491583269552535,-13.047989109716374
4.5229295519692805,-13.108396466705802
4.5544945967605335,-13.16880382369523
4.586279930645663,-13.229211180684658
4.618287090998851,-13.289618537674084
4.650517625923451,-13.350025894663514
4.68297309432686,-13.41043325165294
4.715655065995929,-13.470840608642368
4.748565121672886,-13.531247965631795
4.781704853131786,-13.591655322621223
4.81507586325551,-13.652062679610651
4.848679766113287,-13.71247003660008
4.8825181870387615,-13.772877393589507
4.916592762708613,-13.833284750578933
4.950905141221711,-13.893692107568361
4.9854569821788335,-13.954099464557789
5.020249956762933,-14.014506821547217
5.055285747819973,-14.074914178536645
5.09056604994032,-14.135321535526074
5.126092569540704,-14.1957288925155
5.161867024946761,-14.256136249504927
5.197891146476134,-14.316543606494355
5.2341666765221735,-14.376950963483782
5.270695369638203,-14.43735832047321
5.30747899262239,-14.497765677462638
5.344519324603201,-14.558173034452066
5.381818157125446,-14.618580391441494
5.41937729423694,-14.67898774843092
5.457198552575754,-14.739395105420348
5.495283761458086,-14.799802462409776
5.53363476296673,-14.860209819399204
5.5722534120401885,-14.920617176388632
5.611141576562381,-14.98102453337806
5.650301137452984,-15.041431890367488
5.68973398875842,-15.101839247356914
5.7294420377434605,-15.162246604346343
5.769427204983466,-15.22265396133577
5.809691424457299,-15.283061318325197
5.850236643640849,-15.343468675314625
5.891064823601237,-15.403876032304053
5.932177939091656,-15.464283389293481
5.9735779786469,-15.524690746282907
6.015266944679532,-15.585098103272337
6.057246853576738,-15.645505460261763
6.09951973579786,-15.70591281725119
6.142087635972595,-15.766320174240619
6.1849526129999,-15.826727531230047
6.228116740147561,-15.887134888219475
6.271582105152486,-15.9475422452089
6.315350810321677,-16.00794960219833
6.359424972633907,-16.068356959187756
6.403806723842126,-16.128764316177183
6.448498210576559,-16.189171673166612
6.493501594448531,-16.249579030156042
6.538819052155029,-16.309986387145468
6.584452775583975,-16.370393744134894
6.6304049719202425,-16.430801101124324
6.676677863752414,-16.49120845811375
6.723273689180283,-16.551615815103176
6.770194701923105,-16.612023172092606
6.817443171428596,-16.672430529082035
6.865021382982713,-16.73283788607146
6.912931637820179,-16.793245243060888
6.961176253235792,-16.853652600050317
7.009757562696499,-16.914059957039747
7.0586779159542665,-16.97446731402917
7.1079396791597365,-17.0348746710186
7.157545234976654,-17.09528202800803
7.20749698269713,-17.155689384997455
7.257797338357677,-17.216096741986885
7.308448734856071,-17.27650409897631
7.35945362206902,-17.336911455965737
7.410814466970663,-17.397318812955163
7.462533753751894,-17.457726169944593
7.514613983940501,-17.518133526934022
7.567057676522177,-17.57854088392345
7.619867368062349,-17.638948240912878
7.673045612828856,-17.699355597902304
7.72659498291551,-17.75976295489173
7.780518068366488,-17.820170311881157
7.834817477301615,-17.880577668870586
7.889495836042498,-17.940985025860016
7.944555789239569,-18.001392382849442
8.0,-18.06179973983887
