sample,p_A_mPa,p_B_mPa
518,0.899530724651,-1
519,1.41853142674,1
520,-0.0413092777055,-1
521,1.41792414674,1
522,1.07992287701,-1
523,-0.862526611485,1
524,0.489243242394,-1
525,0.765336134754,1
526,-0.210208347845,-1
527,0.3070901117,1
528,0.165388808258,-1
529,-0.0576089707453,1
530,1.91228220343,-1
531,1.20351159264,1
532,1.09979962633,-1
533,-0.231820473776,1
534,0.192101202619,-1
535,-1.01856992801,1
536,-0.290170455664,-1
537,-0.0823782791371,1
538,-1.97412072091,-1
539,-0.840299093794,1
540,-0.950035116803,-1
541,-0.468706899208,1
542,-1.33253277807,-1
543,0.656794420092,1
544,-1.2833954237,-1
545,-1.09093176367,1
546,0.841216085767,-1
547,0.881432568209,1
548,0.636555981105,-1
549,-1.18657780327,1
550,-1.29533094398,-1
551,0.186046149153,1
552,-0.136279665233,-1
553,0.447072002125,1
554,1.3457755701,-1
555,0.848410023727,1
556,-0.355321110352,-1
557,0.19645802807,1
558,-0.554992659685,-1
559,0.41991099355,1
560,-1.13372265342,-1
561,1.1539852495,1
562,1.19559601244,-1
563,-0.232920144187,1
564,-0.116287441729,-1
565,-0.161562911126,1
566,-0.567456848277,-1
567,2.43969559699,1
568,-0.279786784858,-1
569,1.25429368883,1
570,0.148596587991,-1
571,-0.962829088008,1
572,-0.530921799547,-1
573,0.220099311949,1
574,-0.110856756506,-1
575,-0.00604412190129,1
576,-0.00713988761592,-1
577,-0.986025689109,1
578,0.972644377534,-1
579,-0.7018418404,1
580,-0.826375245603,-1
581,-1.77980580037,1
582,-1.23273829745,-1
583,-0.358505757412,1
584,-0.919476949479,-1
585,-0.785423211924,1
586,0.0782666973556,-1
587,-0.318162783619,1
588,-1.77802370525,-1
589,-0.0863299715439,1
590,-0.261740745928,-1
591,1.10825683653,1
592,-1.0353809003,-1
593,0.188788667406,1
594,-1.47906968126,-1
595,2.43723459244,1
596,-0.667221635529,-1
597,0.785433579151,1
598,-0.100681694245,-1
599,-0.640933810944,1
600,-1.79332881877,-1
601,-1.18599197797,1
602,-0.483049243672,-1
603,-0.58795056924,1
604,0.418852857565,-1
605,-1.1534092201,1
606,-0.558992008894,-1
607,-1.76697242581,1
608,-0.761512715314,-1
609,0.248662870159,1
610,-0.274016897167,-1
611,0.347694072898,1
612,0.899331825774,-1
613,0.944831509946,1
614,-0.133401140186,-1
615,-2.66244193676,1
616,0.0459464234354,-1
617,2.01644747428,1
618,0.240009978495,-1
619,-2.15688154728,1
620,-1.32533038832,-1
621,-0.333122482859,1
622,-1.21402586812,-1
623,0.700269282945,1
624,-0.0515651980076,-1
625,-0.0647947758415,1
626,-0.518062458146,-1
627,-1.90113065757,1
628,2.10801435263,-1
629,-1.21863142727,1
630,-0.501318504861,-1
631,0.516787597692,1
632,-0.0605809019815,-1
633,-0.550036399066,1
634,-0.160258340119,-1
635,0.916366436716,1
636,1.95079630414,-1
637,-0.21457344317,1
638,0.299792846449,-1
639,2.2624810531,1
640,-0.959890405971,-1
641,0.112036669345,1
642,1.68107519685,-1
643,0.212155646368,1
644,-1.85420872539,-1
645,-0.884967126212,1
646,0.43212240903,-1
647,-0.567332569432,1
648,0.449618934272,-1
649,1.31035077925,1
650,0.885466831163,-1
651,-0.752565942639,1
652,-1.24977631475,-1
653,-0.48526826301,1
654,-0.0945914648863,-1
655,-0.440171418303,1
656,0.58010695745,-1
657,0.97271869585,1
658,-0.252826738444,-1
659,-0.6629807228,1
660,0.104166839533,-1
661,-0.435916459559,1
662,0.0798397405964,-1
663,0.909892992497,1
664,-0.638964764181,-1
665,-1.456613081,1
666,-0.917575529838,-1
667,0.0698034592227,1
668,-1.03985143213,-1
669,-0.218175304944,1
670,0.4272828363,-1
671,-0.184109970274,1
672,-0.366299925079,-1
673,0.668841510646,1
674,-0.374809667123,-1
675,0.947081063751,1
676,0.883185399505,-1
677,-0.529152696592,1
678,-0.850331025429,-1
679,-0.0307045857579,1
680,1.77087468834,-1
681,-0.295081180057,1
682,0.28117135684,-1
683,-0.447476207389,1
684,1.33651407184,-1
685,-0.689138923343,1
686,-1.15437018739,-1
687,0.30548125771,1
688,-0.268672376451,-1
689,0.0376716101897,1
690,-0.0771656126102,-1
691,-0.762577617506,1
692,0.81029393535,-1
693,0.345029444981,1
694,0.694682313629,-1
695,0.262677515149,1
696,-0.313509112217,-1
697,0.116609139706,1
698,1.22165386728,-1
699,-0.290181657366,1
700,0.153096586041,-1
701,-0.197281806451,1
702,1.76988278497,-1
703,-0.592710623584,1
704,-0.836136384072,-1
705,-1.35916130236,1
706,-1.34218592591,-1
707,2.13858499998,1
708,0.136667613724,-1
709,0.0926356341757,1
710,0.240640523315,-1
711,0.0468312347072,1
712,0.875734434271,-1
713,-0.877478765524,1
714,0.696162622068,-1
715,-1.73393729643,1
716,-1.18115681204,-1
717,-0.0589444867859,1
718,-0.00776072932133,-1
719,-0.341629902477,1
720,1.1307917733,-1
721,0.720818592483,1
722,0.651530950858,-1
723,1.13710968937,1
724,-0.177021502195,-1
725,-0.989217586698,1
726,0.767378482813,-1
727,0.138927418386,1
728,1.41412621176,-1
729,-0.55216693492,1
730,-0.340403711189,-1
731,-0.0111105614478,1
732,-0.0408694915198,-1
733,-0.852088255255,1
734,0.955285585912,-1
735,-0.337845112411,1
736,-0.421259399208,-1
737,0.590441075966,1
738,0.408084460409,-1
739,-1.34375164936,1
740,-1.30162264733,-1
741,2.34176981324,1
742,-0.333150648659,-1
743,0.637588790755,1
744,0.252551083403,-1
745,-1.11484040285,1
746,-1.48172549601,-1
747,-0.0478210560502,1
748,0.850221085723,-1
749,0.826566597569,1
750,-0.0851495763397,-1
751,0.8933398486,1
752,-0.0493773228838,-1
753,0.792947605705,1
754,-1.52747872301,-1
755,-1.89720125291,1
756,-0.15534544378,-1
757,0.501661298141,1
758,0.2231508811,-1
759,0.399577658126,1
760,0.360000173351,-1
761,0.81915065725,1
762,-1.07721396211,-1
763,-1.46494710916,1
764,1.49085336851,-1
765,-0.0377260278471,1
766,-0.400129406101,-1
767,0.74879432632,1
768,-0.809732806306,-1
769,-1.52359988438,1
770,0.0867490215427,-1
771,0.383977753115,1
772,1.08912223087,-1
773,0.11098695777,1
774,2.42281077823,-1
775,0.758101601682,1
776,0.687104043629,-1
777,0.48444200453,1
778,0.0173616085195,-1
779,-1.11520978536,1
780,-1.27755315749,-1
781,-0.349102777711,1
782,0.780576633471,-1
783,-0.325573049069,1
784,1.21260064692,-1
785,-0.809333897092,1
786,-0.126337191813,-1
787,1.55048938945,1
788,-1.97600486894,-1
789,0.587180002956,1
790,-0.440301507116,-1
791,-0.214510593747,1
792,1.43719489612,-1
793,-0.0895500856914,1
794,0.0918500192709,-1
795,0.423255305354,1
796,0.0756817964114,-1
797,-0.876426339797,1
798,1.32348391154,-1
799,-1.05493782695,1
800,-1.19531885866,-1
801,0.554848857613,1
802,-0.962429150551,-1
803,0.267271310288,1
804,0.60886723894,-1
805,-0.196629243243,1
806,1.10535062192,-1
807,0.326933236949,1
808,-0.708710452356,-1
809,0.918843700785,1
810,1.32923311529,-1
811,-1.00587495772,1
812,-1.37233964657,-1
813,0.901254846435,1
814,0.402361521622,-1
815,1.83202447614,1
816,0.766480118496,-1
817,-0.418769806774,1
818,0.169221512405,-1
819,-1.33917150922,1
820,0.802798903637,-1
821,-0.268301439891,1
822,0.521922972449,-1
823,-0.000660337422347,1
824,0.251162903646,-1
825,-0.634989724907,1
826,-0.728325694467,-1
827,0.354482898662,1
828,0.0910212391707,-1
829,0.783625128448,1
830,0.044604972447,-1
831,-0.999243832078,1
832,-0.208052655354,-1
833,0.0561934723386,1
834,-0.82418234752,-1
835,1.02048258676,1
836,-0.925585743159,-1
837,1.0165326114,1
838,-1.86163229486,-1
839,-1.36170565206,1
840,-1.93082470209,-1
841,-0.0808772429643,1
842,0.039501746901,-1
843,0.0817953689778,1
844,1.00225948067,-1
845,-0.623381065006,1
846,-0.170998559047,-1
847,2.36264286123,1
848,0.59664299693,-1
849,-0.576038858275,1
850,-0.405674770803,-1
851,-0.436293294022,1
852,-0.357316262012,-1
853,-0.6460290269,1
854,1.45653767135,-1
855,-0.791094842788,1
856,-1.47090215182,-1
857,-0.820926578956,1
858,-1.38417433006,-1
859,-0.0735941688824,1
860,0.425022774282,-1
861,0.683924857184,1
862,0.52816292947,-1
863,-0.84636006153,1
864,-0.740695505816,-1
865,-1.10645182978,1
866,1.68768235611,-1
867,-0.685462435222,1
868,-0.574575411613,-1
869,2.1290055223,1
870,0.753592815315,-1
871,-1.19330654435,1
872,-1.16413366897,-1
873,0.703903722323,1
874,0.427296796227,-1
875,-1.10421521736,1
876,-0.294423494716,-1
877,-0.0990255140795,1
878,0.575446923953,-1
879,1.12514221563,1
880,0.809224696709,-1
881,-0.745316650443,1
882,-1.02236722456,-1
883,0.972030398565,1
884,0.777052395562,-1
885,0.277048413496,1
886,-1.03740349546,-1
887,-0.863063913304,1
888,0.162587229816,-1
889,0.500044018401,1
890,-0.170382062101,-1
891,0.0350221822525,1
892,0.71801669679,-1
893,-0.174859022832,1
894,0.203544636664,-1
895,0.820943743531,1
896,-0.54717279202,-1
897,0.555172739702,1
898,-0.247509960925,-1
899,-0.511750725711,1
900,0.38279018789,-1
901,-1.33769021987,1
902,1.55419560454,-1
903,-0.481107011067,1
904,0.765932745298,-1
905,0.437637703019,1
906,0.86602675263,-1
907,0.710696359633,1
908,0.118725330109,-1
909,-0.560409493231,1
910,-0.348655792138,-1
911,-2.19681795716,1
912,-0.668800183867,-1
913,-0.04251646127,1
914,-0.121254256942,-1
915,-0.917851803084,1
916,1.31712707795,-1
917,-0.33687678469,1
918,-0.79412693068,-1
919,-0.721217510448,1
920,0.207330737887,-1
921,0.144846735441,1
922,-0.0873828880437,-1
923,-1.63877442276,1
924,0.307668510821,-1
925,-0.373540902075,1
926,-0.846869943243,-1
927,-0.507323272681,1
928,-0.386335630301,-1
929,0.583089288521,1
930,1.26590564592,-1
931,1.29205211301,1
932,-0.592835531774,-1
933,-0.222850638821,1
934,0.274105448853,-1
935,0.0891936304594,1
936,0.570892768828,-1
937,0.433515244822,1
938,-0.186335456304,-1
939,-0.788140267875,1
940,-1.19237018522,-1
941,1.69232591242,1
942,0.184569877726,-1
943,-0.572206405485,1
944,-0.662308004406,-1
945,-0.245470314917,1
946,0.378652869686,-1
947,1.3139739323,1
948,0.852861225779,-1
949,0.684567744445,1
950,-1.55085505019,-1
951,0.143937664371,1
952,-0.679434994707,-1
953,-0.155647294315,1
954,0.25196655953,-1
955,-0.2314407611,1
956,0.817260347932,-1
957,-1.24658032516,1
958,0.0535222576108,-1
959,0.693832888019,1
960,0.472419485693,-1
961,1.61529749712,1
962,-0.495909818674,-1
963,-0.535190101965,1
964,-0.643945516182,-1
965,0.738291948774,1
966,-1.01832221731,-1
967,-1.08889866637,1
968,-1.03941370825,-1
969,0.760984095619,1
970,0.812897471912,-1
971,0.224701518313,1
972,-0.687237943703,-1
973,-0.191116444823,1
974,-0.930170410368,-1
975,-1.48264582319,1
976,-0.219248776253,-1
977,-0.770620920837,1
978,0.87203417025,-1
979,0.958209707794,1
980,-0.823179600272,-1
981,1.09181858368,1
982,0.961112765408,-1
983,-0.881650401942,1
984,-0.150964731517,-1
985,-0.960032949361,1
986,1.15175691322,-1
987,-0.543429514951,1
988,-0.150495121089,-1
989,-0.200209796645,1
990,0.929180727445,-1
991,-0.329908207109,1
992,-0.91782389829,-1
993,0.492213982125,1
994,-0.711632010265,-1
995,0.695131335136,1
996,0.530611692166,-1
997,-0.428127052667,1
998,-1.78040435875,-1
999,1.44557380701,1
1000,0.0998366330921,-1
1001,0.263009243042,1
1002,1.10797094897,-1
1003,-0.338636397654,1
1004,0.0917914624164,-1
1005,0.471120883844,1
1006,3.21008580153,-1
1007,-0.154050327584,1
1008,0.629534525083,-1
1009,-0.571116751364,1
1010,0.185485754603,-1
1011,-0.746709322915,1
1012,1.3365060196,-1
1013,-0.155489329463,1
1014,1.25954469136,-1
1015,-0.299259647789,1
1016,-0.167050674622,-1
1017,0.760221824471,1
1018,-0.337506532894,-1
1019,-0.0802908614648,1
1020,-1.42782449738,-1
1021,1.19105052147,1
1022,-0.217466666708,-1
1023,-1.80444135456,1
1024,0.240754046777,-1
1025,0.768400476323,1
1026,1.56059359424,-1
1027,1.12745216213,1
1028,0.413733872783,-1
1029,1.01993711762,1
1030,-0.635999792386,-1
1031,-0.159157932997,1
1032,0.200797747558,-1
1033,-1.49559381834,1
1034,-0.19767879276,-1
1035,-0.251163203683,1
1036,-0.251929705466,-1
1037,-0.522854281638,1
1038,-0.825080588277,-1
1039,0.561671652949,1
1040,0.627620574069,-1
1041,0.607975179994,1
1042,0.146490550939,-1
1043,0.53850986751,1
1044,1.10360766983,-1
1045,0.676924661072,1
1046,-1.49505589066,-1
1047,-1.01254888045,1
1048,-1.51291572473,-1
1049,0.132422919168,1
1050,0.830649095033,-1
1051,0.39677726823,1
1052,1.63656691808,-1
1053,-0.0953854158487,1
1054,-0.426349833726,-1
1055,0.838326604616,1
1056,3.44881647201,-1
1057,1.03325980913,1
1058,-1.08100212317,-1
1059,0.970874988734,1
1060,0.934332908292,-1
1061,-0.319743456931,1
1062,-1.87124572815,-1
1063,-0.50039455914,1
1064,-0.717007080296,-1
1065,1.24969072426,1
1066,-0.644700212151,-1
1067,1.07258830197,1
1068,0.697615033734,-1
1069,0.663054131727,1
1070,0.117811986209,-1
1071,-0.0262955787096,1
1072,-0.690065451844,-1
1073,-0.093365792528,1
1074,0.326770165198,-1
1075,-0.101402521211,1
1076,0.65777936411,-1
1077,-0.236600208832,1
1078,0.191844015462,-1
1079,0.194619615311,1
1080,1.03880178721,-1
1081,0.491963218347,1
1082,0.349029025634,-1
1083,-2.40285567661,1
1084,0.0509917262208,-1
1085,0.992741007455,1
1086,1.8518930069,-1
1087,-0.610021589044,1
1088,-0.593672527931,-1
1089,0.219996925555,1
1090,0.841432825025,-1
1091,0.770622797362,1
1092,-0.427045159247,-1
1093,-1.26374473703,1
1094,0.264541190623,-1
1095,0.774651439067,1
1096,-0.373488516766,-1
1097,1.68226116479,1
1098,-1.39668655406,-1
1099,0.105543217716,1
1100,0.611834322771,-1
1101,0.709692131004,1
1102,0.703804727438,-1
1103,-0.0262392696457,1
1104,1.04670069042,-1
1105,1.34743761264,1
1106,-1.152404755,-1
1107,-0.803519233688,1
1108,-0.0862230438968,-1
1109,0.0534039233022,1
1110,-1.13115221327,-1
1111,0.00913013135202,1
1112,-0.589108515851,-1
1113,1.87603853487,1
1114,-0.140738244041,-1
1115,-0.911135917024,1
1116,-0.701166067222,-1
1117,1.42125329629,1
1118,-0.0723219163413,-1
1119,-0.155675543722,1
1120,0.885294860452,-1
1121,0.11803823872,1
1122,1.30098834603,-1
1123,0.546147028169,1
1124,0.806789537678,-1
1125,1.77857567006,1
1126,0.749271580273,-1
1127,0.767301260644,1
1128,-0.243152482741,-1
1129,-0.757653280321,1
1130,0.419815228839,-1
1131,-0.400449610524,1
1132,-0.00722198421674,-1
1133,0.352595770921,1
1134,0.709779461297,-1
1135,1.40505873297,1
1136,-0.169798449219,-1
1137,1.05068181002,1
1138,0.709332941693,-1
1139,0.184225718549,1
1140,0.94784876612,-1
1141,0.73489695935,1
1142,1.40890705658,-1
1143,0.163136612917,1
