t_s,p_relative,level_relative_dB
0.775,1.9861256346,6.432454648
0.78,1.15233505611,6.00338319192
0.785,-0.589716418923,1.32649311043
0.79,-0.416991259857,-7.43637180968
0.795,-0.0952404770337,-9.66975009539
0.8,1.0115750344,0.225119057772
0.805,0.843038475244,5.47034417483
0.81,-1.41103855346,6.47319972043
0.815,-1.42393302343,3.45057510217
0.82,-0.228664761884,-7.02236380575
0.825,-0.629964145933,-4.01207829089
0.83,-0.738182573098,0.578356239388
0.835,0.0634912997533,1.45478214849
0.84,0.982154037808,2.40544022655
0.845,1.46307037616,3.47246120773
0.85,0.515288309925,3.4423710545
0.855,-0.735344853892,1.87861319169
0.86,-0.885610239237,-1.02154556473
0.865,-0.46633692919,-4.84248506902
0.87,-0.117254332751,-11.8345450644
0.875,-0.246679189018,-11.4512431728
0.88,-0.14424605227,-6.29628718561
0.885,0.416024100317,-6.9218584292
0.89,-0.0394715727684,-6.85872696143
0.895,-0.625059818163,-3.95172217693
0.9,-0.0984352497906,-4.55084253441
0.905,0.193597748053,-10.7744203282
0.91,-0.0235129840912,-17.6016901911
0.915,0.0169657850536,-11.2740304272
0.92,0.0784737801616,-13.7284576704
0.925,-0.143761618884,-9.55399287847
0.93,0.104069560759,-0.568859365847
0.935,1.29429837702,3.69373257796
0.94,1.60459203915,4.88967943472
0.945,0.228267178844,3.13122700934
0.95,-0.436827001888,-2.80968210978
0.955,-0.156278597002,-5.86203919856
0.96,-0.917562881277,0.294638932748
0.965,-0.941747566922,2.81999646907
0.97,0.805061699185,3.49007373544
0.975,1.27461564051,2.12273539286
0.98,0.947957153672,0.990404458157
0.985,0.589061623879,4.05080748334
0.99,-1.18167904502,4.95221860573
0.995,-0.943165818749,1.52052617511
1,0.851259073821,-1.35303970675
1.005,-0.193342350928,1.4516623093
1.01,-0.691108878484,-3.09481248102
1.015,-0.0451382856542,-4.72170861192
1.02,-1.4356717662,4.21697853471
1.025,-1.37184821892,4.68288701383
1.03,0.0116452244433,-1.73106721651
1.035,-0.494465341507,-4.23462523408
1.04,-0.123707156683,2.12352569094
1.045,0.934368399678,0.853095166209
1.05,0.39350869956,-7.65187045886
1.055,0.38424991163,-8.16994407149
1.06,0.182849499867,-2.92927052806
1.065,-1.2465842416,1.92955716615
1.07,-0.349183247588,5.89823255732
1.075,2.13225642803,7.64396714266
1.08,1.80635738993,7.50811645718
1.085,-0.624066148163,5.74736553406
1.09,-1.27429893779,2.10550657518
1.095,-0.163642316726,-4.88235466196
1.1,-0.0816465665357,-16.9553531588
1.105,0.0586343918607,-5.23293799859
1.11,0.781770031993,-2.10805164413
1.115,-0.166535428963,-2.07028089326
1.12,-0.622762158611,-3.40130273294
1.125,0.0898947499297,-7.69349652199
1.13,-0.0508122158861,-7.19068514089
1.135,0.898177392063,1.57135054175
1.14,1.35157526807,3.91362017828
1.145,-0.269977067873,0.779446430239
1.15,0.0330860298907,-23.6625905458
1.155,0.531314363673,0.835327865735
1.16,-0.861386629229,2.89924464385
1.165,-0.886664164822,-1.02795555674
1.17,-0.794764670841,-1.8665539698
1.175,-1.11547940725,2.70011245335
1.18,0.373982026763,2.79929345414
1.185,0.908184881878,-0.746911998379
1.19,-0.105025348325,-7.73568263359
1.195,0.0342186505859,-28.943273282
1.2,-0.0986471230966,-4.48190033741
1.205,-1.20643840886,1.76713682691
1.21,-1.07297715182,4.77606291616
1.215,0.712900461034,5.97284671686
1.22,1.80819091449,5.23092844918
1.225,0.617588628676,1.21686535611
1.23,-0.246749709396,-11.7323296962
1.235,0.575690996602,-3.35765526558
1.24,0.958778340631,0.174022722286
1.245,0.761721018396,2.06517313989
1.25,-0.0924716298359,4.6026770656
1.255,-1.52382626435,5.4348812931
1.26,-1.45531249771,3.66637213068
1.265,-0.479521792463,-0.58456492213
1.27,-0.133136410707,-4.24429330737
1.275,0.137729682533,-4.69642919123
1.28,0.425498243739,-6.12976653474
1.285,0.259395007189,-10.0429531589
1.29,-0.168902622203,-14.9486548445
1.295,0.117033509132,-8.67230802548
1.3,0.536156664788,-4.62981182313
1.305,-0.337863880078,-2.38288216201
1.31,-0.808382528918,-1.19736588443
1.315,0.0923094490025,-1.42263046023
1.32,0.657308846894,-2.98249076246
1.325,0.486017371938,-5.21524161143
1.33,0.200581885276,-7.35569704323
1.335,0.0293889782577,-4.88090997865
1.34,-0.83223617592,0.320852563268
1.345,-1.2799094435,4.06474310495
1.35,0.805069472702,5.93686037051
1.355,1.87437475297,5.60658386154
1.36,0.137200117112,2.05706075353
1.365,-0.181265481323,-9.93448712942
1.37,0.0861299392265,-1.71467964833
1.375,-1.3120670906,3.22697612699
1.38,-0.955417357848,4.08383759759
1.385,0.957284530843,2.57849627228
1.39,0.636019070148,-1.5058694278
1.395,-0.209020180117,-12.0494619017
1.4,0.411661919678,-7.6834717844
1.405,0.019885773097,-1.29301839533
1.41,-1.15570105551,1.28804023672
1.415,-0.240036847754,2.47531468305
1.42,1.2356073392,2.36032083363
1.425,0.499957308061,-0.357993131297
1.43,-0.277761189923,-10.8391837019
1.435,0.771112632361,-1.89085609713
1.44,0.986649015979,4.09350936895
1.445,-0.654989979789,6.00764668247
1.45,-1.80258370122,5.73134555287
1.455,-1.48989424465,3.96099964635
1.46,-0.831313434908,1.81474553438
1.465,-0.289794890995,0.972743051936
1.47,0.486017035334,-1.09423402598
1.475,0.197856717018,-8.12206207987
1.48,-1.154522841,1.35058975471
1.485,-0.471632007926,5.90653999557
1.49,1.45629416599,6.34280667326
1.495,1.53864784393,3.75035507529
1.5,0.89749400495,0.15487836481
1.505,0.578710745086,-0.130327761238
1.51,-0.395045252153,-0.765749961151
1.515,-0.737877325742,-0.761035610818
1.52,0.932691618712,3.23466342301
1.525,1.71154570203,5.32734506171
1.53,0.176444068892,3.95954560078
1.535,-0.430905720059,-1.62751493492
1.54,-0.281977742379,-1.65355892195
1.545,-1.08345955641,1.84942135319
1.55,-1.02911586696,1.16421843224
1.555,-0.284466075921,-2.09040521551
1.56,0.059422724126,-2.50134176337
1.565,0.770294890382,-0.318702852849
1.57,0.876001851083,-0.359045705078
1.575,0.141749583158,-5.05830574951
1.58,0.3904590916,-6.4127715547
1.585,0.343721915703,2.19861784351
1.59,-1.23372691007,4.8624582371
1.595,-1.47513991768,3.74264497817
1.6,-0.236675364728,-1.88688458417
1.605,-0.109376837451,-14.1422740655
1.61,-0.270249598963,-7.39155197125
1.615,-0.0118793056906,-9.96170009548
1.62,-0.104047104702,-12.3045230532
1.625,-0.0192816913202,-6.58177592132
1.63,0.487994910617,-3.73969444125
1.635,0.805192610568,-1.06600049197
1.64,-0.217119442918,2.10110824522
1.645,-1.67125820363,4.51164433132
1.65,-0.797301976526,4.64471732475
1.655,0.526017558621,0.93238829049
1.66,0.201421627974,-4.21667002395
1.665,0.810625110012,2.42221712257
1.67,1.59815193275,4.08195970723
1.675,0.690476459717,1.64641073967
1.68,0.0277920118744,-2.63600030972
1.685,-0.360275536562,-4.40691373969
1.69,-0.268837974211,-7.83952234978
1.695,0.711078242438,-2.95993457992
1.7,-0.00856856977792,0.667170464862
1.705,-1.05717424362,0.532857106309
1.71,-0.173026282563,-1.808985255
1.715,0.523255531288,-4.61165898247
1.72,0.448575531057,-5.59772445814
1.725,-0.11315033445,-5.18093823108
1.73,-0.510609476263,-4.6826372265
1.735,0.763253330871,0.0949734626653
1.74,1.12394697292,3.80022252167
1.745,-0.800237424268,4.32323461677
1.75,-1.07187651446,0.950501003021
1.755,0.294321778554,-8.42629707584
1.76,-0.247045134036,-1.16562119951
1.765,-1.23414320807,1.82776982073
1.77,-0.509279256992,0.405341524212
1.775,0.213642713217,-4.57005596673
1.78,0.162981105245,-14.2204996018
1.785,-0.177941340154,-14.5826641453
1.79,-0.187397999627,-4.40086057115
1.795,0.598329312998,-1.92897054449
1.8,0.512323300583,-4.34185326031
1.805,-0.100740512533,-15.8468681102
1.81,0.29083371581,-10.4776115998
1.815,0.178934675767,-5.395597621
1.82,-0.469122085908,-3.90983003252
1.825,-0.833788708258,-1.49061873108
1.83,-0.512516537793,1.91531563628
1.835,1.00934593734,3.21793194809
1.84,0.926789392444,0.647688459091
1.845,-0.292762397482,-9.28007652766
1.85,0.475830632984,-3.23298007862
1.855,0.692082269932,-2.01513501008
1.86,0.213430478763,-9.11102417664
1.865,0.534419974111,-2.26000113342
1.87,-0.407193989794,-0.271445745952
1.875,-0.370708918651,-6.20478087744
1.88,0.679071661037,-2.16459265836
1.885,-0.640439889492,1.58880287562
1.89,-0.672924100872,-1.45209011764
1.895,0.615885761806,-3.96617639924
1.9,-0.582934245282,1.17291741322
1.905,-0.955422598776,0.00251581606263
1.91,-0.101501908205,-12.5240099192
1.915,-0.612215303241,-4.25821977767
1.92,-0.253455964574,-1.81139657423
1.925,0.409653717692,-7.66104399126
1.93,-0.542662041926,-4.3411464018
1.935,-0.565770313519,0.0624966518632
1.94,0.509342525548,-0.994139233986
1.945,0.404568659004,-7.45217502828
1.95,-0.241421334619,-12.207546061
1.955,-0.243064125501,-3.99472266018
1.96,0.519058572905,-0.370139632209
1.965,1.01448793078,0.136807900642
1.97,0.201282584276,-2.97861553484
1.975,-0.345398598286,-9.2257972408
1.98,0.236837157499,-6.95905977448
1.985,0.434879043586,-7.11943476715
1.99,0.146423077989,-15.9334146232
1.995,0.504053641205,-5.69039413988
2,0.754767712737,0.342223043101
2.005,-0.569217041001,1.90864308715
2.01,-0.967231194806,1.11849892413
2.015,1.00272571366,1.95962900595
2.02,0.765814643153,3.65652665274
2.025,-1.11858130431,2.56798168585
2.03,-0.392664263484,-2.74124837416
2.035,0.229243132717,-12.6167271182
2.04,-0.144152379255,-16.4559094012
2.045,0.455450608939,-6.80083615566
2.05,-0.0641252790673,-1.02631934461
2.055,-0.874329087162,-0.975510838712
2.06,-0.380399104954,-6.47612379766
2.065,-0.482171935778,-4.71816431239
2.07,0.248911227151,0.464937367099
2.075,1.36009376131,2.99233901635
2.08,-0.526559475237,4.55302607662
2.085,-1.60468759159,4.40326482313
2.09,0.171200819142,1.52072173611
2.095,0.555082275529,-5.03933902087
2.1,-0.168459197588,-11.7527526513
2.105,-0.23501713946,-9.67413269788
2.11,0.202372748157,-7.18290733083
2.115,0.438278982877,-5.41838687314
2.12,-0.60780322894,-2.14916403086
2.125,-0.617205244594,0.0228973474516
2.13,0.609769374737,-1.49684353369
2.135,0.173239650607,-8.83917662059
2.14,-0.367549734198,-6.38404617689
2.145,0.276444467299,-1.66434218383
2.15,1.05895720729,1.20883269254
2.155,1.37154370722,4.05702609906
2.16,-0.196761506021,5.28645811522
2.165,-1.54619172114,3.9414493531
2.17,-0.281560567464,-1.83962919695
2.175,-0.0522019315313,-11.2417099977
2.18,-1.01603536744,0.834788760261
2.185,0.233432324611,2.79530319006
2.19,0.864148176109,-1.24821777602
2.195,-0.262146311823,-10.1612074406
2.2,0.761353801756,3.48721400676
2.205,2.11427901764,6.60279663265
2.21,0.534045367187,5.54727420302
2.215,-0.687083245357,-0.589381997575
2.22,0.209549190623,-13.5127837336
2.225,0.500001370134,-0.0979757072072
2.23,-0.319758943646,2.18737714634
2.235,-1.01008402241,2.43281594941
2.24,-1.30468366338,2.38669752831
2.245,-1.0759042999,1.85997097236
2.25,-0.25712943576,-0.438690320715
2.255,0.226458766565,-7.30406960469
2.26,-0.0648228020826,-17.5841202236
2.265,0.0924942296448,-11.2359179118
2.27,0.080769765273,-11.1506153316
2.275,-0.672611986367,-3.43073836513
2.28,-0.27213473366,-2.18912819179
2.285,0.193393586245,-9.55582682935
2.29,-0.2798733651,-6.65915418132
2.295,0.394499152838,0.0684378448186
2.3,1.09168428378,0.776979247672
2.305,0.100576032827,-0.988742164364
2.31,-0.83138587869,-1.53016140877
2.315,-0.385985660924,0.228689444623
2.32,0.751554145667,1.39446640999
2.325,1.01932279815,0.236159314412
2.33,0.240134763408,-6.34088378892
2.335,0.28539393234,-8.48218817035
2.34,1.24394267262,2.03201484384
2.345,0.659836984159,5.7506102189
2.35,-1.53457067976,6.8490314496
2.355,-1.82821209932,5.94592598888
2.36,0.142251659782,2.85041043676
2.365,0.629892659189,-3.9567131082
2.37,-0.0331590286724,-29.2852138475
2.375,0.234438883597,-10.7213544171
2.38,-0.060814477477,-24.1662746218
2.385,0.259219550918,-0.908513687028
2.39,1.78432079623,5.03754451818
2.395,0.440938764039,6.19318745335
2.4,-1.25019918225,2.64180963917
2.405,0.254027236514,-7.36579500905
2.41,0.152788220405,1.9623748287
2.415,-1.446031454,3.77783790335
2.42,-0.679510071183,0.224600576128
2.425,0.0442793063456,-12.1579623982
2.43,-0.252472965847,-10.6231905528
2.435,0.0416556773951,-7.79390536496
2.44,0.481759214448,-6.08813213444
2.445,0.635951111496,-0.661525863569
2.45,-0.446474704341,4.72751533108
2.455,-2.40669014244,7.97585820622
2.46,-2.08209886782,8.89833605127
2.465,0.235072597505,7.53689620469
2.47,1.23034383113,3.98341084774
2.475,0.930014640254,-0.54580648349
2.48,0.486907211246,-4.99460869974
2.485,-0.297698670066,-10.2531114158
2.49,-0.0543811123603,0.640284455406
2.495,1.54950441122,4.93715786821
2.5,1.65935979157,5.63439012913
2.505,0.33529646349,4.1997617501
2.51,-0.596799145141,3.56780036765
2.515,-1.63085342088,4.89317847368
2.52,-1.4647817337,5.11628796553
2.525,-0.0070012370985,2.8108208911
2.53,0.346509108444,-0.765315881183
2.535,0.756485197575,1.97403942701
2.54,1.55861065348,3.94706672966
2.545,1.10369852036,2.79370186922
2.55,0.395504669214,0.293930983925
2.555,-0.0967446058469,-1.00675705764
2.56,-0.448448666121,-4.73611172433
2.565,-0.0358943273766,-27.2002783098
2.57,0.0359798493848,-9.10707940088
2.575,-0.123636279691,-15.4311141117
2.58,0.421510946016,-5.84769677766
2.585,-0.0762611401167,1.47670101683
2.59,-1.19454690535,2.72919044614
2.595,-1.04872245751,0.657041245974
2.6,-0.813795478756,0.100821534473
2.605,-0.1411084262,1.84751294087
2.61,1.08378354673,1.39314513783
2.615,0.261663894658,-0.603254617888
2.62,-0.841878563565,-1.49226111607
2.625,0.161878239184,-2.36153098634
2.63,0.507001552588,-5.13224258807
2.635,-0.287043118278,-8.86811199897
2.64,0.0225660997648,-8.09521470305
2.645,0.608944680457,-4.24432695523
2.65,0.292250705109,-0.950705312292
2.655,-0.723462616719,2.2096344853
2.66,-1.70087504063,4.6139494683
2.665,-0.950371586275,5.20447792505
2.67,0.730497584347,3.33429543515
2.675,0.82948650655,-1.60638904541
2.68,0.0304794502071,-8.06026189258
2.685,-0.636167444584,-3.83552295683
2.69,-0.901494415963,3.14647241338
2.695,0.843012297909,7.32027253582
2.7,2.71437584835,8.73282974823
2.705,1.32837553956,7.54794194211
2.71,-0.742644380148,3.47549248002
2.715,-0.577637952175,-4.58479671244
2.72,0.212029196603,-10.88071836
2.725,0.415411526928,-6.38074262551
2.73,0.196554233797,-4.25856348294
2.735,-0.174876750711,-3.91645881676
2.74,-0.50618246557,-3.56426052085
2.745,-0.620740481177,-3.80510931937
2.75,0.266516456343,-5.15649767197
2.755,0.613809689406,-0.156994515453
2.76,-0.963841757801,3.51420647265
2.765,-1.45621039683,3.60059151139
2.77,-0.436367531682,0.454846190904
2.775,-0.0546425874479,-2.06326925877
2.78,0.457229088233,-1.72020631842
2.785,0.38937186698,-8.0996609306
2.79,-0.23504305158,-5.8968132359
2.795,1.02793517995,2.96434881533
2.8,1.62575851313,5.44342779771
2.805,-0.385064817572,4.95052147869
2.81,-1.28470702551,2.22024589794
2.815,-0.406344377995,-2.39408351003
2.82,0.0194403527218,-6.30660584164
2.825,0.360133728323,-4.00979470535
2.83,0.797536793,-1.96308947559
2.835,0.453025407096,-3.03430702241
2.84,0.230480339724,-5.40391959236
2.845,0.103636518789,-0.0724756858426
2.85,-1.19653169858,3.38386719428
2.855,-1.10076391955,3.37852583589
2.86,0.960626061167,1.55935174269
2.865,0.339813440639,2.94513890537
2.87,-1.63056482706,4.60927010797
2.875,-0.786426956371,2.94288405262
2.88,0.222959840676,-4.66185614816
2.885,-0.262378013843,-8.29514126638
2.89,-0.0361092474039,-2.1144463603
2.895,0.409024783996,-3.47935584211
2.9,0.388763734384,-4.93665038059
2.905,0.728485204923,-2.08756525133
2.91,0.687630566869,-2.59717382608
2.915,0.271478650925,-7.3704580961
2.92,0.298492945878,-8.2681280772
2.925,0.250489371726,-5.67158391811
2.93,-0.0103479374419,-4.32632554782
2.935,-0.495486469392,-2.78543284546
2.94,-0.640776190917,-3.69898977641
2.945,-0.0638977248306,-12.6346538867
2.95,-0.389430562596,-7.13408558807
2.955,-0.83864092994,0.557818010412
2.96,0.218461213696,2.27900514423
2.965,0.83678801405,0.339980047112
2.97,0.887979882947,0.263366696301
2.975,1.75813322613,4.90283527274
2.98,1.48662903898,7.00704571158
2.985,-0.394558057977,6.31319453427
2.99,-1.18693454031,2.52904257447
2.995,-0.281384377134,-10.0690831436
3,0.278319396311,-2.22794805996
3.005,-0.860264517078,4.28457815973
3.01,-1.95118222128,5.8608820156
3.015,-1.28442321605,4.58983408172
3.02,-0.281699021376,1.83563528272
3.025,0.345419217125,-0.280322540139
3.03,0.603342068887,-4.19966286514
3.035,-0.14640256504,-11.4704007401
3.04,-0.239634397113,-5.13649375797
3.045,0.391430337401,-6.47521418638
3.05,-0.0697529994811,-19.4391960098
3.055,0.0185838427115,-6.30311251948
3.06,0.534969019829,-5.40478557005
3.065,-0.342019764416,-5.99555694962
3.07,-0.443054759442,-1.04503751249
3.075,0.826447938887,1.02329628685
3.08,0.818777724148,-0.615880703722
3.085,-0.143053527105,-8.49551674068
3.09,0.26709467264,-7.25026867981
3.095,0.823644064202,-0.313241571858
3.1,-0.304129112592,0.891097941627
3.105,-0.862165158617,-1.28785583913
3.11,-0.141533841913,-7.30238957724
3.115,-0.0530142285606,-17.1535452568
3.12,-0.025891171867,-8.33169885845
3.125,0.453596349426,-5.22043006326
3.13,0.571031373252,-4.42159080053
3.135,0.266080317214,-3.72969473938
3.14,-0.351334196728,-3.18064139328
3.145,-0.672385709982,-3.4217466456
3.15,-0.152722202201,-3.46632985545
3.155,0.733402324819,-1.84513339721
3.16,0.62166811972,0.772781473548
3.165,-1.04890132242,2.97104527229
3.17,-1.19415648302,4.49350697088
3.175,1.2857766251,5.66616190701
3.18,1.67696935032,6.34381806472
3.185,-0.863773081758,5.88009715563
3.19,-1.4445044427,3.50811641779
3.195,0.226431243436,-1.85221942714
3.2,0.214112369476,-5.21104365026
3.205,-0.874384631549,-1.06775646181
3.21,-0.383788662694,-0.866350169213
3.215,0.22332047566,-6.29438603254
3.22,-0.115676795857,-5.79904055068
3.225,0.787355731434,2.57893336409
3.23,1.87808501598,5.70152438989
3.235,0.200958105328,5.47741954488
3.24,-0.963770960404,0.542728680757
3.245,0.112005642506,-10.8339754859
3.25,-0.980260210299,3.92303033042
3.255,-2.0645906575,6.90484319754
3.26,0.153856110919,5.92646980323
3.265,1.15621294317,1.3839449147
3.27,0.0242041793639,-6.48009252895
3.275,-0.465676150527,-6.36645706391
3.28,-0.332639670944,-1.81044264778
3.285,0.52907320887,1.81713461087
3.29,1.3657825181,2.83407323184
3.295,0.733430987006,0.409950604961
3.3,0.021595840203,-10.1235211916
3.305,0.602578592718,-4.39651528531
3.31,0.729934500558,1.68331969158
3.315,-0.446369864043,2.65765865957
3.32,-1.0487783802,0.617765664918
3.325,-0.269371700895,-4.74117380198
3.33,0.482476823501,-5.87048934971
3.335,-0.312746240636,-0.00662480872272
3.34,-1.16301170914,1.31212975021
3.345,-0.225483588819,-2.19405914815
3.35,0.178290605464,-13.9057600809
3.355,-0.540012213445,-5.33933825491
3.36,-0.0707323112548,-5.98995540451
3.365,0.120952443952,-8.97893590303
3.37,-1.18542798219,1.59305356848
3.375,-1.01631272795,5.87460096484
3.38,1.24716923174,7.13181701069
3.385,1.9983497766,6.10066962925
3.39,0.328841708411,2.58093378734
3.395,-0.519552170382,-4.38630653623
3.4,-0.105986072377,-17.0514912284
3.405,-0.154860912453,-14.3394535747
3.41,0.140204179369,-6.77426232791
3.415,0.492651844295,-5.93310387207
3.42,0.441555889484,-7.09137903175
3.425,0.863601918656,-0.446672289266
3.43,0.012254776493,2.68778766278
3.435,-1.22590599611,1.91241008256
3.44,0.105187074302,-0.994253835219
3.445,0.862689847907,0.391702993195
3.45,-0.588905701039,1.54634098757
3.455,-0.831285851565,-1.59656596037
3.46,-0.426286404559,-7.40460027649
3.465,-0.913134180873,-0.559235180594
3.47,-0.532237055628,2.25905923399
3.475,0.61565581016,1.97912911984
3.48,0.947025791679,-0.211203904823
3.485,0.664859840045,-2.90722298769
3.49,0.302793947407,-4.54791772892
3.495,-0.261122292685,-7.55959361173
3.5,-0.0516545600039,-6.25255792002
3.505,1.1302168284,1.10196906275
3.51,0.764085783831,4.51245674876
3.515,-0.948226051049,5.04643632001
3.52,-1.52112612328,3.83709943225
3.525,-1.34433019732,3.18665369413
3.53,-0.729132664615,3.25000697086
3.535,0.219528316836,1.08920032318
3.54,0.209575473765,-2.83502054662
3.545,0.498646400662,2.16772088472
3.55,1.71903846491,5.30704356028
3.555,1.59730795058,4.95159572707
3.56,0.975674615112,3.67006592054
3.565,0.51282207288,6.43342874035
3.57,-1.61977852561,8.50109360498
3.575,-2.26770230855,7.21928285742
3.58,-0.388363789225,0.0652558355189
3.585,-0.658256767284,-3.62802396703
3.59,-0.875029087496,3.83698257185
3.595,0.957868377867,2.88461986801
3.6,0.186073970478,-3.942092548
3.605,-0.783950198956,0.5919049817
3.61,0.894216993392,2.55399444811
3.615,0.537282829232,-2.53373375265
3.62,-0.436872318271,-4.24014701132
3.625,0.950442828201,2.28524171062
3.63,1.19731070788,2.26780972309
3.635,0.339691252461,-1.62751074883
3.64,0.0994573380865,-3.17496167369
