t_sobre_T,p_Pa,p2_Pa2,media_p2_Pa2,rms_Pa
0.04,0.04973797743297096,0.0024738663991227287,0.019983347210657785,0.14136246747513212
0.04166666666666667,0.05176380902050416,0.0026794919243112282,0.019983347210657785,0.14136246747513212
0.043333333333333335,0.05378396412305314,0.0028927147967898674,0.019983347210657785,0.14136246747513212
0.045000000000000005,0.05579822120784586,0.0031134414899596998,0.019983347210657785,0.14136246747513212
0.04666666666666667,0.05780635938889433,0.0033415751857980114,0.019983347210657785,0.14136246747513212
0.04833333333333334,0.05980815845121734,0.0035770158173259203,0.019983347210657785,0.14136246747513212
0.05,0.06180339887498948,0.003819660112501051,0.019983347210657785,0.14136246747513212
0.05166666666666667,0.063791861859614,0.004069401639516075,0.019983347210657785,0.14136246747513212
0.05333333333333334,0.06577332934771665,0.004326130853483204,0.019983347210657785,0.14136246747513212
0.055,0.06774758404905827,0.004589735144484215,0.019983347210657785,0.14136246747513212
0.05666666666666667,0.06971440946436304,0.004860098886964871,0.019983347210657785,0.14136246747513212
0.058333333333333334,0.07167358990906006,0.005137103490452116,0.019983347210657785,0.14136246747513212
0.060000000000000005,0.0736249105369356,0.00542062745157177,0.019983347210657785,0.14136246747513212
0.06166666666666667,0.07556815736369343,0.005710546407343934,0.019983347210657785,0.14136246747513212
0.06333333333333334,0.0775031172904206,0.0060067331897326924,0.019983347210657785,0.14136246747513212
0.065,0.07942957812695613,0.006309057881426227,0.019983347210657785,0.14136246747513212
0.06666666666666667,0.08134732861516003,0.006617387872822834,0.019983347210657785,0.14136246747513212
0.06833333333333334,0.08325615845208025,0.006931587920197893,0.019983347210657785,0.14136246747513212
0.07,0.08515585831301455,0.007251520205026209,0.019983347210657785,0.14136246747513212
0.07166666666666667,0.08704621987446551,0.007577044394433794,0.019983347210657785,0.14136246747513212
0.07333333333333333,0.0889270358369855,0.007908017702752504,0.019983347210657785,0.14136246747513212
0.07500000000000001,0.09079809994790937,0.008244294954150539,0.019983347210657785,0.14136246747513212
0.07666666666666667,0.09265920702397236,0.008585728646311368,0.019983347210657785,0.14136246747513212
0.07833333333333334,0.09451015297381081,0.00893216901513312,0.019983347210657785,0.14136246747513212
0.08,0.09635073482034306,0.00928346410042007,0.019983347210657785,0.14136246747513212
0.08166666666666667,0.09818075072302816,0.009639459812537395,0.019983347210657785,0.14136246747513212
0.08333333333333334,0.1,0.010000000000000002,0.019983347210657785,0.14136246747513212
0.085,0.10180828315007427,0.010364926517965696,0.019983347210657785,0.14136246747513212
0.08666666666666667,0.10360540187462604,0.010734079297602764,0.019983347210657785,0.14136246747513212
0.08833333333333333,0.10539115909933552,0.011107296416301453,0.019983347210657785,0.14136246747513212
0.09000000000000001,0.10716535899579933,0.01148441416869855,0.019983347210657785,0.14136246747513212
0.09166666666666667,0.10892780700300542,0.011865267138483996,0.019983347210657785,0.14136246747513212
0.09333333333333334,0.11067830984866883,0.012249688270957943,0.019983347210657785,0.14136246747513212
0.095,0.11241667557042612,0.01263750894630644,0.019983347210657785,0.14136246747513212
0.09666666666666668,0.11414271353688635,0.013028559053563697,0.019983347210657785,0.14136246747513212
0.09833333333333334,0.11585623446853577,0.013422667065228336,0.019983347210657785,0.14136246747513212
0.1,0.11755705045849463,0.013819660112501051,0.019983347210657785,0.14136246747513212
0.10166666666666667,0.11924497499312317,0.01421936406111057,0.019983347210657785,0.14136246747513212
0.10333333333333335,0.12091982297247497,0.014621603587694687,0.019983347210657785,0.14136246747513212
0.10500000000000001,0.12258141073059531,0.015026202256702906,0.019983347210657785,0.14136246747513212
0.10666666666666667,0.12422955605566209,0.015432982597786889,0.019983347210657785,0.14136246747513212
0.10833333333333334,0.1258640782099675,0.01584176618364482,0.019983347210657785,0.14136246747513212
0.11,0.12748479794973794,0.016252373708285507,0.019983347210657785,0.14136246747513212
0.11166666666666668,0.12909153754479014,0.016664625065677962,0.019983347210657785,0.14136246747513212
0.11333333333333334,0.13068412079802108,0.017078339428751765,0.019983347210657785,0.14136246747513212
0.115,0.13226237306473038,0.017493335328713916,0.019983347210657785,0.14136246747513212
0.11666666666666667,0.13382612127177165,0.017909430734646934,0.019983347210657785,0.14136246747513212
0.11833333333333335,0.13537519393653216,0.018326443133353694,0.019983347210657785,0.14136246747513212
0.12000000000000001,0.13690942118573776,0.01874418960941374,0.019983347210657785,0.14136246747513212
0.12166666666666667,0.13842863477408138,0.01916248692541601,0.019983347210657785,0.14136246747513212
0.12333333333333334,0.13993266810267307,0.01958115160233286,0.019983347210657785,0.14136246747513212
0.125,0.14142135623730953,0.020000000000000007,0.019983347210657785,0.14136246747513212
0.12666666666666668,0.14289453592656068,0.020418848397667142,0.019983347210657785,0.14136246747513212
0.12833333333333335,0.14435204561967246,0.020837513074584,0.019983347210657785,0.14136246747513212
0.13,0.14579372548428232,0.02125581039058627,0.019983347210657785,0.14136246747513212
0.13166666666666668,0.14721941742394687,0.02167355686664631,0.019983347210657785,0.14136246747513212
0.13333333333333333,0.14862896509547882,0.022090569265353063,0.019983347210657785,0.14136246747513212
0.135,0.15002221392609194,0.022506664671286095,0.019983347210657785,0.14136246747513212
0.1366666666666667,0.1513990111303513,0.02292166057124824,0.019983347210657785,0.14136246747513212
0.13833333333333334,0.15275920572692844,0.02333537493432205,0.019983347210657785,0.14136246747513212
0.14,0.15410264855515787,0.0237476262917145,0.019983347210657785,0.14136246747513212
0.14166666666666666,0.15542919229139418,0.02415823381635519,0.019983347210657785,0.14136246747513212
0.14333333333333334,0.15673869146516797,0.02456701740221312,0.019983347210657785,0.14136246747513212
0.14500000000000002,0.1580310024751381,0.024973797743297103,0.019983347210657785,0.14136246747513212
0.14666666666666667,0.15930598360483927,0.02537839641230532,0.019983347210657785,0.14136246747513212
0.14833333333333334,0.16056349503822293,0.025780635938889438,0.019983347210657785,0.14136246747513212
0.15000000000000002,0.1618033988749895,0.026180339887498957,0.019983347210657785,0.14136246747513212
0.15166666666666667,0.16302555914571085,0.026577332934771665,0.019983347210657785,0.14136246747513212
0.15333333333333335,0.16422984182674083,0.02697144094643631,0.019983347210657785,0.14136246747513212
0.155,0.16541611485491237,0.02736249105369356,0.019983347210657785,0.14136246747513212
0.15666666666666668,0.16658424814201991,0.027750311729042066,0.019983347210657785,0.14136246747513212
0.15833333333333335,0.16773411358908483,0.02813473286151601,0.019983347210657785,0.14136246747513212
0.16,0.16886558510040303,0.028515585831301458,0.019983347210657785,0.14136246747513212
0.16166666666666668,0.1699785385973728,0.028892703583698557,0.019983347210657785,0.14136246747513212
0.16333333333333333,0.17107285203210132,0.02926592070239723,0.019983347210657785,0.14136246747513212
0.165,0.17214840540078874,0.02963507348203431,0.019983347210657785,0.14136246747513212
0.16666666666666669,0.17320508075688776,0.03000000000000001,0.019983347210657785,0.14136246747513212
0.16833333333333333,0.1742427622240379,0.030360540187462606,0.019983347210657785,0.14136246747513212
0.17,0.17526133600877275,0.030716535899579945,0.019983347210657785,0.14136246747513212
0.1716666666666667,0.17626069041299847,0.03106783098486689,0.019983347210657785,0.14136246747513212
0.17333333333333334,0.17724071584624296,0.03141427135368864,0.019983347210657785,0.14136246747513212
0.17500000000000002,0.17820130483767357,0.031755705045849465,0.019983347210657785,0.14136246747513212
0.17666666666666667,0.1791423520478826,0.0320919822972475,0.019983347210657785,0.14136246747513212
0.17833333333333334,0.18006375428043872,0.03242295560556621,0.019983347210657785,0.14136246747513212
0.18000000000000002,0.18096541049320392,0.0327484797949738,0.019983347210657785,0.14136246747513212
0.18166666666666667,0.1818472218094137,0.03306841207980211,0.019983347210657785,0.14136246747513212
0.18333333333333335,0.1827090915285202,0.03338261212717717,0.019983347210657785,0.14136246747513212
0.18500000000000003,0.18355092513679624,0.03369094211857378,0.019983347210657785,0.14136246747513212
0.18666666666666668,0.18437263031770013,0.03399326681026731,0.019983347210657785,0.14136246747513212
0.18833333333333335,0.18517411696199895,0.03428945359265607,0.019983347210657785,0.14136246747513212
0.19,0.18595529717765027,0.03457937254842823,0.019983347210657785,0.14136246747513212
0.19166666666666668,0.18671608529944037,0.03486289650954789,0.019983347210657785,0.14136246747513212
0.19333333333333336,0.1874563978983783,0.03513990111303513,0.019983347210657785,0.14136246747513212
0.195,0.1881761537908451,0.03541026485551579,0.019983347210657785,0.14136246747513212
0.19666666666666668,0.18887527404749624,0.03567386914651681,0.019983347210657785,0.14136246747513212
0.19833333333333333,0.18955368200191713,0.03593059836048392,0.019983347210657785,0.14136246747513212
0.2,0.1902113032590307,0.03618033988749895,0.019983347210657785,0.14136246747513212
0.2016666666666667,0.1908480657032554,0.0364229841826741,0.019983347210657785,0.14136246747513212
0.20333333333333334,0.19146389950641346,0.03665842481420199,0.019983347210657785,0.14136246747513212
0.20500000000000002,0.19205873713538862,0.03688655851004031,0.019983347210657785,0.14136246747513212
0.2066666666666667,0.19263251335953166,0.03710728520321014,0.019983347210657785,0.14136246747513212
0.20833333333333334,0.19318516525781368,0.037320508075688784,0.019983347210657785,0.14136246747513212
0.21000000000000002,0.19371663222572622,0.03752613360087727,0.019983347210657785,0.14136246747513212
0.21166666666666667,0.19422685598192724,0.037724071584624305,0.019983347210657785,0.14136246747513212
0.21333333333333335,0.19471578057463207,0.03791423520478826,0.019983347210657785,0.14136246747513212
0.21500000000000002,0.1951833523877495,0.0380965410493204,0.019983347210657785,0.14136246747513212
0.21666666666666667,0.19562952014676116,0.03827090915285203,0.019983347210657785,0.14136246747513212
0.21833333333333335,0.19605423492434437,0.03843726303177001,0.019983347210657785,0.14136246747513212
0.22,0.19645745014573773,0.038595529717765024,0.019983347210657785,0.14136246747513212
0.22166666666666668,0.1968391215938484,0.03874563978983783,0.019983347210657785,0.14136246747513212
0.22333333333333336,0.19719920741410102,0.038887527404749635,0.019983347210657785,0.14136246747513212
0.225,0.19753766811902757,0.039021130325903076,0.019983347210657785,0.14136246747513212
0.22666666666666668,0.19785446659259767,0.03914638995064135,0.019983347210657785,0.14136246747513212
0.22833333333333336,0.19814956809428874,0.039263251335953174,0.019983347210657785,0.14136246747513212
0.23,0.1984229402628956,0.03937166322257263,0.019983347210657785,0.14136246747513212
0.2316666666666667,0.1986745531200793,0.039471578057463215,0.019983347210657785,0.14136246747513212
0.23333333333333334,0.19890437907365466,0.039562952014676106,0.019983347210657785,0.14136246747513212
0.23500000000000001,0.199112392920616,0.03964574501457377,0.019983347210657785,0.14136246747513212
0.2366666666666667,0.19929857184990088,0.039719920741410106,0.019983347210657785,0.14136246747513212
0.23833333333333334,0.19946289544489162,0.03978544665925977,0.019983347210657785,0.14136246747513212
0.24000000000000002,0.19960534568565433,0.03984229402628956,0.019983347210657785,0.14136246747513212
0.24166666666666667,0.19972590695091477,0.03989043790736547,0.019983347210657785,0.14136246747513212
0.24333333333333335,0.1998245660197717,0.0399298571849901,0.019983347210657785,0.14136246747513212
0.24500000000000002,0.19990131207314632,0.03996053456856544,0.019983347210657785,0.14136246747513212
0.24666666666666667,0.19995613669496912,0.039982456601977176,0.019983347210657785,0.14136246747513212
0.24833333333333335,0.19998903387310243,0.039995613669496916,0.019983347210657785,0.14136246747513212
0.25,0.2,0.04000000000000001,0.019983347210657785,0.14136246747513212
0.2516666666666667,0.19998903387310243,0.039995613669496916,0.019983347210657785,0.14136246747513212
0.25333333333333335,0.19995613669496912,0.039982456601977176,0.019983347210657785,0.14136246747513212
0.255,0.19990131207314632,0.03996053456856544,0.019983347210657785,0.14136246747513212
0.2566666666666667,0.1998245660197717,0.0399298571849901,0.019983347210657785,0.14136246747513212
0.25833333333333336,0.19972590695091477,0.03989043790736547,0.019983347210657785,0.14136246747513212
0.26,0.19960534568565433,0.03984229402628956,0.019983347210657785,0.14136246747513212
0.26166666666666666,0.19946289544489162,0.03978544665925977,0.019983347210657785,0.14136246747513212
0.26333333333333336,0.19929857184990088,0.039719920741410106,0.019983347210657785,0.14136246747513212
0.265,0.199112392920616,0.03964574501457377,0.019983347210657785,0.14136246747513212
0.26666666666666666,0.19890437907365469,0.03956295201467612,0.019983347210657785,0.14136246747513212
0.26833333333333337,0.1986745531200793,0.039471578057463215,0.019983347210657785,0.14136246747513212
0.27,0.19842294026289556,0.03937166322257262,0.019983347210657785,0.14136246747513212
0.27166666666666667,0.19814956809428874,0.039263251335953174,0.019983347210657785,0.14136246747513212
0.2733333333333334,0.19785446659259767,0.03914638995064135,0.019983347210657785,0.14136246747513212
0.275,0.19753766811902754,0.03902113032590307,0.019983347210657785,0.14136246747513212
0.27666666666666667,0.19719920741410102,0.038887527404749635,0.019983347210657785,0.14136246747513212
0.2783333333333334,0.1968391215938484,0.03874563978983783,0.019983347210657785,0.14136246747513212
0.28,0.19645745014573773,0.038595529717765024,0.019983347210657785,0.14136246747513212
0.2816666666666667,0.19605423492434437,0.03843726303177001,0.019983347210657785,0.14136246747513212
0.2833333333333333,0.19562952014676116,0.03827090915285203,0.019983347210657785,0.14136246747513212
0.28500000000000003,0.1951833523877495,0.0380965410493204,0.019983347210657785,0.14136246747513212
0.2866666666666667,0.19471578057463207,0.03791423520478826,0.019983347210657785,0.14136246747513212
0.28833333333333333,0.19422685598192724,0.037724071584624305,0.019983347210657785,0.14136246747513212
0.29000000000000004,0.19371663222572622,0.03752613360087727,0.019983347210657785,0.14136246747513212
0.2916666666666667,0.19318516525781368,0.037320508075688784,0.019983347210657785,0.14136246747513212
0.29333333333333333,0.19263251335953166,0.03710728520321014,0.019983347210657785,0.14136246747513212
0.29500000000000004,0.19205873713538862,0.03688655851004031,0.019983347210657785,0.14136246747513212
0.2966666666666667,0.19146389950641346,0.03665842481420199,0.019983347210657785,0.14136246747513212
0.29833333333333334,0.1908480657032554,0.0364229841826741,0.019983347210657785,0.14136246747513212
0.30000000000000004,0.1902113032590307,0.03618033988749895,0.019983347210657785,0.14136246747513212
0.3016666666666667,0.18955368200191713,0.03593059836048392,0.019983347210657785,0.14136246747513212
0.30333333333333334,0.18887527404749624,0.03567386914651681,0.019983347210657785,0.14136246747513212
0.305,0.1881761537908451,0.03541026485551579,0.019983347210657785,0.14136246747513212
0.3066666666666667,0.1874563978983783,0.03513990111303513,0.019983347210657785,0.14136246747513212
0.30833333333333335,0.18671608529944037,0.03486289650954789,0.019983347210657785,0.14136246747513212
0.31,0.1859552971776503,0.03457937254842824,0.019983347210657785,0.14136246747513212
0.3116666666666667,0.18517411696199892,0.03428945359265606,0.019983347210657785,0.14136246747513212
0.31333333333333335,0.18437263031770013,0.03399326681026731,0.019983347210657785,0.14136246747513212
0.315,0.18355092513679627,0.03369094211857379,0.019983347210657785,0.14136246747513212
0.3166666666666667,0.1827090915285202,0.03338261212717717,0.019983347210657785,0.14136246747513212
0.31833333333333336,0.18184722180941373,0.033068412079802115,0.019983347210657785,0.14136246747513212
0.32,0.18096541049320392,0.0327484797949738,0.019983347210657785,0.14136246747513212
0.3216666666666667,0.1800637542804387,0.032422955605566205,0.019983347210657785,0.14136246747513212
0.32333333333333336,0.17914235204788256,0.032091982297247496,0.019983347210657785,0.14136246747513212
0.325,0.1782013048376736,0.03175570504584947,0.019983347210657785,0.14136246747513212
0.32666666666666666,0.17724071584624299,0.03141427135368865,0.019983347210657785,0.14136246747513212
0.32833333333333337,0.17626069041299847,0.03106783098486689,0.019983347210657785,0.14136246747513212
0.33,0.1752613360087727,0.030716535899579924,0.019983347210657785,0.14136246747513212
0.33166666666666667,0.1742427622240379,0.030360540187462606,0.019983347210657785,0.14136246747513212
0.33333333333333337,0.17320508075688773,0.03,0.019983347210657785,0.14136246747513212
0.335,0.17214840540078874,0.02963507348203431,0.019983347210657785,0.14136246747513212
0.33666666666666667,0.17107285203210135,0.029265920702397242,0.019983347210657785,0.14136246747513212
0.3383333333333334,0.16997853859737277,0.028892703583698547,0.019983347210657785,0.14136246747513212
0.34,0.168865585100403,0.028515585831301447,0.019983347210657785,0.14136246747513212
0.3416666666666667,0.16773411358908483,0.02813473286151601,0.019983347210657785,0.14136246747513212
0.3433333333333334,0.1665842481420199,0.027750311729042056,0.019983347210657785,0.14136246747513212
0.34500000000000003,0.16541611485491237,0.02736249105369356,0.019983347210657785,0.14136246747513212
0.3466666666666667,0.16422984182674083,0.02697144094643631,0.019983347210657785,0.14136246747513212
0.34833333333333333,0.1630255591457109,0.026577332934771682,0.019983347210657785,0.14136246747513212
0.35000000000000003,0.1618033988749895,0.026180339887498957,0.019983347210657785,0.14136246747513212
0.3516666666666667,0.1605634950382229,0.025780635938889428,0.019983347210657785,0.14136246747513212
0.35333333333333333,0.15930598360483927,0.02537839641230532,0.019983347210657785,0.14136246747513212
0.35500000000000004,0.15803100247513807,0.024973797743297096,0.019983347210657785,0.14136246747513212
0.3566666666666667,0.15673869146516797,0.02456701740221312,0.019983347210657785,0.14136246747513212
0.35833333333333334,0.1554291922913942,0.024158233816355196,0.019983347210657785,0.14136246747513212
0.36000000000000004,0.15410264855515787,0.0237476262917145,0.019983347210657785,0.14136246747513212
0.3616666666666667,0.15275920572692842,0.02333537493432204,0.019983347210657785,0.14136246747513212
0.36333333333333334,0.15139901113035129,0.022921660571248233,0.019983347210657785,0.14136246747513212
0.36500000000000005,0.15002221392609189,0.022506664671286078,0.019983347210657785,0.14136246747513212
0.3666666666666667,0.14862896509547885,0.02209056926535307,0.019983347210657785,0.14136246747513212
0.36833333333333335,0.1472194174239469,0.02167355686664632,0.019983347210657785,0.14136246747513212
0.37000000000000005,0.1457937254842823,0.021255810390586265,0.019983347210657785,0.14136246747513212
0.3716666666666667,0.14435204561967238,0.020837513074583976,0.019983347210657785,0.14136246747513212
0.37333333333333335,0.14289453592656065,0.02041884839766713,0.019983347210657785,0.14136246747513212
0.375,0.14142135623730953,0.020000000000000007,0.019983347210657785,0.14136246747513212
0.3766666666666667,0.13993266810267307,0.01958115160233286,0.019983347210657785,0.14136246747513212
0.37833333333333335,0.13842863477408138,0.01916248692541601,0.019983347210657785,0.14136246747513212
0.38,0.13690942118573776,0.01874418960941374,0.019983347210657785,0.14136246747513212
0.3816666666666667,0.13537519393653216,0.018326443133353694,0.019983347210657785,0.14136246747513212
0.38333333333333336,0.1338261212717716,0.01790943073464692,0.019983347210657785,0.14136246747513212
0.385,0.13226237306473038,0.017493335328713916,0.019983347210657785,0.14136246747513212
0.3866666666666667,0.13068412079802105,0.017078339428751758,0.019983347210657785,0.14136246747513212
0.38833333333333336,0.1290915375447901,0.016664625065677955,0.019983347210657785,0.14136246747513212
0.39,0.12748479794973797,0.016252373708285514,0.019983347210657785,0.14136246747513212
0.3916666666666667,0.12586407820996748,0.01584176618364481,0.019983347210657785,0.14136246747513212
0.39333333333333337,0.12422955605566202,0.015432982597786872,0.019983347210657785,0.14136246747513212
0.395,0.12258141073059528,0.0150262022567029,0.019983347210657785,0.14136246747513212
0.39666666666666667,0.120919822972475,0.014621603587694692,0.019983347210657785,0.14136246747513212
0.3983333333333334,0.11924497499312314,0.014219364061110564,0.019983347210657785,0.14136246747513212
0.4,0.11755705045849466,0.013819660112501058,0.019983347210657785,0.14136246747513212
0.40166666666666667,0.11585623446853575,0.013422667065228332,0.019983347210657785,0.14136246747513212
0.4033333333333334,0.11414271353688628,0.013028559053563682,0.019983347210657785,0.14136246747513212
0.405,0.1124166755704261,0.012637508946306436,0.019983347210657785,0.14136246747513212
0.4066666666666667,0.11067830984866883,0.012249688270957943,0.019983347210657785,0.14136246747513212
0.4083333333333334,0.10892780700300538,0.011865267138483987,0.019983347210657785,0.14136246747513212
0.41000000000000003,0.10716535899579933,0.01148441416869855,0.019983347210657785,0.14136246747513212
0.4116666666666667,0.10539115909933555,0.01110729641630146,0.019983347210657785,0.14136246747513212
0.4133333333333334,0.10360540187462604,0.010734079297602764,0.019983347210657785,0.14136246747513212
0.41500000000000004,0.10180828315007423,0.010364926517965688,0.019983347210657785,0.14136246747513212
0.4166666666666667,0.09999999999999999,0.009999999999999998,0.019983347210657785,0.14136246747513212
0.41833333333333333,0.0981807507230282,0.009639459812537403,0.019983347210657785,0.14136246747513212
0.42000000000000004,0.09635073482034305,0.009283464100420066,0.019983347210657785,0.14136246747513212
0.4216666666666667,0.09451015297381082,0.008932169015133122,0.019983347210657785,0.14136246747513212
0.42333333333333334,0.09265920702397233,0.008585728646311363,0.019983347210657785,0.14136246747513212
0.42500000000000004,0.0907980999479093,0.008244294954150527,0.019983347210657785,0.14136246747513212
0.4266666666666667,0.08892703583698547,0.007908017702752498,0.019983347210657785,0.14136246747513212
0.42833333333333334,0.08704621987446552,0.007577044394433796,0.019983347210657785,0.14136246747513212
0.43000000000000005,0.0851558583130145,0.007251520205026202,0.019983347210657785,0.14136246747513212
0.4316666666666667,0.08325615845208025,0.006931587920197893,0.019983347210657785,0.14136246747513212
0.43333333333333335,0.08134732861516002,0.006617387872822832,0.019983347210657785,0.14136246747513212
0.43500000000000005,0.07942957812695606,0.006309057881426216,0.019983347210657785,0.14136246747513212
0.4366666666666667,0.07750311729042056,0.006006733189732686,0.019983347210657785,0.14136246747513212
0.43833333333333335,0.07556815736369343,0.005710546407343934,0.019983347210657785,0.14136246747513212
0.44,0.07362491053693564,0.005420627451571776,0.019983347210657785,0.14136246747513212
0.4416666666666667,0.07167358990906005,0.005137103490452114,0.019983347210657785,0.14136246747513212
0.44333333333333336,0.06971440946436307,0.004860098886964875,0.019983347210657785,0.14136246747513212
0.445,0.06774758404905827,0.004589735144484215,0.019983347210657785,0.14136246747513212
0.4466666666666667,0.0657733293477166,0.004326130853483197,0.019983347210657785,0.14136246747513212
0.44833333333333336,0.06379186185961398,0.004069401639516073,0.019983347210657785,0.14136246747513212
0.45,0.06180339887498951,0.0038196601125010544,0.019983347210657785,0.14136246747513212
0.4516666666666667,0.059808158451217314,0.003577015817325917,0.019983347210657785,0.14136246747513212
0.45333333333333337,0.057806359388894335,0.0033415751857980122,0.019983347210657785,0.14136246747513212
0.455,0.055798221207845826,0.003113441489959696,0.019983347210657785,0.14136246747513212
0.4566666666666667,0.053783964123053064,0.002892714796789859,0.019983347210657785,0.14136246747513212
0.45833333333333337,0.05176380902050412,0.002679491924311224,0.019983347210657785,0.14136246747513212
0.46,0.04973797743297097,0.002473866399122729,0.019983347210657785,0.14136246747513212
0.46166666666666667,0.04770669151571622,0.0022759284153757104,0.019983347210657785,0.14136246747513212
0.4633333333333334,0.04567017402213115,0.002085764795211743,0.019983347210657785,0.14136246747513212
0.465,0.043628648279308464,0.0019034589506796054,0.019983347210657785,0.14136246747513212
0.4666666666666667,0.04158233816355186,0.0017290908471479817,0.019983347210657785,0.14136246747513212
0.4683333333333334,0.03953146807582518,0.0015627369682299852,0.019983347210657785,0.14136246747513212
0.47000000000000003,0.03747626291714492,0.0014044702822349714,0.019983347210657785,0.14136246747513212
0.4716666666666667,0.03541694806391669,0.001254360210162172,0.019983347210657785,0.14136246747513212
0.4733333333333334,0.03335374934322043,0.0011124725952503774,0.019983347210657785,0.14136246747513212
0.47500000000000003,0.0312868930080462,0.00097886967409693,0.019983347210657785,0.14136246747513212
0.4766666666666667,0.0292166057124823,0.0008536100493586533,0.019983347210657785,0.14136246747513212
0.4783333333333334,0.02714311448686081,0.0007367486640468332,0.019983347210657785,0.14136246747513212
0.48000000000000004,0.02506664671286082,0.0006283367774273762,0.019983347210657785,0.14136246747513212
0.4816666666666667,0.022987430098573333,0.0005284219425367952,0.019983347210657785,0.14136246747513212
0.48333333333333334,0.020905692653530747,0.00043704798532388946,0.019983347210657785,0.14136246747513212
0.48500000000000004,0.018821662663702873,0.00035425498542622676,0.019983347210657785,0.14136246747513212
0.4866666666666667,0.016735568666463058,0.00028007925858990006,0.019983347210657785,0.14136246747513212
0.48833333333333334,0.014647639425526339,0.00021455334074023356,0.019983347210657785,0.14136246747513212
0.49000000000000005,0.012558103905862629,0.00015770597371044223,0.019983347210657785,0.14136246747513212
0.4916666666666667,0.010467191248588761,0.00010956209263453315,0.019983347210657785,0.14136246747513212
0.49333333333333335,0.008375130745839962,7.014281500991384e-05,0.019983347210657785,0.14136246747513212
0.49500000000000005,0.0062821518156256475,3.946543143456862e-05,0.019983347210657785,0.14136246747513212
0.4966666666666667,0.004188483976671333,1.7543398022832505e-05,0.019983347210657785,0.14136246747513212
0.49833333333333335,0.002094356823249142,4.386330503090238e-06,0.019983347210657785,0.14136246747513212
0.5,2.4492935982947065e-17,5.9990391306474315e-34,0.019983347210657785,0.14136246747513212
0.5016666666666667,-0.0020943568232491814,4.386330503090403e-06,0.019983347210657785,0.14136246747513212
0.5033333333333334,-0.004188483976671462,1.7543398022833586e-05,0.019983347210657785,0.14136246747513212
0.505,-0.006282151815625599,3.9465431434568005e-05,0.019983347210657785,0.14136246747513212
0.5066666666666667,-0.008375130745839914,7.014281500991303e-05,0.019983347210657785,0.14136246747513212
0.5083333333333334,-0.010467191248588801,0.00010956209263453399,0.019983347210657785,0.14136246747513212
0.51,-0.01255810390586267,0.00015770597371044326,0.019983347210657785,0.14136246747513212
0.5116666666666667,-0.014647639425526377,0.0002145533407402347,0.019983347210657785,0.14136246747513212
0.5133333333333334,-0.016735568666463186,0.0002800792585899044,0.019983347210657785,0.14136246747513212
0.515,-0.01882166266370282,0.0003542549854262248,0.019983347210657785,0.14136246747513212
0.5166666666666667,-0.020905692653530702,0.00043704798532388756,0.019983347210657785,0.14136246747513212
0.5183333333333333,-0.022987430098573288,0.0005284219425367931,0.019983347210657785,0.14136246747513212
0.52,-0.02506664671286086,0.0006283367774273781,0.019983347210657785,0.14136246747513212
0.5216666666666667,-0.027143114486860936,0.00073674866404684,0.019983347210657785,0.14136246747513212
